#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,      accept. ratio,  Monte Carlo steps 
 4.000000000000e+00, 1.000000000000e+00, 5.000000000000e+00, 4.730517066507e-01, 1.123170932897e+01, 1.059797590532e-03, 3.008221845600e+01, 9.002808000000e-01,           10000000
 4.014335692622e+00, 2.000000000000e+00, 5.000000000000e+00, 1.242461948849e+00, 7.335456159981e-01, 2.708404726030e-04, 3.170086020900e+01, 9.122961000000e-01,           10000000
 4.004627559432e+00, 1.322799850260e+00, 5.000000000000e+00, 5.345238267313e-01, 9.011609509040e-01, 3.001934294591e-04, 3.221628044400e+01, 9.107621000000e-01,           10000000
 4.004338740790e+00, 1.302599436099e+00, 5.000000000000e+00, 5.033470336265e-01, 7.926114208851e-01, 2.815335541077e-04, 3.154032312200e+01, 8.992993000000e-01,           10000000
 4.004292699075e+00, 1.299379208668e+00, 5.000000000000e+00, 5.025257694185e-01, 6.761414711972e-01, 2.600272045762e-04, 3.216885577200e+01, 8.992885000000e-01,           10000000
 4.004259213039e+00, 1.297037144509e+00, 5.000000000000e+00, 4.916337102266e-01, 7.694963956350e-01, 2.773979804604e-04, 2.958655123600e+01, 9.053214000000e-01,           10000000
 4.004222378400e+00, 1.294460873933e+00, 5.000000000000e+00, 4.808844324920e-01, 1.111568929722e+00, 3.334019990525e-04, 3.033088852900e+01, 9.084401000000e-01,           10000000
 4.004088956793e+00, 1.285129164219e+00, 5.000000000000e+00, 4.474847603223e-01, 1.504116535022e+00, 3.878294128895e-04, 2.985038619700e+01, 9.124846000000e-01,           10000000
 3.994208758458e+00, 1.177056246998e+00, 5.000000000000e+00, 2.870247902201e-01, 2.428322328535e-01, 1.558307520528e-04, 3.089809316500e+01, 9.047747000000e-01,           10000000
 3.992883057187e+00, 1.162555282667e+00, 5.000000000000e+00, 2.513919676993e-01, 3.360518096583e-01, 1.833171594964e-04, 3.001138596200e+01, 8.943368000000e-01,           10000000
 3.991762467227e+00, 1.150297894511e+00, 5.000000000000e+00, 2.571989322062e-01, 9.164349555570e-02, 9.573060929280e-05, 3.092895040500e+01, 9.028704000000e-01,           10000000
 3.988905692188e+00, 1.119049532704e+00, 5.000000000000e+00, 2.305555171902e-01, 7.625012583676e-02, 8.732131803676e-05, 2.999853051300e+01, 9.028274000000e-01,           10000000
 3.920820353363e+00, 9.887091529575e-01, 5.000000000000e+00, 5.491762673709e-01, 1.520043211719e+01, 1.232900325135e-03, 3.121683096400e+01, 9.137797000000e-01,           10000000
 3.987362249688e+00, 1.116094816094e+00, 5.000000000000e+00, 2.313024190731e-01, 9.601648781904e-02, 9.798800325501e-05, 3.054889991400e+01, 8.953601000000e-01,           10000000
 3.988801134053e+00, 1.118849369978e+00, 5.000000000000e+00, 2.277428246962e-01, 6.863632927562e-02, 8.284704537618e-05, 3.156959721400e+01, 9.057933000000e-01,           10000000
 3.892937163201e+00, 7.762754139134e-01, 5.000000000000e+00, 1.049674856805e+01, 2.823662350948e+03, 1.680375657687e-02, 3.283326038500e+01, 9.016955000000e-01,           10000000
 3.949554632308e+00, 9.786003353818e-01, 5.000000000000e+00, 6.982093596849e-01, 2.781550896180e+01, 1.667798218065e-03, 3.450991746000e+01, 9.171497000000e-01,           10000000
 3.987871861210e+00, 1.115528574155e+00, 5.000000000000e+00, 2.253207913876e-01, 7.888515314714e-02, 8.881731427325e-05, 3.208728243100e+01, 9.026199000000e-01,           10000000
 3.979104329584e+00, 1.101234689585e+00, 5.000000000000e+00, 2.293021855084e-01, 2.491041002001e-01, 1.578303203444e-04, 3.294935344900e+01, 9.077483000000e-01,           10000000
 3.987354960410e+00, 1.114685860300e+00, 5.000000000000e+00, 2.244139027193e-01, 8.076470020576e-02, 8.986918281912e-05, 3.161396678400e+01, 8.970107000000e-01,           10000000
 3.967097062980e+00, 1.091723853013e+00, 5.000000000000e+00, 2.235698275501e-01, 3.755045914732e-01, 1.937794084709e-04, 3.212417607400e+01, 9.163301000000e-01,           10000000
 3.985384034764e+00, 1.112451847160e+00, 5.000000000000e+00, 2.263524538508e-01, 1.040152685326e-01, 1.019878760111e-04, 3.239351296600e+01, 9.084481000000e-01,           10000000
 3.987285430264e+00, 1.114607048976e+00, 5.000000000000e+00, 2.324043745939e-01, 1.150819555513e-01, 1.072762581149e-04, 3.090514996500e+01, 8.981119000000e-01,           10000000
 3.987354265109e+00, 1.114685072187e+00, 5.000000000000e+00, 2.264767536946e-01, 8.756855966768e-02, 9.357807417749e-05, 3.110861134500e+01, 9.107585000000e-01,           10000000
