#                p[0],                 p[1],                 p[2],               energy,             variance,                error,      -(ℏ/4)⟨∇ᵢ²ln(ψ)⟩,  Var -(ℏ/4)⟨∇ᵢ²ln(ψ)⟩,    (ℏ/2)⟨|∇ᵢln(ψ)|²⟩, Var (ℏ/2)⟨|∇ᵢln(ψ)|²⟩,         elapsed time,        accept. ratio,    Monte Carlo steps 
 4.00000000000000e+00, 1.00000000000000e+00, 5.00000000000000e+00, 1.42377539011927e-01, 2.03856872378409e-01, 4.51505118883949e-04, 9.51576850922692e-02, 1.76459763650852e-02, 9.32824970494577e-02, 7.27046692936479e-02, 3.17060979000000e-01, 9.04914000000000e-01,              1000000
 3.99650620394302e+00, 1.16996553245114e+00, 5.00000000000000e+00, 1.35513371778545e-01, 5.28923984087895e-03, 7.27271602695922e-05, 9.81276486543906e-02, 1.67337185554809e-02, 9.78569845858719e-02, 8.53482199245976e-02, 3.90181021000000e-01, 8.97143000000000e-01,              1000000
 3.99441999346890e+00, 1.13479666932051e+00, 5.00000000000000e+00, 1.34411343697353e-01, 1.69207977067744e-03, 4.11348972367434e-05, 9.55790764822339e-02, 1.16134061305638e-02, 9.13487589904422e-02, 3.76060821914610e-02, 3.67418537000000e-01, 9.10889000000000e-01,              1000000
 3.98152765144928e+00, 1.09333000187555e+00, 5.00000000000000e+00, 1.32378946639395e-01, 4.52113480151138e-03, 6.72393843034823e-05, 9.56688688988211e-02, 1.33242218405755e-02, 9.22451937048582e-02, 5.59156410517304e-02, 5.15238124000000e-01, 9.12317000000000e-01,              1000000
 3.96646343429739e+00, 1.08022738670884e+00, 5.00000000000000e+00, 1.31983632252791e-01, 6.63979338629723e-03, 8.14849273565193e-05, 9.59258716731893e-02, 1.33708743980334e-02, 9.24168854208981e-02, 4.88942280972637e-02, 3.69803127000000e-01, 9.05927000000000e-01,              1000000
 3.93450030329936e+00, 1.06947901633992e+00, 5.00000000000000e+00, 1.30423453103511e-01, 6.55567883438131e-03, 7.39125543823088e-05, 9.57447528495616e-02, 1.11337336923348e-02, 9.02756537192207e-02, 3.08128802779991e-02, 4.15052990000000e-01, 9.09367500000000e-01,              1200000
 3.93130399019956e+00, 1.06840417930303e+00, 5.00000000000000e+00, 1.32297439836563e-01, 1.85430634404818e-02, 1.24308297659763e-04, 9.68036017989475e-02, 1.48019030180067e-02, 9.38349498915108e-02, 6.99231608195137e-02, 4.39002567000000e-01, 9.01755833333333e-01,              1200000
 3.93418067198938e+00, 1.06937153263623e+00, 5.00000000000000e+00, 1.31124997631046e-01, 1.01504499743892e-02, 9.19712363295775e-05, 9.61364380510552e-02, 1.24894655050554e-02, 9.17110782804122e-02, 4.40868096887115e-02, 5.00286117000000e-01, 9.05788333333333e-01,              1200000
 3.87033260744950e+00, 1.06168311587753e+00, 5.00000000000000e+00, 1.33873409049123e-01, 2.83475064532325e-02, 1.53697501750550e-04, 9.95931677576264e-02, 1.81136061145923e-02, 9.84090502911637e-02, 8.49237545167985e-02, 3.98696092000000e-01, 8.98931666666667e-01,              1200000
 3.93317658846810e+00, 1.06925062352759e+00, 5.00000000000000e+00, 1.31331760571336e-01, 8.15058807924320e-03, 8.24145419977729e-05, 9.63715687223797e-02, 1.27267257158769e-02, 9.20681790221538e-02, 3.94145299320699e-02, 3.99663764000000e-01, 8.98901666666667e-01,              1200000
 3.93417063115417e+00, 1.06937032354514e+00, 5.00000000000000e+00, 1.30404613338083e-01, 5.41213121108174e-03, 6.71573476439333e-05, 9.57679606843220e-02, 1.09753514659652e-02, 9.02541719641182e-02, 2.70845573342151e-02, 5.07865009000000e-01, 9.05142500000000e-01,              1200000
 3.92906083375318e+00, 1.06627278025249e+00, 5.00000000000000e+00, 1.32345066187905e-01, 1.58260548752745e-02, 1.14840668156924e-04, 9.71258469810856e-02, 1.49681877508853e-02, 9.41318667598065e-02, 6.05970555528395e-02, 4.41032013000000e-01, 9.15787500000000e-01,              1200000
 3.93411953318016e+00, 1.06933934811222e+00, 5.00000000000000e+00, 1.30155172217394e-01, 5.88815519657717e-03, 7.00485260169523e-05, 9.55496721738222e-02, 1.06089271998348e-02, 8.97930934485213e-02, 2.74536326241244e-02, 4.72290249000000e-01, 9.10460000000000e-01,              1200000
