#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,      accept. ratio,  Monte Carlo steps 
 4.000000000000e+00, 1.000000000000e+00, 5.000000000000e+00, 3.718013299758e-01, 5.958899189833e+00, 7.719390642941e-04, 1.899058175900e+01, 9.402556000000e-01,           10000000
 4.016916049408e+00, 2.000000000000e+00, 5.000000000000e+00, 8.220267172791e-01, 4.639078399835e-01, 2.153851991163e-04, 1.854289251100e+01, 9.408283000000e-01,           10000000
 4.005401471047e+00, 1.319310432176e+00, 5.000000000000e+00, 4.022593606587e-01, 6.707108895935e-01, 2.589808660101e-04, 1.860622435400e+01, 9.396057000000e-01,           10000000
 4.005106856994e+00, 1.299373306724e+00, 5.000000000000e+00, 3.837029292778e-01, 5.855454406788e-01, 2.419804621615e-04, 1.807545378300e+01, 9.300684000000e-01,           10000000
 4.005068502218e+00, 1.296777761854e+00, 5.000000000000e+00, 3.802456194545e-01, 5.945810915598e-01, 2.438403353754e-04, 1.832824687200e+01, 9.289582000000e-01,           10000000
 4.005035205335e+00, 1.294524494821e+00, 5.000000000000e+00, 3.853182243616e-01, 4.308901071419e-01, 2.075789264694e-04, 1.856836475600e+01, 9.328502000000e-01,           10000000
 4.004998578764e+00, 1.292045901086e+00, 5.000000000000e+00, 3.799238085902e-01, 4.832258455567e-01, 2.198239853967e-04, 1.878805650800e+01, 9.417518000000e-01,           10000000
 4.004958289535e+00, 1.289319447977e+00, 5.000000000000e+00, 3.791525323336e-01, 4.616430387916e-01, 2.148587998644e-04, 1.838583817600e+01, 9.441888000000e-01,           10000000
 4.004913971384e+00, 1.286320349557e+00, 5.000000000000e+00, 3.771221166468e-01, 4.157570819157e-01, 2.039012216530e-04, 1.764821841700e+01, 9.434740000000e-01,           10000000
 4.004865221418e+00, 1.283021341295e+00, 5.000000000000e+00, 3.723851113183e-01, 4.455706599411e-01, 2.110854471396e-04, 1.850374968700e+01, 9.404118000000e-01,           10000000
 4.004811596455e+00, 1.279392432207e+00, 5.000000000000e+00, 3.719966712124e-01, 3.804256754361e-01, 1.950450397821e-04, 1.951841854900e+01, 9.367776000000e-01,           10000000
 4.004752608996e+00, 1.275400632210e+00, 5.000000000000e+00, 3.661452192578e-01, 4.018932679955e-01, 2.004727582480e-04, 1.777734183200e+01, 9.336643000000e-01,           10000000
 4.004687722790e+00, 1.271009652213e+00, 5.000000000000e+00, 3.641104587877e-01, 3.561799519967e-01, 1.887273038002e-04, 1.749048477000e+01, 9.443229000000e-01,           10000000
 4.004616347965e+00, 1.266179574217e+00, 5.000000000000e+00, 3.506693441187e-01, 6.236111054956e-01, 2.497220666052e-04, 1.863386846000e+01, 9.378938000000e-01,           10000000
 3.998158621273e+00, 8.244020198282e-01, 5.000000000000e+00, 3.516420709942e+00, 7.999184436378e+02, 8.943815984455e-03, 1.747061980700e+01, 9.342996000000e-01,           10000000
 4.001384883727e+00, 1.044854532158e+00, 5.000000000000e+00, 2.690550530071e-01, 1.380902837185e+00, 3.716050103517e-04, 1.732967531300e+01, 9.419647000000e-01,           10000000
 4.003681316430e+00, 1.269292187344e+00, 5.000000000000e+00, 3.554457227334e-01, 4.965666253207e-01, 2.228377493426e-04, 1.746794605200e+01, 9.362078000000e-01,           10000000
 4.002124201075e+00, 1.117110362618e+00, 5.000000000000e+00, 2.398131257320e-01, 4.247838658044e-02, 6.517544520787e-05, 1.744421497300e+01, 9.388954000000e-01,           10000000
 4.000449900232e+00, 1.112615906456e+00, 5.000000000000e+00, 2.380705747827e-01, 5.557520456068e-02, 7.454877903807e-05, 1.744516690000e+01, 9.401347000000e-01,           10000000
 3.994159024847e+00, 1.106025276488e+00, 5.000000000000e+00, 2.346233960263e-01, 7.511803051008e-02, 8.667065853568e-05, 1.800591874700e+01, 9.334781000000e-01,           10000000
 3.980441657666e+00, 1.099195539060e+00, 5.000000000000e+00, 2.348642865839e-01, 1.111705432171e-01, 1.054374426933e-04, 1.737516219600e+01, 9.435886000000e-01,           10000000
 3.993360653286e+00, 1.105627775418e+00, 5.000000000000e+00, 2.368940148458e-01, 8.751302927401e-02, 9.354839885001e-05, 1.743089518600e+01, 9.368675000000e-01,           10000000
 3.994151041131e+00, 1.106021301477e+00, 5.000000000000e+00, 2.357860727907e-01, 7.586236605466e-02, 8.709900461811e-05, 1.754640815300e+01, 9.368025000000e-01,           10000000
 3.994158945010e+00, 1.106025236738e+00, 5.000000000000e+00, 2.355629276809e-01, 7.221990919520e-02, 8.498229768322e-05, 1.903671413600e+01, 9.432526000000e-01,           10000000
 3.994159024048e+00, 1.106025276091e+00, 5.000000000000e+00, 2.353956665818e-01, 7.608823714631e-02, 8.722857166451e-05, 1.773142620800e+01, 9.343115000000e-01,           10000000
 3.994159024839e+00, 1.106025276484e+00, 5.000000000000e+00, 2.358392450652e-01, 7.306873774937e-02, 8.548025371358e-05, 1.737343165200e+01, 9.379145000000e-01,           10000000
 3.994159024847e+00, 1.106025276488e+00, 5.000000000000e+00, 2.351968515094e-01, 7.424639332815e-02, 8.616634686938e-05, 1.803090179300e+01, 9.368054000000e-01,           10000000
 3.938126250470e+00, 1.092879498700e+00, 5.000000000000e+00, 2.370490551190e-01, 2.474135895279e-01, 1.572938617772e-04, 1.792410600300e+01, 9.350469000000e-01,           10000000
 3.991503778669e+00, 1.105402332566e+00, 5.000000000000e+00, 2.379182987936e-01, 1.067930187692e-01, 1.033407077434e-04, 1.768336506800e+01, 9.337035000000e-01,           10000000
 3.994132472385e+00, 1.106019047049e+00, 5.000000000000e+00, 2.358311494150e-01, 7.955021638933e-02, 8.919092800803e-05, 1.745019052400e+01, 9.400983000000e-01,           10000000
 3.994158759322e+00, 1.106025214194e+00, 5.000000000000e+00, 2.551875255753e-01, 2.772070062568e-01, 1.664953471593e-04, 1.811467434100e+01, 9.423004000000e-01,           10000000
 3.994159022192e+00, 1.106025275865e+00, 5.000000000000e+00, 2.361195622438e-01, 8.074860022873e-02, 8.986022492111e-05, 1.840885467400e+01, 9.369895000000e-01,           10000000
 3.994159024820e+00, 1.106025276482e+00, 5.000000000000e+00, 2.375234453844e-01, 8.382301794961e-02, 9.155491136450e-05, 1.779907470600e+01, 9.375674000000e-01,           10000000
 3.994159024847e+00, 1.106025276488e+00, 5.000000000000e+00, 2.333771097435e-01, 6.572574361329e-02, 8.107141519259e-05, 2.293680049400e+01, 9.288969000000e-01,           10000000
 3.937490340677e+00, 1.061449322872e+00, 5.000000000000e+00, 2.517147507772e-01, 9.481479064038e-01, 3.079201043134e-04, 1.839299948300e+01, 9.372573000000e-01,           10000000
 3.992947229099e+00, 1.105072070113e+00, 5.000000000000e+00, 2.368318272023e-01, 8.782295113126e-02, 9.371390031968e-05, 1.800581016000e+01, 9.368023000000e-01,           10000000
 3.994146906889e+00, 1.106015744424e+00, 5.000000000000e+00, 2.382906154284e-01, 9.888393091827e-02, 9.944039969664e-05, 1.896709543800e+01, 9.446905000000e-01,           10000000
 3.994158903667e+00, 1.106025181167e+00, 5.000000000000e+00, 2.351835541004e-01, 7.674560002332e-02, 8.760456610435e-05, 1.805265405400e+01, 9.348332000000e-01,           10000000
 3.994159023635e+00, 1.106025275535e+00, 5.000000000000e+00, 2.366604100970e-01, 8.048701064720e-02, 8.971455324929e-05, 1.903838852800e+01, 9.415234000000e-01,           10000000
 3.994159024834e+00, 1.106025276479e+00, 5.000000000000e+00, 2.357135428407e-01, 6.980162052143e-02, 8.354736412445e-05, 1.920778352600e+01, 9.403390000000e-01,           10000000
 3.994159024846e+00, 1.106025276488e+00, 5.000000000000e+00, 2.359836581949e-01, 7.946555457838e-02, 8.914345437461e-05, 1.820851888000e+01, 9.370530000000e-01,           10000000
 3.994159024847e+00, 1.106025276488e+00, 5.000000000000e+00, 2.364928269014e-01, 7.978304855903e-02, 8.932135722157e-05, 1.786014310300e+01, 9.432522000000e-01,           10000000
 3.994159024847e+00, 1.106025276488e+00, 5.000000000000e+00, 2.380509750639e-01, 8.279828589124e-02, 8.306537881454e-05, 2.116516870600e+01, 9.400065000000e-01,           12000000
 3.994159024847e+00, 1.106025276488e+00, 5.000000000000e+00, 2.403767876481e-01, 1.208696044464e-01, 1.003616811199e-04, 2.122156913600e+01, 9.387824166667e-01,           12000000
 3.994159024847e+00, 1.106025276488e+00, 5.000000000000e+00, 2.344553289487e-01, 6.833294962470e-02, 7.546133094986e-05, 2.121151223100e+01, 9.297529166667e-01,           12000000
