#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,      accept. ratio,  Monte Carlo steps 
 4.000000000000e+00, 1.000000000000e+00, 5.000000000000e+00, 1.776025517558e-01, 2.223126308203e-01, 1.491015193820e-04, 8.935788101000e+00, 9.405636000000e-01,           10000000
 3.969380977735e+00, 1.222908494186e+00, 5.000000000000e+00, 2.587189490825e-01, 2.022880341103e-02, 4.497644206808e-05, 9.799163055000e+00, 9.447327000000e-01,           10000000
 3.997050133225e+00, 1.021475223970e+00, 5.000000000000e+00, 1.763694874874e-01, 1.105163650099e-01, 1.051267639614e-04, 8.623070847000e+00, 9.374513000000e-01,           10000000
 3.989901790412e+00, 1.033674792321e+00, 5.000000000000e+00, 1.792043103106e-01, 7.779710050234e-02, 8.820266464361e-05, 8.698351594000e+00, 9.374544000000e-01,           10000000
 3.996341442604e+00, 1.022684695858e+00, 5.000000000000e+00, 1.770414708976e-01, 1.017264844582e-01, 1.008595481143e-04, 8.769811349000e+00, 9.358488000000e-01,           10000000
 3.997007300982e+00, 1.021548322713e+00, 5.000000000000e+00, 1.762156781399e-01, 1.005621720539e-01, 1.002806920867e-04, 8.688421397000e+00, 9.347998000000e-01,           10000000
 3.995452902165e+00, 1.021973926649e+00, 5.000000000000e+00, 1.765399163397e-01, 1.007213182486e-01, 1.003600110844e-04, 8.802462667000e+00, 9.348077000000e-01,           10000000
 3.996955044491e+00, 1.021562630861e+00, 5.000000000000e+00, 1.763535178512e-01, 1.030006341286e-01, 1.014892280632e-04, 9.015073913000e+00, 9.353799000000e-01,           10000000
 3.997006778417e+00, 1.021548465794e+00, 5.000000000000e+00, 1.784311117098e-01, 1.232875228404e-01, 1.110349147072e-04, 8.760861480000e+00, 9.400171000000e-01,           10000000
 3.997007295757e+00, 1.021548324144e+00, 5.000000000000e+00, 1.787523699437e-01, 1.252732298599e-01, 1.119255242829e-04, 8.719282131000e+00, 9.413862000000e-01,           10000000
 3.997007300930e+00, 1.021548322727e+00, 5.000000000000e+00, 1.755508423401e-01, 9.151739808964e-02, 9.566472604343e-05, 8.801762403000e+00, 9.301748000000e-01,           10000000
 3.992995902812e+00, 1.021770304565e+00, 5.000000000000e+00, 1.782561184573e-01, 1.172494532254e-01, 1.082817866612e-04, 9.105706648000e+00, 9.406321000000e-01,           10000000
 3.996967186949e+00, 1.021550542545e+00, 5.000000000000e+00, 1.757451077143e-01, 9.268192123465e-02, 9.627145019924e-05, 9.058640410000e+00, 9.328823000000e-01,           10000000
 3.997006899790e+00, 1.021548344925e+00, 5.000000000000e+00, 1.780924434603e-01, 1.162102678140e-01, 1.078008663295e-04, 9.487402097000e+00, 9.391514000000e-01,           10000000
 3.997007296919e+00, 1.021548322949e+00, 5.000000000000e+00, 1.771549793029e-01, 1.085457222014e-01, 1.041852783273e-04, 9.636234886000e+00, 9.379633000000e-01,           10000000
 3.997007300890e+00, 1.021548322729e+00, 5.000000000000e+00, 1.754684543132e-01, 9.530916901228e-02, 9.762641497683e-05, 9.380603732000e+00, 9.325955000000e-01,           10000000
 3.997007300930e+00, 1.021548322727e+00, 5.000000000000e+00, 1.771598244600e-01, 1.124030837296e-01, 1.060203205662e-04, 9.094486075000e+00, 9.390671000000e-01,           10000000
 3.960885936643e+00, 1.064092822793e+00, 5.000000000000e+00, 1.868795111419e-01, 3.453420985268e-02, 5.876581476733e-05, 9.785596941000e+00, 9.382887000000e-01,           10000000
 3.995103903965e+00, 1.023790183573e+00, 5.000000000000e+00, 1.773993996265e-01, 1.036571583452e-01, 1.018121595612e-04, 9.720325024000e+00, 9.373208000000e-01,           10000000
 3.996987356057e+00, 1.021571814217e+00, 5.000000000000e+00, 1.769298942409e-01, 1.073687668930e-01, 1.036189012164e-04, 8.997158437000e+00, 9.372432000000e-01,           10000000
 3.997007101481e+00, 1.021548557642e+00, 5.000000000000e+00, 1.791902909858e-01, 1.241902843518e-01, 1.114406946998e-04, 9.093716569000e+00, 9.415715000000e-01,           10000000
 3.997007298936e+00, 1.021548325076e+00, 5.000000000000e+00, 1.772098349823e-01, 1.075208724263e-01, 1.036922718559e-04, 8.786595873000e+00, 9.376802000000e-01,           10000000
 3.997007300910e+00, 1.021548322751e+00, 5.000000000000e+00, 1.773492784069e-01, 1.098768459215e-01, 1.048221569714e-04, 8.559832215000e+00, 9.375960000000e-01,           10000000
 3.997007300930e+00, 1.021548322727e+00, 5.000000000000e+00, 1.816177097318e-01, 1.517342877907e-01, 1.231804723934e-04, 8.983784037000e+00, 9.472570000000e-01,           10000000
 3.997007300930e+00, 1.021548322727e+00, 5.000000000000e+00, 1.772566458718e-01, 1.110509085074e-01, 1.053806948674e-04, 8.714555027000e+00, 9.364877000000e-01,           10000000
 3.997007300930e+00, 1.021548322727e+00, 5.000000000000e+00, 1.763230686488e-01, 1.026940805299e-01, 1.013380878692e-04, 1.052150600600e+01, 9.337800000000e-01,           10000000
 3.997007300930e+00, 1.021548322727e+00, 5.000000000000e+00, 1.801919978880e-01, 1.332694436499e-01, 1.154423854786e-04, 9.447244716000e+00, 9.427215000000e-01,           10000000
 3.997007300930e+00, 1.021548322727e+00, 5.000000000000e+00, 1.773607413609e-01, 1.136179250895e-01, 1.065917093819e-04, 8.878914383000e+00, 9.382016000000e-01,           10000000
