#                p[0],                 p[1],                 p[2],               energy,             variance,                error,      -(ℏ/4)⟨∇ᵢ²ln(ψ)⟩,  Var -(ℏ/4)⟨∇ᵢ²ln(ψ)⟩,    (ℏ/2)⟨|∇ᵢln(ψ)|²⟩, Var (ℏ/2)⟨|∇ᵢln(ψ)|²⟩,         elapsed time,        accept. ratio,    Monte Carlo steps 
 4.00000000000000e+00, 1.00000000000000e+00, 5.00000000000000e+00, 3.71609128777043e-01, 6.57605893705515e+00, 2.56438275946769e-03, 7.70149074796355e-01, 4.01688423714254e-01, 7.02676870964885e-01, 1.93867951208708e+00, 3.25734634700000e+00, 9.01907000000000e-01,              1000000
 3.99167814120477e+00, 2.00000000000000e+00, 5.00000000000000e+00, 1.24627051514096e+00, 7.28482545555183e-01, 8.53511889521864e-04, 9.09812101100607e-01, 1.88702993958192e-01, 9.03801447938820e-01, 1.82949281430325e+00, 3.18143638300000e+00, 8.95935000000000e-01,              1000000
 3.99799201352218e+00, 1.24129062114974e+00, 5.00000000000000e+00, 4.11952309341229e-01, 3.53272292388181e-01, 5.94367136026363e-04, 8.25408966234848e-01, 3.32717694521632e-01, 7.78994240812817e-01, 1.97558220892373e+00, 3.16978696600000e+00, 9.14631000000000e-01,              1000000
 3.99928649702468e+00, 1.08573841408292e+00, 5.00000000000000e+00, 2.32912684097812e-01, 5.32299793723482e-01, 7.29588783989641e-04, 8.11268227362280e-01, 4.55946475030163e-01, 7.97790977032410e-01, 3.47539762878791e+00, 3.11021167200000e+00, 8.98236000000000e-01,              1000000
 3.99668969886295e+00, 1.10258841866968e+00, 5.00000000000000e+00, 2.25477281541415e-01, 1.66612773596535e-01, 4.08182279865914e-04, 8.04290996111861e-01, 4.11063585874038e-01, 7.79521923671649e-01, 2.76964004949396e+00, 3.01466483600000e+00, 9.12118000000000e-01,              1000000
 3.99402624712412e+00, 1.10315811555145e+00, 5.00000000000000e+00, 2.58439242700413e-01, 5.73074323081293e-01, 7.57016725760596e-04, 8.32779157329819e-01, 6.02640281092725e-01, 9.32742464407273e-01, 1.04603657821366e+01, 2.96970662700000e+00, 9.04795000000000e-01,              1000000
 3.99666306434556e+00, 1.10259411563850e+00, 5.00000000000000e+00, 2.17161535761264e-01, 1.45516087842249e-01, 3.81465709916696e-04, 8.00923671679000e-01, 3.90695045070958e-01, 7.52351166414642e-01, 2.26258971815383e+00, 2.99484509800000e+00, 9.02613000000000e-01,              1000000
 3.94279205951959e+00, 1.10281489764131e+00, 5.00000000000000e+00, 2.15140996635755e-01, 1.50596090181270e-01, 3.88067120716597e-04, 8.12560608255569e-01, 3.99814988546410e-01, 7.69979536257530e-01, 2.54472849692086e+00, 2.93524016400000e+00, 9.08149000000000e-01,              1000000
 3.78117904504169e+00, 1.10347724364973e+00, 5.00000000000000e+00, 2.02233495057566e-01, 1.52587136678756e-01, 3.56589325740826e-04, 8.61293114694207e-01, 4.36321919292614e-01, 8.24995760723447e-01, 2.56234929489640e+00, 3.62786316100000e+00, 8.94570833333333e-01,              1200000
 4.00000000000000e-01, 1.11733448436441e+00, 5.00000000000000e+00, 4.89419156048865e+00, 1.94005787499425e+01, 4.02083933505001e-03, 9.16441644524102e+00, 7.28716140384581e+00, 9.15677389020961e+00, 9.01553716923898e+01, 3.63014132400000e+00, 9.05536666666667e-01,              1200000
 1.68088118349215e+00, 1.11208499043046e+00, 5.00000000000000e+00, 1.56219304725031e-01, 6.54786756912860e-01, 7.38685068727341e-04, 2.12127166048368e+00, 1.37577818445533e+00, 2.13853378049594e+00, 1.40460174266106e+01, 4.18962355800000e+00, 9.11095833333333e-01,              1200000
 3.26134093304148e+00, 1.10565308423258e+00, 5.00000000000000e+00, 1.54215428490299e-01, 2.15742199595474e-01, 4.24010809213116e-04, 1.01806460376353e+00, 5.43773278777097e-01, 9.83673779968580e-01, 4.33356847244777e+00, 3.56581892800000e+00, 9.07388333333333e-01,              1200000
 2.77802143254117e+00, 1.10767390395366e+00, 5.00000000000000e+00, 1.51387550663480e-01, 5.78980536829202e-01, 6.34089754878993e-04, 1.24618735576187e+00, 8.84925489783131e-01, 1.34861701911463e+00, 1.37276260716393e+01, 4.30528230000000e+00, 8.91361805555556e-01,              1440000
 2.36773245437482e+00, 1.10953148670018e+00, 5.00000000000000e+00, 1.00829728303867e-01, 2.87765132842516e-01, 4.08081791033063e-04, 1.45423020389634e+00, 8.34831946364798e-01, 1.41519896218315e+00, 6.45222217988882e+00, 5.18824272500000e+00, 9.04264467592593e-01,              1728000
 1.06197207366116e+00, 1.11536932263039e+00, 5.00000000000000e+00, 5.46380729105706e-01, 2.21362280249622e+00, 1.13182671571559e-03, 3.44480588441251e+00, 2.60964150062607e+00, 3.60035852145440e+00, 5.72643515468444e+01, 5.33125218100000e+00, 8.97962384259259e-01,              1728000
 1.96577726929965e+00, 1.11132856099990e+00, 5.00000000000000e+00, 1.09078796978846e-01, 4.06773303130781e-01, 4.85181633091745e-04, 1.79275917348227e+00, 1.08221057131118e+00, 1.75553121762351e+00, 8.69756694079265e+00, 5.92402112000000e+00, 8.93167824074074e-01,              1728000
 2.26253303816497e+00, 1.11000181566778e+00, 5.00000000000000e+00, 1.00556715245150e-01, 3.24221675107991e-01, 4.33160806405673e-04, 1.53251025063865e+00, 8.95245258694055e-01, 1.50007907095999e+00, 7.14938669949082e+00, 5.72103126700000e+00, 8.99148726851852e-01,              1728000
