#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,      accept. ratio,  Monte Carlo steps 
 4.000000000000e+00, 1.000000000000e+00, 5.000000000000e+00, 1.939041306916e-01, 9.511159002969e-01, 3.084016699528e-04, 1.899174494900e+01, 9.366090000000e-01,           10000000
 3.957077995872e+00, 2.000000000000e+00, 5.000000000000e+00, 8.489904084361e-01, 2.258696869553e-01, 1.502896160602e-04, 1.885539838900e+01, 9.427626000000e-01,           10000000
 3.993326609117e+00, 1.155477150207e+00, 5.000000000000e+00, 2.716827299283e-01, 3.152519365683e-02, 5.614730060905e-05, 1.967621737900e+01, 9.407700000000e-01,           10000000
 3.998148463345e+00, 1.043137236769e+00, 5.000000000000e+00, 1.881735588960e-01, 2.797292059846e-01, 1.672510705450e-04, 1.796571067300e+01, 9.377414000000e-01,           10000000
 3.993710390653e+00, 1.059032406749e+00, 5.000000000000e+00, 1.924036396327e-01, 1.572016932310e-01, 1.253800993902e-04, 1.752099502000e+01, 9.354828000000e-01,           10000000
 3.986491305728e+00, 1.066293921119e+00, 5.000000000000e+00, 1.949228118414e-01, 1.272096187687e-01, 1.127872416405e-04, 1.762553198500e+01, 9.365067000000e-01,           10000000
 3.992981335824e+00, 1.059765746524e+00, 5.000000000000e+00, 1.904394429057e-01, 1.462946465465e-01, 1.209523238911e-04, 1.843946501600e+01, 9.340615000000e-01,           10000000
 3.984911958927e+00, 1.063128022471e+00, 5.000000000000e+00, 1.928811111720e-01, 1.441672060212e-01, 1.200696489631e-04, 2.127927954100e+01, 9.341392000000e-01,           10000000
 3.992648360189e+00, 1.059904487840e+00, 5.000000000000e+00, 1.918782190930e-01, 1.498683446409e-01, 1.224207272650e-04, 1.875127579000e+01, 9.333453000000e-01,           10000000
 3.992978006068e+00, 1.059767133937e+00, 5.000000000000e+00, 1.928468607218e-01, 1.577844537094e-01, 1.256122819271e-04, 2.036839526900e+01, 9.358757000000e-01,           10000000
 3.992981302527e+00, 1.059765760398e+00, 5.000000000000e+00, 1.938265933191e-01, 1.622508470991e-01, 1.273777245436e-04, 1.960949183500e+01, 9.389802000000e-01,           10000000
 3.992981335491e+00, 1.059765746662e+00, 5.000000000000e+00, 1.944749937324e-01, 1.634844937188e-01, 1.278610549459e-04, 1.971579155800e+01, 9.395283000000e-01,           10000000
 3.992981335821e+00, 1.059765746525e+00, 5.000000000000e+00, 1.934288964328e-01, 1.615914826060e-01, 1.160429096664e-04, 2.492720806200e+01, 9.372340000000e-01,           12000000
 3.924032805251e+00, 1.110610272976e+00, 5.000000000000e+00, 2.243353078161e-01, 3.233127021003e-02, 5.190638224248e-05, 2.218550548900e+01, 9.359048333333e-01,           12000000
 3.990113218969e+00, 1.061880774097e+00, 5.000000000000e+00, 1.923115269218e-01, 1.404584743960e-01, 1.081890607517e-04, 2.404482495500e+01, 9.343215000000e-01,           12000000
 3.992901504153e+00, 1.059824616575e+00, 5.000000000000e+00, 1.912476509163e-01, 1.488039586668e-01, 1.113567684916e-04, 2.249532279500e+01, 9.333031666667e-01,           12000000
 3.992980537508e+00, 1.059766335224e+00, 5.000000000000e+00, 1.950349819068e-01, 1.725768494155e-01, 1.199224921270e-04, 2.202690639600e+01, 9.408216666667e-01,           12000000
 3.992981327841e+00, 1.059765752411e+00, 5.000000000000e+00, 1.959704679498e-01, 1.827206476787e-01, 1.233965989802e-04, 2.287833633400e+01, 9.414513333333e-01,           12000000
 3.992981335745e+00, 1.059765746583e+00, 5.000000000000e+00, 1.905139985315e-01, 1.447636309251e-01, 1.098345843094e-04, 2.176376645900e+01, 9.337705000000e-01,           12000000
 3.992981327750e+00, 1.059765749026e+00, 5.000000000000e+00, 1.978984453860e-01, 1.893432071947e-01, 1.256128998135e-04, 2.267384197400e+01, 9.445802500000e-01,           12000000
 3.992981335665e+00, 1.059765746607e+00, 5.000000000000e+00, 1.953740802848e-01, 1.734047877985e-01, 1.202098123416e-04, 2.191892105300e+01, 9.398715000000e-01,           12000000
 3.992981335744e+00, 1.059765746583e+00, 5.000000000000e+00, 1.945452769161e-01, 1.718396323636e-01, 1.196660744056e-04, 2.226166009400e+01, 9.394932500000e-01,           12000000
