##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2,           p12 flavor,               p12 x0,               p12 x1,               p12 x2,           p13 flavor,               p13 x0,               p13 x1,               p13 x2,           p14 flavor,               p14 x0,               p14 x1,               p14 x2,           p15 flavor,               p15 x0,               p15 x1,               p15 x2
                    A,  2.1062258098705e+00,  1.5117996523677e+00, -4.7596677285392e+00,                    B,  3.7254304840015e+00,  8.9095766099942e-01, -9.2722067433476e+00,                    A,  1.4171154406852e+00, -1.5394907511882e+00, -1.3928085867881e+00,                    A,  1.0914233975304e+00,  8.2095152765770e-01,  2.1248627446384e+00,                    B, -1.7789944812498e+00,  2.6366218070221e+00, -1.4804308692843e+00,                    B, -3.2364779930267e+00, -1.8164883940173e+00, -1.6317590889581e+00,                    A, -2.3549052538595e+00, -4.3133155047119e-01, -1.7037366159392e+00,                    A,  2.6442507435202e+00, -2.7615727999499e+00,  3.1095456397874e+00,                    A, -9.3879769095049e-01, -1.9244106085677e+00,  4.1762971117505e+00,                    B, -3.0658092536949e+00, -2.2600812875906e+00,  1.0296172974920e+00,                    A,  2.3071006872537e+00,  6.4643491412783e-01,  4.9225104310170e+00,                    B, -1.1269377515598e-01, -1.9361199216049e+00, -3.4809579842367e+00,                    A, -3.7557538178821e-01,  4.5520559521869e+00,  5.2695461775841e-01,                    B,  5.8153209593214e-01, -2.0832917778439e+00, -1.8208307661348e+00,                    B,  2.1263065257418e+00, -9.5671380914195e-02, -2.9024014115098e+00,                    B,  3.4881875959345e-01,  7.4674805048286e-01, -1.6201998543816e-01
                    A,  1.9486312334150e+00,  2.8932512461150e+00,  1.0772440758485e-01,                    A,  1.2891692766333e-01,  8.5186988697434e+00, -3.3356966555998e+00,                    B,  1.5093128830967e-01, -1.0334635025982e+00,  2.6373411021672e+00,                    A,  2.1602329297796e+00, -6.8250145797378e+00, -8.8262209362613e-01,                    A,  3.5481802198181e+00, -1.3501412566191e+00,  8.9937086875505e-01,                    A,  5.3848433386535e-01, -7.5217488691942e-01, -4.4543996775041e+00,                    B,  3.1799254163076e+00, -3.9763869025926e+00, -2.2437075131508e+00,                    B,  5.6863630256584e-01,  4.8313866261958e-01, -3.5327702625719e+00,                    B, -3.7146526010647e+00,  9.4246427277203e-01, -2.3665334447826e-02,                    B, -1.5230256955117e+00, -2.5201646769542e+00, -4.6129641713663e-01,                    A, -3.2245726924194e-01, -3.1078936681649e+00, -8.5128142653867e-01,                    A, -9.6609071184559e-02,  3.6889072865014e+00, -2.5079258196618e+00,                    B,  2.8064622469691e+00, -2.1168885498223e+00,  3.0418646351982e+00,                    B,  4.9305047752623e+00, -4.7207917697264e-02, -2.6415154887180e-01,                    B, -4.3140832372615e-01, -1.6788928414089e-03, -3.6290135571528e+00,                    A, -1.2111221795411e-01,  3.4656036921290e+00,  1.3591618842026e+00
                    A,  7.4815553825574e-01, -6.9449955794222e-01,  2.6435449838589e+00,                    B,  1.1944155268939e+00, -2.4508782932540e+00,  8.7382334320169e-01,                    B,  1.4980747789971e+00, -1.5597607589299e+00,  3.5135797424298e+00,                    A, -1.3495780686432e+00, -3.1875115136877e+00,  2.7539135787173e+00,                    B,  1.0455516846126e+00,  1.0850039552751e+00,  2.6421458359691e-01,                    A, -6.1991820251630e-01,  1.2600047525657e+00,  6.3692019761097e-01,                    A, -2.5540409977897e+00, -1.0429261740785e+00,  3.0545722312473e-01,                    B,  1.9387285400700e+00, -1.4060653983862e+00, -1.7123956893372e+00,                    A,  3.6979690215722e+00, -5.0362007295011e+00, -9.2118808220105e-01,                    B,  1.9354696992948e+00, -3.7534621789552e+00, -6.3069555330607e+00,                    A,  2.2284647166636e+00,  1.9956946737885e+00, -2.5896379375511e+00,                    B, -2.3375677483896e+00,  8.8324951731674e-03,  1.3341070514960e+00,                    A,  1.2713621991918e+00, -2.3594326123169e+00,  2.0612864580831e+00,                    B, -1.0017022506291e+00,  6.2241091695248e-01, -1.2573628328770e+00,                    A,  1.9780705540405e+00,  8.5795164441151e-01,  1.4291717695607e+00,                    B,  2.9351383562794e+00,  4.0953645752727e+00,  1.7595064944392e+00
                    B,  1.7566027520109e-01,  1.6874791888118e+00,  4.0405179297264e+00,                    B,  2.1448087594359e+00, -1.1847127864581e+00,  3.2733471345971e+00,                    B, -8.7120389430352e+00,  9.5405757298265e-01, -2.9825500643667e+00,                    B, -1.0481629083476e+00, -4.0488838672189e-01,  4.0502806181446e-01,                    A, -7.5964448214914e-01,  2.9698127789549e+00, -3.2059478844902e+00,                    A, -2.3437978434378e+00, -1.0028578412097e-01,  4.0683984810486e+00,                    B,  5.8574516371507e+00, -2.4503638679991e+00, -1.2880144114262e+00,                    A,  5.8968267297323e+00,  1.3472882210195e+00,  9.8868670652056e-01,                    A, -6.3941298382490e+00, -2.9855531614227e-01,  1.0168547335849e+00,                    B, -1.8976859349897e+00, -9.4596464201652e-01, -2.4228503866603e+00,                    A,  3.6498764893840e+00,  3.1660624255369e+00, -3.0968876434324e-01,                    B, -1.6988172332389e+00, -1.8612982952377e+00,  6.2945714802460e+00,                    A,  3.0992706244438e-01,  1.2291137153598e+00, -4.3705257120711e-01,                    A, -1.9205918996619e+00, -9.5704399730447e-01, -1.1639801170772e+00,                    A, -2.1543053205152e+00, -6.9903337443852e-01, -3.4327047278184e+00,                    B,  2.1155210255410e+00, -1.6113828886848e+00, -1.2362888988030e+00
                    A,  1.1363027120904e+00, -9.6876995794296e-01, -3.2233782355838e+00,                    A,  1.4144541688085e+00,  4.4768852323790e+00, -1.0469686897539e+00,                    B, -7.0975386025130e-01,  1.2028602547136e+00, -1.0200193683676e+00,                    B, -2.2877920607605e+00, -3.1033749909240e+00,  2.2244716962015e+00,                    A, -8.9218976384177e-01, -6.6599801825276e-01, -5.9321139558228e-01,                    A, -2.7977344926839e+00,  4.6393245323443e+00, -3.1302305873665e+00,                    B,  1.7625075485160e-01, -2.1122687624053e-01, -2.7348945708232e+00,                    B, -2.2836613059924e+00, -1.8605922308712e+00, -1.6727122688773e+00,                    B, -2.8313796872999e+00, -1.8399072666906e+00, -6.7433762343742e-01,                    A,  3.6427716657203e-01,  3.8035315067777e+00, -1.8168881475182e+00,                    A,  1.7645532154748e+00,  2.0147532252195e-01,  2.2720225265357e+00,                    A,  5.8116611062397e-01, -2.6949634574821e-01,  2.1841741324477e+00,                    A, -1.9709476534204e+00, -1.1627677702112e+00,  2.4525420294361e+00,                    B,  4.0985345770739e+00,  2.5735417963537e+00,  2.6534210590256e+00,                    B, -1.0210832859958e+00, -8.4727013366093e-01,  4.9033056629900e+00,                    B,  1.1674225252929e+00,  2.4090397211738e+00, -4.2663314537841e+00
                    B,  2.4453477014821e-01,  9.4059234273583e-01, -7.5165095597438e-01,                    B, -1.1594149071620e+00,  2.8720053169344e+00,  2.2713549751274e+00,                    A,  1.9065785115049e-01, -3.3129682279531e+00,  1.9772232156151e+00,                    A,  6.1424306456097e-01,  1.3454497098759e+00,  2.8213919667713e-01,                    B, -1.6390350160373e+00, -1.5209786611089e+00,  2.7752989281946e+00,                    A, -4.2381164750329e+00,  3.5621874640073e+00, -1.4393144579309e+00,                    A,  3.5235266895766e+00,  2.0572732723586e+00, -1.4722664998851e+00,                    A,  3.1304698279816e+00, -1.8248676090628e+00,  2.2545618507663e+00,                    B, -4.6485138616231e+00, -7.6295752452288e-01, -1.1454797285235e+00,                    A, -5.9876831647467e+00,  1.3705627651416e+00,  4.0167585932212e-01,                    A, -3.3633388754507e+00, -2.0657421468818e+00,  4.6998647851990e-01,                    B, -3.9507120170701e+00,  4.3979249798574e+00,  1.7735224342928e+00,                    A,  6.0065351078882e-02,  5.0952223624612e-01,  7.3522376747785e-01,                    B, -2.3305151177641e+00,  3.7362828257169e+00,  3.2750361748857e+00,                    B, -3.9047652809496e+00, -7.7827980429296e-01,  1.6122468106702e+00,                    B, -6.8608508256552e+00, -1.3051673780218e+00,  3.9994561222630e+00
                    A, -6.5016912623242e-01,  1.4434514241456e+00,  1.7382147064579e+00,                    B,  4.0821989106613e+00,  3.4352987189454e+00, -1.4421768266572e-01,                    A,  2.7306245922319e+00, -9.0271335126710e-01, -2.1137689088907e+00,                    B,  2.3805815228910e+00,  2.8908813357276e+00, -3.4432540345853e+00,                    B, -3.0447442841666e-02, -3.2345724833421e-01,  5.5944910883486e+00,                    A, -3.9039674703547e+00,  1.6951141218230e-01,  1.2657042948207e+00,                    B, -3.6870078415430e+00, -4.1007855579723e+00,  6.3994478880468e+00,                    A,  3.4584824755322e-01, -1.3242885731140e+00, -7.4723268778978e-02,                    A, -1.5325983655696e+00,  1.9451470579364e+00, -1.3259150627795e+00,                    B, -1.4914646875005e+00, -2.6322647541056e+00,  4.5094512854754e-01,                    B, -1.1634179032842e-01,  9.1946066033515e-01, -3.8772192991420e-01,                    A, -6.0912349267486e-01,  8.7917326911502e-01, -2.9431295641416e+00,                    B,  1.7190587373771e+00,  4.9593654428556e-01, -1.8109195725595e-02,                    A,  1.8784813769150e+00,  6.3913646581924e-01, -2.6357626678652e+00,                    B,  9.5477703198026e-01,  5.3685033123151e+00,  8.1099700345855e-01,                    A, -5.1444753134536e+00,  4.2048002733983e-01, -3.0483627912530e+00
                    A, -2.3763148633925e+00, -1.9890939868213e+00,  3.0282013831006e+00,                    B, -1.4746661919472e+00,  3.5318624667856e+00,  2.2029185410352e+00,                    B, -1.2329851374263e+00, -3.0793511949466e+00, -2.7156280899622e+00,                    A, -2.1132352597365e+00,  3.0129408003472e+00, -1.7178382668726e+00,                    B,  2.6605911247784e+00, -1.7092438258711e+00,  4.5376346214447e+00,                    B, -3.3265038198441e+00, -2.8726212559860e-01, -1.6003533389156e+00,                    A,  2.1486841994790e+00,  3.7677145390446e+00, -2.8718541214586e-01,                    B,  9.1891405727527e-02,  2.5457473702999e-01,  1.1784935069291e+00,                    A, -1.4451657984933e+00, -3.3217706821730e+00, -4.7048237665605e-01,                    B, -5.6277443452970e-01,  1.5172902784719e+00, -3.0647620543836e+00,                    A,  2.1255842510607e-01,  3.1862217868338e+00,  2.0501209278744e+00,                    B,  2.7010570864127e+00, -2.3570853121835e+00,  3.5901341715507e+00,                    A,  4.3425322251819e+00,  1.1206583837164e-01, -1.1202640476400e+00,                    B,  1.0653018053831e-01, -2.9417704512492e+00, -3.2265108593393e+00,                    A,  9.3870733601973e-01,  9.6236053197900e-01,  1.3614946684946e+00,                    A, -2.0408082341534e+00, -2.0487386707539e-01, -5.7572979955386e+00
                    A, -6.3339463578914e-02,  2.2000450622644e+00,  1.4104717456883e+00,                    B, -6.6595994509474e-01,  4.1016313441507e-01, -1.3325600977453e-01,                    B,  1.9874219380874e+00,  9.7264011230246e-01,  2.7033692274456e+00,                    A, -3.7068213212117e+00,  1.1866707349856e+00, -1.2143112630893e+00,                    B,  9.8536071780244e-01,  2.2811307227301e+00,  3.8878007132616e-01,                    A,  2.4478347229265e+00, -2.6155751179440e+00, -2.9551864267140e+00,                    A, -8.6847840163725e-01,  1.1955693202875e+00,  4.4494199471051e+00,                    A, -1.0843370438370e+00,  6.5842206833231e-01,  5.9778997973070e+00,                    B, -3.0680147660262e+00, -9.0304826081933e-01, -2.5216468661082e+00,                    B, -1.1613992437462e+00, -1.6899910520936e-01,  1.5877349926269e+00,                    A, -1.2366051570518e+00, -6.7921098858211e+00,  2.7164770412233e+00,                    B,  4.2503696975909e+00, -4.2387926087432e+00, -2.9768863205805e+00,                    B, -6.5791105945646e-01, -4.4642604131469e-01, -1.6354853728041e+00,                    A,  1.2475180006439e+00, -2.5440554849989e-01, -1.3656993326881e+00,                    A, -3.4676001559568e+00, -3.2360243155243e+00, -5.1998226287289e-01,                    B,  2.9337008708262e+00, -4.1584341176430e+00, -1.0080051533668e+00
                    B, -6.5138839916963e+00, -5.1516044412988e+00, -1.0761351863336e+00,                    B, -3.0216776947414e+00, -3.4923868357783e-01,  2.0564310576526e+00,                    A,  3.0272066549556e+00, -1.2846081655218e+00,  3.7314743671479e+00,                    A, -1.3456553289207e+00,  2.1913455267268e+00, -3.1647150602820e+00,                    B, -2.8744767641119e+00, -5.3950841889525e+00, -4.9077812555292e+00,                    A, -9.6560431726136e-01, -1.0258473201104e+00,  1.0744855908480e+00,                    A, -2.5751918506611e-02, -1.5864386213676e+00, -2.3417080915358e+00,                    A,  5.8467759408913e+00, -1.1442736418225e+00,  1.8060475261829e+00,                    A, -4.6215116084110e+00,  4.6784050746527e-01, -2.1163450994269e+00,                    A, -5.9743467061767e-01,  1.4835242082289e+00,  3.8702345624822e+00,                    B, -7.0531109403145e-01,  1.6481424118628e+00,  1.9563640166182e+00,                    B,  1.8376518178530e+00,  2.4040229376092e+00, -3.2038340894397e+00,                    B, -4.3403723816955e+00,  2.1814742975457e+00, -1.5199422312644e+00,                    B, -7.1955914022228e-01, -6.4937132465058e+00,  3.0239441727843e+00,                    A,  1.6739654595765e+00, -4.1473176229573e+00, -2.7140423153234e+00,                    B,  2.3874932231504e+00,  3.7048126903983e+00, -4.3512082489111e+00
