##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2
                    B,  8.9132850791986e-01, -1.6244807584227e+00, -2.0452678116619e+00,                    A, -2.9881124086969e+00, -1.9221048900399e+00,  4.1489085179208e-01,                    B,  4.2725558179139e+00,  8.2139013822201e-01, -4.6422618568789e-01,                    B,  1.0738095533492e-01,  3.4945261016699e+00, -2.9601324872303e+00,                    A, -4.0359205433685e+00, -7.3559535241578e-03,  6.4703400716200e-02,                    B,  1.3962210594288e+00, -1.2056366421863e+00, -3.2596147677832e+00,                    A, -2.2971658599999e+00,  3.2929829262114e+00,  1.2045475982945e+00,                    A, -2.2778658878280e+00, -9.0800650341196e-01,  2.0171031382215e+00,                    B,  2.2207314228750e+00, -1.8479356307343e+00, -1.2761301317488e+00,                    A, -1.4864888604235e+00,  1.0145597502272e-01,  3.6253979714859e+00,                    A, -2.4277993175610e+00, -2.0084053018544e-01, -1.8208426544015e-03,                    B,  1.4515033326195e+00,  1.8309437774260e+00, -2.0149487711199e+00
                    B,  1.1168674165325e+00, -1.6101413214366e+00, -2.0570818005145e+00,                    A, -2.5224844811512e+00, -1.6996869546931e+00, -2.3775730464312e-02,                    B,  3.7188567670569e+00,  2.3518007873692e-01,  5.3165991197301e-02,                    B, -3.3843405395929e-01,  2.7583541728402e+00, -3.6644436538015e+00,                    A, -4.7220440206908e+00,  1.5072359997879e-01, -1.5827656549616e-01,                    B,  1.0897916689044e+00, -4.5314017308458e-01, -2.8723314630004e+00,                    A, -2.4586819432846e+00,  3.2218616458818e+00,  1.4349962666367e+00,                    A, -2.0624933387691e+00, -3.6898011200091e-01,  1.8021565391545e+00,                    B,  2.6432751188526e+00, -1.3702448441470e+00, -1.2005338231451e+00,                    A, -1.5878042191584e+00, -1.5535404061910e-01,  2.9445807265215e+00,                    A, -2.7464793041424e+00, -4.1080241502967e-01,  4.4684041889332e-01,                    B,  1.9363489691973e+00,  2.1513901372413e+00, -1.8349837456683e+00
                    B,  1.2606435143790e+00, -2.3549262679230e+00, -1.4977205367526e+00,                    A, -2.8242251212191e+00, -1.7999340040347e+00,  6.4291619753646e-01,                    B,  3.6545991169056e+00,  1.3274279477738e-01, -2.4222858964601e-01,                    B,  8.2102256583159e-01,  2.7748215019088e+00, -3.1956733681752e+00,                    A, -4.5126147246780e+00,  4.2588096262314e-01, -4.2066598204828e-02,                    B,  1.1141708209510e+00, -5.6000729726586e-02, -2.5177183108305e+00,                    A, -1.5857026987732e+00,  3.1389657988492e+00,  1.4334343360690e+00,                    A, -1.4238068862267e+00, -7.3877479724723e-01,  1.6108810144582e+00,                    B,  2.3094002241963e+00, -1.3327163487647e+00, -9.4447146267580e-01,                    A, -1.7966652894969e+00, -2.6513643301926e-02,  2.7101533943341e+00,                    A, -3.0771559096884e+00, -1.5231870569459e-01,  5.3071314640001e-01,                    B,  1.9791833730441e+00,  2.2080213054231e+00, -1.9748012173235e+00
                    B,  1.4525531520515e+00, -2.7331402538854e+00, -1.4550518767087e+00,                    A, -3.1921041711990e+00, -1.4171213842345e+00,  2.4762078528832e-01,                    B,  3.8152217637212e+00, -4.8624871635959e-02, -7.1690283609073e-01,                    B,  7.5698765798101e-01,  2.2425966575704e+00, -3.6206733532287e+00,                    A, -4.2084454246999e+00,  6.7281916792912e-01,  2.4973620069017e-02,                    B,  8.5125030001426e-01,  2.9666361504660e-01, -3.1841676842317e+00,                    A, -1.8820459483331e+00,  2.7879423604017e+00,  8.4009449711766e-01,                    A, -1.2064858802133e+00, -5.6021059106215e-01,  2.1350508712493e+00,                    B,  1.6173223847930e+00, -5.4463074695767e-01, -1.2302723571274e+00,                    A, -1.7316377998902e+00,  1.4466425814414e-01,  2.7430688383010e+00,                    A, -2.3802271338853e+00, -7.0187257626144e-02,  7.7518375490260e-01,                    B,  2.5609752284644e+00,  2.3666824861183e+00, -2.4335818620453e+00
                    B,  1.5128545341251e+00, -2.4649570876987e+00, -9.9969762121389e-01,                    A, -3.3005339272392e+00, -1.1659591116821e+00,  1.0086444205874e-01,                    B,  3.2417578162339e+00, -1.5715196109787e-01, -9.4711251120511e-01,                    B,  7.7160461947578e-01,  1.8405525758474e+00, -2.8875693465312e+00,                    A, -3.0380006144071e+00,  8.7637841115233e-01,  5.6805961975901e-03,                    B,  1.3673341037390e+00,  6.1026180017158e-01, -3.0172898142622e+00,                    A, -1.5778860395260e+00,  2.8439963685521e+00,  4.3629308717401e-01,                    A, -1.4574953161397e+00, -1.1430098779339e+00,  2.1576743488186e+00,                    B,  1.6959836535041e+00, -9.7870663314493e-01, -1.8179559880013e+00,                    A, -1.7331921466592e+00,  1.2897069724963e-01,  2.2344170527680e+00,                    A, -1.8427276305699e+00,  1.5281836394156e-01,  7.8867300699233e-01,                    B,  2.3207932806667e+00,  2.5871856248128e+00, -1.8758359423069e+00
                    B,  1.7559310365200e+00, -2.9448170313089e+00, -1.2999704088920e+00,                    A, -2.9902291921732e+00, -1.5744238239146e+00,  1.9568067137585e-01,                    B,  2.7486575890129e+00,  1.4870798687567e-01, -1.5385260944769e+00,                    B,  1.7568458075250e+00,  1.8315965523757e+00, -2.8920842532901e+00,                    A, -2.5907769728440e+00,  1.3290076506681e+00, -3.0821863208985e-01,                    B,  9.0274679044744e-01,  4.3951549819283e-01, -3.0174600628898e+00,                    A, -1.6920477919203e+00,  2.4497122898393e+00,  6.0486290168619e-01,                    A, -2.3132123922162e+00, -1.3437411632723e+00,  1.5287024128428e+00,                    B,  2.2846953860405e+00, -5.3329038437219e-01, -2.3390085469280e+00,                    A, -1.5668593224382e+00, -1.9314342783544e-01,  2.1330911348780e+00,                    A, -2.2342133407923e+00,  2.6283810188557e-01,  4.9451898056646e-01,                    B,  2.8271233703382e+00,  2.5062425327339e+00, -2.3355143080284e+00
                    B,  1.0974633684055e+00, -3.2774627309300e+00, -1.4356732868324e+00,                    A, -3.0330328342538e+00, -1.1729989253626e+00,  1.1096220645537e+00,                    B,  2.3334620236560e+00, -6.5582515469622e-01, -1.0631405223505e+00,                    B,  1.9642912917145e+00,  1.6022918524249e+00, -2.2772786868609e+00,                    A, -2.6953592146843e+00,  1.2749560215593e+00, -6.3204911465109e-01,                    B,  7.4104055699007e-01,  3.1717499973059e-01, -2.4814452267222e+00,                    A, -1.9415418070482e+00,  1.7590014657696e+00,  8.7812359362708e-01,                    A, -2.7746443353878e+00, -1.2325365350700e+00,  2.6503108313561e+00,                    B,  2.2287269673375e+00, -1.0974340074022e-01, -2.4257782278259e+00,                    A, -1.4862438379976e+00, -1.0834686858547e-01,  1.8349099074872e+00,                    A, -2.2407970741289e+00,  5.0769342999358e-02,  4.0783681730867e-02,                    B,  2.7837264856252e+00,  2.8096451697787e+00, -2.1146069300218e+00
                    B,  1.8459166348930e+00, -3.0438437222419e+00, -1.2157611456685e+00,                    A, -3.2580038249267e+00, -1.2966722283144e-01,  5.9946550744282e-01,                    B,  2.4144709261676e+00, -5.5064062182238e-01, -7.8941152809585e-01,                    B,  2.6176268147147e+00,  1.5415992689947e+00, -1.4041423253137e+00,                    A, -3.0699056079094e+00,  1.6040836820292e+00, -7.0184900811104e-01,                    B,  1.1177410126130e+00,  6.7398947774789e-01, -1.7251394661158e+00,                    A, -1.8096097752503e+00,  1.7523769077145e+00,  1.3392717728283e+00,                    A, -2.0346704609060e+00, -8.9929115934914e-01,  2.7478492574079e+00,                    B,  1.7651936899718e+00, -2.1296242710199e-01, -2.2888349332343e+00,                    A, -1.9655087455540e+00, -2.7792822792581e-01,  1.2093397715996e+00,                    A, -2.5264980610808e+00,  7.8465504277453e-01, -3.1433473482632e-03,                    B,  3.0512252447616e+00,  3.3465127772374e+00, -2.1634314726287e+00
                    B,  1.7054700319960e+00, -2.7164203352381e+00, -3.7135314558135e-01,                    A, -3.2057602920147e+00, -5.8825334886662e-01, -1.0884196165716e-01,                    B,  2.2112575045651e+00, -3.9061151442927e-01, -7.0781084895318e-01,                    B,  2.8960453646576e+00,  1.1884202832323e+00, -1.5157683385493e+00,                    A, -3.5042316307449e+00,  1.5088496934034e+00, -1.9258617026676e-01,                    B,  1.3830591331259e+00,  4.5837778548351e-01, -1.7744309260033e+00,                    A, -2.3798546069497e+00,  1.7964262122051e+00,  1.6518367276967e+00,                    A, -1.7891870318642e+00, -1.1155015364921e+00,  2.8191279569311e+00,                    B,  2.1740256487809e+00, -6.5424351413349e-01, -2.5226773199027e+00,                    A, -2.1776076470322e+00, -7.2693874448786e-01,  1.4553725159351e+00,                    A, -2.8655238984380e+00,  4.8940928512736e-01,  3.4760415934277e-01,                    B,  2.5697238515932e+00,  2.7810558823769e+00, -2.1251530377578e+00
                    B,  1.3300446717620e+00, -3.0189660923920e+00, -5.6308543394323e-01,                    A, -3.0360561977004e+00, -8.0694679677328e-01,  1.5523496468304e-01,                    B,  2.6801225617281e+00, -6.4044373917925e-01, -1.1785166758542e+00,                    B,  2.6493790612680e+00,  6.7862489454982e-01, -8.3516282942878e-01,                    A, -3.5946217747810e+00,  1.1765459782686e+00, -5.7678694198409e-02,                    B,  1.3206391999649e+00,  2.5494207282504e-01, -2.2673930699372e+00,                    A, -1.9662591038545e+00,  2.0934551347393e+00,  2.2412606285844e+00,                    A, -1.6583429040173e+00, -7.1734387580718e-01,  2.7952495243134e+00,                    B,  2.2977766503747e+00, -1.8930138322835e-01, -2.6116446425901e+00,                    A, -2.0988124446601e+00,  2.4010143965087e-01,  2.0810444794381e+00,                    A, -2.8927547865399e+00,  3.6478234433767e-01,  8.9099031204911e-01,                    B,  1.6567574408058e+00,  1.9838219157351e+00, -2.4369948501508e+00
