##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2
                    A, -2.1139382739063e-01,  1.0114022229203e+00,  3.8547417193156e+00,                    B,  1.2225906431851e+00, -2.3987430316834e+00, -1.0310530398819e+00,                    B,  3.7610998546645e-01,  9.3593769095715e-02, -3.0027349018397e-01,                    B, -2.4649391910704e+00,  2.7297917730832e+00, -1.4461321626129e+00,                    A,  1.9519461503508e+00,  8.4317605735524e-01, -1.0601467166227e+00,                    B,  2.2240430442520e+00, -8.5971852680156e-01, -1.7889770106388e+00,                    B,  4.4816468751131e-01, -1.2385049241859e+00, -1.0570810440708e+00,                    B, -1.7237134768027e+00, -1.1527872171068e+00,  6.9081572527977e-01,                    A, -4.1823025738064e+00, -1.6368295036085e+00, -5.7136425928745e-01,                    A, -3.3834866872308e-01,  6.4359477325549e-01,  1.2455952422413e+00,                    A,  8.7156041693630e-01,  3.4414806289018e-01,  1.1715512285639e+00,                    A, -2.5451461757306e+00, -1.2254615739268e+00, -2.3175797168838e-01
                    A, -1.7165513461557e-01, -4.0024588258753e-01,  6.8291401907886e-01,                    B,  5.4722840528131e-02,  1.9298661868663e+00,  1.2793359844139e+00,                    B, -1.3692768410741e+00, -2.7046048021178e-01, -1.5611562482195e+00,                    B,  2.9961548492907e+00, -1.2475403044173e+00, -1.2609080035543e+00,                    B, -5.0492335123926e-01,  4.0104044521844e-01, -1.1357890984394e+00,                    A,  1.0597910698142e+00, -4.3845066443924e-01,  2.2925600989149e-01,                    A, -2.2437062371719e+00, -1.1348069118249e+00, -1.0805742881585e+00,                    A,  3.5168363917901e-01,  3.2426435867991e-01, -5.7551579137159e-02,                    A, -6.3238824111077e-01,  2.3066364668524e+00, -1.9179854294306e-01,                    B,  4.6307255114628e-01, -5.0577253932352e-01, -7.2105760853811e-01,                    B,  1.7208003530608e+00,  1.4568086456631e+00, -2.8303689160210e-01,                    A,  1.2276657528899e+00, -7.3141035033842e-01, -2.2113304659771e+00
                    B,  1.2857914045222e+00,  4.4500178699467e-01, -1.2549164613691e+00,                    A,  3.3104306462941e+00, -7.6072280103626e-01, -1.0280833669428e+00,                    A,  1.7072654902543e-01,  3.0731254916623e-01, -6.0282766711745e-01,                    B, -2.5917382978173e-01,  6.1751959431161e-01,  2.1300110453691e+00,                    B,  1.2075606305332e+00, -4.9177818823531e-01, -1.4297346363704e+00,                    B,  1.1458016943248e+00, -6.9133481606342e-01,  2.2502364129210e-01,                    B, -1.2193108033137e+00,  1.6248180815021e+00, -2.6088887413410e-01,                    B, -1.6863745054091e-01,  2.2951706112141e+00,  9.2866427200143e-01,                    A, -2.8861263725650e-01, -1.3861989104143e+00,  1.7510119762169e+00,                    A, -1.6013887369967e+00, -2.9498468893112e-01, -7.8864954231222e-01,                    A, -1.5563668902614e+00, -2.5906174810583e+00, -7.8287632752877e-01,                    A,  7.8726736218522e-01,  1.7136967204223e+00, -3.7089848718847e-01
                    B, -3.3788682336745e-01, -9.0802363124800e-01, -1.2189218366056e+00,                    A, -8.3847159617615e-01, -8.2585591572862e-01, -2.4964110682792e+00,                    A,  1.0967936965285e+00, -2.0628508440437e+00, -5.8311526147406e-01,                    B,  6.5681026198195e-01,  1.0193974032034e+00,  1.7749780574775e+00,                    B, -1.5742967331439e+00,  5.9930497628295e-01,  5.9149719974549e-02,                    A,  6.4974172478975e-01,  1.3839914122556e+00,  2.7358604848744e-01,                    A,  1.6795100075758e+00,  1.4865014452126e-01,  1.1821252093689e+00,                    B, -6.9300839504254e-01,  1.6972048059992e+00, -3.0016283694653e-01,                    A,  2.1182905429462e+00,  9.1895576611873e-01, -7.8847148403539e-02,                    B,  7.2273757781453e-01,  7.3828217796230e-01, -1.8117854182312e+00,                    A, -1.6922984762664e-01,  2.2258351743911e-01,  6.0324890372259e-01,                    B, -7.8914668744364e-01, -4.6757160861162e-01,  1.9625516925176e+00
                    A,  2.5089868049174e+00,  9.2574697108642e-01, -4.7284028844369e-01,                    B, -2.2486050069151e-01,  1.0928751211193e+00,  2.7031699429956e+00,                    B,  5.5618235557927e-01,  4.4610823684145e-01, -4.8499991677966e-01,                    B, -6.5182966920072e-02, -1.0672591821336e+00, -8.3421286352811e-01,                    B, -2.6808629549228e+00, -2.6088763814277e-01,  4.3868358089114e-01,                    B, -1.7015209075669e+00,  8.1879462109229e-02, -8.7997426457507e-01,                    B,  3.8519006327294e-01,  8.7416417213689e-01,  9.3273825638140e-01,                    A, -1.0604924676314e+00, -6.9594491643118e-02,  1.0439864724365e+00,                    A, -1.8936789349295e+00,  2.0268745944825e+00,  8.1388146373135e-01,                    A, -1.8804332843463e+00,  3.7175180978440e-01,  1.1994005106278e+00,                    A,  4.2359077224482e-01, -2.3924686907827e+00,  1.3265554368147e+00,                    A, -1.2841614800835e+00,  1.4837611407655e+00, -5.8865257305486e-01
                    B,  4.5952597975157e-01, -1.0615414662692e+00,  1.8781217828540e+00,                    A,  1.2622842042340e-01,  5.8188534644214e-01, -2.8480898583023e+00,                    A,  9.1684874959086e-01,  3.3192050029422e-01, -5.0279763525011e-01,                    B, -4.8331154693857e-01,  3.2207571037182e-01,  1.3214985058727e+00,                    B,  6.4670664981739e-02, -4.9704231084276e-01,  3.6277450180176e-01,                    B,  1.8707532116237e+00, -1.0107922964720e+00,  3.7647503113661e-01,                    A, -1.9788432367942e+00, -2.2718628834421e-01,  6.3925608605109e-01,                    A,  1.8997122847126e+00,  1.4520866028797e+00,  6.0978842584285e-01,                    B,  1.6202259520612e+00,  4.9104429790540e-02, -2.1559889377131e+00,                    A,  3.9823940170307e-01,  1.4987116101814e+00, -1.1332378618037e+00,                    B,  5.7572819798434e-01, -3.2122434934540e+00, -5.0846119767781e-01,                    A,  1.2710086016684e+00,  1.1767468408777e+00, -3.2939768201160e-01
                    B, -5.0278423944599e-01,  1.0825832617180e+00, -1.2973968829346e+00,                    A,  9.6083959817588e-01, -1.2337927352375e+00, -6.3955627647156e-01,                    B,  1.7353392662721e+00,  2.7452185655080e+00, -3.3772862646181e-01,                    B,  1.5112015215257e+00, -1.1789529179526e-01,  1.5082412965032e+00,                    B, -1.1814585563619e+00, -2.1763229498159e+00, -4.1426399626208e-01,                    A,  3.5662787038676e-01,  3.3805926955048e-01, -9.8213060163223e-01,                    B, -1.5085385777133e+00, -7.5767103546497e-01,  3.8510962050243e-01,                    A,  1.6753313089433e+00,  4.8119352884245e-01,  2.5359735892068e-01,                    B,  2.6488015942228e-01, -3.3112613747126e-01,  6.4538205611469e-01,                    A, -6.0041735451490e-01, -4.9184608277971e-01, -1.7797294537048e+00,                    A,  8.9523554532417e-01, -2.7655166616369e+00,  2.7006158839592e+00,                    A, -1.2942876412533e+00,  1.5162008246128e+00,  1.6258239340198e-01
                    A,  1.3694577809837e+00, -1.7834523602848e-01,  1.0975825235346e+00,                    B, -8.7726570487565e-02, -1.1392259541240e+00, -1.2419779502830e+00,                    A,  5.0637864162600e-01, -1.8789461696284e+00, -1.4760490722048e-01,                    B,  4.3655925508289e-01, -1.1568709616293e+00, -2.9872615668484e+00,                    A,  2.0342554095747e+00,  4.9206680339058e-01, -9.7300983302661e-01,                    A, -1.6454787290179e+00, -2.9826583077242e-01, -2.2995851029767e+00,                    B, -5.8597596120784e-01, -5.8059713244951e-02, -7.2291819269319e-01,                    B, -1.0500179425900e+00,  1.7112940771641e+00,  1.7456110937939e-01,                    A,  9.0132540842323e-01,  3.6315684062399e+00, -1.1440312543906e+00,                    A, -9.4472477350958e-01, -8.1806334961385e-02,  6.3452090028215e-01,                    B,  3.3559814589456e-01,  6.7053762528071e-01, -4.8549148445308e-01,                    B, -8.8169533765089e-01, -1.8001976994240e+00,  1.5874514956119e+00
                    B, -1.4840767269412e+00, -4.3946013220343e-01, -2.8140664817327e+00,                    A,  1.1031688721212e+00,  1.4598555099506e+00,  3.0207852325309e-02,                    A, -1.8600794193192e+00,  2.1719940867518e+00,  2.2635626127416e-01,                    B,  9.5177632372588e-01,  1.4510116926993e+00, -1.6422590990166e+00,                    B,  1.3635947123301e+00, -1.7370611204399e+00, -3.8891561415420e-01,                    A, -3.6820040717006e+00, -1.0375976194998e+00, -1.0307566828770e+00,                    B, -7.8372328513730e-01,  1.0805215828826e+00,  1.9782210179252e+00,                    B, -2.1551749529277e-01, -1.9741049579802e+00, -1.0411877076074e+00,                    A,  2.3128789825051e+00,  1.0529574466681e-01,  1.8511279596595e+00,                    B,  1.6962404228699e+00, -1.0048000487156e-01, -1.0894164280896e+00,                    A,  2.3936923706167e-02, -1.1988009768519e+00,  8.8533788608129e-01,                    A, -1.4270271313749e+00,  1.9746157428643e-01,  2.7677159401561e-01
                    A, -2.3089326308250e+00, -1.1485712456035e+00,  4.0302041013978e-01,                    B,  2.1586411886766e+00, -1.0018031647925e+00,  1.5008377573562e+00,                    B, -2.2510676420340e-01, -7.6236721355917e-01, -2.8148276366713e+00,                    B, -1.7148049163670e+00, -1.7068743479613e+00, -1.3184197927300e+00,                    A, -1.4230590060158e+00,  6.0076004614790e-01,  1.1348933036809e+00,                    A, -3.9119666032764e-01,  4.6525455609707e-01, -5.6243013661930e-01,                    B, -2.2026250129773e-01, -1.2468853159164e+00,  1.8698309144563e+00,                    B,  7.3172028117386e-01,  1.6823432407621e+00,  7.2224294567244e-01,                    A, -2.0441304595770e+00,  7.0074819192780e-03, -1.8100052361678e+00,                    B,  2.1802468268499e+00,  4.0233083840630e-01, -2.6203940378370e+00,                    A, -4.3105330588624e-01, -1.6702086996806e+00, -9.9498943298154e-01,                    A,  7.2380729599504e-01, -1.2337593369631e-01,  1.7013638808265e+00
