##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2
                    A, -2.7414711711674e-01,  1.9714878084045e+00,  8.8525101146348e-01,                    A, -3.9352461710513e-01, -1.1441672318627e+00, -1.9572786787612e+00,                    A,  1.8902743751477e+00,  1.7963864936074e+00, -9.7063999670733e-01,                    A,  3.5678264557162e-01,  3.5843923732711e-01,  4.1815435946876e-01,                    B, -8.8670916876268e-01,  3.9467233701411e-01,  5.8899206451897e-01,                    B, -9.9479116442318e-02, -7.6097721502340e-02, -6.0375489300166e-01,                    A, -1.8445553518409e+00,  1.4282797266222e+00,  4.6778326764959e-01,                    B,  1.4209291158255e+00,  2.2170197036254e+00, -6.1868657497176e-02,                    B, -7.4006378261475e-01, -1.6598982130534e+00,  5.2169419899336e-01,                    B,  7.3750834387118e-01, -2.6591742287745e-01,  2.3908858361145e+00,                    A,  6.9820777055464e-01, -1.3778747495321e+00,  4.7007799799719e-01,                    B,  7.2480859179241e-01, -2.2238875110105e-01, -2.0345957220892e+00
                    B, -5.9756289605175e-01, -7.5066411429800e-01,  1.5974083822613e+00,                    B,  6.2489738866962e-01,  9.5312454924148e-01,  1.0240692106841e+00,                    B,  2.2941361413001e+00,  5.5868588624995e-01,  9.1375770215664e-01,                    B, -8.3616710670728e-01,  5.9077212303416e-01,  5.1414628590857e-01,                    A,  1.6708328740576e+00, -1.6895681340074e+00,  3.5953449106328e-01,                    A,  4.4208228041501e-01, -4.8649325187673e-01,  2.4207574106629e+00,                    B,  1.4899769746285e-01, -8.5537264607176e-01,  3.3134978807462e-01,                    B, -3.2606658543474e-01, -2.4756973699539e-01, -8.4600715584135e-01,                    A,  2.3733400682874e-03,  1.6191004072783e+00, -8.8959136951223e-01,                    A,  2.1009381683138e+00, -2.4065569621706e-01, -2.3542560702500e+00,                    A,  1.8281955416385e+00, -4.6449008485122e-01,  2.0978949962396e-01,                    A,  2.0716213881387e-01,  2.5173031935781e+00,  1.9709174729842e+00
                    B,  1.0456499479863e+00,  1.0649398701606e+00,  3.5974360015915e-01,                    A, -4.2065733444428e-01, -7.3254357444155e-01,  1.1591105644424e+00,                    B, -9.7377901128729e-01,  2.1731958125664e-03,  2.7515841095984e-01,                    B, -5.7495902535369e-01,  1.4449150223149e-01, -1.6999345486981e+00,                    A, -7.8595177094938e-01,  1.7296143472978e+00,  8.2810955046462e-01,                    B,  1.8971336404647e-01, -5.7449692769041e-02, -7.4730754022883e-01,                    B,  1.0417599003251e+00, -1.2581879704048e+00, -5.7736360020786e-01,                    A, -1.3061713156052e+00,  2.0228091696646e-01,  2.1903345835209e+00,                    A, -1.5862412985973e+00, -2.6728614204569e+00,  8.7300775026705e-02,                    B,  1.2378648191466e+00,  5.1897606521010e-01, -1.5463195361204e+00,                    A,  1.0454665855546e+00, -1.0053961478771e-01,  5.4871213431508e-01,                    A,  1.6370246663563e+00,  2.9471639236908e-01,  1.9088479340630e+00
                    A, -1.9001790921377e+00,  8.1248771619238e-01,  2.2288978262385e+00,                    B,  1.0692668972637e+00,  1.0051968937543e+00,  2.0556416305243e+00,                    B, -1.3066596938010e+00, -1.4611763077471e+00, -1.0166623619911e-01,                    A,  7.8654926995792e-01, -2.7713931130448e+00, -1.0984081702555e-01,                    B, -1.7080840842806e+00,  3.3992068139526e-01,  1.4226818325773e-01,                    A, -7.2139188996838e-01, -5.7013367114911e-01, -5.8956377105519e-01,                    A,  6.8037638570294e-01,  5.5573255291017e-01, -1.5353807867231e+00,                    B,  1.1973246353804e+00, -1.1743281975334e+00, -1.9279548221166e+00,                    A,  6.0556944679895e-01, -8.2195954479774e-01, -4.7982437026325e-01,                    B, -4.3743379758015e-01,  4.4783111415837e-01, -1.1975110423361e+00,                    A,  6.0618399846561e-01,  1.1187844070992e+00,  3.4029271584303e-02,                    B,  1.4130338536551e+00,  9.0535318068262e-01, -8.9587285005487e-01
                    A, -3.3566343621814e-01, -6.9804239315977e-01, -3.2401575390892e+00,                    A,  1.4720979223787e+00,  1.1771066577760e+00,  1.2238019267903e+00,                    B, -1.4298707975223e-01, -2.3030248924233e+00,  5.9296131633094e-01,                    B, -8.6013834268786e-01,  9.4201182477745e-02,  8.5773144180831e-01,                    A, -8.9528641776612e-01, -1.2869582812109e+00,  1.0565074002103e+00,                    B, -5.0655005779664e-01,  1.7781444426326e-01, -1.6916283480176e+00,                    A, -1.8973420693759e+00, -4.8721529959718e-01,  3.9574962653425e-01,                    A,  1.6174225230379e+00,  1.7163728942524e-01, -1.1843505657371e+00,                    B,  6.0976258875859e-01, -1.9546840358171e+00,  1.9751293684553e+00,                    B,  1.6034226134153e+00, -6.6640417945912e-01,  8.6557374191192e-01,                    B, -5.6015331141402e-01, -1.0730199862203e+00,  2.1133827272389e+00,                    A,  1.7383248703568e+00, -1.4705655330844e+00, -7.8471164036293e-01
                    A, -1.2616932243980e+00,  5.6014781322841e-01,  5.5631956968853e-01,                    B, -8.4332779094234e-02, -7.9107826005451e-01,  1.2096519010591e+00,                    A, -9.3953133385743e-01,  1.8958955160804e+00,  1.0351873632198e+00,                    A, -3.0037929357704e-02,  2.7092419085649e-01,  4.7111528401865e-01,                    B, -1.7739905158130e+00, -2.5500000471205e+00,  7.8759800619154e-01,                    B, -1.8132037995516e-01, -2.7443241405032e-01, -2.2488246745288e+00,                    A,  9.4641402349218e-01, -2.6414136675536e-01,  2.1834015956641e+00,                    B,  1.2483783248108e+00, -6.0558019521763e-01,  9.1784909670263e-01,                    B, -2.0851013547843e+00, -1.6850283854424e-01, -1.0921247056972e+00,                    A,  1.2927496130063e+00,  1.7187482034182e+00, -4.1812454912471e-01,                    A, -8.3334350406764e-01,  1.2998707367820e+00, -7.5804920085240e-01,                    B, -7.7250756827043e-01, -7.9941164523514e-01, -4.2523274785978e-01
                    A,  1.2438577175095e+00, -9.7648321471785e-02, -5.2269200280492e-02,                    B, -2.6405087991972e+00,  2.2102128033058e+00,  8.0754980060679e-02,                    A,  5.0611548727750e-01,  8.4399489159840e-01,  2.2868346876108e+00,                    B, -2.0609068752604e+00, -9.8179913167796e-01,  8.9107629645655e-01,                    B, -1.2106023165193e-01, -9.0383993992928e-01, -3.9341413622482e-01,                    B, -2.1935701989887e-01,  8.6870784561745e-01, -1.2826737315508e+00,                    A,  1.7434311450818e+00, -1.2908765695307e+00,  6.5629778808891e-01,                    B,  5.0395257248551e-03, -8.8469028941243e-01,  1.9254631694745e+00,                    B, -2.1582561907161e+00, -2.6265967684456e+00,  7.2552164678065e-01,                    A, -1.5045563839486e+00, -3.7366819769444e+00, -9.4654759310706e-01,                    A, -3.7673684991320e-01,  3.4394117202966e-01,  5.2109067049101e-01,                    A,  2.6204350372489e+00,  9.4799933989197e-02,  7.8599967258105e-01
                    A, -7.9367770878729e-01, -1.9823328424906e+00, -2.9345409408291e-01,                    B, -1.1598002371444e+00,  1.4349092261756e+00, -2.5562453460401e+00,                    A, -1.4438250445909e+00,  9.2223930105632e-01, -7.9126005349569e-01,                    B, -4.0386816168532e-01, -1.3426142513702e+00,  1.2315492651795e+00,                    A,  1.9144117894500e+00,  6.3713878648258e-01,  5.3125775220610e-01,                    B,  2.4053174817219e+00,  1.1839305951671e+00, -3.7055051551847e-01,                    B, -9.7769114621985e-01, -1.9500160488921e-01,  8.0336382285829e-01,                    A,  1.9384993969917e-02, -6.4645378917127e-01, -1.8605803349516e+00,                    B, -6.0692725162378e-01, -1.4953967358289e+00, -1.5137611187561e+00,                    A, -7.7821689090155e-01,  1.4897148124906e+00,  1.1125458280585e+00,                    B, -8.3238628443782e-01, -5.8317048761407e-02, -5.3883331095086e-01,                    A,  6.5191053697681e-01,  1.0244504627303e+00, -3.0260934646174e-01
                    A, -1.4546356882211e+00, -1.6188844730453e+00,  1.3414416930471e+00,                    A, -2.1142775758961e+00, -1.4385219649029e-01, -4.1810697214826e-02,                    B, -8.7947955391162e-01,  6.0956753951915e-01, -2.8792487672560e-01,                    B, -1.3265124021107e+00, -2.6176973369440e+00,  1.5499865442195e-01,                    B, -2.2138861211957e-01,  2.9413928304097e+00, -1.8739029791174e-01,                    B,  7.6426173545997e-02, -7.9745110616870e-01, -1.9297968605313e+00,                    A, -7.0749398604016e-01, -6.9366706426473e-01, -6.9998054285140e-01,                    A,  2.9601648279627e-01,  8.8021313964749e-01,  1.0731304978535e+00,                    B, -1.4251404380494e+00, -4.1461065356008e-01,  2.4255640365388e+00,                    B, -1.1224853577735e-01, -2.1174993867271e+00, -1.4033032118538e+00,                    A,  7.9542349042263e-01,  1.7371809173914e+00,  3.3425441554659e-01,                    A,  1.9190725493019e-01, -1.9400827231196e+00,  4.8740309243739e-01
                    B, -2.0459144662726e+00,  1.0386402952297e+00,  2.9450227376660e-01,                    B,  4.4917992690953e-01, -9.4690940189039e-01,  1.8366178082647e+00,                    B, -1.3693224700350e+00, -8.1081023014295e-01, -2.7757839988967e-01,                    A,  6.0368656526779e-01,  4.2328293692585e-01,  1.5382926346279e+00,                    A,  1.8262685526230e+00,  1.1632652030384e+00,  1.0044392849545e+00,                    A,  9.6319287538071e-01,  2.0127971665443e+00,  9.2028088134315e-02,                    B, -1.6095319397963e-02, -1.8204803751911e+00, -6.3701105314834e-01,                    A, -1.7403694218011e-01,  7.3194958657482e-01, -1.0430700591859e+00,                    B, -3.7001101323311e+00, -1.8083717222371e+00, -2.7115322367585e+00,                    A, -4.8183158167240e-01,  2.0000688280899e+00,  1.8013170141492e+00,                    B, -1.1295041298106e+00,  6.8408691567475e-01,  1.0885764065706e+00,                    A,  4.6483072529293e-01, -1.2385240493530e+00, -1.4112522807529e+00
