##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2,           p12 flavor,               p12 x0,               p12 x1,               p12 x2,           p13 flavor,               p13 x0,               p13 x1,               p13 x2,           p14 flavor,               p14 x0,               p14 x1,               p14 x2,           p15 flavor,               p15 x0,               p15 x1,               p15 x2
                    A,  5.0143681586562e-01, -2.7083550895083e-01,  2.1514916393165e-01,                    B,  3.8823171444792e-01,  8.0716946096140e-02, -1.1580274252390e+00,                    A, -1.6227113592998e+00,  2.0151458557888e+00,  2.4154960799720e+00,                    A,  1.7428324479971e+00, -7.1675529612944e-02, -4.1332670189840e-01,                    B, -1.3297694109220e+00, -2.1399212937234e+00, -3.9844867526482e+00,                    B, -1.3204067325506e+00,  9.7282852252416e-01,  4.8254938255273e-01,                    B, -4.7719265299436e-02,  1.2073958506665e+00,  1.2352510217737e+00,                    A,  1.8086165895776e+00, -1.9925927574651e+00,  6.8445936682705e-01,                    A,  2.2208070672058e-01,  1.8340901197028e+00, -1.1996416202607e+00,                    A, -4.0274647956014e-02, -3.4093985922381e+00,  3.0691209191202e-01,                    A, -1.2732081506367e+00, -1.4217942309220e+00,  3.9038048456850e-01,                    B,  1.2655665597899e+00, -1.6521233591980e+00,  1.4521897897461e+00,                    A,  8.0791550271323e-01,  5.8975846226307e-01, -5.9352520752781e-01,                    B,  1.4046120398562e+00, -9.7670119274113e-01, -1.1450619953923e-01,                    B, -9.1487970982625e-01, -5.4579713862326e-02, -2.4103182605802e+00,                    B, -1.4233049914256e+00, -4.8642308720618e-01,  1.1072990115255e+00
                    B, -2.4539023602246e+00,  1.1263507682467e+00, -1.1244927299240e+00,                    B,  7.1587891622297e-01, -1.4424345659593e+00, -7.5554400547923e-01,                    A,  3.2865876811387e+00,  1.7064087141656e+00,  2.0464212921103e+00,                    A, -1.8734231698466e+00,  1.2329064975873e+00, -8.1354924704225e-01,                    A,  2.8947025686309e+00,  1.9484172608375e+00, -4.9689291917149e-01,                    B,  1.3256975109571e+00, -3.3095411348737e+00, -5.7625131145121e-01,                    B, -2.0933182594368e+00,  4.8153888973154e-01,  1.5645730027359e+00,                    B,  2.6606846310213e+00, -1.9517198129785e+00,  4.3145784372699e-02,                    A, -1.6112951031166e+00, -6.6912748410506e-01, -4.8409176095156e-02,                    A, -6.8574644726233e-02,  6.2119110197858e-01,  6.0278506800454e-01,                    B, -6.8061437322374e-02,  1.3762122752765e-01, -5.8443818259913e-01,                    A, -1.5385899760951e+00,  2.0156636142482e+00, -1.7940679608233e+00,                    A, -2.5110229100202e+00, -2.2676517351731e+00,  7.2528249724515e-01,                    B, -1.3092163368110e+00,  8.5855263947236e-01,  1.2970086325001e-01,                    A,  1.7979779009451e+00,  1.8340214636532e+00, -1.0688018152413e+00,                    B,  6.6515444123021e-02, -5.5706085697115e-01,  9.1524551849803e-01
                    A,  1.2373970378999e+00,  6.3958428743369e-01, -1.3814164218664e+00,                    A,  4.7895240459482e-01,  1.0967563341019e+00,  5.4853255601077e-02,                    B,  1.8023557413284e+00, -2.1630219467156e-02,  2.9769620303725e+00,                    B,  1.5055677579026e+00, -3.5046700204411e-01,  9.8311328699899e-02,                    A, -3.7276806940988e+00,  2.7789317786197e+00, -7.5220162483880e-01,                    B, -7.6732777688987e-01, -1.7651801259494e+00,  1.3319825178947e+00,                    B, -2.7597258471337e-01,  2.8350154978426e+00, -8.6429203861737e-01,                    A, -6.8756094241940e-01,  1.1283314626179e+00,  1.8319175711441e+00,                    B,  4.4983499547164e-01, -2.1372051164261e+00, -2.0239750707846e+00,                    A, -4.5860737102766e-01, -9.2746579129991e-01, -1.8000918214584e+00,                    A,  5.2412875128376e-01, -8.4108024740945e-01, -8.4873593969407e-01,                    B, -2.3991578790657e+00, -1.7695240180758e+00,  3.3059693340783e+00,                    B,  1.0415029461532e+00, -1.4896035081140e+00,  2.0180865575908e+00,                    A,  9.4366046010370e-01, -1.1689333002557e-01, -1.8962529278149e-01,                    A, -1.9864417206782e+00,  9.8104201945308e-01,  4.0843736291156e-01,                    B,  1.1423519588305e+00,  2.3334467223715e+00, -8.8804678551762e-02
                    A, -1.5260222053940e+00,  2.9417809378239e+00, -9.7244518220824e-01,                    A,  5.5103567362908e-01,  6.1528625787241e-01, -1.4649633239480e-01,                    B, -3.3317725086445e+00, -1.7913225407628e-01,  7.8339877205111e-01,                    A,  2.7078793650042e-01, -7.1041942097765e-01,  2.3377547866169e-01,                    A,  4.9897031173398e-01, -5.8412374963240e-01,  2.5072714097625e+00,                    B,  9.5424989239080e-01,  4.0927734327053e-01,  1.8602129286001e+00,                    B,  1.1714098726295e-01,  9.1498979519364e-03,  2.4117605680092e-01,                    A,  1.9616208544978e+00, -6.5349789288677e-01, -6.5560368758557e-01,                    B, -1.4539675080151e+00,  2.4240456491420e+00,  5.6305599236899e-02,                    A, -2.1353626037886e+00, -1.2923365186259e+00, -2.5836660492048e+00,                    A,  1.5262572374495e+00,  6.2657881258281e-01,  3.6298782086107e+00,                    B, -8.5967155049818e-02, -2.5837810306620e+00,  1.8790354776639e+00,                    B,  1.6403764643480e+00,  1.0243016445575e+00, -1.1228272979584e+00,                    A, -2.1838499314972e+00,  1.2048647141999e+00, -1.0047006040257e-01,                    B,  2.4289311883815e+00, -1.1866675770492e+00,  1.0964363868859e+00,                    B,  2.0678857180925e+00,  1.3954879318326e+00,  1.3645515599321e+00
                    B,  6.4970338714277e-01,  1.7008476354946e+00,  8.2192966432010e-01,                    B, -7.7565935860830e-01, -1.6233275806820e-01,  6.4207003837240e-01,                    B,  2.3916495709947e+00,  1.3744267115756e+00, -1.4854245994967e+00,                    A,  2.0904745694139e+00, -1.2523176658017e+00,  1.1860830719437e+00,                    A,  2.2267213109095e+00,  2.3530647243046e+00, -4.8174406363302e-02,                    B,  5.8230499750987e-01, -8.2841854652545e-01,  1.8665243113946e+00,                    A, -1.5336851503248e+00, -8.4254489545989e-01, -4.3156824209241e-01,                    A, -2.6588595345807e+00, -6.2431795002902e-02,  1.4277026025010e-01,                    A,  8.6888040243620e-01, -8.2156101211390e-02,  3.0360825918602e-01,                    B,  1.3934941237182e+00, -1.6536405887477e+00, -8.2994199946539e-01,                    B,  1.0568161393702e+00, -4.3210331379454e-03,  1.2656082472368e+00,                    B,  1.2650775398954e+00, -5.8918993791496e-01, -4.6330281479740e+00,                    A, -1.3968382554141e+00,  9.4271742318247e-01, -1.2896267251715e-01,                    B,  2.4594267594847e+00, -2.2732673520832e-01, -3.6143947994669e-01,                    A, -1.6054308385614e-01,  2.7540982510377e-01, -2.8691897019526e+00,                    A,  7.9723032199422e-01,  7.0044549554749e-01, -3.9816873246098e-01
                    B,  2.0959169936951e+00,  7.9044379654705e-01,  1.2164161307993e+00,                    A,  3.5205876208634e+00,  2.7702903677279e+00, -3.7583366358853e-01,                    B, -2.1371848989715e-01,  2.3529393350557e+00, -5.1243507997247e-01,                    B, -2.4787982628985e+00,  4.3282015475772e-01,  1.5646064372063e+00,                    B,  1.9265623081541e+00,  1.8691362290848e+00,  1.8567679410504e-01,                    A, -2.9132044219318e+00,  1.6275493372001e+00, -6.4591756564001e-01,                    B, -1.7625404916857e+00, -1.0899106581269e+00, -9.7616241257672e-01,                    B, -2.1577825772801e-01, -2.0009925933958e+00,  8.6048783405256e-01,                    A, -4.2068008132534e+00,  3.4999133840215e-01,  1.2390218278032e+00,                    B,  2.9828810808196e-01, -3.0063976385141e-01,  1.2639994934893e+00,                    A, -1.4131988583836e+00, -8.6326437324830e-01,  1.3071495831141e+00,                    A,  7.7509845625868e-01,  7.4401040253109e-01,  2.4134216059335e+00,                    A, -1.1850187385674e+00,  1.8728913292783e-01, -1.1145202564141e-01,                    A, -1.1071486708245e+00, -1.8743897974822e+00, -2.0515905673618e+00,                    B, -3.4595673486889e-02, -1.3837347761540e+00, -8.6507870889383e-01,                    A,  4.0106091554855e-01,  1.4815154756722e+00,  1.7485716534897e-01
                    B,  1.6729479304199e+00, -2.7030103558703e+00,  3.6736405796548e+00,                    A,  7.4765465423926e-02, -2.1426983937130e+00,  1.4171206498638e+00,                    A,  1.1047109470416e+00, -4.4619157929064e+00, -1.2728024067322e+00,                    B, -7.8136426469555e-01,  6.0700243594358e-01, -9.0185981386524e-01,                    B, -2.3732033189466e+00,  7.7701766212542e-01,  1.0285407168113e+00,                    A, -3.5955136137324e-01, -2.0503820781867e-01, -4.1253877340638e-01,                    B,  2.8119794368337e+00, -2.8184775655357e-01, -9.5595642304904e-01,                    A, -9.6434627587521e-01,  4.1999221295392e-02,  6.5339897205814e-01,                    A, -1.7650899351277e-01,  1.4349737658458e+00, -2.0722420558050e+00,                    A,  2.4944993577397e+00, -2.0469391882040e+00, -1.7547711290663e+00,                    B, -6.5409808709158e-01, -8.3013833363677e-01,  5.7921800048201e-01,                    A,  3.2793257467136e-01,  5.7611330618383e-01,  8.7774452981679e-01,                    B,  2.6905338733890e+00,  7.5035911105780e-01,  5.8352056824844e-01,                    B,  1.0889270583483e+00, -1.1879994579242e+00,  3.6381932983397e-02,                    B, -4.7717709917109e-01,  1.5866959135951e+00, -3.0245915546197e-01,                    A,  9.7557179261561e-01, -1.3677149413658e-01,  2.8313734536614e+00
                    B, -2.0177406318978e+00,  2.4860224171621e+00,  3.7962080332943e-01,                    A,  2.9697186776898e-01, -1.6562939411271e+00, -2.5393562702087e-01,                    B,  1.1054924691388e-02,  6.5977472871789e-01, -3.8791329303410e-01,                    A,  2.8382631035689e+00,  1.7534180894560e+00,  5.6848184099744e-02,                    B,  7.9046129532346e-01,  1.5376626638128e+00, -5.2814254841391e-01,                    A,  1.4017277803664e+00,  1.5815901628473e+00, -5.3003434727909e-01,                    B,  1.6366902243235e+00, -7.6823600548314e-01, -1.8890898828342e+00,                    B,  1.7437623029714e+00, -2.5447385532012e+00, -1.0611765250412e+00,                    A, -7.7237702838451e-01,  7.1272290599255e-01, -1.3864534409166e+00,                    B,  2.1796931038316e-02, -1.1249457098437e+00, -1.6329118020148e+00,                    B, -2.0888589836604e+00,  5.1079339348147e-01, -9.0999065429512e-01,                    A, -2.4247544276467e+00,  7.8254469498475e-01, -5.2519368008114e-01,                    A,  1.1750870420123e+00, -6.7399245238789e-01,  4.3487223465430e-01,                    B,  1.0113774946848e+00,  3.0679883479557e-02, -1.3002448130285e-01,                    A,  2.1849757062575e+00,  3.3182990514176e-01,  1.0459028949183e+00,                    A,  3.1934320638284e+00,  1.3193081208735e+00,  1.5329183134536e+00
                    A, -1.3666347175362e+00,  1.4943025575594e+00,  8.9936300405709e-01,                    A,  1.3889386131451e+00,  8.4201624200479e-01,  3.5554216968066e-03,                    A, -1.0974441885633e-01,  3.0076224220182e+00, -1.8347959009698e+00,                    B, -1.6008379938236e+00,  2.1090728609449e+00, -8.2695093925041e-01,                    B,  3.4971204018956e+00, -1.0626995758646e+00,  5.8565917009108e-01,                    B, -7.4302749651719e-01, -1.2937551865368e+00, -1.3324077468724e+00,                    A,  1.6597306704160e+00, -1.3789127551215e+00, -1.9586497442650e+00,                    B, -6.7888522877415e-01,  3.5909092296400e-01, -1.3988456846971e+00,                    A, -3.6185134635056e+00,  9.7749437428039e-01,  3.7880874111605e+00,                    B,  3.4594082367661e-01, -1.7047194571182e-01,  3.4324061588652e+00,                    A,  6.3037368834050e-01,  1.9871298081266e+00,  2.5790008781777e+00,                    A, -2.1644902243611e+00,  4.2469459522812e-02, -1.0534744434636e+00,                    B,  5.6890923468650e-01, -2.7275765511444e-01,  6.4499394956335e-01,                    B,  2.9719175814743e-01,  6.9801643380016e-01, -1.1379586911016e+00,                    A,  4.6657284639158e-01, -1.6789825521243e+00,  6.0667464956665e-01,                    B, -1.2552658707614e+00, -1.8192965066033e-01,  1.1631941776172e+00
                    A, -1.1400891136517e+00, -1.8447495277792e+00,  9.5775966394638e-01,                    B, -8.5610341188885e-01,  3.7472540831785e+00,  1.7844021319084e+00,                    A,  2.0598094185483e-01,  5.0226797491758e-01, -8.2809633240794e-01,                    B,  1.8919507414201e+00,  6.5563171212229e-01, -1.8253582147207e+00,                    A,  1.4270839748489e+00,  9.2536028208516e-01, -2.3532774748419e-01,                    B, -1.0130711025990e+00,  1.5010759806491e-01, -9.2458618433853e-01,                    B,  1.6200943931124e+00,  1.7568011796605e+00,  4.9074220711492e-01,                    A,  6.9857126556348e-01, -1.4987968603613e+00, -4.2251654281577e-01,                    A, -1.2140348640682e+00, -2.5418244942644e-01,  1.5227222295949e+00,                    B, -1.0442045476961e+00,  1.3041722315296e+00,  2.4709202594784e+00,                    A, -3.3930848628781e-01,  6.6413261310631e-01,  3.7929513963200e-01,                    B, -2.0309477244139e+00,  3.7505862349242e-01, -1.4229925334193e+00,                    A, -4.8802179133837e-01,  1.9466377075874e+00, -8.8062426889355e-01,                    B, -1.7235995298443e+00, -1.8887007890674e+00, -1.3012051875951e+00,                    B,  2.2859308330470e+00, -1.0795342216317e+00, -3.7970978660394e-01,                    A,  2.1922931353466e+00, -2.1321745894009e+00, -2.5581789391557e+00
