##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2
                    B, -3.9351124574691e+00,  1.3942473344013e-01,  6.7250449568968e-01,                    B, -1.4691649785520e+00,  4.0415803386866e+00,  2.8178473370824e+00,                    A, -1.3239141492653e+00,  5.2971836388741e-01, -1.3029351885848e+00,                    A,  9.1534577798194e-01, -2.1037017215956e+00,  2.0650356782602e+00,                    A, -8.4244605360431e-03, -1.9573286581550e+00, -1.9085633048853e+00,                    A,  4.8657228878575e+00,  1.5951813245759e-01, -2.2919364025193e+00,                    B, -1.4208511883345e+00, -2.2942532117102e+00,  2.7151633017696e+00,                    B, -9.2964942230448e-01,  2.6671652911517e+00, -4.2230110705822e-01,                    B,  2.9362446965756e+00, -7.2867041014310e-01,  8.2188963185548e-01,                    A,  8.0612030582051e-01, -2.0749005221481e+00,  4.2475410716940e+00,                    B,  4.6471524078330e-01,  2.6516904562863e-01,  4.1717895000651e+00,                    A,  3.4792157076584e+00, -2.4973638909577e+00,  1.1583622679223e-01
                    B, -2.9610996079770e-01, -2.6469628996559e+00, -3.0475396496620e-01,                    A, -1.4650160962563e+00,  3.5098459978811e+00,  8.9208124163160e-01,                    B,  2.0399873568396e+00,  6.9299828113135e-01, -2.1617128269893e+00,                    A,  3.6934150511474e+00, -3.1301675788791e+00, -1.1914406208781e+00,                    A,  2.8324108475398e+00, -1.0351266226588e+00, -3.3651149488213e-01,                    A, -4.2225388321187e-02, -2.9564745448195e+00, -3.0549420238459e+00,                    B, -4.8950668910474e+00,  8.1726042335187e-01, -2.2761011149997e+00,                    B, -8.5771193536924e-01,  2.7077480437245e+00,  2.4639465190823e+00,                    B, -1.7669063722824e-01, -4.8324356781214e-02, -4.5209303209695e+00,                    B,  1.5413104710450e+00,  3.3496493475498e+00, -2.8495332843058e+00,                    A,  2.5086490558478e+00,  2.6021599031656e+00, -9.7659000256297e-01,                    A, -3.2103739929337e+00, -3.4987513293186e+00, -3.2806150442848e+00
                    B, -4.9051810910765e-01, -4.5016557287902e-01, -2.5681597167422e+00,                    B,  6.1092723842688e-01,  3.8174328244657e+00, -2.6644028598159e+00,                    A,  1.3006735149582e+00,  5.4207761694435e-01,  1.7086710437815e+00,                    A, -1.6308541646192e+00,  1.2996208684396e+00, -3.4464587789456e-01,                    B,  2.1844357382060e+00,  1.9463621861361e+00,  1.4737014231492e+00,                    A,  1.4386137246434e+00,  2.2956577058402e+00, -2.2751203615368e+00,                    B,  1.8526539063649e+00, -2.7280130745542e+00, -3.2868737402832e+00,                    A, -4.1351568291696e-01,  1.4749397476219e+00, -1.1711015748967e+00,                    B, -4.5063027543633e-02, -1.2629182617582e+00,  3.6964281378231e-01,                    B, -2.5010783416736e+00, -3.3023305728469e+00,  2.0742441540505e+00,                    A, -3.1351043330713e+00,  6.5345355521655e+00,  2.8757748983602e+00,                    A, -2.1953646495227e+00,  3.4775531718440e+00, -4.7987196331108e-01
                    B,  3.1469220981957e+00, -1.3310699421320e+00, -4.8085497931665e+00,                    B,  3.4557804171697e+00,  1.7341282745395e+00, -2.5785064243311e+00,                    A,  2.3990611604876e+00, -1.4117916960898e+00,  1.7718086353563e+00,                    A, -3.6171004818030e-01,  1.5607580426596e-01, -2.3777833086513e+00,                    A,  1.3126601693733e-01, -2.4976469370303e+00,  5.5276908070447e-01,                    B, -1.5567733019478e+00, -4.7941918834742e-01,  7.4422199140904e-01,                    B, -9.4901915395609e-01,  1.3030538220859e+00,  8.4825099673985e-01,                    A,  1.7230667349841e+00, -1.6962303873125e+00,  5.6349541361511e-01,                    B,  3.6960532887648e+00, -1.9936158116674e+00,  2.1594879218387e+00,                    A, -1.4280811768611e+00,  4.2613528463406e+00, -1.3363960157617e+00,                    B,  1.3417948087267e+00,  1.6579367999191e+00,  2.5562719727146e+00,                    A,  3.9677577467391e+00, -7.2786439916741e-02, -1.1293689836504e+00
                    A, -4.8446437148248e+00,  1.7548911915932e+00,  8.9861745828219e-01,                    A, -1.6286483455393e+00, -3.4467952366347e+00,  1.0483597191945e+00,                    B, -9.5797714159515e-01,  1.3676759755573e+00,  4.3918400214401e+00,                    A,  1.3460307750434e+00, -9.1068597472696e-01,  1.9742755239655e-01,                    B,  2.1040214096477e+00, -2.4856300910375e+00,  1.7125243834461e+00,                    A,  3.2271069974519e+00,  1.4267667072071e+00,  1.0588853043030e+00,                    B, -9.9127242256044e-01, -2.6010682274794e+00, -1.6554702138896e+00,                    B, -4.1824255511035e+00, -1.6309441103666e+00, -1.9609935023252e+00,                    A, -5.3440543175376e-02,  1.6444232174529e+00, -7.3340999844629e-03,                    A,  4.6486686451006e-01, -1.0460102800444e-01,  6.1447446910011e+00,                    B,  5.7215103893984e+00, -5.5928101298113e-02, -3.0624006230204e-01,                    B,  3.8746551719724e+00, -1.8000904113270e+00, -2.5673866058804e+00
                    A,  1.0377481596242e+00,  3.6218665909244e+00, -2.3232214164097e-01,                    B,  1.7003683096085e+00,  1.2518080177180e+00, -1.3475241427664e+00,                    B,  8.3019012409852e-01,  1.0462631430693e+00, -3.0210675319817e+00,                    A,  2.2766033411953e+00,  5.2441092977715e+00,  1.7162204241949e+00,                    B,  4.2762451636868e-01, -6.6420998988455e-01,  5.3068107698824e-03,                    B,  5.0591575387656e+00,  8.1581417296295e-01, -1.3456043777704e+00,                    A, -3.9935741266754e-01,  7.4543031281986e-01, -7.0363227806237e-01,                    B, -2.3723859200197e+00, -9.4927322430736e-02, -2.8864387822298e+00,                    A,  2.0221155333290e+00,  1.5516768897997e+00, -2.4380883995174e+00,                    A,  6.3604257233549e-01, -1.8906612283680e+00,  1.6330574802945e+00,                    A, -3.0622242557620e+00,  2.8966482600272e+00,  1.6172814651330e+00,                    B,  4.3916647985356e+00, -4.7568274908287e-01, -8.8351531236081e-03
                    A, -1.5993068750025e+00,  4.3525833355994e+00,  1.6688953865990e+00,                    A, -2.0793241732224e+00, -1.9552575594595e-01, -1.6324462246633e+00,                    B,  3.1547266768825e+00, -1.3064978269125e+00,  4.6966189705027e-01,                    B, -1.1686244922163e+00,  3.3257021086643e-01, -5.2316600621817e+00,                    B,  3.6690016113050e-01,  1.4840440153348e+00, -1.2765867986319e-01,                    B,  3.6604520082499e+00, -3.2699744357523e+00, -1.2652618786273e-01,                    A, -4.8319747371332e+00, -9.8565574837415e-01, -7.2058459617393e-01,                    A,  1.3148082985490e+00, -1.1105913168056e+00,  5.7666873785848e-02,                    B,  3.3405570463643e+00,  4.2224783841781e+00,  2.1078604737581e-01,                    B, -5.3501468366931e+00,  2.8470983598670e+00,  1.7762240198749e+00,                    A, -2.1977903664221e+00,  1.1961770770706e+00, -3.1763071194302e-01,                    A,  1.1779350804488e+00,  3.1611504034337e+00, -5.4519278931566e+00
                    A,  5.2220251794798e+00, -3.2560897901170e+00, -3.1736737448741e+00,                    A, -1.4662821787099e+00, -2.3823068938857e+00,  1.3049220072491e+00,                    B,  1.4296412599559e+00, -3.8011782195111e-01,  2.7501339264798e+00,                    B, -4.2472489107896e-01,  1.6739997958931e+00,  1.5873174981314e-01,                    B, -3.7369080418151e+00, -2.7513416432996e+00, -3.3309148531162e+00,                    B, -8.4903528137862e-01,  1.5288917075536e+00,  1.4741797764587e+00,                    A, -1.6523549155714e+00, -3.2210909022269e-01,  3.1215692822221e+00,                    A,  1.9385494244021e+00, -3.6139634352717e+00, -4.2847324430827e+00,                    B,  3.1776955250391e+00,  3.6061885621748e+00, -8.2587574027216e-02,                    B, -1.3818598455737e+00,  3.3945663726261e+00, -1.8187853367621e+00,                    A,  2.8133876443328e+00,  1.2830121694160e+00,  1.5122634123373e+00,                    A,  1.2456847215060e+00,  1.7849172759955e-01, -7.2568228722955e-01
                    A,  4.3580688970967e+00, -5.9403916365082e+00, -1.0411309955101e+00,                    B, -3.6402695676841e+00, -6.2824492100590e-01,  2.8320972055656e-01,                    A, -7.5226674856284e-01, -2.9773333840988e+00,  1.3376084474765e+00,                    B, -2.6913895070803e-01, -4.7719140310180e+00, -2.3295611013454e+00,                    B, -1.4611588793336e+00, -1.1849560230406e+00,  3.2359136191092e+00,                    B,  1.8274134812664e-01, -2.3585438255710e+00,  9.2424896635851e-03,                    A,  6.0278676014655e-01,  3.7962602917034e+00, -2.7169897263633e+00,                    A, -2.4976115123924e+00,  2.3196245315788e-01,  2.3996890024870e+00,                    B,  1.2540306860499e+00, -1.2786143947180e+00,  5.8673415507633e-01,                    A,  1.9932750287356e+00, -2.2383200642555e+00,  1.1386124286245e+00,                    A,  1.6247874511279e+00, -3.5726131124959e+00, -6.2361632188346e-01,                    B,  3.0274177159893e+00, -2.0010770209962e+00, -1.2600090820232e-01
                    B,  2.6936851546469e+00, -3.2690492367889e+00, -2.1669451670679e+00,                    B, -2.2800315481982e+00, -1.5851100226671e+00,  4.2175565854147e-03,                    A,  1.3721598851627e+00, -1.4843409680608e+00, -4.1631460195263e+00,                    A, -2.4782163194133e+00, -2.1411729901092e+00, -1.0973458917197e+00,                    B, -6.6716445632193e-01,  1.7015270145036e+00,  8.8201597180879e-01,                    A, -4.5136155340630e-01, -9.2181682820662e-01, -1.1293585718546e+00,                    B, -1.7337393773087e+00,  1.5378123399943e-01,  4.1730615163287e-01,                    B,  3.4860534489105e-01,  2.0879505936127e+00, -8.2329216995902e-01,                    A, -4.6497228439506e-01,  2.6416593032274e+00,  8.2888391500230e-01,                    B,  2.8841549521303e+00, -1.2392191646389e+00, -7.8595435703661e-01,                    A,  6.2537786800747e+00, -3.7403984233428e+00,  6.2990262541965e+00,                    A,  3.0528894723374e+00, -1.5143289551380e+00,  1.0536400386333e+00
