##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2,           p12 flavor,               p12 x0,               p12 x1,               p12 x2,           p13 flavor,               p13 x0,               p13 x1,               p13 x2,           p14 flavor,               p14 x0,               p14 x1,               p14 x2,           p15 flavor,               p15 x0,               p15 x1,               p15 x2,           p16 flavor,               p16 x0,               p16 x1,               p16 x2,           p17 flavor,               p17 x0,               p17 x1,               p17 x2,           p18 flavor,               p18 x0,               p18 x1,               p18 x2,           p19 flavor,               p19 x0,               p19 x1,               p19 x2,           p20 flavor,               p20 x0,               p20 x1,               p20 x2,           p21 flavor,               p21 x0,               p21 x1,               p21 x2,           p22 flavor,               p22 x0,               p22 x1,               p22 x2,           p23 flavor,               p23 x0,               p23 x1,               p23 x2,           p24 flavor,               p24 x0,               p24 x1,               p24 x2,           p25 flavor,               p25 x0,               p25 x1,               p25 x2,           p26 flavor,               p26 x0,               p26 x1,               p26 x2,           p27 flavor,               p27 x0,               p27 x1,               p27 x2,           p28 flavor,               p28 x0,               p28 x1,               p28 x2,           p29 flavor,               p29 x0,               p29 x1,               p29 x2
                    B,  1.6217685462088e-01,  1.1034813155194e-01,  2.1394558927556e+00,                    B, -5.1358929741757e-01, -6.0077078055526e-01, -1.0881761767939e+00,                    A, -3.5127936103276e-01,  1.3969523586531e+00, -8.0443709700419e-01,                    A,  5.2138344559369e-01,  2.7736469527364e+00,  1.0504690159848e+00,                    B, -3.0182927419869e+00, -9.2773679425140e-01, -1.5710076087011e-01,                    A,  9.1332521068453e-01, -1.4927251617463e-01, -2.1217626095705e+00,                    A, -1.3221441761572e+00, -9.2067451237307e-01,  2.8073652740045e+00,                    B,  1.5073090080965e+00,  1.1461382543812e+00, -1.7193576479315e-01,                    B, -2.4487025461245e+00, -6.2381556858882e-01,  8.7111358059135e-01,                    A, -6.5624719028388e-01, -1.1832845919737e+00,  1.3019550979661e+00,                    B, -7.2742660454348e-01, -1.7002688259978e+00, -1.1049440491609e+00,                    B,  3.9732066434594e-01, -1.3211370730329e+00, -1.2880316555539e+00,                    B, -2.7613181567255e+00,  2.9777908654752e-02,  1.8428233499649e+00,                    A,  7.3986590319250e-01,  1.8286845220866e+00, -3.3080540323894e+00,                    B, -2.7298513565975e+00,  6.0328600076311e-01, -3.3950957508296e+00,                    B,  2.8490140794477e+00, -1.2479508511394e+00,  1.6173598502377e+00,                    A,  2.4005767314304e+00,  9.5999348947377e-01,  1.6738511588769e+00,                    A,  8.3687931945665e-02,  2.0928055552944e+00, -1.5981184706587e+00,                    A, -1.0257878510601e+00,  5.1120531153966e-01, -1.0910749252290e+00,                    B, -1.6702595051261e+00, -1.3601179167624e+00, -2.4779863511213e-01,                    A, -1.7361134314766e+00,  1.9847075257877e+00, -1.9500803260229e+00,                    B,  2.3792591002062e-01, -5.7045364257897e-01,  1.0718449097690e+00,                    A, -1.1832448445880e-01,  1.0235816747833e-01,  1.5120060851311e-01,                    B, -2.0224033267066e-01,  9.1461218393392e-01, -2.8927872598791e+00,                    A,  1.5689022274861e+00, -5.2270767347742e-01,  1.0358914468258e-01,                    A, -1.4926041067876e+00,  7.9186537998677e-01,  6.5432763005728e-01,                    A,  1.6507407091570e+00, -2.1070192191969e+00,  3.3371148360925e-01,                    B,  2.2894273289287e+00, -2.5527723818191e-01,  1.2459878956304e+00,                    B, -7.6692207668783e-01, -3.5383766650207e+00,  1.0686276169824e+00,                    A,  3.8868304792248e-01,  1.3816134226657e+00,  1.4745694651026e+00
                    B,  1.4194736248857e-01, -1.4433606576546e+00,  2.5665107399944e-01,                    A, -7.2276517384742e-01,  1.9830510167274e+00,  1.3260425667796e+00,                    B,  8.6034589317502e-01,  9.8065442111539e-01,  6.6392730465587e-01,                    B,  4.2397293421934e-01,  9.1707056423498e-01, -6.1130796433208e-01,                    A,  4.8798047207702e-01,  2.7544207698571e-01,  2.5436261718211e+00,                    B,  1.6521308846936e+00, -8.6782411814363e-01,  1.0453275772490e+00,                    B,  1.8478670932863e+00,  1.0073047904157e+00,  1.9531437775379e+00,                    A, -2.1646313958939e+00,  2.9858742208394e+00, -1.6229961371208e+00,                    B,  1.7577123106147e+00, -1.1662111376072e+00, -9.6979473216478e-01,                    B,  1.6831382240234e+00,  6.7123811203240e-01, -9.2208586330284e-01,                    B, -3.7435394828774e+00, -2.3337144451376e-01,  2.2127993607005e-01,                    A, -1.8453371377665e+00, -1.3142215682400e+00, -2.0558720694712e+00,                    A,  6.6104878426766e-01, -4.2196316567977e-01,  5.4828061139937e-01,                    B, -2.8867543382626e+00,  1.5382874471872e+00,  1.6635964914377e-01,                    B, -7.8936482304620e-01, -6.7085133584361e-01, -3.4941530455832e+00,                    A, -1.2828692992410e+00,  3.0440214407040e+00,  3.0558135096183e-01,                    A, -3.0640199437109e-01, -2.7136233949412e+00, -9.9485489741181e-01,                    B, -1.1448816497314e+00,  2.7201758725289e+00, -7.3166110994841e-01,                    B, -1.4590326280106e+00,  1.2562238782588e+00, -2.0252504079843e+00,                    A, -9.9633754130554e-01, -6.4609866466017e-02,  4.3480711577455e-01,                    B, -2.3131133274659e+00, -6.8120558870927e-01, -5.8991175209316e-01,                    A, -4.4899131371831e-01, -2.0058318792040e-01, -1.2856816748037e+00,                    A, -1.7182041534697e+00, -4.9812308968741e-03, -1.4625893301968e+00,                    A,  1.6523351573207e+00, -1.9804291013953e+00, -3.1389815035417e-01,                    A,  1.8686942814248e+00,  1.9910360410342e+00, -2.0893558187336e+00,                    A, -1.8377298111432e-01, -3.5990966322846e-01, -2.5235160769465e+00,                    A, -3.8186679915844e-02,  4.3791870949305e-01,  2.3684667922913e-01,                    B, -9.9829360968464e-01, -3.8417796338968e-01,  1.9102114408928e+00,                    A, -2.7958843805730e-01, -1.1499293139751e+00,  2.6520900107245e+00,                    B, -7.8679316986000e-01, -1.8119133308040e+00,  9.9591395844800e-01
                    A,  1.8823988729955e+00, -1.9349382798635e+00,  1.9696511731824e+00,                    A, -1.2387079032907e+00, -2.1977433709353e+00, -4.6086272456034e-01,                    A,  1.3087899897181e+00,  1.4284325363807e+00,  3.4115254693048e+00,                    A, -2.6493997557913e+00, -1.3645454788962e+00, -1.1277878490259e+00,                    B, -1.1099503289165e+00,  3.9544999468611e-01,  1.6194523499267e-01,                    B,  1.5157027996176e+00, -1.3141242139603e+00, -2.3351270694685e+00,                    A,  1.5948342690882e+00, -2.5522071556348e+00,  3.6649762197092e-01,                    B,  4.8435870872974e-01, -3.8963565168850e-01, -2.5873222245858e+00,                    B, -1.1978741381277e+00, -1.0711789176464e+00, -1.1424074369088e+00,                    A,  1.0236597776738e+00,  3.0308534835526e+00, -1.0440869148870e-01,                    B,  2.3575987084288e-01, -2.1726942545431e+00,  7.6304201387168e-01,                    A, -2.3119936380773e+00, -9.0072527666696e-01,  3.4904467603272e+00,                    A, -1.6279014093046e+00,  1.7412185561102e+00,  1.7182007158156e+00,                    B, -1.1356804984022e+00,  1.0058796364499e+00, -2.2454183585277e+00,                    B,  2.3639623939206e-01,  6.5754616252994e-02, -2.0675385552775e-01,                    B, -1.2677535685470e+00,  2.0007059652989e+00,  3.0717537396648e+00,                    B, -1.5813156910327e+00, -1.7931221383232e+00,  1.6698945307488e+00,                    B, -1.3296037841484e+00,  9.8750013982858e-02,  1.2994697623646e+00,                    B, -1.0309534337472e+00,  2.2518655676113e+00,  4.2551538394819e-01,                    B,  8.3232753892128e-02,  2.0231731511736e-01,  1.7732291712750e+00,                    A, -8.9439668639942e-01, -7.2361086499605e-01,  2.1705592431693e-01,                    B,  1.0450527571171e+00, -8.5300607690014e-02,  5.3545458315216e-01,                    A,  9.3487576901558e-01,  2.8599124468817e+00, -1.9861561046293e+00,                    A, -1.7201188568005e+00, -2.0659089147925e+00,  5.9118174580297e-01,                    B, -2.2431070490489e+00,  6.2514951245019e-01, -2.4531485273828e-01,                    A,  5.0178221044341e-01, -2.3466119977599e+00, -9.0413361562058e-01,                    A,  2.6997068744661e+00, -1.6074630500631e+00, -9.9655882440077e-01,                    A,  5.3356443290046e-01,  7.7417521004617e-01, -1.9841482993312e+00,                    B,  9.1155706681176e-01,  9.8163681541212e-01,  1.0834733247060e+00,                    A,  1.6146560393589e+00,  2.5069860077752e-02, -2.2115403834021e+00
                    A,  2.1096121458845e+00, -6.5570490778938e-01,  2.2971394564520e+00,                    B, -9.5947559911861e-01, -2.7355952404237e+00, -1.0808112276512e+00,                    B, -2.5278210476401e+00, -1.0868377848046e+00, -1.9497968312284e+00,                    A,  9.8050316143949e-01,  6.4525108299956e-01, -2.9872607374594e+00,                    B,  9.5515328534904e-01,  3.6233205912974e-01, -1.6420610088078e+00,                    A,  1.4679799752737e+00, -1.3993306786830e+00,  8.6971842853127e-01,                    B, -3.2166653543767e-01, -1.7789388627978e+00,  2.4118025528835e+00,                    A, -9.8968470203835e-01,  1.8283825740282e+00,  3.1950383971401e-01,                    B, -1.0414077732227e+00,  6.0714149469540e-01,  1.0430912412883e+00,                    B, -1.9321283719678e+00, -2.8828541705697e+00, -1.7079359302791e-01,                    A,  2.1067365170728e+00,  7.8808487078800e-01,  1.3909302336941e+00,                    B,  1.6677149187391e+00, -8.2448777789804e-01, -1.3862145783139e+00,                    A, -8.0825916054238e-01,  2.4538474147961e+00, -1.6999556557792e+00,                    A,  1.2923695086860e+00, -1.0379412902505e+00, -9.9093873697335e-02,                    B,  2.5743622391035e+00,  2.4543751902248e+00,  6.5139161692275e-01,                    A, -1.3300822780002e+00, -8.8728854664418e-02, -9.9257307666372e-01,                    B, -1.2181812816937e+00, -9.6028322863718e-02,  3.1379711198247e+00,                    A,  3.4393154862486e-01,  1.2979229697752e+00, -1.6467045511882e+00,                    A,  2.2722211017577e+00,  1.6599600104678e+00,  1.1263815087687e-01,                    A, -1.9671943619949e+00,  1.3049503004618e+00,  9.4922030427174e-01,                    A, -2.1060091202913e+00, -9.4708423202892e-01, -2.0246176838530e-01,                    B, -2.8954553885074e-01,  3.2586765396119e+00,  4.5690856604348e-01,                    B,  6.5283871810135e-01,  1.1773816651315e+00,  2.0709035169906e+00,                    B,  8.0266821834106e-01,  2.4910977954558e+00, -7.3687440372796e-02,                    B,  1.6498564858628e+00,  9.9394564026501e-01, -7.8046046320360e-01,                    A, -1.1216017728715e+00,  1.0912323435238e+00, -1.2751051613141e+00,                    A, -1.9284120934919e-01, -4.5004514505708e-01,  2.0692232543311e-01,                    A,  6.6271706247475e-01,  4.2739875063524e-02,  1.9222307461388e+00,                    B,  1.2063255370678e+00,  5.4490488136812e-01,  5.4183772236742e-01,                    B,  5.9875272695626e-01, -7.9981641444519e-01, -1.6143686957807e+00
                    A, -3.2449758569752e+00,  9.1425788797604e-01, -1.4327630380836e+00,                    B,  5.1842838545252e-01,  2.1030450868010e+00, -6.0434052749917e-01,                    B,  1.6556921878598e+00,  1.5225804254804e+00, -9.5615129652829e-01,                    B, -3.0038024116892e+00,  5.6559346616920e-01,  7.8534157323716e-02,                    A,  1.6832229088890e+00, -2.1372907176927e+00,  3.9082777252262e-01,                    B,  5.1741663105400e-01, -5.8460133243991e-01, -1.4708189860724e+00,                    B, -1.9820004690648e+00, -6.8505777053592e-01,  2.1221144781689e+00,                    A,  1.1470997526214e+00,  7.8014030856651e-02,  2.4572589708792e+00,                    B, -1.1302843437435e+00, -1.3076470433536e-01, -1.2621237092983e+00,                    A,  2.1883534586508e+00, -8.1779384161378e-01, -1.9489976231168e+00,                    A,  4.7211435244522e-01, -2.7781780534903e-01,  3.2561077796396e+00,                    A,  3.6173052516084e+00, -1.0480978051887e+00, -3.6531952547475e-01,                    A, -1.3985206401964e+00, -2.4134354516508e+00, -9.2037492383294e-02,                    A, -1.0015270938533e+00,  2.1947931379366e+00, -1.6887134023282e+00,                    B, -8.2567832232504e-01, -1.5320759235256e+00, -4.7275914432310e-01,                    B,  2.1153733044697e-02,  1.0474933098707e-01,  9.2646422257241e-01,                    B, -1.2047870415875e+00,  3.3212757427269e-01, -2.9224896403478e+00,                    A, -1.5261564707720e+00,  8.8473102118155e-01,  7.5092247500084e-01,                    A, -3.4194776889600e-01, -2.5497450598036e-01, -1.9250021655321e-01,                    A,  1.3960525114907e+00,  2.4530500619930e-01,  5.5463982670402e-01,                    B,  1.2396261464581e+00,  2.6739197500642e+00,  2.7611484601440e-01,                    B, -1.9637051692777e-01, -2.2253875127747e+00, -1.8713765661678e+00,                    A,  1.1586601064562e+00,  3.5519487711917e-01, -2.9377140198935e-01,                    A,  5.0243582101416e-03, -1.1390052251129e+00,  2.7398669910071e+00,                    A,  1.5171812332485e+00,  1.3834299915068e+00,  1.8405139522720e+00,                    A, -1.1555153899287e+00, -1.1338186031993e-01,  7.3277904045985e-01,                    B,  1.6258494503083e+00, -1.2038891720540e+00,  1.2714332775325e+00,                    B, -1.1798222400266e+00,  1.5254547750155e+00,  2.2376520257765e+00,                    B, -1.9922296346040e+00,  1.0415013129008e+00, -2.5461737764091e+00,                    B,  2.6013564327168e+00,  6.6765447014507e-01, -2.7821162735057e+00
                    A, -1.1962801392285e+00,  8.2883582978156e-01, -7.2063332001534e-01,                    B, -6.2946921928318e-02, -1.9768115441022e+00, -1.8940047607063e+00,                    B, -7.9898820851894e-01, -2.4306406774656e-01,  2.7301380354417e+00,                    A,  3.8323296254816e-01,  1.3928964022874e-01, -2.6682740177361e+00,                    B, -2.4006036158768e-01,  2.1116653485322e-01,  1.5024448062329e+00,                    A,  7.4828784579752e-01,  1.3163588871592e+00, -1.4848141006286e+00,                    B,  2.6500081814611e+00,  8.7136945725124e-01,  9.9142240459200e-01,                    A,  2.1104971519237e+00,  2.5339761495465e-02, -2.6151794587244e+00,                    A,  1.7730204274487e+00,  2.3376172086953e+00,  2.0821139649663e+00,                    B,  6.8112329770870e-01, -6.4492282011353e-01,  8.8597562863785e-01,                    A,  1.3788566650662e-01, -1.9175638404547e+00,  1.3483435914753e+00,                    B, -2.8485410938436e-01,  2.2524349322244e+00,  1.3167325981960e+00,                    B, -1.1805454273204e+00, -8.6892328233592e-01,  1.3022193669005e+00,                    B, -5.3522167748529e-01, -9.4653343424931e-01, -2.0972055517584e+00,                    B, -1.0529743964697e+00,  7.9685217807338e-02,  4.8817114539793e-01,                    A, -2.0237413298255e+00,  1.7429532766119e+00, -8.2903293044700e-01,                    A,  1.4955721611888e+00,  1.6249721694677e+00, -2.8227521707144e-01,                    B,  2.6246759963884e-01,  9.2914631677788e-01,  5.4066340267015e-01,                    A, -1.0878676184129e+00,  1.6813619843223e+00,  1.1091924386497e+00,                    B, -3.1490353089201e+00,  8.0969684772482e-01,  1.0490199635720e+00,                    A,  6.2429937412521e-01,  1.0024654490773e+00,  1.6632113765686e+00,                    B, -2.4869509848539e+00, -1.8859684121605e+00, -1.3456652929877e+00,                    A,  4.6771849701163e-02,  6.6709346236841e-02, -1.1149572723990e-01,                    A,  2.3782552575048e-01, -1.2352233336428e+00, -4.2154257429624e-01,                    A, -3.4069989545252e-01,  1.2388694991720e+00, -6.7933932146279e-01,                    A, -1.7884860239203e-01,  4.2709082628838e+00, -4.1341429318824e-01,                    B, -1.1955502319394e+00, -2.8260280410494e-01, -1.1445082944820e+00,                    A, -1.2053440289144e+00,  5.4055040645503e-01, -2.6314317099262e+00,                    B,  2.2266909743018e+00, -3.1590033762623e-01, -1.1190064096278e+00,                    B, -2.9498336267274e+00,  3.0792775270790e+00,  6.1885279399810e-01
                    A, -2.1085173562909e+00,  2.6457729321231e+00,  7.9887570449818e-01,                    A,  4.5795046166690e-01,  7.0296885763028e-01, -1.0131959284141e+00,                    B,  1.6243349982176e+00, -3.0835544059063e+00,  1.8493204183048e+00,                    A, -2.8704516032086e-01,  7.1326054949882e-02, -5.0304101270282e-01,                    B, -1.4233724476264e+00, -8.1354569171667e-01,  2.3855389956507e+00,                    B,  2.3377100120281e+00, -1.1065380921126e+00,  1.8792037570317e+00,                    B, -1.7594773442497e-02,  2.8659472152725e+00, -2.7511033141376e+00,                    A,  8.4217302385018e-01, -2.6156899898578e+00, -1.4146093360064e+00,                    B, -6.5207293407249e-01, -1.9507138600079e+00, -6.6390380060327e-01,                    A, -9.1503610515011e-01, -1.9663356383973e+00,  5.3406913453767e-01,                    A, -1.0106405819628e+00,  1.1059371361155e+00, -9.1241072395913e-02,                    B,  1.0261921974269e+00,  1.0864700893960e+00, -2.6586525975186e+00,                    A, -3.3671200797950e-01, -9.8469993975360e-01, -2.3034598700658e-01,                    B, -9.7193945864540e-01,  2.7014888865720e-01, -1.4849271890659e+00,                    B, -4.0352735886229e-01,  1.3290779622811e+00,  1.7734467939626e+00,                    B,  1.3019610793446e+00, -3.2975078494446e-01,  2.1291573372606e+00,                    B, -1.4462242565700e+00,  2.5279783691184e+00, -4.4108939822495e-01,                    B,  1.9386576113681e+00, -6.2273780583902e-02, -2.8372366118649e-01,                    B, -1.8706404908579e+00, -2.9357703295770e-01, -2.4716666663880e+00,                    A,  5.2412940062827e-01, -1.8474100939599e+00, -6.4837530393124e-01,                    B,  2.6122130397693e+00, -1.9489907138974e+00,  2.2596700765504e-01,                    B,  2.0683936393889e+00,  2.5932021015782e-01,  1.4769066151229e+00,                    A,  1.4815977106957e+00,  7.8920283011690e-01,  7.9618672342979e-02,                    A,  5.9562394688280e-02,  1.2451144373760e-01,  1.1034549386121e+00,                    A,  7.2479757922019e-01, -2.5845917949599e+00,  1.6565647786222e+00,                    A,  1.2315181939595e+00,  2.4191185566068e+00,  8.7262707240643e-01,                    B,  1.1628110784019e+00, -1.1456750555171e+00,  2.3524045342837e-01,                    A, -1.2236623406300e+00, -2.6206463713955e+00,  1.3080946979233e+00,                    A, -1.7636995056334e+00,  1.9941225029027e-01,  1.6212967069244e+00,                    A, -1.6935456559119e+00, -2.2200162887677e-01,  9.3091268672785e-02
                    B,  3.3910690312718e-01, -6.9164727572823e-01, -2.0335715623706e+00,                    A, -4.7337168622883e-02, -1.0431642773024e+00, -3.3656987991036e+00,                    A, -2.3407153556490e+00, -1.3217149317370e+00,  2.6926298125338e+00,                    B,  2.0478321595306e-02,  7.1924841345348e-01,  1.9991681822738e+00,                    A, -1.4981028078760e+00, -3.6834092926292e-01, -3.9574836346567e-01,                    B,  1.1475747061449e+00,  8.3282048956357e-01,  7.9323888968399e-02,                    A, -7.0076768417933e-01, -3.7817997340461e+00, -9.9906184581474e-01,                    A, -1.3434922161731e+00,  1.2887066473411e-02,  3.0401476857516e+00,                    B, -3.8491122318551e+00, -9.5999461841959e-01, -3.5414137834120e-01,                    A,  1.8904800652657e-01,  3.5728478903029e+00,  2.1501660174446e-01,                    A,  5.5125070741865e-01,  8.6383281332095e-01, -1.1928469106308e+00,                    B, -3.2117577215985e+00,  2.2388088825250e+00, -8.9547354694565e-01,                    B,  6.6764232501709e-01,  3.6749048081684e-02,  4.5815002875989e-01,                    B,  1.3861606725279e+00, -3.5270341453892e-02, -3.0542173234161e+00,                    A, -1.3749531528284e+00,  5.6719258899414e-01,  1.0334339412301e+00,                    A,  2.8805733310852e+00, -3.3494319115257e-01, -7.7930338712438e-01,                    B, -1.2777768438063e+00,  1.5522458718672e+00,  2.3401102083671e+00,                    B, -2.1118765162254e+00, -1.9778820580699e+00,  1.7604439029078e+00,                    A, -4.3915801113971e-01, -8.9244887287178e-01,  1.3486785369705e+00,                    A,  3.3112772946829e-01,  1.8365814158123e+00, -1.8669004366965e+00,                    A,  1.2571469745743e+00, -1.0684669714688e+00, -5.3395119280116e-01,                    A, -2.2362129790557e+00,  8.4642289864659e-01, -1.6058522322551e+00,                    B, -7.4060171610996e-01, -1.3264778662304e+00,  3.2917165234469e-01,                    A, -8.8452143115377e-01,  2.1829111268035e+00, -3.7624025619122e-01,                    A,  1.6220259851276e+00,  1.6938009409555e+00,  1.8973615313449e-01,                    B,  1.9997516548265e-01,  2.2699175832391e+00, -2.9169139933324e-01,                    B, -2.7704334639888e-01, -1.6193930790494e+00, -1.7431878304536e+00,                    B, -2.0787318729034e+00, -2.5163202086370e+00, -2.0429689071163e+00,                    B, -1.6353807597972e+00,  2.9397170221305e+00,  4.5984008602086e-01,                    B, -5.7449496869854e-01,  2.1909087804058e-01, -3.8145093818627e-02
                    A, -1.5316583373441e+00,  2.2029616658155e+00, -4.5970766990175e-01,                    A, -2.1613091721622e+00,  9.8321562676636e-01, -1.0240656462011e+00,                    A, -6.7818137322995e-01,  9.4535608166223e-01, -1.2195531001433e+00,                    B,  8.3918696580830e-01, -1.3491899238261e+00,  2.1792378137725e+00,                    B,  5.7982259284992e-01,  2.4148871721488e+00, -6.3359381112350e-01,                    B, -8.4714942266334e-01, -3.8064595282398e+00,  4.4244217955665e-01,                    A,  1.8601486189986e+00,  2.9201567148013e+00,  4.6417217082650e-01,                    B, -1.8661206974666e+00,  1.1724939096465e+00,  2.4716612599861e+00,                    A,  1.1931535795778e+00,  1.0415601320522e+00, -1.9478919460784e+00,                    A, -2.0781552250382e+00,  1.4343877783658e+00,  1.5732700093939e+00,                    B,  1.6841365781788e+00, -1.3961164558848e+00,  8.0728014923406e-01,                    B,  1.3628900442395e+00, -2.0414802001315e-01, -1.6189285428111e+00,                    A, -9.9174418141596e-01, -8.5318208971314e-01,  2.7497068997834e-01,                    A, -7.3997405512771e-01,  1.5667654365310e+00,  5.2611457065405e-01,                    B,  1.2624865499787e+00, -1.8390439895552e+00, -1.6816215955387e+00,                    B, -1.2488986468310e+00, -1.3764777075688e+00,  1.2927801173774e+00,                    B, -1.1028325443789e-01,  2.3076981938317e+00, -2.8544459089212e+00,                    B, -4.8508654495774e-01,  2.3223958923560e+00, -3.6513670634004e-01,                    B,  6.2330128136771e-02,  1.2189856326094e+00,  1.5083897252389e+00,                    A, -5.2347544991654e-01, -1.4408887762571e+00, -4.9680470299284e-01,                    A,  7.4993463257286e-01, -1.2253375992224e+00, -2.5827628898963e+00,                    A,  8.4000384078119e-01, -1.8653447858537e+00, -4.0201312521268e-01,                    A,  2.3978281966405e-01,  3.3948074802055e-02,  1.9996896030348e+00,                    B, -1.7501963239615e+00, -2.4469427545137e+00,  1.7411434837793e+00,                    A,  1.1961065369285e+00,  8.5696032624266e-01,  4.4843686150600e-01,                    A, -3.1442329177559e+00,  1.3548774639550e+00, -1.4087449940407e+00,                    B, -5.2571169904222e-01, -1.6576113896678e+00,  3.5793810606217e+00,                    A, -1.2683031999438e+00, -2.1297318917433e+00, -2.0327260079738e+00,                    B, -5.0515987053456e-01, -7.5394290033929e-01,  2.8496176770548e+00,                    B, -2.5156503873405e+00, -1.5600519651269e+00,  2.2673674668663e-01
                    B,  2.1162644662905e+00,  1.7251849135889e+00, -9.2872415438592e-01,                    B, -2.2385516901585e+00,  2.2541224881405e+00,  2.3149937761300e-01,                    B, -2.4038217349540e+00,  8.3108073034955e-01, -8.8578823561561e-01,                    B,  3.1221885654194e-02, -3.6569868735411e-01,  6.8951060197120e-01,                    A,  8.8541286916933e-01, -1.1251067813992e+00, -1.3497871530359e+00,                    A,  4.7841045749434e-01,  1.0221115906229e+00, -1.4613137112661e+00,                    B, -1.2521884838673e+00,  6.3928075016631e-01, -4.1107506081777e-01,                    B,  1.1756595636300e+00, -4.5433218633657e-02,  2.7010487490518e+00,                    A, -7.4010314760386e-01, -1.3332231814611e+00, -2.1967102556874e+00,                    B, -3.1284242815442e-01, -2.5233246212899e-01,  3.1297353312796e+00,                    A,  1.7705431658798e-01,  1.1310655964330e+00,  1.8133760159911e+00,                    A,  1.3750188866747e+00,  2.1548851851581e+00,  8.1903641137665e-01,                    B, -4.8320759157783e-01, -1.8593360225732e+00, -9.0092489825808e-01,                    A, -2.3566537783951e+00,  1.4064683062834e+00,  1.1097496139597e+00,                    A,  2.3276834005676e+00,  7.5365070413176e-01,  5.2746571640534e-01,                    A, -4.2404726413919e+00, -1.2967684530647e+00,  1.5737718817366e+00,                    A,  1.6500613692440e+00, -4.2999592388202e-01,  8.1969878730377e-01,                    B, -6.8921955540005e-01,  2.6652389288818e+00, -2.3049161989581e+00,                    A,  2.2877651984513e-01,  1.4110807082887e+00,  5.4007667649991e-01,                    B,  5.6475967642651e-01, -7.8482739686816e-01,  1.7680172693469e+00,                    B, -1.1569628718737e+00, -1.4227059090801e+00,  1.0947016974300e+00,                    A, -4.4754068645107e-02,  2.4211426043540e+00, -4.1126893868527e-01,                    B,  2.6419774863099e-01, -2.4671068576133e+00, -1.7695081074974e-01,                    A,  3.0293888899468e+00, -2.5369355259340e-01, -7.1923997778703e-01,                    A, -1.1201868628888e+00,  1.6496620320217e+00, -1.0770009829198e+00,                    A, -1.8433278118155e+00, -1.8606829035069e+00, -5.7249116518437e-01,                    B, -8.4662053736806e-01, -2.6823350976747e+00,  2.5438078608062e+00,                    B,  1.1516262137648e+00,  2.9466348205208e-01, -7.7370344470910e-01,                    A,  6.1345440935828e-01,  3.1574565171401e-01,  1.3577114229108e+00,                    B, -1.0475076791318e+00,  2.3023889838008e+00, -8.1586995020488e-02
