##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2,           p12 flavor,               p12 x0,               p12 x1,               p12 x2,           p13 flavor,               p13 x0,               p13 x1,               p13 x2,           p14 flavor,               p14 x0,               p14 x1,               p14 x2,           p15 flavor,               p15 x0,               p15 x1,               p15 x2,           p16 flavor,               p16 x0,               p16 x1,               p16 x2,           p17 flavor,               p17 x0,               p17 x1,               p17 x2,           p18 flavor,               p18 x0,               p18 x1,               p18 x2,           p19 flavor,               p19 x0,               p19 x1,               p19 x2,           p20 flavor,               p20 x0,               p20 x1,               p20 x2,           p21 flavor,               p21 x0,               p21 x1,               p21 x2,           p22 flavor,               p22 x0,               p22 x1,               p22 x2,           p23 flavor,               p23 x0,               p23 x1,               p23 x2,           p24 flavor,               p24 x0,               p24 x1,               p24 x2,           p25 flavor,               p25 x0,               p25 x1,               p25 x2,           p26 flavor,               p26 x0,               p26 x1,               p26 x2,           p27 flavor,               p27 x0,               p27 x1,               p27 x2,           p28 flavor,               p28 x0,               p28 x1,               p28 x2,           p29 flavor,               p29 x0,               p29 x1,               p29 x2
                    A, -1.9276031910193e+00,  1.5552686318286e+00,  1.2907314757600e+00,                    A,  3.2933402097049e-01,  1.5799868387060e+00,  2.0370335783837e-01,                    B,  1.6065723304072e+00,  9.1693218033828e-01, -5.5402233587071e-01,                    A, -4.1390443578161e-01,  2.4432038991895e+00, -5.4736016669660e-01,                    A, -1.0316268956300e+00,  9.8702397198392e-01,  3.6176873183161e-01,                    B, -1.2082742448265e+00,  1.9589092272973e+00,  2.2076687797010e+00,                    B, -2.8897700872316e+00,  1.8437001610753e+00,  2.3963889702519e+00,                    B,  1.1741745787866e+00, -1.3802382502920e-01,  2.1286710058314e+00,                    B,  3.5827193552518e+00,  1.9347543021448e-01,  7.6086963968269e-02,                    A, -9.0511340579805e-01, -9.9703346290715e-01, -1.3524263873216e+00,                    B,  5.6971147633220e-01, -1.7435514944738e+00,  2.4225182319302e+00,                    B,  1.1455496415670e+00, -1.2063044221654e+00, -2.2437287692417e+00,                    B, -5.1664863689446e-01,  3.2554125233642e+00,  1.2744022341914e+00,                    B,  1.5387722832315e+00, -1.7853387961090e+00,  1.6361264106760e+00,                    A,  2.2146713484550e+00,  1.5284672762441e-01, -1.7937462780051e+00,                    A, -9.5942941726216e-01, -1.9655128021275e+00,  5.1373694947663e-01,                    B,  2.5011632437367e-01, -4.1487491947162e-01,  2.1267323512562e-01,                    B,  1.3565459795063e+00, -1.4914593374927e+00,  3.6966897481766e-01,                    A,  1.0230795467262e+00, -9.0261490705406e-01, -4.8723510238493e-01,                    A,  6.4852817837039e-01, -2.6767102039403e+00,  1.9131179774888e-02,                    A, -2.4972939457795e+00, -2.0939197387712e+00, -4.8340988725294e-01,                    A,  1.0543554317594e-01,  8.0612858762844e-01, -1.4393539196184e+00,                    A, -2.2180842242359e-01,  2.2928902775148e+00,  2.6453939931228e+00,                    A, -3.4440376847579e-01, -1.1102740825566e+00,  1.3791516613432e+00,                    B, -2.1894420277777e+00,  4.2159692999926e-01, -9.9316515672938e-02,                    B, -1.1638228382868e+00, -1.7523114685463e-01,  1.7976551304576e+00,                    B,  1.1267337542476e+00,  1.9448745815742e+00, -7.9775339975771e-01,                    A,  1.5649634891618e+00, -8.5845560815277e-01, -1.4014225704679e+00,                    A,  1.0899789163968e+00,  1.8703470613076e+00,  2.1963958488187e+00,                    B, -1.2975193093570e+00, -1.4680190227399e-01,  1.5914411979866e-02
                    A, -3.6911458759201e-01, -2.8051059300218e+00,  3.2389079857889e+00,                    B,  8.5655130542525e-01, -1.2700177333277e+00, -9.6804038627849e-01,                    A,  8.1295823262437e-01,  1.4632091438011e-01, -1.1161268597914e+00,                    A, -3.2554890179988e+00, -1.0033615054451e+00, -1.5176873318417e+00,                    B, -2.6418708784787e-01, -5.6465369173610e-01,  1.4887428900720e+00,                    B,  2.1426604711729e+00,  3.3460144475798e-01,  1.1691060267184e+00,                    A, -2.9044235338497e+00,  2.3820833630855e+00, -4.5983424433584e-01,                    A, -1.5895868823417e+00,  9.4370854171998e-01, -3.2813339278063e-01,                    A, -2.6433316125109e+00,  3.3803008167858e-01, -6.8415596041695e-01,                    B, -2.2924526310813e+00,  2.0477282539749e+00, -1.6425173309580e+00,                    A,  2.1357424491703e+00, -4.2174313979730e-01, -9.5347669946973e-01,                    B,  6.1975299152880e-01, -1.5077719312696e+00,  6.9758439110719e-02,                    B, -5.9435561671968e-01,  5.9041973680875e-01, -7.4425195346284e-01,                    B, -2.2422725391700e+00, -2.5075333770165e+00,  6.9866281913381e-01,                    A, -7.6652098720706e-01,  2.9818540376573e+00, -2.0069613919594e+00,                    A, -1.5450983332542e-01,  7.1204763871683e-01,  4.7025932629946e-01,                    A,  4.3287550109666e-01, -3.1827674670582e+00, -1.5052986519536e-01,                    A,  3.3663399473754e-01,  3.0334890361441e+00, -1.0376139458138e+00,                    B, -7.3404803367913e-01,  1.6706928507433e+00,  1.7977526263294e+00,                    A,  8.9399643320459e-01,  5.2985427658871e-01, -7.4313571823817e-02,                    B, -8.3372289990978e-01, -1.7468411073915e+00,  4.1662015563031e-02,                    A, -2.4190101381574e+00, -2.7338827098846e-01,  1.8114216927809e+00,                    B, -2.2308986056656e+00, -9.9445462514477e-01, -2.5800348227338e-01,                    B, -1.9051032026287e+00,  1.1242465262144e+00,  1.6849555748429e+00,                    A, -4.9200566860347e-01, -2.3324282982533e+00, -2.6518825568376e+00,                    B, -1.1622869437920e+00,  7.9056495451127e-02,  1.1505591455329e+00,                    B,  5.5951154239841e-02, -1.2222607412199e+00, -2.4583449044066e+00,                    B,  4.1004365964072e-01,  1.9797026660100e+00, -1.7121136738531e+00,                    A,  1.6837375733175e+00,  1.7976085540570e+00, -4.7337733763637e-01,                    B, -1.0658210536812e+00, -1.3158398328234e+00, -1.9078763629180e+00
                    A,  1.0238725911207e+00, -2.1705658505621e+00,  1.4917632719813e+00,                    A,  2.5663146317906e+00, -6.4364110107762e-01,  2.7853405068844e-01,                    B, -7.3410065978596e-01,  1.2477300038866e+00, -1.3860995595991e+00,                    A, -4.1313611998800e-01, -2.7638443902527e+00,  8.5208841906771e-01,                    A,  3.2971410167777e+00, -1.0510997885489e+00, -1.4464287809880e+00,                    B, -2.2907423547338e+00,  6.8250142127565e-02, -4.2917196601927e-01,                    B,  5.5358166406918e-01, -1.6415290799581e+00, -1.9594558752956e+00,                    B, -1.8843908926011e+00, -4.4313024955720e-01,  1.6852804081939e+00,                    B, -9.3420312824479e-01, -7.3300075896269e-01, -8.5276220849224e-01,                    A, -1.4004949453888e+00, -1.0553582951968e+00, -2.1457442910240e+00,                    B,  2.7282089311858e+00,  7.2603533964125e-01,  1.1986252698929e+00,                    A,  1.2095608514235e-01, -1.5413804182731e-01,  8.7199683228339e-01,                    A,  3.6009864465315e-01,  1.2605422768022e+00,  1.9474276410879e+00,                    B,  1.6434727532828e+00, -9.4753468134416e-01, -6.7388269114752e-01,                    B, -1.1066480796891e+00,  7.2275404548399e-02,  7.1633729028520e-01,                    A, -1.5794656238841e+00,  3.4149551808041e+00,  9.4840286985561e-01,                    A, -1.5999264792906e+00,  1.1221340915328e+00,  8.6895141047654e-01,                    A, -1.2881949459142e+00, -3.2373972867199e+00, -1.0837043922295e+00,                    B,  7.7238422899530e-01,  1.3600103250908e+00, -1.6324703980300e+00,                    A,  3.7779082719859e+00,  1.1067889013245e+00,  6.7843761831619e-01,                    A,  4.8744909825411e-01,  1.9147168936697e+00,  7.6952179956286e-01,                    A,  5.9290778947060e-01, -9.5735052205341e-01, -9.2556194635964e-01,                    B, -9.5656105006163e-01,  3.0993661136801e+00, -1.0488441929370e+00,                    A,  5.7190077785271e-01, -9.6104116724673e-01,  1.4704624010470e+00,                    B,  2.7088611489047e+00,  2.3562032075057e+00,  4.2705545196097e-02,                    B,  1.5742203158966e+00, -7.5448679651937e-01,  3.0850347227650e+00,                    A,  3.0017489026055e+00,  9.0528138567195e-01, -2.9273505887856e-01,                    B, -1.8821829682500e+00,  3.1969799815718e-02, -1.7996428195306e+00,                    B, -1.5128148691228e+00, -5.8807927082280e-01,  3.1233042584822e+00,                    B,  9.4444949889075e-01,  9.2571698042536e-01,  5.9789828700492e-01
                    B, -1.2153594242118e-01,  4.1814302822229e-01,  3.0512892595150e+00,                    A,  8.0912743891425e-01,  2.1934077899447e+00, -3.9658484409215e-01,                    B, -1.2262670650559e+00, -1.5744534205800e+00,  3.3688832347291e+00,                    A,  7.8235320868002e-01, -7.6310654613774e-02,  2.0738090224477e+00,                    B,  2.8592001646185e+00, -1.4284935906455e+00, -1.2743886859469e+00,                    A,  9.1387951103195e-01, -1.6235361190655e-01, -1.2081906474561e+00,                    B,  1.9863183039085e+00, -2.1354212472226e+00, -3.3836079888719e-01,                    A, -3.3061016237646e-01, -2.7988436714022e-01, -6.2584219832218e-01,                    B, -1.7918358920792e+00,  3.2010506497482e-01,  2.1991683842205e+00,                    B, -1.2545034339916e+00, -3.0420550357238e+00, -9.6684740170999e-01,                    A,  8.5307063638643e-01,  1.1559061742989e+00, -9.7313137505914e-01,                    B,  3.0404919680665e-01, -5.5600117659013e-01, -2.3408562749125e+00,                    A, -3.4826815142165e-01,  1.8636538681694e+00,  1.6879654144500e+00,                    B, -9.7292870552389e-01,  1.7275724926469e+00, -1.9311408531181e+00,                    B, -1.9593983803314e+00,  2.7065267693392e-01, -9.8902725502265e-01,                    A, -2.1733910997767e+00, -1.2991004334786e+00, -5.4989268995140e-01,                    A,  1.9660016961652e+00,  1.5339931849140e+00, -1.5314888304476e+00,                    A, -4.6636953712938e+00, -8.2585869798371e-01, -6.3361188025081e-01,                    B,  1.0774692645120e-01, -1.1063904111836e+00,  1.5672159663063e+00,                    A, -1.0537654019982e+00,  7.6290959999925e-01,  5.9659578494419e-02,                    A, -5.2798312661631e-01, -1.3292301094021e+00, -3.9706685430498e-01,                    B,  1.3228384826006e+00, -1.6427164941688e+00,  9.1290958337630e-01,                    B,  2.2943342522041e+00,  4.8038497417377e-01,  5.8605118751797e-01,                    B,  2.0679523699233e-02,  3.1063370772959e-01,  1.3470274076347e+00,                    A, -6.2857807503812e-01, -9.5309467493868e-01, -1.8009702255952e+00,                    A,  2.7520364920399e+00,  6.6744459658198e-01, -7.3818896754073e-01,                    B,  1.9923985340663e+00,  1.0737056834283e+00,  2.0184995188073e+00,                    A,  4.4360034176396e-01, -3.8682171611777e-01,  1.8011040676500e-01,                    B, -6.9336275367306e-01, -1.4183007431336e+00,  1.1415565299721e+00,                    A, -2.3199051814461e+00, -2.0696499339275e+00, -2.9700652727824e+00
                    B, -4.1931409955513e-01, -2.2704553385310e+00,  1.6140858901137e+00,                    B,  4.6976877598509e-01, -5.5808762638477e-01,  1.1362795255703e+00,                    A, -9.1141816586501e-01,  1.7542738925194e+00,  2.9585553016643e+00,                    A,  1.3783884387602e+00,  5.4764413917617e-01, -1.3243862717412e+00,                    A, -1.7924751529469e+00,  8.6857997749861e-01, -1.4786873992335e+00,                    A,  2.4477803421903e-01,  1.7203001902527e+00,  9.5997748814495e-01,                    A,  7.9044439777146e-01,  1.7062301893113e+00,  2.3766415977197e+00,                    A, -1.0992229237363e-01,  1.2482031261585e+00, -1.1884531132664e+00,                    A, -2.0206236064365e+00, -8.4220104750233e-01, -1.4256821217830e+00,                    B, -9.9027997449837e-01,  9.4449290173173e-01,  1.6600533404192e+00,                    B, -2.3244323495904e+00, -3.8208205450228e-01,  1.0434533390936e+00,                    A, -2.0532338690924e+00, -1.3909324955072e-01, -1.9845292263928e-02,                    B, -1.1275210401352e+00,  8.7142233708664e-01, -3.1961235506572e+00,                    B,  2.2343500737350e+00,  2.8104026802034e+00,  2.0309153081501e+00,                    B, -2.8619909647708e-01,  3.8450473876168e-01, -1.5397685669347e+00,                    B, -1.1559739241173e+00, -2.2087040807911e+00, -9.9412299475494e-01,                    A, -3.0660810810587e-02, -1.9115163359764e+00, -2.0675213541901e+00,                    A, -3.7190165807628e-01, -1.4281681409055e+00,  2.8610607973701e+00,                    B,  3.3111721194982e-01,  4.9159754590688e-01,  3.7487599318129e-01,                    B,  4.4409905519068e-01, -4.1673504426045e-01, -4.0906949395746e-01,                    A,  1.2176075873107e+00, -6.2128021743921e-01, -2.1831644826044e+00,                    B,  2.7739713989501e-01,  2.4560511223945e+00, -3.4072943822472e-01,                    B, -7.9747276310559e-01, -1.8723772876412e-01,  8.4384780262801e-01,                    A,  5.3291125637043e-01, -1.6678396736760e+00,  6.0397380237915e-01,                    B,  1.6723802380640e+00,  5.1498878520819e-01,  4.8634472383630e-01,                    A, -5.5492339244625e-01, -6.7838521385426e-01, -1.0077046835992e+00,                    B, -1.2549586961900e+00, -1.1206775317773e+00, -1.7759822590173e+00,                    A, -7.1630803146935e-01,  2.1139762744547e+00,  1.1451299562762e+00,                    A,  1.6259431939957e+00,  2.5767404905184e+00, -1.2543083668388e+00,                    B,  9.0745849171337e-01, -2.1058998967842e+00, -8.9690685442537e-01
                    A,  1.2007058922761e+00, -2.1145065724387e+00,  1.8976875653490e+00,                    A,  4.0656372052169e-01,  1.6812448416002e+00,  1.6315137917775e+00,                    A,  3.2252107063870e+00,  5.8828925561755e-01, -1.3995028584164e-01,                    A, -1.2914814987930e+00,  9.0680789849635e-02,  1.2902065376608e+00,                    B,  2.8968731473715e+00,  2.3838809434740e-02,  1.6725283754233e+00,                    B, -2.2279557739857e+00,  1.4750839754012e+00, -3.7300284827448e-01,                    A,  1.8492833063131e+00, -1.6558618649226e+00,  5.7609141933462e-01,                    B, -6.9996461970097e-01,  2.1954209662822e+00,  1.0735106159296e+00,                    B, -1.8953604188045e+00, -1.3707512988444e+00, -1.7169651525866e+00,                    B,  7.3416892447572e-01,  2.1649096301955e-01,  2.3365408381364e+00,                    B, -2.3331112259113e+00,  2.7818222853160e-01, -6.5227963254253e-01,                    A, -2.2729470567164e+00, -1.7424637613484e+00,  7.4369871461510e-01,                    A,  1.5324491735000e+00, -2.3967646513950e-01, -2.6384443992549e+00,                    A,  1.0891146258565e+00, -2.4672560324827e-01,  1.4781856494356e+00,                    B,  1.8844560393171e-01,  2.0803784339663e+00, -2.4365362806582e+00,                    B, -4.8005453064359e-01, -7.9423902467226e-01,  1.5269064228196e+00,                    B,  9.9043138961365e-01, -1.8982553164862e+00, -2.5391698455194e+00,                    A, -2.7389561882524e-01,  1.7946876571543e+00, -1.0045768437161e+00,                    A,  1.7208728366813e+00,  3.8556139602493e-01, -1.7584050538486e+00,                    A, -1.0975809557103e+00, -1.6375205355171e+00,  1.2903856787073e+00,                    A, -1.3452552509599e+00,  3.5630222494227e-01, -2.0603514674230e+00,                    A, -1.2002844407864e-02, -1.8463999879068e+00, -1.3444276640347e+00,                    B, -4.3751419650266e-01,  1.1286157821536e-01, -1.8336433214925e-01,                    B, -9.2548707082727e-02, -1.5500552073907e+00, -8.2609224312763e-02,                    A,  1.4669314123089e+00,  1.8722099805566e+00,  2.5872286134700e+00,                    B, -2.2925114281037e-02,  4.1259509268695e-01, -1.8493083546155e+00,                    B,  9.2036129933772e-01, -2.2914854120349e+00, -7.4436022151127e-02,                    A,  4.9851768567022e-01, -2.4883527634683e-01, -9.6358947605275e-01,                    B,  6.2904417566992e-01,  3.1842968409687e-01,  3.9660569022208e-01,                    B,  1.3598415855079e+00,  2.4859948524372e+00,  7.5401940255625e-02
                    A,  1.2843628432048e+00, -1.2926235666034e+00,  1.3247604934002e+00,                    A, -4.6302578168085e-01,  4.0917671160074e-01, -3.3141793001033e+00,                    B, -1.6905309316011e+00,  4.2529755951294e+00, -1.7472729329594e-01,                    B,  2.1876380332690e+00, -2.2226952279205e+00,  6.3580640485263e-01,                    B, -4.5555395206515e+00, -3.5231332350428e+00,  1.2961006969547e+00,                    A,  2.0265272197378e-01, -3.3143937438000e+00,  3.5947305623810e-01,                    A,  6.2280334629580e-01,  1.5769733073076e+00, -9.6503772198452e-01,                    A, -1.9431544820273e+00,  1.2995858646799e+00, -6.0789586013553e-01,                    A, -1.9821535424941e-01,  6.5198253684070e-01,  4.7051706344562e-01,                    A,  1.3784907924878e+00, -1.2252045305044e+00, -7.2370990608469e-01,                    A,  2.4851534971587e+00,  5.7443218092170e-01, -1.7141002005276e+00,                    A, -1.2567301181702e+00, -1.4041027721777e+00, -2.6545488138139e+00,                    B,  2.3177166669032e+00, -5.4336918987113e-01,  4.6979478317069e-01,                    B, -1.1628055903866e+00,  3.9089531630457e-01,  2.7003213205214e+00,                    A, -2.2356098894381e+00, -1.5392031091568e+00,  1.8229273545287e+00,                    B, -9.6982002607075e-01, -3.2079283988256e-02, -1.2223712253230e+00,                    B, -1.0849305529061e-01, -6.3525170938397e-01, -1.3571219260335e+00,                    B,  1.1590514205679e+00,  1.2138847574255e+00,  2.4630890748988e-01,                    B,  5.3534660109451e-01, -1.0384632363022e-01,  1.0236994480376e+00,                    B, -8.6953410607120e-01, -1.1913338908505e+00,  1.9860009244541e+00,                    A,  1.5637446132446e+00,  9.1805253037469e-01, -1.3579101678646e+00,                    B,  1.2204684721237e+00,  1.3257108193079e-01, -2.4791571301251e+00,                    A, -6.0265933886130e-01,  2.4549895165408e-01,  1.7588022906419e+00,                    B,  3.5362601133883e+00, -9.2460206092203e-01, -1.2436712043710e+00,                    A, -1.2282063732716e+00, -6.8762811199710e-01,  3.3068085994565e+00,                    B,  4.2205200174893e-01, -1.1084188667699e+00,  2.0627711163633e-01,                    A, -2.7308417017499e-01,  2.8605861278638e+00, -3.8346861545730e-01,                    B, -1.4952608484779e+00, -1.3796583798726e+00, -8.0344567797916e-01,                    A, -2.5559319926802e+00,  4.1093948909263e-02, -2.2151262339020e+00,                    B,  2.8215524412318e+00,  2.0850460271821e+00, -2.5652096716030e-01
                    B, -4.9980870286868e-01,  2.5425205247715e+00, -1.3119566031936e+00,                    B, -6.6351961272574e-01, -2.0748565424533e+00, -9.3241650635212e-02,                    B, -1.9287672649801e+00, -1.4311396702012e+00, -6.1877773358216e-01,                    A,  1.5394672480727e+00,  1.0271857760230e-01, -6.6283592131415e-01,                    B,  8.6609280975220e-01,  2.5786593158411e-01, -3.4906718994005e+00,                    A,  1.5630720343141e+00,  1.7291743967838e+00,  2.6758870214504e-01,                    B,  4.3956392120781e-01,  1.1577947750389e+00,  9.6300544478430e-01,                    A, -2.3884934118738e+00,  3.4402942962493e-01,  2.1280290655279e+00,                    A, -5.9998336977154e-01,  3.8084895215933e+00,  4.1538496033181e-01,                    B,  5.2846910474646e-01, -3.3638064257779e+00,  8.3762033687843e-01,                    B,  8.8293251287801e-01,  1.3535589295464e+00, -1.8377002861831e+00,                    B, -2.0869772067504e+00,  2.1847283890567e+00,  5.1387441025770e-01,                    A, -2.3748906836388e+00, -8.5425859277180e-02, -5.2104801809700e-01,                    A, -1.8993669887323e+00,  1.8618894790451e-01,  3.4626658408623e+00,                    A,  5.0590002283278e-01,  1.5135376337603e+00,  2.2149747679748e+00,                    A, -4.0567481579221e-01, -1.0140306458862e-01,  1.5238516533530e+00,                    A,  9.6536393340699e-01, -7.9394673826169e-01, -2.3898128685804e+00,                    B,  1.5434099226543e+00, -1.8634866349607e+00, -1.1314127437567e+00,                    A,  1.7559784170878e+00, -2.9947653614902e+00,  9.6931526152827e-02,                    B, -1.4429884761771e+00,  2.5495552619754e+00,  1.7445986909743e+00,                    B, -1.8778477629827e+00,  1.0705053797083e+00, -2.2512564732503e+00,                    A,  2.2309250026487e+00,  1.6621566766145e+00, -1.4266137160878e+00,                    A, -7.4369575340463e-01, -1.2517411621023e+00, -2.5269517351093e+00,                    A, -7.8134328805965e-01,  4.1526924242089e-01, -3.2503886329149e+00,                    A,  2.2517951346010e+00,  1.4738105031555e+00,  3.4165871361548e+00,                    B, -7.5892502780792e-01, -1.8395499595520e-01, -1.6601903388336e+00,                    A,  4.7479117936525e-01, -2.7218789049596e+00, -8.9634518965321e-01,                    B, -1.1272615596746e+00, -6.6144544822950e-02,  3.6924533886355e-02,                    B,  1.7519606367729e+00,  5.4222790443122e-01,  4.8859768491998e-01,                    B, -1.5117202537733e+00,  1.0076380278181e+00, -1.0668562714662e-01
                    A, -1.8440720230309e-01,  1.1524471715569e+00, -1.2071160615097e-01,                    B,  6.2295504750981e-01, -2.2312127499898e+00, -1.6916760041759e+00,                    A, -6.8032187233934e-01, -4.0578023065808e-01, -1.2099037287276e+00,                    B, -1.7396025114650e+00,  8.5991904221222e-01,  1.5040134315850e+00,                    B,  1.5771094908598e+00, -1.1385216343547e+00, -3.3415913052865e+00,                    A, -9.4760701553755e-01, -1.0981686412824e+00,  4.3587657386166e-01,                    B,  2.4780409906527e-01, -8.8606219512864e-01,  1.3853925740115e+00,                    B,  3.8494924117361e-01,  8.4445923906417e-01, -2.1131939268308e+00,                    A,  1.6340751544443e+00,  2.1210777524392e+00,  5.5286974283643e-01,                    B,  8.0625991150009e-01, -2.6831346722521e-01, -1.3008529417438e+00,                    B,  1.7450325852497e+00, -1.3212235890219e+00, -1.1484921602343e+00,                    A,  2.1655401591586e+00,  9.8609833493058e-01,  1.9126775398887e+00,                    A, -2.8761899190100e-01, -3.9535819662888e-01,  2.4332321994728e-02,                    A,  1.8755589272872e+00, -4.5484547210801e-01,  7.3248006532614e-01,                    A, -8.6332500509871e-01, -6.9651893727890e-01,  1.3543819485552e+00,                    A, -1.9072670731064e+00,  1.0574779597271e+00, -1.2439852439524e+00,                    A,  7.1564797859956e-02,  1.0180261782432e+00,  2.8286145862144e+00,                    B,  2.7493791851406e+00, -5.1187254996404e-01,  9.6789261693842e-01,                    A,  8.8652875714301e-01,  7.7122363024850e-01,  6.3219102682595e-01,                    B, -2.1689023269555e+00, -1.8041604774528e+00,  1.5544591525555e+00,                    B, -2.5067452462163e+00,  1.0262627946003e+00,  5.9478181692048e-01,                    B,  2.6205442530596e+00, -1.0318287993456e+00, -1.5414494655341e-01,                    B, -2.4392929942965e+00, -5.8205705280030e-01,  9.4866143117777e-02,                    B, -4.9552842109260e-01, -2.9622181718900e+00, -7.5582923828096e-01,                    A, -4.5380627905949e-01,  1.6154717851749e+00,  9.3427928706697e-01,                    B,  7.4500187280434e-01,  2.0504963171971e+00,  1.4421065679285e+00,                    A, -2.0709136381560e+00, -1.2581960328241e-01, -8.3679076025100e-01,                    A, -2.0922928564560e+00, -4.8179468272229e-01,  1.9776827861410e+00,                    A,  1.2628233419994e+00, -1.9976269787515e+00,  4.1047013248860e-01,                    B, -1.8492474240190e+00, -1.9496257682621e+00, -1.3958944680465e-01
                    B,  1.7095731044024e-01, -1.7960078840685e+00, -1.4318163947624e+00,                    B, -1.9734178057881e+00,  4.0102029548902e-01,  5.4447683704142e-01,                    A,  7.4226694059062e-01,  2.0956929182568e+00,  2.3042684081903e+00,                    A, -4.6796454167286e-01,  2.6650203670739e+00,  1.6244523779139e+00,                    A, -2.2651624324975e+00,  8.6071075088378e-01, -1.7911814419690e+00,                    B, -8.5181647778787e-01, -2.2763212176387e-01,  2.4870199940283e-01,                    A,  5.5847479322186e-01,  1.1809024139552e+00, -1.9248199513538e+00,                    A, -5.9129304850662e-01, -2.1665964024889e+00, -4.2313867534230e-01,                    A,  2.0796192687336e+00, -6.0926477289056e-01,  1.1775252463067e+00,                    B,  1.8241254516110e+00,  2.9839263370585e-02, -4.2341042848982e+00,                    A,  6.6630396786660e-01, -7.6763051440170e-01,  3.7445128001582e+00,                    B,  5.9056996478042e-01,  4.4859215771421e-02,  1.6298942774045e+00,                    A, -9.7433318831825e-01, -1.8195957691340e+00,  9.5618177678758e-01,                    B, -1.9875813668303e+00, -9.6482090505396e-01,  9.1757236820595e-01,                    B, -1.7903987595983e+00, -1.3766118746082e+00, -1.2696497805689e+00,                    A, -6.2777268709842e-01,  8.1827271383881e-01, -2.8334563011133e+00,                    A,  9.1488941073874e-01, -2.8135817016202e+00, -3.1759788880733e-01,                    A,  7.2747181838367e-01, -2.2125939703569e-01, -3.0546319318347e-01,                    A,  1.5979240343484e+00, -1.7378392419353e+00, -3.5783671681603e-01,                    A, -1.3686664268264e+00, -7.0533614641542e-01,  1.9912683468550e+00,                    B,  1.7979601114406e+00,  3.4439251291589e-01, -1.7169656000793e+00,                    B,  3.5145669218237e+00, -3.4286182348785e-01, -1.6423992897699e+00,                    B,  2.2464147161666e+00,  1.6419990898378e+00, -6.6627614096790e-01,                    A,  1.1238925144741e+00,  4.7116006607046e-01,  2.4683813580671e+00,                    B, -2.9012878868677e+00,  1.6010211559438e+00,  1.0162902320362e+00,                    B,  1.2498695826250e+00,  2.0423338237501e+00,  8.0428916264637e-01,                    B,  2.3197059995762e+00,  6.4485917000753e-01,  6.0236107528634e-01,                    A,  5.0672806103665e-03,  7.8919806446682e-01,  1.0201982730277e+00,                    B, -1.0248455673323e+00,  1.7648199356629e+00, -3.5793282765649e-01,                    B, -6.0889016308112e-01,  8.0998444189199e-01, -8.8644068033882e-01
