##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2,           p12 flavor,               p12 x0,               p12 x1,               p12 x2,           p13 flavor,               p13 x0,               p13 x1,               p13 x2,           p14 flavor,               p14 x0,               p14 x1,               p14 x2,           p15 flavor,               p15 x0,               p15 x1,               p15 x2
                    A,  4.3835279544830e+00,  6.9622554057961e+00,  5.9749438670501e-01,                    B,  6.0954587057707e+00, -5.7169263640523e+00, -1.1804804725768e+00,                    A,  3.4847115469170e-01,  2.4427426527725e+00, -2.9602274022778e+00,                    B, -8.9619220496818e+00, -4.5452136447030e-01, -7.9567126006790e+00,                    A, -8.0669409246870e+00, -2.4315060320271e-01, -7.4685846285546e+00,                    B, -8.7906225745375e+00, -3.4706653387409e+00,  8.7792411659030e+00,                    A, -5.4653793271549e+00, -5.0933540362566e+00,  2.9932764836853e+00,                    B,  6.0608976373682e+00,  7.6556874976592e+00, -7.9270357517549e+00,                    A, -5.0515418499884e+00,  4.6534312500959e-01, -6.8144497386423e+00,                    B,  8.1389408648493e+00,  9.6545028682833e+00,  6.6813852268840e+00,                    A,  8.7154417537029e+00, -6.0189933477565e+00, -6.8886472310308e+00,                    B,  8.6851071133028e+00,  2.5395898279479e+00,  8.0245998846850e+00,                    A,  5.7965321272573e+00, -4.4714076783204e+00,  1.9624199445418e+00,                    B,  3.9663705494389e+00, -8.2091723203838e+00, -8.1668603696071e+00,                    A,  1.4664611359032e+00,  8.6626310686084e-01,  5.4279930499139e+00,                    B,  4.7038607746323e+00,  7.7938742669914e-01, -1.2849697057018e+00
                    A,  4.3835279544830e+00,  6.9622554057961e+00,  5.9749438670501e-01,                    B,  6.0954587057707e+00, -5.7169263640523e+00, -1.1804804725768e+00,                    A,  3.4847115469170e-01,  2.4427426527725e+00, -2.9602274022778e+00,                    B, -8.9619220496818e+00, -4.5452136447030e-01, -7.9567126006790e+00,                    A, -8.0669409246870e+00, -2.4315060320271e-01, -7.4685846285546e+00,                    B, -8.7906225745375e+00, -3.4706653387409e+00,  8.7792411659030e+00,                    A, -5.4653793271549e+00, -5.0933540362566e+00,  2.9932764836853e+00,                    B,  6.0608976373682e+00,  7.6556874976592e+00, -7.9270357517548e+00,                    A, -5.0515418499884e+00,  4.6534312500958e-01, -6.8144497386423e+00,                    B,  8.1389408648493e+00,  9.6545028682833e+00,  6.6813852268840e+00,                    A,  8.7154417537029e+00, -6.0189933477565e+00, -6.8886472310308e+00,                    B,  8.6851071133028e+00,  2.5395898279479e+00,  8.0245998846850e+00,                    A,  5.7965321272573e+00, -4.4714076783204e+00,  1.9624199445418e+00,                    B,  3.9663705494389e+00, -8.2091723203838e+00, -8.1668603696071e+00,                    A,  1.4664611359032e+00,  8.6626310686085e-01,  5.4279930499139e+00,                    B,  4.7038607746323e+00,  7.7938742669915e-01, -1.2849697057018e+00
                    A,  4.3835279544830e+00,  6.9622554057961e+00,  5.9749438670501e-01,                    B,  6.0954587057707e+00, -5.7169263640523e+00, -1.1804804725768e+00,                    A,  3.4847115469170e-01,  2.4427426527725e+00, -2.9602274022778e+00,                    B, -8.9619220496818e+00, -4.5452136447030e-01, -7.9567126006789e+00,                    A, -8.0669409246870e+00, -2.4315060320271e-01, -7.4685846285546e+00,                    B, -8.7906225745375e+00, -3.4706653387409e+00,  8.7792411659030e+00,                    A, -5.4653793271549e+00, -5.0933540362566e+00,  2.9932764836853e+00,                    B,  6.0608976373682e+00,  7.6556874976592e+00, -7.9270357517547e+00,                    A, -5.0515418499884e+00,  4.6534312500959e-01, -6.8144497386423e+00,                    B,  8.1389408648493e+00,  9.6545028682833e+00,  6.6813852268840e+00,                    A,  8.7154417537029e+00, -6.0189933477565e+00, -6.8886472310308e+00,                    B,  8.6851071133028e+00,  2.5395898279479e+00,  8.0245998846850e+00,                    A,  5.7965321272573e+00, -4.4714076783204e+00,  1.9624199445418e+00,                    B,  3.9663705494389e+00, -8.2091723203838e+00, -8.1668603696071e+00,                    A,  1.4664611359032e+00,  8.6626310686085e-01,  5.4279930499139e+00,                    B,  4.7038607746323e+00,  7.7938742669915e-01, -1.2849697057018e+00
                    A,  4.3835279544830e+00,  6.9622554057961e+00,  5.9749438670501e-01,                    B,  6.0954587057707e+00, -5.7169263640523e+00, -1.1804804725768e+00,                    A,  3.4847115469170e-01,  2.4427426527725e+00, -2.9602274022778e+00,                    B, -8.9619220496818e+00, -4.5452136447031e-01, -7.9567126006790e+00,                    A, -8.0669409246870e+00, -2.4315060320271e-01, -7.4685846285546e+00,                    B, -8.7906225745375e+00, -3.4706653387409e+00,  8.7792411659030e+00,                    A, -5.4653793271549e+00, -5.0933540362566e+00,  2.9932764836853e+00,                    B,  6.0608976373682e+00,  7.6556874976592e+00, -7.9270357517548e+00,                    A, -5.0515418499884e+00,  4.6534312500960e-01, -6.8144497386423e+00,                    B,  8.1389408648493e+00,  9.6545028682833e+00,  6.6813852268840e+00,                    A,  8.7154417537029e+00, -6.0189933477565e+00, -6.8886472310308e+00,                    B,  8.6851071133028e+00,  2.5395898279479e+00,  8.0245998846850e+00,                    A,  5.7965321272573e+00, -4.4714076783204e+00,  1.9624199445418e+00,                    B,  3.9663705494388e+00, -8.2091723203838e+00, -8.1668603696071e+00,                    A,  1.4664611359032e+00,  8.6626310686084e-01,  5.4279930499139e+00,                    B,  4.7038607746323e+00,  7.7938742669915e-01, -1.2849697057018e+00
                    A,  4.3835279544830e+00,  6.9622554057961e+00,  5.9749438670501e-01,                    B,  6.0954587057707e+00, -5.7169263640523e+00, -1.1804804725768e+00,                    A,  3.4847115469170e-01,  2.4427426527725e+00, -2.9602274022778e+00,                    B, -8.9619220496818e+00, -4.5452136447031e-01, -7.9567126006790e+00,                    A, -8.0669409246870e+00, -2.4315060320271e-01, -7.4685846285546e+00,                    B, -8.7906225745375e+00, -3.4706653387409e+00,  8.7792411659030e+00,                    A, -5.4653793271549e+00, -5.0933540362566e+00,  2.9932764836853e+00,                    B,  6.0608976373682e+00,  7.6556874976592e+00, -7.9270357517547e+00,                    A, -5.0515418499884e+00,  4.6534312500961e-01, -6.8144497386423e+00,                    B,  8.1389408648493e+00,  9.6545028682833e+00,  6.6813852268840e+00,                    A,  8.7154417537029e+00, -6.0189933477565e+00, -6.8886472310308e+00,                    B,  8.6851071133028e+00,  2.5395898279479e+00,  8.0245998846850e+00,                    A,  5.7965321272573e+00, -4.4714076783204e+00,  1.9624199445418e+00,                    B,  3.9663705494388e+00, -8.2091723203838e+00, -8.1668603696071e+00,                    A,  1.4664611359032e+00,  8.6626310686084e-01,  5.4279930499139e+00,                    B,  4.7038607746323e+00,  7.7938742669915e-01, -1.2849697057018e+00
                    A,  4.3835279544830e+00,  6.9622554057961e+00,  5.9749438670501e-01,                    B,  6.0954587057707e+00, -5.7169263640523e+00, -1.1804804725768e+00,                    A,  3.4847115469170e-01,  2.4427426527725e+00, -2.9602274022778e+00,                    B, -8.9619220496818e+00, -4.5452136447031e-01, -7.9567126006790e+00,                    A, -8.0669409246870e+00, -2.4315060320271e-01, -7.4685846285546e+00,                    B, -8.7906225745375e+00, -3.4706653387409e+00,  8.7792411659030e+00,                    A, -5.4653793271549e+00, -5.0933540362566e+00,  2.9932764836853e+00,                    B,  6.0608976373682e+00,  7.6556874976592e+00, -7.9270357517546e+00,                    A, -5.0515418499884e+00,  4.6534312500961e-01, -6.8144497386423e+00,                    B,  8.1389408648493e+00,  9.6545028682833e+00,  6.6813852268840e+00,                    A,  8.7154417537029e+00, -6.0189933477565e+00, -6.8886472310308e+00,                    B,  8.6851071133028e+00,  2.5395898279479e+00,  8.0245998846850e+00,                    A,  5.7965321272573e+00, -4.4714076783204e+00,  1.9624199445418e+00,                    B,  3.9663705494388e+00, -8.2091723203838e+00, -8.1668603696071e+00,                    A,  1.4664611359032e+00,  8.6626310686083e-01,  5.4279930499139e+00,                    B,  4.7038607746323e+00,  7.7938742669914e-01, -1.2849697057018e+00
                    A,  4.3835279544830e+00,  6.9622554057961e+00,  5.9749438670501e-01,                    B,  6.0954587057707e+00, -5.7169263640523e+00, -1.1804804725768e+00,                    A,  3.4847115469169e-01,  2.4427426527725e+00, -2.9602274022778e+00,                    B, -8.9619220496818e+00, -4.5452136447031e-01, -7.9567126006789e+00,                    A, -8.0669409246870e+00, -2.4315060320271e-01, -7.4685846285546e+00,                    B, -8.7906225745375e+00, -3.4706653387409e+00,  8.7792411659030e+00,                    A, -5.4653793271549e+00, -5.0933540362566e+00,  2.9932764836853e+00,                    B,  6.0608976373682e+00,  7.6556874976592e+00, -7.9270357517546e+00,                    A, -5.0515418499884e+00,  4.6534312500961e-01, -6.8144497386423e+00,                    B,  8.1389408648493e+00,  9.6545028682833e+00,  6.6813852268840e+00,                    A,  8.7154417537029e+00, -6.0189933477565e+00, -6.8886472310308e+00,                    B,  8.6851071133028e+00,  2.5395898279479e+00,  8.0245998846850e+00,                    A,  5.7965321272573e+00, -4.4714076783204e+00,  1.9624199445418e+00,                    B,  3.9663705494388e+00, -8.2091723203838e+00, -8.1668603696071e+00,                    A,  1.4664611359032e+00,  8.6626310686083e-01,  5.4279930499139e+00,                    B,  4.7038607746323e+00,  7.7938742669915e-01, -1.2849697057018e+00
                    A,  4.3835279544830e+00,  6.9622554057961e+00,  5.9749438670501e-01,                    B,  6.0954587057707e+00, -5.7169263640523e+00, -1.1804804725768e+00,                    A,  3.4847115469168e-01,  2.4427426527725e+00, -2.9602274022778e+00,                    B, -8.9619220496818e+00, -4.5452136447032e-01, -7.9567126006789e+00,                    A, -8.0669409246870e+00, -2.4315060320271e-01, -7.4685846285546e+00,                    B, -8.7906225745375e+00, -3.4706653387409e+00,  8.7792411659030e+00,                    A, -5.4653793271549e+00, -5.0933540362566e+00,  2.9932764836853e+00,                    B,  6.0608976373682e+00,  7.6556874976592e+00, -7.9270357517547e+00,                    A, -5.0515418499884e+00,  4.6534312500960e-01, -6.8144497386423e+00,                    B,  8.1389408648493e+00,  9.6545028682833e+00,  6.6813852268840e+00,                    A,  8.7154417537029e+00, -6.0189933477565e+00, -6.8886472310308e+00,                    B,  8.6851071133028e+00,  2.5395898279479e+00,  8.0245998846850e+00,                    A,  5.7965321272573e+00, -4.4714076783204e+00,  1.9624199445417e+00,                    B,  3.9663705494387e+00, -8.2091723203838e+00, -8.1668603696071e+00,                    A,  1.4664611359032e+00,  8.6626310686082e-01,  5.4279930499139e+00,                    B,  4.7038607746323e+00,  7.7938742669913e-01, -1.2849697057018e+00
                    A,  4.3835279544830e+00,  6.9622554057961e+00,  5.9749438670501e-01,                    B,  6.0954587057707e+00, -5.7169263640523e+00, -1.1804804725768e+00,                    A,  3.4847115469169e-01,  2.4427426527725e+00, -2.9602274022778e+00,                    B, -8.9619220496818e+00, -4.5452136447032e-01, -7.9567126006790e+00,                    A, -8.0669409246870e+00, -2.4315060320271e-01, -7.4685846285546e+00,                    B, -8.7906225745375e+00, -3.4706653387409e+00,  8.7792411659030e+00,                    A, -5.4653793271549e+00, -5.0933540362566e+00,  2.9932764836853e+00,                    B,  6.0608976373682e+00,  7.6556874976592e+00, -7.9270357517547e+00,                    A, -5.0515418499884e+00,  4.6534312500960e-01, -6.8144497386423e+00,                    B,  8.1389408648493e+00,  9.6545028682833e+00,  6.6813852268840e+00,                    A,  8.7154417537029e+00, -6.0189933477565e+00, -6.8886472310308e+00,                    B,  8.6851071133028e+00,  2.5395898279479e+00,  8.0245998846850e+00,                    A,  5.7965321272573e+00, -4.4714076783204e+00,  1.9624199445417e+00,                    B,  3.9663705494388e+00, -8.2091723203838e+00, -8.1668603696071e+00,                    A,  1.4664611359032e+00,  8.6626310686082e-01,  5.4279930499139e+00,                    B,  4.7038607746323e+00,  7.7938742669914e-01, -1.2849697057018e+00
                    A,  4.3835279544830e+00,  6.9622554057961e+00,  5.9749438670501e-01,                    B,  6.0954587057707e+00, -5.7169263640523e+00, -1.1804804725768e+00,                    A,  3.4847115469170e-01,  2.4427426527725e+00, -2.9602274022778e+00,                    B, -8.9619220496818e+00, -4.5452136447032e-01, -7.9567126006790e+00,                    A, -8.0669409246870e+00, -2.4315060320271e-01, -7.4685846285546e+00,                    B, -8.7906225745375e+00, -3.4706653387409e+00,  8.7792411659030e+00,                    A, -5.4653793271549e+00, -5.0933540362566e+00,  2.9932764836853e+00,                    B,  6.0608976373682e+00,  7.6556874976592e+00, -7.9270357517546e+00,                    A, -5.0515418499884e+00,  4.6534312500960e-01, -6.8144497386423e+00,                    B,  8.1389408648493e+00,  9.6545028682833e+00,  6.6813852268840e+00,                    A,  8.7154417537029e+00, -6.0189933477565e+00, -6.8886472310308e+00,                    B,  8.6851071133028e+00,  2.5395898279479e+00,  8.0245998846850e+00,                    A,  5.7965321272573e+00, -4.4714076783204e+00,  1.9624199445417e+00,                    B,  3.9663705494388e+00, -8.2091723203838e+00, -8.1668603696071e+00,                    A,  1.4664611359032e+00,  8.6626310686084e-01,  5.4279930499139e+00,                    B,  4.7038607746323e+00,  7.7938742669914e-01, -1.2849697057018e+00
