##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2
                    A, -1.3040568222233e+00, -9.9268849034233e-01, -8.4634951511299e-01,                    A,  7.5731606116697e-02, -9.4915355487850e-02, -4.6776643152308e-01,                    B,  1.1850238984389e+00,  1.7112358240559e+00, -1.8530277019691e+00,                    B, -7.4255237437782e-01, -1.9493239537158e+00,  2.9172953889911e-02,                    A, -5.3681114345368e-01, -4.5618769736710e-01,  1.1113051080627e+00,                    A, -1.0548502307391e-01, -1.0937476065873e+00, -2.7821803418706e+00,                    A, -1.7074427026419e+00, -1.6659962732408e+00, -3.3075579820564e+00,                    B, -8.9199915237086e-01,  8.3457531126209e-01, -2.8609429671794e-01,                    B,  1.7218960945534e+00, -8.4854776858564e-01,  2.2458417798944e-01,                    B,  1.1907825761816e+00,  4.4959192898231e-01, -1.8156408964063e-01,                    A, -1.1308236649272e+00,  1.3310714202834e-01, -1.6818069828631e+00,                    B,  2.1951434686860e+00,  2.0097676530165e+00,  1.3949463443714e+00
                    A, -2.6444192928668e+00, -9.6558033073516e-02,  1.4946437071808e+00,                    B,  5.9187316640940e-01, -8.6940447368825e-01, -1.8062267324190e+00,                    B,  1.4136807736612e+00,  2.0161494994277e+00, -5.4317314224915e-02,                    A, -9.7608115574678e-01, -1.5294637519296e+00,  1.9010092272800e+00,                    B,  7.2797068231501e-01, -1.6241801655139e+00, -3.2654405671379e-02,                    A,  6.3274581504220e-02,  1.5664211999604e+00,  8.5052628530491e-01,                    A, -1.1503411976181e+00,  5.8884276820607e-01, -1.0794974944959e+00,                    B, -9.7849005576905e-01, -6.2866346513575e-01,  2.3364938037567e-01,                    A,  2.5137702543112e+00, -3.5861482198889e-01,  5.1555859486314e-01,                    B,  3.4714941013922e-01,  1.2605504473931e+00, -1.4221732065334e+00,                    B, -3.6189253715012e+00,  2.3192815820084e-01, -5.4393748843281e-01,                    A,  4.1954857901386e-01, -9.5606283046245e-02,  2.7020541154000e+00
                    A, -7.6620715983911e-01, -2.2195200814593e+00, -5.2262586932070e-01,                    A, -3.0336562432053e+00, -2.0944163541621e+00,  1.2915127046235e+00,                    B, -5.4012529779858e-01, -1.4200347209227e+00, -2.1981278076563e+00,                    A,  2.1593365385032e+00, -8.1306090082843e-01, -1.6285939338744e+00,                    A, -1.7618115089813e+00,  4.9821668043721e-01,  5.6065114936522e-01,                    B, -2.8468473155438e+00,  3.2895118665333e-01, -3.2345957063828e+00,                    B,  5.4247673201563e-01,  1.0700921924340e+00,  3.9815759785450e-01,                    B,  7.4837750843033e-01, -1.8156632436813e-01, -3.2644841589469e-01,                    A,  1.5388564168430e+00, -5.0970619254378e-01,  1.7245608062132e+00,                    B,  3.1750624879438e-01,  4.8772738641016e-01, -1.8455127715529e+00,                    B, -2.0991844863442e+00, -1.3061888091792e+00,  2.1464130703793e+00,                    A, -6.2430702438695e-01,  2.9316411635170e-01,  6.8244360296933e-01
                    A,  2.0727152096603e-01, -5.5898073190946e-01, -1.1227973361263e+00,                    A,  4.3651661227746e-01,  1.1460002063898e+00,  2.2529469578741e+00,                    B, -1.8652660857867e+00,  8.1035728206272e-01,  1.2570070295808e+00,                    B, -2.0717405357795e+00, -8.9223794844276e-01, -7.7699385427097e-01,                    A, -1.8925973322418e-01,  2.8815869276670e-01,  9.3335226535649e-01,                    B, -1.7767774794886e+00, -4.8251526443799e-01,  7.2823351351853e-01,                    A,  1.1547487847642e+00,  2.9602977139963e-01, -1.8478670533724e+00,                    B, -5.1817262245467e-02, -4.2878216442058e-01,  1.4656553443750e-01,                    B,  2.3618099978531e-01,  2.8780163450013e+00, -9.0886432377917e-01,                    A, -9.9781022048553e-01,  2.5028758063246e+00, -8.7576358442780e-01,                    B,  1.9557007115521e+00, -8.1111703505784e-02,  7.8874695831949e-01,                    A, -1.1188589802458e+00,  2.7004614129269e-01, -2.2026309156729e+00
                    B,  8.3350994935721e-01, -1.1237411050327e+00,  1.3256853060246e+00,                    A, -5.8847234366160e-01,  1.2937715150501e+00, -6.8375486944273e-01,                    A,  1.4431516629892e+00,  6.1973025643502e-01,  2.2500591637822e+00,                    B,  6.3575080614582e-01,  1.7522095897601e+00, -1.8067974184194e+00,                    A,  1.0827840696745e+00, -1.1601035664018e+00,  1.4952860775455e-01,                    B, -1.2885308983689e+00, -2.0803616546465e-02, -2.1695710222411e+00,                    B, -2.1645050873612e+00, -8.6287485291932e-01,  2.8713876728396e-01,                    B,  6.8194106320738e-01, -2.2957244837397e+00, -6.2351313934494e-01,                    A, -1.0692245829477e-01, -8.3794844060435e-01,  2.3163791911707e-02,                    A, -1.9467475765449e+00,  8.4919725650849e-01, -6.9172423721969e-01,                    B,  8.9894168022734e-01,  2.5270838958972e+00,  1.4275089959933e+00,                    A, -5.7205610412232e-01,  2.8288394848509e+00,  3.4003047592402e-01
                    A, -4.2770307115468e-01, -1.7232336417319e+00, -7.5384473909335e-01,                    A,  1.2058946052818e-01, -1.9840518975571e+00,  5.9977357434536e-01,                    B, -1.4498950779435e+00, -5.1163122297487e-02, -8.1370595312497e-01,                    B, -1.0082023184801e-01, -6.3265493310751e-01,  2.7791787760989e+00,                    B,  1.4216295012992e+00, -4.5009599702367e-01,  4.8716982525467e-01,                    A, -4.7342439494922e-02, -5.5626712075084e-01,  1.5363851592031e+00,                    A, -2.2567879174337e+00,  6.1787820838146e-01,  1.3733807365040e+00,                    A,  7.2629400516277e-01, -1.0500785972578e+00, -3.5345872743655e-01,                    B, -1.9990347945520e+00,  2.5623146608586e+00, -2.8877774309908e-01,                    A,  9.4346360350669e-02,  4.7603330184036e-01, -6.6128892855502e-01,                    B, -4.3413286757722e-01,  2.1973405074176e-01, -3.1418126195192e+00,                    B, -2.7595071084323e+00,  8.9106886936757e-01, -1.2420668314116e+00
                    B,  5.0714708787640e-01, -1.2926802808210e+00, -4.9173055718736e-01,                    A, -5.8922380707496e-01,  1.3173764065156e+00, -8.2097112628323e-01,                    A, -1.5359373616959e-01, -1.8438205137415e+00,  6.7384283834606e-01,                    A,  1.8542032553650e+00,  9.4929813832346e-01, -1.2768543421873e+00,                    B, -1.0907048337304e+00,  2.2969417472398e-01,  1.2236629607742e-01,                    B,  5.7238355608061e-01,  3.5597079304153e-01, -3.8235921969048e-03,                    A, -2.2696672787393e+00, -1.6030854662397e+00,  1.1525553943400e+00,                    A, -6.8804221059411e-01,  4.0291781557640e-01, -2.3718819406704e+00,                    A,  6.1973889585127e-01, -1.7229972643974e-01,  1.6671867545780e+00,                    B,  4.2767015342205e-01, -5.5057847306210e-01, -1.7380685104165e+00,                    B, -1.1714753240782e-01,  4.6050346054535e-01,  2.2502727966759e+00,                    B, -7.2077236972547e-01, -1.6547435349090e+00, -1.4914068808816e+00
                    A, -9.7965047669697e-01,  2.5524995068988e+00, -2.7666061381108e-01,                    B, -1.4002448808530e+00,  6.0554895503686e-01, -1.2440776794600e+00,                    B, -7.2590966661208e-01, -5.2636476203904e-01, -2.2067179420762e+00,                    A,  1.3997176040747e+00,  7.2891383561586e-01, -2.2382376284357e-01,                    B, -1.8864441345152e-01,  1.0326834053192e+00, -1.5783053793445e+00,                    B, -2.5686160334803e+00,  1.8577574218036e-01, -5.6666850895143e-01,                    B,  9.1112752516665e-02, -8.3759774432601e-01, -4.1939045288404e-03,                    B,  1.9238292048019e+00,  7.1576660411722e-01, -1.4490282108181e+00,                    A, -8.3647231228341e-01, -1.2275266218427e-01, -7.0116555987603e-01,                    A,  4.4823613076939e-01,  1.6026987413811e+00,  2.1703746717913e+00,                    A, -3.0652755490094e-01, -1.8371964048464e+00,  9.3122478740652e-01,                    A, -2.1670661382675e+00, -6.8185010346609e-01,  8.0732396458513e-01
                    A,  1.4027680103350e+00,  1.3914356499717e+00,  5.9972266565442e-01,                    A, -1.1849390388634e+00, -4.7914151681690e-01,  1.4724659224659e+00,                    A,  2.4201614918399e-01,  3.7039659975744e-01,  2.4099312705811e+00,                    B, -1.8638873474108e+00, -1.9910197810631e+00, -3.2390605048352e-01,                    B, -8.4163020734410e-01,  1.3305345101872e+00, -8.6447288057875e-01,                    B, -1.6840606196208e-01, -3.3788183837838e-01, -1.0652936653843e+00,                    B, -4.6152627229629e-01,  2.4758607050087e+00,  9.5642435320043e-01,                    B,  7.8443945665815e-01, -1.1091082492218e+00,  7.3365159386970e-01,                    A,  1.5797404831052e+00,  2.4482256682753e+00, -4.1541321733328e-01,                    B, -1.3242422494005e+00, -1.6226606603367e-02, -1.9249464507005e-01,                    A,  8.9580928529623e-01, -2.4610976119145e+00,  2.0478819079189e+00,                    A, -2.7918984657771e+00,  6.6197166133785e-01, -1.6486713412754e-01
                    A, -5.4144508642966e-02, -1.8057710960937e+00,  2.3395331542560e+00,                    B, -1.0379607639031e+00, -1.0539954318911e+00, -6.2325947019884e-01,                    B,  1.0605071195924e+00,  6.9085447062145e-01, -2.2615586075866e+00,                    A,  1.1807508017485e+00,  1.8604968150511e+00,  4.6617397385350e-02,                    B,  1.4035154816016e+00, -1.7043718424516e-02,  1.0832549431541e+00,                    B,  5.8411829954583e-01,  6.3625950662418e-01,  1.9716621930827e+00,                    A, -5.2921451542110e-01,  1.7611927264177e-01, -7.4864180754464e-01,                    A, -2.3307447543581e-01,  1.5897591538710e+00, -5.6254315616995e-01,                    B,  1.4614504569799e+00, -3.4044819183557e-01, -8.0185225759593e-03,                    B, -1.4373819527165e-01, -2.6689143100413e+00, -2.2576026379552e-02,                    A,  1.1284892431494e+00, -1.0950068845471e+00, -5.5181922923393e-01,                    A, -1.7123990148152e+00, -3.5157138032981e-01,  1.7726899810984e+00
