##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2
                    A,  3.6018233209743e-01,  9.7918880048145e-01,  6.6836746686967e-01,                    B, -5.5428981053048e-01, -7.7088566678013e-01, -2.5345386342380e-01,                    B,  1.0093003476392e+00,  1.5696616637783e+00, -4.0757445606481e-01,                    A, -7.2394860765880e-01,  3.9447396177518e-01, -1.7870404183649e+00,                    A, -3.5629336340560e-01,  4.1958389417076e-01,  5.9171007113135e-01,                    B, -1.3063634111717e+00,  1.2708753015789e+00,  1.7655367873299e+00,                    A,  8.1993440503862e-01, -1.0481778626959e+00, -1.2527303734760e+00,                    B,  2.2705893710659e+00,  6.9417250228448e-01,  1.2102699409480e+00,                    B,  1.0885361157061e+00, -1.6345389589185e-01,  6.7771910619145e-01,                    A, -1.8399972895295e+00,  1.0714892790259e+00, -1.5913861823433e+00,                    A, -1.6032125182718e+00, -1.5384134390719e-01, -5.7868609687641e-01,                    B,  5.8007873354774e-01, -9.7335123961133e-01,  1.8520722475559e+00
                    B,  4.5641299198079e-01,  8.7581982564211e-01, -2.9404134431842e+00,                    A,  7.5293229646859e-01,  1.4896209917334e+00, -3.4688003682923e-01,                    A,  9.7316215788965e-01,  2.0364407768186e+00,  8.3006463737898e-01,                    A, -8.4246909185342e-01, -3.0877677049101e-01,  1.8180594914956e+00,                    B, -2.3240706251398e-01, -1.5452511885221e+00,  5.3832998573169e-01,                    B, -1.2149822814296e+00,  1.3438050088254e-01, -9.3186412507085e-01,                    B,  7.8778578910977e-01,  6.5150063310413e-01,  8.6602580141446e-01,                    B,  2.3089484955630e+00,  6.6979339122547e-01,  1.8663987377823e+00,                    A, -1.7699570544807e+00,  1.0388470252056e+00, -3.2865362118252e-01,                    A,  2.2686836156172e+00, -5.4865942697579e-02, -7.8069470906552e-01,                    B, -2.0779249606975e-02, -1.6104661067080e-02, -1.2531755994657e+00,                    A,  1.4286103081632e+00, -1.6719145016616e+00, -9.5109791289151e-01
                    A,  2.7335935657458e+00, -8.7732168823698e-01,  1.7354764112121e+00,                    A,  2.7232428065509e-01, -1.5827756553560e+00,  1.5764981703621e+00,                    A, -2.5884982324226e+00,  1.8391757712128e+00, -3.6131465830365e-01,                    A,  1.0266762613765e+00, -1.6023732382494e+00, -1.6289572427531e+00,                    B,  9.9761951917353e-02, -5.5590336851741e-01,  9.5503230620249e-01,                    B, -1.8175451005088e+00,  6.5084099230820e-01, -2.0268684164859e+00,                    B,  1.3334585697021e+00,  1.7980945946371e+00, -7.1515362070508e-01,                    B, -9.8609825026929e-01, -7.0518783806717e-01, -1.3353335306179e-01,                    A,  7.7237425612591e-01,  3.2637262815544e-01,  3.4254472047877e-02,                    B,  2.2946762800579e+00,  6.4072975258572e-01,  1.2918304380931e+00,                    B, -5.6120399554156e-01,  1.2745228875471e+00, -2.4827856462017e-01,                    A, -1.3775000700253e+00, -2.0128372956264e+00, -1.2089796826010e+00
                    B,  9.1139884251096e-01, -2.0724208058749e-01, -1.6251084842939e+00,                    A, -3.2136996738401e-01, -6.7510143894248e-01,  9.0091959187806e-01,                    B,  2.3045970949366e+00,  1.4711578586488e+00, -2.7134542168858e+00,                    A,  3.8319501177666e-01,  5.4879363288328e-01, -1.1306415958975e+00,                    B,  1.0312917806272e+00, -1.3534199583015e+00, -2.3332558232220e+00,                    A, -1.0623288389717e+00, -2.7950082289290e-01,  1.6265816300016e+00,                    B, -1.3766812907412e+00,  1.8787061054353e+00, -2.4628292664851e+00,                    B, -2.4317851277793e-01,  1.5261459330332e+00, -6.2675005516353e-01,                    B,  2.3282906207079e+00,  1.0191585834165e-01,  3.7309494933593e-01,                    A,  9.1212516470028e-02, -1.7183609174494e+00,  7.6274091332731e-01,                    A,  7.2533611424196e-01,  2.4392229699672e+00,  1.9143302582593e+00,                    A,  9.1399783233516e-01, -1.6257215243849e+00, -7.7908048864718e-01
                    A,  1.2788325599723e+00,  1.7629138995159e+00,  7.8293161689368e-01,                    A, -1.6609714651002e+00,  3.7168326434979e-01, -1.5002102545413e-01,                    B,  8.4209741627765e-01,  2.9827429043454e-01,  2.1821932355942e+00,                    B, -9.7752892862143e-01, -4.7516976056240e-02,  1.5673675180964e+00,                    B,  1.8261678716863e-01, -2.6431927394798e+00,  1.3581523157064e+00,                    B, -4.9329197804084e-01, -1.3944882854275e+00,  8.7332792159963e-01,                    A,  1.3007175856357e+00,  9.4659128657203e-01, -6.9319182488565e-01,                    B,  1.0146410877989e+00, -1.1180819180190e-01, -1.4706946877159e+00,                    A, -1.5514012660978e+00,  1.7942486562182e+00, -4.3633328213459e-01,                    B, -1.7329790822827e-01, -2.0450529227953e+00, -4.3416066249530e-01,                    A,  1.8508830150001e+00,  1.3829682762090e+00, -1.6221918610246e+00,                    A,  1.8050054932521e+00,  2.2063538360663e-01, -3.0485990897806e-01
                    B,  8.6995570183476e-01, -1.3845034220761e-01, -1.7763370295342e+00,                    A,  1.6518460025400e+00,  1.4972631143801e+00,  2.8101120598634e-01,                    A, -3.7480304131295e-02,  1.4051178452702e+00, -1.4917973202028e+00,                    A,  3.7262210793651e+00, -5.9141429525137e-02, -1.4980189815548e+00,                    B,  1.3269628863338e+00, -1.0508766198081e+00,  1.9021429617853e+00,                    A, -3.6537787287216e-01,  9.4047926380609e-01,  6.6319022955503e-01,                    B, -2.3777282133631e+00, -4.8857781534895e-01,  8.9513573855224e-01,                    A,  2.7788615286296e-01,  1.0234932157679e+00,  1.7075402039841e+00,                    A, -1.8774541997416e-01, -1.1302773301509e+00, -4.2191300516006e-01,                    B,  1.0739001307351e+00, -6.8332993405019e-02,  5.4480983434000e-01,                    B, -8.4885316957481e-01,  8.1947313661750e-01, -9.7589743204473e-01,                    B, -1.1631545811547e+00, -1.9187838013780e+00,  8.6312716003701e-01
                    A,  2.9694356505656e-01, -8.3687820837183e-01, -6.3445868835973e-01,                    B,  2.8159676991157e-01, -1.7319693537909e+00, -1.5446433506636e+00,                    B, -1.0377699167514e-01, -2.5062374721203e+00,  1.7008736287564e-01,                    A, -5.1398903083566e-04, -2.0095450272155e-01,  8.4169413387861e-01,                    B, -1.0969499558397e+00, -1.9177646067504e+00, -7.3960566936440e-01,                    B, -6.6614917067946e-01, -1.1540840425993e-01,  2.7333954813302e+00,                    A,  1.6971766776209e+00, -2.3150874804926e-01, -9.3226490617949e-01,                    B, -5.5865324889295e-01, -1.2468268068452e+00,  1.0395611442157e+00,                    A, -8.1702151553852e-01, -3.3437281234359e-02, -7.2781078420432e-01,                    B,  1.0560411005006e+00,  6.8554690189823e-01,  1.1637087789065e+00,                    A, -1.0562732654806e+00,  1.4034254529825e+00,  4.3582342485896e-01,                    A,  1.9456849718666e+00, -6.9745552949632e-01,  1.4336319263276e+00
                    B, -4.0303722961432e-01,  1.0310929919227e+00, -9.7758815731030e-01,                    A,  1.3294520895524e-01, -2.1394509745796e+00,  1.6486361620694e+00,                    B, -7.2596869186564e-02,  1.7122171162883e+00,  6.2382906958922e-01,                    B, -2.2562079241207e+00,  7.8813891172510e-01,  8.2603646400830e-01,                    A, -1.5213275549339e+00, -1.8156759737168e+00,  2.3402773496359e-01,                    A,  1.5954781528223e+00,  4.2382553256691e-01,  1.9286036553700e+00,                    A, -5.0731795383821e-01, -1.4341895067269e+00, -1.9754886879952e+00,                    A,  1.0099631865785e+00, -1.8416119668471e+00,  7.6198400469188e-03,                    B,  2.7934955448915e-01, -1.4401629959047e+00, -1.3841561630084e+00,                    A,  8.8172313603067e-01,  7.1824401808043e-01, -2.8271705017957e-01,                    B, -1.0027224099306e+00, -1.5146455563492e+00,  1.6621448215478e+00,                    B, -5.0108767982392e-01, -1.0913626448735e-01, -1.4619438997689e-01
                    A,  1.4205202659318e-01,  9.5382456196554e-02,  1.5700538740304e+00,                    A,  1.7363961612349e-01, -5.5264906549663e-01, -1.2154427048905e+00,                    B,  6.2441444923052e-01,  1.2006844925932e-01,  2.4951396770838e-01,                    A, -1.4519383370525e+00,  5.0689710030767e-01,  4.3007696341073e-01,                    B, -4.7332702519137e-01, -1.2276707475963e+00,  5.2485865457314e-01,                    B,  8.9119339755152e-01,  2.3465207093768e+00, -9.5698268026609e-01,                    A, -1.6839211078635e+00,  2.0834901659490e+00,  2.9626432435744e+00,                    B, -2.9491854298457e-01, -2.1837973199063e+00, -6.8296514147470e-01,                    A, -5.1245482023444e-01,  1.4349794935701e+00, -2.1501055805385e+00,                    B, -2.7204862298029e+00,  9.7330472027338e-01, -1.1477973563148e-01,                    A, -6.3274435949927e-01,  2.6039902692570e-01, -8.5397814834076e-01,                    B,  1.8049089199283e+00, -1.2051885513758e+00, -7.7335898322156e-01
                    A,  7.2076689072485e-02, -2.7004328333562e+00,  1.5274571850808e+00,                    B, -2.1759320525071e+00,  1.5697962643736e-01,  1.7642744961907e+00,                    B,  7.2315088478455e-01, -4.4470401258512e-01, -9.0244303538257e-01,                    A, -3.5714327568515e-01,  8.1382588880517e-02,  6.2365929425502e-01,                    B,  5.9682932244284e-02,  1.8025167829218e+00,  1.0886738126970e+00,                    B, -8.3257585819175e-01, -8.8564495163980e-01, -2.6152314502245e+00,                    B,  1.0869797771845e+00,  7.9069892692436e-01,  1.8144447801182e-01,                    B, -8.0588988481508e-01,  1.2254866382488e+00,  8.6668826131375e-01,                    A, -4.8538244849843e-01, -8.7616063142856e-01, -7.5190425746006e-01,                    A, -4.4572512464231e-01,  9.1511612916746e-01,  3.1323529864025e+00,                    A, -1.9053538819416e+00, -3.1279844485139e+00, -6.5588018447331e-01,                    A,  2.5173764439474e+00,  1.3625166189255e+00,  1.1961590609681e+00
