##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2
                    A,  2.1772539707903e+00,  1.9838699998041e+00,  7.5052143537897e-01,                    B,  1.8920807266426e+00, -7.4675468274249e+00,  3.8812346406936e+00,                    A, -6.7598636768346e+00, -1.2041446704685e+00, -8.8938538498702e+00,                    B,  5.7986039228462e+00, -4.9946862490770e+00,  5.4697693988728e+00,                    A, -7.0774521168287e+00, -8.4440497565095e+00,  3.0279137413282e+00,                    B,  1.2334919881277e+00, -3.6534410103324e+00, -7.9489108113160e-01,                    A, -2.3315645634947e+00,  4.3501315341824e+00, -1.3850208173369e+00,                    B, -1.7516931263392e+00, -8.6196214992427e+00, -1.5463575739098e+00
                    A,  2.1772539707903e+00,  1.9838699998041e+00,  7.5052143537896e-01,                    B,  1.8920807266426e+00, -7.4675468274249e+00,  3.8812346406936e+00,                    A, -6.7598636768346e+00, -1.2041446704685e+00, -8.8938538498702e+00,                    B,  5.7986039228462e+00, -4.9946862490770e+00,  5.4697693988728e+00,                    A, -7.0774521168287e+00, -8.4440497565095e+00,  3.0279137413282e+00,                    B,  1.2334919881277e+00, -3.6534410103324e+00, -7.9489108113159e-01,                    A, -2.3315645634947e+00,  4.3501315341824e+00, -1.3850208173369e+00,                    B, -1.7516931263392e+00, -8.6196214992427e+00, -1.5463575739098e+00
                    A,  2.1772539707903e+00,  1.9838699998041e+00,  7.5052143537897e-01,                    B,  1.8920807266426e+00, -7.4675468274249e+00,  3.8812346406936e+00,                    A, -6.7598636768346e+00, -1.2041446704685e+00, -8.8938538498702e+00,                    B,  5.7986039228462e+00, -4.9946862490770e+00,  5.4697693988728e+00,                    A, -7.0774521168287e+00, -8.4440497565095e+00,  3.0279137413282e+00,                    B,  1.2334919881277e+00, -3.6534410103324e+00, -7.9489108113159e-01,                    A, -2.3315645634947e+00,  4.3501315341824e+00, -1.3850208173369e+00,                    B, -1.7516931263392e+00, -8.6196214992427e+00, -1.5463575739098e+00
                    A,  2.1772539707903e+00,  1.9838699998041e+00,  7.5052143537897e-01,                    B,  1.8920807266426e+00, -7.4675468274249e+00,  3.8812346406936e+00,                    A, -6.7598636768346e+00, -1.2041446704685e+00, -8.8938538498702e+00,                    B,  5.7986039228462e+00, -4.9946862490770e+00,  5.4697693988728e+00,                    A, -7.0774521168287e+00, -8.4440497565095e+00,  3.0279137413282e+00,                    B,  1.2334919881277e+00, -3.6534410103324e+00, -7.9489108113160e-01,                    A, -2.3315645634947e+00,  4.3501315341824e+00, -1.3850208173369e+00,                    B, -1.7516931263392e+00, -8.6196214992427e+00, -1.5463575739098e+00
                    A,  2.1772539707903e+00,  1.9838699998041e+00,  7.5052143537897e-01,                    B,  1.8920807266426e+00, -7.4675468274249e+00,  3.8812346406936e+00,                    A, -6.7598636768346e+00, -1.2041446704685e+00, -8.8938538498702e+00,                    B,  5.7986039228462e+00, -4.9946862490770e+00,  5.4697693988728e+00,                    A, -7.0774521168287e+00, -8.4440497565095e+00,  3.0279137413282e+00,                    B,  1.2334919881277e+00, -3.6534410103324e+00, -7.9489108113160e-01,                    A, -2.3315645634947e+00,  4.3501315341824e+00, -1.3850208173369e+00,                    B, -1.7516931263392e+00, -8.6196214992427e+00, -1.5463575739098e+00
                    A,  2.1772539707903e+00,  1.9838699998041e+00,  7.5052143537897e-01,                    B,  1.8920807266426e+00, -7.4675468274249e+00,  3.8812346406936e+00,                    A, -6.7598636768346e+00, -1.2041446704685e+00, -8.8938538498702e+00,                    B,  5.7986039228462e+00, -4.9946862490770e+00,  5.4697693988728e+00,                    A, -7.0774521168287e+00, -8.4440497565095e+00,  3.0279137413282e+00,                    B,  1.2334919881277e+00, -3.6534410103324e+00, -7.9489108113161e-01,                    A, -2.3315645634947e+00,  4.3501315341824e+00, -1.3850208173369e+00,                    B, -1.7516931263392e+00, -8.6196214992427e+00, -1.5463575739098e+00
                    A,  2.1772539707903e+00,  1.9838699998041e+00,  7.5052143537897e-01,                    B,  1.8920807266426e+00, -7.4675468274249e+00,  3.8812346406936e+00,                    A, -6.7598636768346e+00, -1.2041446704685e+00, -8.8938538498702e+00,                    B,  5.7986039228462e+00, -4.9946862490770e+00,  5.4697693988728e+00,                    A, -7.0774521168287e+00, -8.4440497565095e+00,  3.0279137413282e+00,                    B,  1.2334919881277e+00, -3.6534410103324e+00, -7.9489108113160e-01,                    A, -2.3315645634947e+00,  4.3501315341824e+00, -1.3850208173369e+00,                    B, -1.7516931263392e+00, -8.6196214992427e+00, -1.5463575739098e+00
                    A,  2.1772539707903e+00,  1.9838699998041e+00,  7.5052143537897e-01,                    B,  1.8920807266426e+00, -7.4675468274249e+00,  3.8812346406936e+00,                    A, -6.7598636768346e+00, -1.2041446704685e+00, -8.8938538498702e+00,                    B,  5.7986039228462e+00, -4.9946862490770e+00,  5.4697693988728e+00,                    A, -7.0774521168287e+00, -8.4440497565095e+00,  3.0279137413282e+00,                    B,  1.2334919881277e+00, -3.6534410103324e+00, -7.9489108113160e-01,                    A, -2.3315645634947e+00,  4.3501315341824e+00, -1.3850208173369e+00,                    B, -1.7516931263392e+00, -8.6196214992427e+00, -1.5463575739098e+00
                    A,  2.1772539707903e+00,  1.9838699998041e+00,  7.5052143537897e-01,                    B,  1.8920807266426e+00, -7.4675468274249e+00,  3.8812346406936e+00,                    A, -6.7598636768346e+00, -1.2041446704685e+00, -8.8938538498702e+00,                    B,  5.7986039228462e+00, -4.9946862490770e+00,  5.4697693988728e+00,                    A, -7.0774521168287e+00, -8.4440497565095e+00,  3.0279137413282e+00,                    B,  1.2334919881277e+00, -3.6534410103324e+00, -7.9489108113160e-01,                    A, -2.3315645634947e+00,  4.3501315341824e+00, -1.3850208173369e+00,                    B, -1.7516931263392e+00, -8.6196214992427e+00, -1.5463575739098e+00
                    A,  2.1772539707903e+00,  1.9838699998041e+00,  7.5052143537897e-01,                    B,  1.8920807266426e+00, -7.4675468274249e+00,  3.8812346406936e+00,                    A, -6.7598636768346e+00, -1.2041446704685e+00, -8.8938538498702e+00,                    B,  5.7986039228462e+00, -4.9946862490770e+00,  5.4697693988728e+00,                    A, -7.0774521168287e+00, -8.4440497565095e+00,  3.0279137413282e+00,                    B,  1.2334919881277e+00, -3.6534410103324e+00, -7.9489108113160e-01,                    A, -2.3315645634947e+00,  4.3501315341824e+00, -1.3850208173369e+00,                    B, -1.7516931263392e+00, -8.6196214992427e+00, -1.5463575739098e+00
