##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2
                    A, -6.4716570928947e-01, -7.7133963412469e-01, -1.2568272176760e+00,                    B, -1.0815403942820e+00, -6.6461445412233e-01,  1.6416304565680e+00,                    B, -4.4590467313779e-01,  2.6347553653447e+00, -1.2229562835596e+00,                    B,  6.4222440084443e-01,  8.3746551322234e-01,  1.4096763422006e+00,                    A,  6.7368667157790e-01,  1.3068826027154e+00,  3.4511546798740e+00,                    B, -1.2698245379756e+00, -1.7462385859842e-01, -2.5821710462385e+00,                    A,  1.4477108160839e-01,  2.8896084254425e-01, -2.5689958459555e+00,                    A, -9.0478644435093e-01,  1.5197983022202e-01, -2.5114102128464e-01,                    A,  1.4943795033311e-01, -2.7543794327860e-01, -1.9108078457844e-02,                    B,  2.8705104183274e+00, -1.7605008630427e-01,  1.8925258664244e+00,                    A,  8.9077987189948e-01, -1.1603103019453e+00,  9.4467921664910e-01,                    B,  2.0178424813121e+00, -2.9423915754991e-01, -1.0321950742934e+00
                    B,  1.5385331714315e+00,  9.3959070302824e-01,  4.8573698595875e-01,                    A,  4.2016597343168e-01,  4.5471157320406e-01, -1.7836481886929e+00,                    B,  2.7110372280540e+00,  9.4140885490236e-01,  3.7062879449883e-01,                    A, -2.1065221961207e-01,  3.2444632852990e-01, -1.8713767242148e-01,                    A, -1.2448793435243e+00, -1.3556268426860e+00,  9.8275330011877e-01,                    B, -9.9264121497937e-01,  2.3032346901615e+00, -6.6188800129015e-01,                    A,  1.7190212716962e+00,  7.4512313160122e-01, -1.4772419840910e+00,                    B, -7.8176041031551e-01, -1.0430312678201e-01,  1.0149166502177e+00,                    B,  2.9143829876731e-01, -3.2588519906721e+00, -3.4552138537688e-01,                    A,  1.4266685356276e+00, -1.2693121483011e+00, -7.4532340781082e-01,                    B, -3.9428557043478e-02,  2.3047043674452e+00,  1.8910799280668e+00,                    A,  6.1153727147252e-01,  2.3106481648191e+00, -1.0308509992349e+00
                    A, -1.7091937588299e+00,  1.6207015379399e+00,  4.3490511880008e-01,                    B, -2.0372186136643e+00, -9.6770533154831e-01, -7.9274598135453e-02,                    A, -3.7707627849804e-01, -6.6403263181578e-02,  2.0201798784562e+00,                    A, -9.5485437845685e-01, -1.5172666888912e+00,  1.5144350917694e+00,                    B, -1.0808487985410e+00, -2.7748081515985e-02,  8.6413640113775e-01,                    B, -3.1517537368987e+00,  1.2434666205622e+00, -2.6820145488898e-01,                    B,  9.4900537678230e-01,  9.5716715088314e-01,  2.2024293336633e+00,                    B,  1.7564531309762e+00,  5.7208058134666e-01, -2.7812517992948e-01,                    A,  2.2008324158084e-01, -1.3135236558952e+00, -1.6607801404706e+00,                    A,  1.1132747470293e+00,  1.3158288185085e+00,  9.9582521908779e-01,                    A, -5.6366233559439e-01,  4.4532474707116e-01, -1.2328354179565e+00,                    B,  1.5460489319561e+00, -3.2051571399356e-02, -1.2788205857942e+00
                    A,  1.0125119630953e+00, -1.4533536388327e-02, -1.0041509552738e+00,                    B, -4.7663234669688e-01,  1.0552229705821e+00,  1.1376401806298e+00,                    B,  5.4799166532906e-01,  4.2491316190144e-02,  2.0730780988674e+00,                    B,  1.5342923843660e+00, -2.1407854241353e+00, -4.4359579089226e-01,                    B,  2.9302016382338e+00, -3.6737776870838e-01, -8.5242659933407e-01,                    A,  9.4227120065165e-01, -2.6774249780877e+00,  1.1236113014732e+00,                    A,  1.0159916805371e+00,  5.9675478167356e-01,  3.8560848784451e-01,                    A,  3.1074673818848e-01,  3.9396870339196e-01,  3.0065873240089e+00,                    B,  2.0986603149462e+00,  8.6329573389883e-01, -9.8114436833059e-01,                    A,  3.6683874329288e-01, -2.3065064180189e+00, -7.6993953696381e-01,                    A, -2.8819755617504e-02, -1.4000442513343e+00,  6.9807598872888e-02,                    B, -6.3533182366208e-01, -2.7884980248046e-01, -1.1133206020661e+00
                    A,  6.2002524452227e-01, -1.0118666193762e+00,  1.6499399350230e+00,                    B, -7.2781238404658e-01, -1.8460697565446e-01,  3.5290992531767e-01,                    B, -7.4598271926454e-02,  1.3667714783560e+00,  1.5287880622152e+00,                    B,  7.8028273091656e-01, -1.6924676308286e+00,  7.4858353710963e-01,                    B,  1.2123144287781e+00,  2.8295241747840e+00, -9.4675910740568e-01,                    B, -5.5233084692287e-01,  1.7157045542692e+00,  5.0739600663775e-01,                    A,  1.3002626547791e+00, -8.1348363468216e-01, -2.0125238888409e-01,                    B, -5.3004712066762e-01,  4.0474423124155e-01, -1.0480848219150e+00,                    A,  9.2469561748127e-01,  1.2375482333053e+00,  1.4086966893236e-01,                    A,  1.6243188031748e+00, -2.5769089168340e+00,  2.3097251861698e-02,                    A, -1.5487817923961e+00,  7.4142568148975e-01, -9.4127668821103e-01,                    A, -1.8206485376709e+00, -1.5998265413803e+00,  4.3232145822922e-01
                    B,  1.4833474699553e-01,  1.4786264623858e+00, -2.4642781787038e+00,                    B, -1.2758373776293e+00,  1.3333403495485e+00,  6.7099325725918e-01,                    A,  2.0955573614009e+00, -2.1003649612596e+00,  5.5001740454699e-01,                    A, -6.5914823497580e-02, -6.5474201441951e-01,  2.3217902628926e+00,                    B,  4.2726821994042e-01,  1.7766444851242e-01, -2.3401090242384e+00,                    B, -1.3048719996934e+00, -1.7571162530948e+00, -1.2779231765959e+00,                    A,  1.8416083646167e+00, -2.8027361349987e-01, -7.5964800477700e-01,                    B,  6.8431108976310e-01, -3.2294989891115e-01,  7.3796896211893e-01,                    A,  2.4548094454928e+00,  3.9801437537320e-01,  7.0710089610285e-01,                    A,  1.7061746463130e+00, -7.6016481557879e-01,  1.0748899443006e+00,                    A,  3.9356301165465e-01,  1.0243830719916e+00, -7.8631219203530e-01,                    B,  1.3615740369465e+00,  1.2138549873740e+00,  3.3896710633706e-01
                    B,  1.5872620983330e+00, -3.0895229777453e+00, -1.8234378079193e-02,                    A, -8.0399870619499e-01,  8.0970884907934e-02,  1.6946574934530e+00,                    A, -1.4301135464070e+00,  1.2823595549688e+00, -8.2987950385523e-01,                    A,  6.8399727233376e-01,  8.8869248075468e-01,  8.0266017443795e-01,                    A, -2.1689575499670e-01,  8.9773904872835e-01,  9.5359211524541e-01,                    A,  3.5114611144016e-01, -9.1496483438832e-01, -1.0858704218462e+00,                    B,  1.5660478352624e+00, -1.9966024806138e+00, -7.5602985844951e-01,                    B, -2.9402616858678e-01,  4.3860250972135e-01, -1.9113282632032e+00,                    B, -1.0254343005879e+00, -1.6526798203257e+00,  1.4428958263068e-01,                    A, -6.0998472595745e-01, -2.6682045739789e-01, -1.4973051980042e-02,                    B,  1.5016191378388e-01, -1.2349933117426e+00,  1.9581908370959e+00,                    B,  1.9820074385192e+00,  1.8016682977596e-01, -1.0078543341289e+00
                    A, -1.9684028037112e-01, -2.5308988017676e-01,  1.6298776113042e+00,                    B,  2.7540685084446e+00,  9.7071096887933e-02,  1.0100433474338e+00,                    B, -5.9324378118760e-01, -2.5858253154798e+00,  5.0365269103421e-01,                    A,  2.0884680021819e-01,  5.3303309556229e-02, -1.2316120173207e-01,                    B,  2.5841563152924e+00, -1.4394357502869e+00, -1.3098346747229e+00,                    A, -1.7253095167044e+00, -6.7858349260098e-01, -6.7991417124911e-01,                    A, -1.2645148742564e+00,  5.2248376388135e-01,  1.7062010837828e+00,                    A, -1.9987818910549e+00, -1.4359869778356e+00,  3.8185029331061e-01,                    B,  5.3388264506616e-01,  7.8162085621071e-01,  9.3683628887088e-01,                    B,  3.4306186489395e-01, -3.5504786770411e+00,  6.3965800501856e-01,                    A,  2.2133600299812e-01, -1.4852641905593e+00,  3.5793588180100e-01,                    B, -3.5514787411898e-01,  9.2647088228182e-01, -2.0126757920248e+00
                    A,  1.4540735180121e+00,  5.9597599065231e-01,  5.1660981364020e-01,                    B, -2.2450090500578e-01, -1.9753106800932e+00, -5.4521672814914e-01,                    B,  1.1226796695987e+00, -1.7714729174282e+00, -1.3974981171240e+00,                    A, -6.1966183572248e-01,  1.6191217940765e+00, -1.0161190460413e+00,                    B, -6.6009909446557e-01, -5.1722005878551e-01,  1.5141576295488e+00,                    B, -3.0804853251147e+00,  1.0495412967884e-01,  2.7136438036841e-01,                    A, -1.0604540291278e+00,  3.0810965604474e+00,  6.3756081407476e-01,                    A, -5.2603168799442e-01, -1.3271115883473e-01, -2.9075892078211e-01,                    A,  1.4679532597794e+00,  4.0016714538725e-01, -2.1828195071211e+00,                    B,  2.2513445157969e+00, -8.4088577589061e-01,  1.7939031707762e+00,                    A,  1.9347917789081e+00,  1.4833087559053e+00,  1.1034927293813e+00,                    B,  7.3085324569118e-01,  3.5168632149160e-02, -8.8813867086203e-01
                    A, -3.3184293896077e+00,  1.9286271354901e-01, -4.7249815789749e-01,                    B, -4.5359278285907e-01, -3.2328929264098e-01, -1.1307539110459e+00,                    B,  5.5162980192150e-03, -1.0456267253724e+00,  3.0898559169418e-02,                    A,  8.7241521203320e-01, -2.3187756766852e+00,  1.2618711975222e+00,                    A, -1.9780865056341e+00, -4.6226544052787e-01, -1.9322102586172e+00,                    B,  3.4070146296798e+00,  6.4592653180252e-02,  2.2976293573150e-01,                    B, -1.3886357121976e+00, -2.4602069081025e+00,  5.3795080782810e-01,                    A, -2.8165425431523e+00,  3.1110087224586e-01,  1.8754495057817e+00,                    A,  1.7160236156069e+00,  1.2830070801741e+00, -2.2394528330549e+00,                    B, -3.7774794879035e-01, -1.2173626756156e-01,  1.3421121789282e+00,                    B,  1.2145782980537e+00,  7.8434343127605e-02, -6.3159853517505e-01,                    A,  2.3996167365239e+00,  1.1412461763318e+00, -1.1353053424160e+00
