##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2
                    B, -2.8130228239838e+00,  1.8891620682736e+00, -5.0457430905309e-03,                    B, -1.8385560499572e+00,  3.2802824683664e+00, -4.8520208240516e-01,                    A, -3.7263103011854e-01, -1.6815561808030e+00,  9.2130087121180e-01,                    A,  9.8875764635674e-01, -5.3310959849228e-01,  1.7518998431430e-01,                    A,  6.5507729694622e-02, -1.9222525277179e+00, -1.7996018202447e+00,                    B, -3.6871463420952e-01, -6.7235929189564e-01,  3.1173077245804e+00,                    B, -3.5127865443959e-01, -4.8262404221567e-02, -4.1283377971469e-01,                    A, -2.7008425677889e+00, -1.4286412961855e+00,  1.9604928392707e+00,                    A, -1.3532531989265e+00,  2.7874465136404e+00,  1.6502636155270e+00,                    B,  1.0638463280163e+00,  1.3188769516362e+00,  5.0727618914774e-01,                    B, -2.1406128626479e+00,  2.1340499050695e+00,  1.2550017908613e+00,                    A,  2.3461815371727e+00, -7.8139613952643e-01,  1.0731079701971e+00
                    B,  1.0777977725207e+00, -1.8108894464542e-01,  5.4593135466328e-01,                    B, -1.9809980696438e+00,  1.0293313054438e+00,  1.8038213589436e-01,                    B, -2.0272798656777e-02, -5.2860437284122e-01, -1.5332494353364e+00,                    A,  1.6448442915866e+00,  4.6291752361549e-01, -1.5758845496420e+00,                    A, -6.6213566496311e-01, -1.2461138037128e+00, -2.0589766178519e-01,                    B, -9.7656635373122e-01, -1.1737329308475e+00, -1.1626625594853e+00,                    B,  3.4284429023898e-01,  6.1904173241260e-01, -4.5194638721943e-01,                    A, -5.4342072579799e-01,  1.2055611568993e+00, -1.4384153117054e+00,                    B,  3.0396825976379e-01, -2.3323207735451e+00, -3.5367641660472e-01,                    A,  3.7359365772051e-01,  1.8740659542735e+00,  7.5048436111451e-01,                    A, -2.8804616801362e+00, -4.4912331651080e-01, -2.1162825756112e+00,                    A, -8.2489815902477e-01, -1.2925533732219e+00,  1.3335272860387e+00
                    A, -9.6357746204700e-02, -1.7362445339931e+00, -1.2603127192293e+00,                    B, -1.7175484356130e+00, -3.7051667279241e+00, -1.0707071143713e+00,                    B,  2.8424766270529e-02,  9.6680165832612e-01, -8.1945816510793e-01,                    A, -9.2471521670120e-01,  4.6106797284932e-01, -1.3806458831309e+00,                    B,  9.0667650740107e-01, -3.1743785407737e+00,  1.2720706501552e+00,                    A, -2.2821936210929e+00,  1.7381200437205e+00,  9.8182036412994e-01,                    A,  6.3459061947261e-01,  2.1025193772834e+00, -2.4977098583755e+00,                    A,  5.5759569231117e-01,  2.1544253768004e+00, -2.3184064752348e-01,                    B, -6.3975360611778e-01, -3.5872978268037e-01,  8.8702877546216e-01,                    B, -1.2290557752505e+00, -1.1752275980931e+00, -1.5118770828501e+00,                    A,  1.2611717823014e+00, -3.6325560820994e-01, -1.8938084595038e-01,                    B,  4.0314444198310e+00,  2.0295866207260e+00,  1.0490435349162e+00
                    B, -1.2276392653661e+00,  1.3411544792656e+00, -2.6780866844715e+00,                    A,  1.1875410151732e+00,  1.1028383198836e+00, -6.6633814662491e-01,                    B, -6.5881276024717e-01, -3.0437163492522e-01, -5.6728395459206e-01,                    A, -1.7152397833720e-01, -2.7134422199880e+00,  3.2152936075370e+00,                    A,  1.9485263687139e-01,  1.1460215620332e+00,  1.1979771395411e+00,                    B, -1.2610106558492e+00, -2.5442334380949e+00, -2.2210139399602e-01,                    B,  9.2397092899276e-02,  3.4403275195119e-01, -1.6182350077367e+00,                    B,  6.4441292561915e-01, -2.6403725754824e-02,  8.3892620515918e-01,                    A,  7.5554370680294e-01, -1.0528620989848e+00, -7.2964598751662e-01,                    A, -1.3935601469426e+00,  8.1373342436222e-01, -1.1794518549605e+00,                    A, -1.8985540833371e+00, -6.6544369841173e-01, -1.4238423294635e+00,                    B,  1.0595207096014e+00,  2.5192785264768e+00, -1.7657323075406e-01
                    A, -2.0822643899006e+00,  1.2919787232216e+00, -9.7440954213227e-01,                    A,  6.5945186721693e-01,  1.0998542099215e+00, -3.2847174253815e-02,                    B,  1.5384468889267e+00,  3.6025018999541e-01, -2.3080376317547e+00,                    B, -8.4665478507295e-01, -2.0753868919847e+00,  4.5111433185167e-01,                    B,  1.0433638911046e+00,  1.6808991026778e+00, -1.3478379357579e+00,                    B,  9.7389819277787e-01, -2.6518334267863e+00, -2.7467563181669e+00,                    A, -7.1453302967770e-01, -2.7124011753211e+00, -2.3183934727805e+00,                    A, -8.9445941065766e-01,  1.7488310911360e+00,  1.2406101465786e+00,                    B,  5.6433765603694e-01, -7.5765219514215e-01, -9.2921711932320e-01,                    A, -9.4424490237857e-02, -5.9213583420767e-01,  1.9712226293107e+00,                    B,  1.5444858529666e+00, -1.9290236300999e+00,  1.4987269070538e+00,                    A, -2.8436455070138e-01, -7.6791922450684e-01,  1.8106345721966e-01
                    A,  4.8559896686422e-01, -1.2582084030386e+00, -1.5055835912180e+00,                    A,  1.9781351137711e+00,  6.4437923700736e-02,  1.5564036208613e+00,                    B, -1.9171793667437e+00, -1.8293776047844e-01,  1.2292739412166e+00,                    B,  3.1223365572569e+00, -7.6299602716188e-01, -2.0319161959642e+00,                    B, -1.5818543192356e-01,  4.2141266786711e-01,  2.5845376176754e+00,                    B, -2.6853650533880e+00, -9.2553869447946e-01, -3.0444689454992e+00,                    A, -1.2070990880002e+00,  5.8599970075727e-01, -5.7511893826074e-01,                    A, -1.0128815005247e+00, -2.1355710936100e+00, -1.0159995925729e+00,                    A,  1.7327464347153e+00,  1.1732333355888e+00, -4.5867697682413e-01,                    B, -5.8944947100582e-01,  1.3501154017146e+00, -1.3774113151488e-01,                    B,  6.2764728222588e-01, -1.9297692424101e-01,  3.9283769710169e-01,                    A, -1.2440676987808e+00,  2.0457980847542e+00,  9.0664556689650e-02
                    A,  3.8056284974410e-01, -9.8647979675321e-01, -1.0139343347527e+00,                    B, -3.4610765246581e-01, -1.6401792527114e+00,  2.5674590976621e+00,                    A, -2.3547753350314e-01,  1.3472068746054e+00,  1.4717461235422e+00,                    B,  1.3363377172395e+00,  9.9449774028612e-01, -2.9188952440670e-01,                    B, -6.8005948907366e-01,  1.9579243537619e+00, -9.2773723601704e-01,                    A, -1.5755444701421e+00, -4.1626106888728e-01, -1.7054748826408e-01,                    A,  1.0222790972976e+00, -3.4814920525305e-01, -1.8986325296401e+00,                    A, -4.6159126935959e-01,  5.3377747350522e-01, -3.2187594182103e-01,                    A, -2.9062902601727e+00, -2.1562070238706e+00,  1.2179277015126e+00,                    B,  3.3932601076856e+00, -8.5073779190959e-01,  5.3227292147735e-01,                    B,  5.6644056568073e-01, -2.6605023845249e-01,  8.2773074530152e-01,                    B, -5.8259120294741e-01, -3.0022906561805e+00, -6.9470755822848e-01
                    A, -4.9688973793141e-01,  1.0574834624931e-01, -1.5655913378830e+00,                    A,  1.3641076554144e+00, -2.4921070515087e+00,  3.2405777336503e-01,                    B, -6.9338853686976e-01, -1.8613112654444e+00, -1.2645242176300e+00,                    A, -5.3702264059992e-01,  1.2277337781747e+00,  3.8888288982572e+00,                    B,  2.8465372417900e+00, -1.0883315857635e+00, -4.2263206714984e-01,                    B,  4.2971897910088e-01, -1.3946258219486e+00,  2.0882233313841e-01,                    A,  4.0731110931316e+00, -4.4547475311300e-01, -4.0232227070312e-02,                    B,  1.8686595805212e+00,  4.7421166203561e-02, -2.5655710398251e-01,                    B,  2.3442880376769e+00,  1.0726305353544e+00,  3.1847525323729e+00,                    B, -1.3800798659756e+00,  5.1368263943267e-01, -2.0224256324515e+00,                    A, -7.7399363811316e-02,  1.5235984071218e+00,  1.3488649664898e+00,                    A, -4.4675010180469e-01,  5.1044586376372e-01, -2.6761609993157e+00
                    A,  1.9295112863790e+00,  1.0351502897498e+00, -2.1345939204012e+00,                    A, -7.8300438990144e-02,  1.4845284336831e-01, -1.8415617621831e-01,                    A,  7.5542624790943e-01, -9.9310143486768e-01,  3.6164944811643e+00,                    B,  3.9038674661273e-01, -1.0077114086221e+00, -4.2551852213545e-01,                    B, -2.0194732800925e+00,  7.9090119411863e-01,  9.1233204177663e-01,                    A,  5.2269008817618e-01,  1.2516474489308e+00, -2.4014185037527e-01,                    A, -1.0764477283992e+00,  1.1297194393374e+00, -1.0276289453241e+00,                    B,  2.7400601675494e-01,  2.3706070154431e-01,  2.5916298560820e+00,                    A,  1.9232435619025e-01, -1.1880863949270e+00,  1.8625513373124e+00,                    B, -2.0671627634149e+00, -1.5777927852795e+00, -8.8060886813106e-01,                    B, -5.7923356023647e-01, -9.1304595481197e-01,  1.1213049132981e+00,                    B, -8.3068417436616e-01, -1.2139077734751e+00, -1.7886136173731e+00
                    A, -1.0304476722785e+00,  1.4366889389809e+00,  3.4134764978624e+00,                    A,  1.0358436939756e+00, -2.3641363014459e-01, -6.2045881139577e-01,                    B,  4.2390894565077e-01,  9.6787188659117e-01, -6.6695543996909e-01,                    B,  2.1683658813271e-01, -2.1500542362416e-01,  1.3323747670547e+00,                    B, -2.4046742671960e-01,  3.1693455863636e+00,  2.3909399386120e-01,                    B,  2.1920897465879e+00,  1.2937271769710e+00,  1.0379438038514e+00,                    B, -2.5648715493696e-01,  5.6226366766125e-01,  2.4809189918879e+00,                    A, -1.8448618972444e+00,  2.4009205049426e+00, -3.5801323854325e-02,                    B,  5.2453087811961e-01,  1.8451698328078e+00, -1.3348081101261e+00,                    A, -1.0402121057898e+00, -7.8289853369317e-01, -1.8335204120710e+00,                    A, -2.7879329667841e+00, -1.7044713535503e+00, -6.6978493315846e-02,                    A, -5.9185515239954e-01,  1.8812331842509e+00,  1.8718805008433e+00
