##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2
                    A, -9.1085848818980e+00, -9.8793597956108e+00,  6.1096494234314e+00,                    B, -9.4414506077725e+00, -5.4715020803948e-01,  1.1905958037349e+00,                    A,  6.3749948045431e+00,  3.4195862648276e+00,  6.9735011175092e+00,                    B,  4.4319143635921e+00, -8.3677678359392e+00,  6.8758972760996e+00,                    A, -2.5710277537301e+00,  9.5894581642599e+00,  4.0264003815407e-01,                    B, -1.7721048479200e+00,  1.3675304309659e+00, -9.8998118823502e+00,                    A,  5.9559225833220e+00,  8.5500388923276e+00,  7.6168261415676e-01,                    B, -8.8481032429519e+00, -5.2601519697458e+00, -3.9294270198716e+00
                    A, -9.1085848818980e+00, -9.8793597956108e+00,  6.1096494234314e+00,                    B, -9.4414506077725e+00, -5.4715020803948e-01,  1.1905958037349e+00,                    A,  6.3749948045431e+00,  3.4195862648276e+00,  6.9735011175092e+00,                    B,  4.4319143635921e+00, -8.3677678359392e+00,  6.8758972760996e+00,                    A, -2.5710277537301e+00,  9.5894581642599e+00,  4.0264003815407e-01,                    B, -1.7721048479200e+00,  1.3675304309659e+00, -9.8998118823502e+00,                    A,  5.9559225833220e+00,  8.5500388923276e+00,  7.6168261415677e-01,                    B, -8.8481032429519e+00, -5.2601519697458e+00, -3.9294270198716e+00
                    A, -9.1085848818980e+00, -9.8793597956108e+00,  6.1096494234314e+00,                    B, -9.4414506077725e+00, -5.4715020803948e-01,  1.1905958037349e+00,                    A,  6.3749948045431e+00,  3.4195862648276e+00,  6.9735011175092e+00,                    B,  4.4319143635921e+00, -8.3677678359392e+00,  6.8758972760996e+00,                    A, -2.5710277537301e+00,  9.5894581642599e+00,  4.0264003815407e-01,                    B, -1.7721048479200e+00,  1.3675304309659e+00, -9.8998118823502e+00,                    A,  5.9559225833220e+00,  8.5500388923276e+00,  7.6168261415677e-01,                    B, -8.8481032429519e+00, -5.2601519697458e+00, -3.9294270198716e+00
                    A, -9.1085848818980e+00, -9.8793597956108e+00,  6.1096494234314e+00,                    B, -9.4414506077725e+00, -5.4715020803948e-01,  1.1905958037349e+00,                    A,  6.3749948045431e+00,  3.4195862648276e+00,  6.9735011175092e+00,                    B,  4.4319143635921e+00, -8.3677678359392e+00,  6.8758972760996e+00,                    A, -2.5710277537301e+00,  9.5894581642599e+00,  4.0264003815407e-01,                    B, -1.7721048479200e+00,  1.3675304309659e+00, -9.8998118823502e+00,                    A,  5.9559225833220e+00,  8.5500388923276e+00,  7.6168261415678e-01,                    B, -8.8481032429519e+00, -5.2601519697458e+00, -3.9294270198716e+00
                    A, -9.1085848818980e+00, -9.8793597956108e+00,  6.1096494234314e+00,                    B, -9.4414506077725e+00, -5.4715020803948e-01,  1.1905958037349e+00,                    A,  6.3749948045431e+00,  3.4195862648276e+00,  6.9735011175092e+00,                    B,  4.4319143635921e+00, -8.3677678359392e+00,  6.8758972760996e+00,                    A, -2.5710277537301e+00,  9.5894581642599e+00,  4.0264003815406e-01,                    B, -1.7721048479200e+00,  1.3675304309659e+00, -9.8998118823502e+00,                    A,  5.9559225833220e+00,  8.5500388923276e+00,  7.6168261415679e-01,                    B, -8.8481032429519e+00, -5.2601519697458e+00, -3.9294270198716e+00
                    A, -9.1085848818980e+00, -9.8793597956108e+00,  6.1096494234314e+00,                    B, -9.4414506077725e+00, -5.4715020803948e-01,  1.1905958037349e+00,                    A,  6.3749948045431e+00,  3.4195862648276e+00,  6.9735011175092e+00,                    B,  4.4319143635921e+00, -8.3677678359392e+00,  6.8758972760996e+00,                    A, -2.5710277537301e+00,  9.5894581642599e+00,  4.0264003815407e-01,                    B, -1.7721048479200e+00,  1.3675304309659e+00, -9.8998118823502e+00,                    A,  5.9559225833220e+00,  8.5500388923276e+00,  7.6168261415679e-01,                    B, -8.8481032429519e+00, -5.2601519697458e+00, -3.9294270198716e+00
                    A, -9.1085848818980e+00, -9.8793597956108e+00,  6.1096494234314e+00,                    B, -9.4414506077725e+00, -5.4715020803948e-01,  1.1905958037349e+00,                    A,  6.3749948045431e+00,  3.4195862648276e+00,  6.9735011175092e+00,                    B,  4.4319143635921e+00, -8.3677678359392e+00,  6.8758972760996e+00,                    A, -2.5710277537301e+00,  9.5894581642599e+00,  4.0264003815407e-01,                    B, -1.7721048479200e+00,  1.3675304309659e+00, -9.8998118823502e+00,                    A,  5.9559225833220e+00,  8.5500388923276e+00,  7.6168261415679e-01,                    B, -8.8481032429519e+00, -5.2601519697458e+00, -3.9294270198716e+00
                    A, -9.1085848818980e+00, -9.8793597956108e+00,  6.1096494234314e+00,                    B, -9.4414506077725e+00, -5.4715020803948e-01,  1.1905958037349e+00,                    A,  6.3749948045431e+00,  3.4195862648276e+00,  6.9735011175092e+00,                    B,  4.4319143635921e+00, -8.3677678359392e+00,  6.8758972760996e+00,                    A, -2.5710277537301e+00,  9.5894581642599e+00,  4.0264003815407e-01,                    B, -1.7721048479200e+00,  1.3675304309659e+00, -9.8998118823502e+00,                    A,  5.9559225833220e+00,  8.5500388923276e+00,  7.6168261415678e-01,                    B, -8.8481032429519e+00, -5.2601519697458e+00, -3.9294270198716e+00
                    A, -9.1085848818980e+00, -9.8793597956108e+00,  6.1096494234314e+00,                    B, -9.4414506077725e+00, -5.4715020803948e-01,  1.1905958037349e+00,                    A,  6.3749948045431e+00,  3.4195862648276e+00,  6.9735011175092e+00,                    B,  4.4319143635921e+00, -8.3677678359392e+00,  6.8758972760996e+00,                    A, -2.5710277537301e+00,  9.5894581642599e+00,  4.0264003815407e-01,                    B, -1.7721048479200e+00,  1.3675304309659e+00, -9.8998118823502e+00,                    A,  5.9559225833220e+00,  8.5500388923276e+00,  7.6168261415678e-01,                    B, -8.8481032429519e+00, -5.2601519697458e+00, -3.9294270198716e+00
                    A, -9.1085848818980e+00, -9.8793597956108e+00,  6.1096494234314e+00,                    B, -9.4414506077725e+00, -5.4715020803948e-01,  1.1905958037349e+00,                    A,  6.3749948045431e+00,  3.4195862648276e+00,  6.9735011175092e+00,                    B,  4.4319143635921e+00, -8.3677678359392e+00,  6.8758972760996e+00,                    A, -2.5710277537301e+00,  9.5894581642599e+00,  4.0264003815407e-01,                    B, -1.7721048479200e+00,  1.3675304309659e+00, -9.8998118823502e+00,                    A,  5.9559225833220e+00,  8.5500388923276e+00,  7.6168261415678e-01,                    B, -8.8481032429519e+00, -5.2601519697458e+00, -3.9294270198716e+00
