##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2,           p12 flavor,               p12 x0,               p12 x1,               p12 x2,           p13 flavor,               p13 x0,               p13 x1,               p13 x2,           p14 flavor,               p14 x0,               p14 x1,               p14 x2,           p15 flavor,               p15 x0,               p15 x1,               p15 x2
                    A, -1.5010363772445e+00,  4.1314397088744e+00,  5.7370742829442e-01,                    A,  4.5816081981524e-02,  1.8222202782268e+00,  1.2337172843296e+00,                    A, -9.5325310657911e-01, -1.3907040279799e+00, -3.0195989542370e+00,                    A,  1.3488326295267e+00, -5.1653683712006e+00, -3.7570676942407e+00,                    A, -4.2429106631218e+00, -2.0534680651345e+00, -2.7809381572657e+00,                    A, -1.1064460680474e+00,  5.2415604983187e+00,  2.5049459860703e+00,                    B,  1.3401801412927e+00,  1.6966701327190e+00,  3.8781283167350e-01,                    B, -1.2178273404589e+00,  3.7115605670485e+00, -2.8283842061441e+00,                    B, -3.9710479601721e-01,  7.2494785302063e-01,  2.8388691863065e+00,                    A,  3.9688687030158e+00, -1.7015975074881e+00,  3.4709753574667e+00,                    A, -1.6932173463127e+00,  7.8410230468272e-01, -1.5990261877056e-01,                    B,  6.2664541051161e+00, -2.1634586874585e+00, -2.6216462408098e-01,                    B,  3.0235228865721e+00,  7.0990514231755e-01, -3.9976934073093e+00,                    B,  4.8585466629075e+00,  4.9225137084844e+00,  2.0258245544945e+00,                    B,  1.3151528829249e-01, -1.8422516824924e+00,  9.6279356658015e-01,                    B,  7.5213562080874e-01, -5.1653935995297e-01, -1.9614639788666e-01
                    A,  4.0207495007392e+00,  1.3559991523724e+00, -6.2550072432799e-01,                    A, -2.3522267540836e+00,  3.5849366478905e+00, -2.9020015874359e+00,                    A, -3.9177608983658e+00, -3.0479159520993e+00, -4.2940421056528e+00,                    B,  1.2794783689160e+00,  2.1524350650069e+00, -1.5532703581457e+00,                    B,  3.5584191623299e+00,  1.2689646783405e+00, -4.5988576601792e+00,                    A,  1.3529758713458e+00,  1.1355437114123e+00, -2.9325042698890e-01,                    B,  1.2737794129588e+00,  4.7603354594642e+00, -3.5030812652161e+00,                    A, -1.8702577042298e+00, -5.8152259341957e+00, -4.9578394913148e+00,                    B, -1.6559304656215e+00,  2.2826400192943e+00,  1.9541306123667e+00,                    B, -3.9280375699711e+00,  4.4380497888584e+00, -3.1819506674728e-01,                    A,  2.0159016798395e+00, -2.4715311888997e+00,  1.8555699613217e+00,                    B, -4.5702060932172e+00, -1.7761735116671e+00, -2.5499866650163e+00,                    A, -1.6972855817257e+00,  3.9774638463876e+00,  3.8703565445801e+00,                    B,  4.3453263487618e-01,  3.7244819199684e+00, -2.9264908334659e-01,                    A, -5.2858683109006e+00,  2.4832195653681e+00,  1.2768326392663e+00,                    B,  7.0685913394671e-01,  1.2704211634851e+00, -4.5840674700311e+00
                    B, -7.6821913257374e-01,  2.1340962526048e-02, -5.2959273613366e+00,                    B, -1.9538379719339e+00, -1.9214239872700e+00, -1.9374272467901e+00,                    A,  1.0576916322043e+00,  1.7122568718859e-01,  3.0371561211112e+00,                    B,  6.8844914339664e+00, -7.3412169717483e-01, -2.8022965058556e+00,                    B,  3.0270026486801e-04, -2.5082117886288e+00,  4.2724256541177e+00,                    B,  3.5355220143695e+00,  1.3183237204386e+00,  2.3439022019545e+00,                    A,  2.6925723306406e-02, -3.6040084901118e+00, -8.0328863842531e-02,                    A, -1.9047797213513e+00,  3.2097327337878e+00, -4.7930790398298e-01,                    B, -2.7111988393538e+00, -3.5373432480922e+00, -4.2253317925852e+00,                    A, -6.3889733087194e+00, -3.8877856788543e+00, -4.1854079333337e+00,                    B, -1.0113338591201e+00, -1.0117586514481e+00,  4.0543202307989e+00,                    A,  7.4170061211624e-01,  1.6865875818573e+00,  1.3308699775089e+00,                    A,  8.9130096467645e-01,  1.7456862791030e+00,  3.7648830617330e-01,                    A, -4.9415766356751e+00, -3.2551657299345e+00,  8.7892858228436e-01,                    B, -8.8712814168714e-01, -1.6117765029298e+00, -3.7003591763398e+00,                    A, -3.0937881373123e+00,  1.8801935228569e+00,  1.7147536915134e+00
                    A,  2.2732617903382e+00,  7.5279834432053e-01,  4.8224966655904e-01,                    B,  1.2198046279055e+00,  3.3046654903166e-01, -1.1210729854556e+00,                    A,  2.2218446981163e+00,  4.2919108902882e+00,  1.8953292891201e+00,                    B,  5.8544643305881e-01, -9.0808832948494e-01,  3.2960352499800e+00,                    B,  2.2404533120201e+00,  1.4248511278205e+00,  1.9387993294304e+00,                    A,  1.8317842266278e+00,  4.4287436779724e+00, -5.5358127555081e+00,                    A,  3.1721236349804e+00, -2.6583878293233e+00, -3.4892756348901e+00,                    A, -1.2465872150240e+00,  9.4043237704395e-01, -3.0836862083889e+00,                    A,  1.2440197297279e+00,  4.9989267806168e+00, -2.4950801931385e+00,                    B,  5.2894320879821e-01, -4.7957397849691e+00, -2.7017983997748e+00,                    B,  9.0255135483810e-01, -9.0149903133975e-01, -2.2073524624576e+00,                    B, -2.3662478847566e+00, -1.4349913642193e+00,  1.5528109394058e+00,                    B,  2.7163945427625e+00,  1.7178142361432e+00, -1.9726790003833e-01,                    A,  4.6318480064056e+00,  9.5535038978277e-03, -1.0495042517736e+00,                    B, -1.6117812624009e+00,  2.1772552284033e+00,  1.8955826001796e-01,                    A, -3.0220899011366e+00, -1.6378154947373e+00, -1.0180319292923e-02
                    B,  4.7849821419552e-01,  1.0235327514329e+00,  1.0741991717733e-01,                    B, -2.5005719021002e+00, -8.0074358198001e-01,  1.9341150181073e-01,                    A,  1.7293108527261e+00, -1.7699322170603e+00, -6.5423680051002e-01,                    A, -3.6937206328813e+00,  2.5268984132872e+00,  2.5007582409722e+00,                    A, -6.2074839391164e-02, -3.0678857804827e-01,  1.2245956453079e+00,                    B,  7.4053641921234e-01,  3.4049036608658e+00, -2.4695689922489e+00,                    B,  1.9409533324188e+00, -1.0505058432026e+00,  9.6864634106769e-01,                    A, -1.8618882538731e+00, -1.8319348142467e-01,  1.0275285775044e+00,                    B,  2.7158783391727e-01, -4.3589178839730e-02, -2.8519660113091e+00,                    A, -6.1134224973020e+00,  1.5873222008156e+00,  6.4381763179437e-01,                    B,  2.6745715771317e+00,  8.1872697273191e-01,  8.4932643416065e-01,                    B, -1.4992617527038e+00,  3.2174891615801e-01,  3.1487393412819e+00,                    A,  3.0241632109289e+00, -4.1486544655943e+00, -9.8495178668197e-01,                    B, -4.8287163165953e+00,  4.5168757505339e+00,  3.0684506910633e+00,                    A, -3.6530886009055e+00, -1.2444566984342e+00,  1.0680717908629e+00,                    A,  3.9676169462196e+00, -7.6906096156878e-01, -3.5342665030251e+00
                    B, -2.6452594340716e+00, -2.2670202498826e+00, -2.2817179842596e+00,                    B,  2.3619085262966e+00,  4.4153689013807e+00, -1.6268786645514e-01,                    B, -5.6094975528347e+00, -7.9666462280339e-01, -6.8145910901240e-01,                    B,  2.7368602455320e+00, -9.4309892240129e-01, -8.9261008091851e-01,                    B,  1.9240537983039e+00, -3.7417271379281e+00, -1.5237549187997e+00,                    A,  7.3640057398277e-01, -2.1332927079878e+00,  7.8537740512947e-01,                    A, -1.1325090512739e+00,  1.7683121041531e-01,  8.5599114251485e-01,                    A,  2.2332201923024e+00,  3.6815072786769e-01, -3.9213647580632e+00,                    A,  8.3063259655741e-01,  2.8909544086878e+00, -1.4193887267445e+00,                    B, -1.3455546059992e+00,  3.4080855074850e-01,  1.4851223718450e+00,                    A,  4.9432512232821e+00,  1.4784073287260e+00, -3.5942921955049e+00,                    A, -1.1352666240865e+00,  8.4803172141833e-01,  6.2030580510653e+00,                    B,  8.5920837963567e-01,  5.1993375465180e-01, -5.7110508911397e-01,                    A,  4.7059628758086e-01,  7.3699933201682e-01,  3.1134514337359e-01,                    B, -6.4162997497597e-02,  4.3386430503957e-02,  1.3826281801306e+00,                    A,  1.7368693836948e-01,  1.2436699352276e+00, -1.2415527919557e+00
                    B,  5.6916196058853e-01, -1.4194612517036e+00,  2.6421794635715e+00,                    A,  8.1175465410023e-01,  1.3032292761171e+00, -2.4795892993581e+00,                    A,  2.4444600711763e-01, -2.9707923228317e+00, -3.4934596604635e+00,                    A,  6.0285289636362e-01,  5.2437537262173e-01,  4.0373748560967e+00,                    A, -6.4045658606333e-01,  3.3287864659195e+00,  2.5656649945938e+00,                    B,  1.9960969610195e-01,  3.4468489383638e-01, -2.8464958694195e+00,                    B,  1.9454800830341e+00,  9.4716443382736e-01, -8.4547065173142e-01,                    A,  1.4035952298605e-01,  3.0397330736351e+00,  5.2452603132565e-01,                    B, -2.5170846026229e+00, -3.7074153800262e+00,  4.5165452157657e-01,                    A, -8.4416446870930e-01,  1.3603637061300e+00, -4.3145693495037e-01,                    A, -2.0286078034978e+00, -1.3749858342814e+00, -2.1078509541461e+00,                    B, -2.8271809649993e+00,  2.8147977865061e+00, -8.2294621569793e-01,                    A,  3.9270515000436e+00,  2.1961212401350e+00, -1.6488869418613e-01,                    B, -1.3720812666765e+00,  2.1914656332471e+00, -8.2490470871193e-01,                    B, -3.1265112894226e+00,  3.1379695628109e-01, -3.4107915307724e+00,                    B, -2.0717118903029e+00,  6.5003467730943e-01, -3.5363432959551e+00
                    B, -3.7200081402092e+00,  8.0113933282608e-01, -3.5890954671117e+00,                    B,  1.2760829483279e+00, -1.4709978685560e+00, -1.2423182463473e+00,                    A,  1.8045271093619e+00,  2.5135674556478e+00,  3.8374745828512e+00,                    A, -4.5127566666554e+00,  1.2052664183470e+00, -3.5535591094698e+00,                    A,  1.1229388174526e+00,  3.0069032667146e+00,  7.6909395072073e-01,                    B, -4.5053483964635e-01, -1.9288793434604e+00,  1.4401959601819e+00,                    B,  4.0874202385530e+00, -3.9449964232247e+00,  5.3970527899273e-01,                    B,  2.0123298122406e+00, -3.6284408854716e-01,  4.9026072437138e+00,                    A,  3.7656680362092e+00, -4.3193250707290e+00,  9.9821786518031e-01,                    A, -1.2994265127094e+00, -2.5572430659717e+00,  2.6494087575306e+00,                    B,  2.8876703809501e+00, -2.9606779880261e+00,  4.3577011610337e-01,                    B,  3.6244744229157e+00, -1.0013354048229e+00,  3.0696253987868e+00,                    A, -2.1676863524964e+00, -3.7624899250073e+00,  2.2452882272455e+00,                    A,  2.4480156278073e+00, -2.1555881464692e+00,  1.1801520861853e+00,                    A, -7.2055302721334e-03,  1.3834973806186e+00, -2.2055632144274e-01,                    B, -1.0766015081946e+00,  1.9331024830895e+00,  9.2217404781295e-01
                    B, -4.3845461462410e-02,  2.6870665022261e-01, -2.8909082893110e-01,                    A,  2.8737381685478e+00, -2.6026967779260e+00,  1.1539885497588e+00,                    B, -1.9283793008955e+00,  3.2716637214358e+00, -8.4646288049903e-02,                    B, -3.7138893467047e+00,  3.7778057969867e+00,  6.3738412561201e-01,                    A,  2.3307480630131e+00,  2.3851764215566e+00,  1.6760624954655e+00,                    B,  1.8933415085901e+00,  4.6716455444155e+00, -3.3621481467867e-01,                    A, -4.8005259055722e-01, -1.9243318474998e+00,  1.8216232904882e+00,                    B, -1.0539617070526e+00,  9.1015876757683e-01,  5.5804647602893e+00,                    A, -4.0105212583336e-01,  1.9123701400605e+00, -9.0609882057842e-01,                    A,  2.8124353303783e+00,  1.6319891594589e+00,  4.2089772695498e-01,                    A,  3.3070524495793e-01,  2.2809281364966e+00,  2.0129749605609e+00,                    B,  6.3047383244631e+00, -6.1644429999199e-01,  1.7695535478167e+00,                    B,  1.9873773191969e+00, -1.6676880832887e-01,  5.4863859048561e-01,                    A,  4.2038376232707e+00, -2.5396404738177e+00,  4.8040602219320e+00,                    B,  2.4688647488732e+00, -9.4480481232451e-01,  1.3268568480659e+00,                    A,  2.6356940996085e-01,  8.1770776353860e-01,  2.6031571478212e+00
                    A, -6.7457643249360e-01, -2.7301385771690e+00,  1.8189279064104e+00,                    A, -1.1898127203117e-01, -3.2970091416066e+00,  8.8019708971045e-01,                    B, -4.4362666702378e+00,  1.3489720300891e+00,  2.6631515589594e+00,                    A, -1.6199974564972e+00,  2.0661702958694e+00, -2.5491172639813e+00,                    A,  2.5845220032286e+00,  4.1092463898514e+00,  3.7477191052529e+00,                    A, -1.4945510447660e+00, -3.4323907520992e+00,  1.3990454390943e+00,                    B,  8.7258651924021e-01, -3.0576912303830e+00, -6.7739110035955e-01,                    B,  5.9497714211363e-01,  1.9067051477313e+00, -2.7235052295147e+00,                    A, -4.5211644934738e+00, -1.3989447625084e+00, -6.0028465694997e-01,                    A, -5.6395129079458e+00, -1.6361754433145e+00, -1.2361073765574e+00,                    A, -3.9139546785572e+00, -8.7829153735755e-01,  4.6435910727096e+00,                    B,  2.6680909698009e+00,  8.8680223421154e-01,  2.0122012893995e+00,                    B, -3.4269347414837e+00, -2.0451973348367e+00, -4.2421283951388e-02,                    B, -1.5959844516654e+00,  1.5398939207163e-01,  1.1492777006579e+00,                    B, -7.1480263200387e-01, -3.3065573456660e+00,  2.9550009620546e+00,                    B,  3.4409074218973e+00, -8.5930459765923e-01, -1.5871876896411e+00
