##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2
                    B,  1.1296706107387e+00,  1.7189954439908e+00,  3.1659182001483e-01,                    A, -1.9584273896512e+00,  1.2576155267111e+00, -1.5862007158303e+00,                    A, -6.6105825392832e-01,  2.7852571869851e+00, -3.6224787707216e-01,                    A, -6.3459619235228e-01,  1.4607221499000e-01, -2.7673945457307e-01,                    B,  7.5542028811819e-02,  3.5766688424013e-01,  1.0236789976497e+00,                    A,  5.8021008417759e-01, -1.7706802634235e+00, -5.5215947815320e-01,                    A,  5.3213732628256e-02, -1.8308281569193e+00,  7.2935955162664e-01,                    A, -5.4724308854316e-01, -1.1219279166054e+00, -4.2307041016223e-01,                    B, -1.6585452528993e+00, -4.9228163430598e-01, -1.3211706007478e+00,                    B,  1.3656693130358e+00,  9.6816128533371e-01,  2.0561438440345e+00,                    B,  2.9500338987267e-01,  1.5859838876300e+00, -1.2053709604893e+00,                    B, -1.2428368022327e+00,  1.1856444200734e+00,  4.6727234623283e-01
                    B,  1.9369000300849e+00,  2.3620428432778e+00,  3.0081656397625e-01,                    A,  4.8595677969487e-01,  3.3184273837577e+00, -1.7692604622240e+00,                    A, -9.8072093940206e-01,  3.3530507460849e-01,  2.2096387908791e+00,                    A, -1.0123339842524e+00,  7.5425694940266e-01,  1.1015850479914e+00,                    A, -2.3013406915286e+00, -5.3590425026379e-01,  1.7858845860006e+00,                    B, -3.7097358718429e-01,  2.0949005023233e+00, -4.6457668924126e-01,                    A, -6.1153735998425e-01, -3.8133171016482e-01, -9.3003506823062e-01,                    A,  2.6490265020872e+00, -7.8779977812053e-01,  2.5456105006787e-01,                    B,  1.0544154709691e+00,  6.1580816486138e-01,  4.0028813864172e-01,                    B, -1.8731753360758e+00, -1.6285894002706e+00, -6.3176488237921e-01,                    B, -1.3192774381288e+00,  1.5690999797404e+00,  2.3677557658945e+00,                    B, -2.0430668114156e+00, -1.6162484246916e-01, -3.1831906794355e-01
                    B,  8.2171707435860e-02,  1.4303119221562e+00,  1.5404457144315e+00,                    A, -1.7594656443808e+00,  1.4500778672436e+00,  7.7802173494517e-01,                    A, -7.0449228382536e-01, -7.6143081958463e-01, -2.9749187031165e+00,                    B, -9.4296581528892e-01, -2.2687818343916e+00,  6.9490551278479e-01,                    B,  2.9062463331053e+00, -2.2035716518309e+00, -9.3238134993071e-01,                    A,  3.7992405948321e-01,  6.3526062517529e-01, -9.3224158787251e-01,                    A,  1.7978010560666e+00,  2.1415585126295e+00, -2.1966831188154e+00,                    A,  2.3797791388554e+00,  1.8482686032506e+00,  2.1251063215532e+00,                    B,  1.2375649839146e+00,  1.5555664806059e+00, -3.3858169822662e-02,                    A,  2.6723132964849e-01,  4.8877717799394e-02,  7.5367223391286e-01,                    B,  1.5939012627236e+00, -7.0395654272975e-01, -1.2040353685623e+00,                    B, -2.8890520918721e-01, -1.2616040872350e+00, -6.3606192534520e-01
                    A,  1.5199775314911e+00, -3.1026816361813e-02,  2.1845655980120e+00,                    B, -1.9154882778039e+00, -2.8574757286805e+00, -2.7348600356482e-01,                    A, -3.1147435003976e-01, -1.1536486340504e-01,  1.2884827860207e+00,                    B, -4.8489586502767e-01,  1.7592662540754e+00,  8.1549480327090e-01,                    B,  1.0447920644824e-01, -1.5034811348837e+00,  7.5714495050638e-01,                    A, -6.0882089467400e-01,  2.7278861364583e-01, -1.7849167110664e+00,                    B,  1.9704353701675e+00, -2.3306486656421e+00, -3.7190710861755e-01,                    B, -1.0634309592429e-01, -1.4642482993646e+00, -7.5541387042746e-01,                    A, -2.4920398363988e+00, -3.1456097289659e-02,  8.4499271092982e-02,                    A, -1.5606757659614e-01,  1.4052382787560e+00, -7.6810758679468e-01,                    B,  1.6052367575542e+00,  1.1065034256641e+00,  5.9404417568283e-01,                    A, -6.8948348623677e-01,  4.2599876742077e-01, -3.1721019894767e-02
                    A,  4.5169663121607e-01, -2.2235589776616e+00,  1.7732217962696e+00,                    A, -3.4524424442938e-01, -1.2740207777523e+00,  3.0869676851686e+00,                    B, -2.5297028905224e+00,  9.4642299045767e-01, -5.7021898227164e-01,                    A, -6.5815237161251e-01, -6.4234012837394e-01,  3.0611031928487e-01,                    B, -1.3173004544524e+00,  9.7860675561226e-02, -3.8990067321699e-01,                    B, -1.5030897098830e+00, -5.2989025279737e-01,  9.3398752011276e-01,                    A,  7.5708066537005e-01,  1.4972860735150e-02, -8.8207002740698e-01,                    B, -1.2647024940904e+00, -3.2680871596672e-01, -1.8891178568829e+00,                    B,  5.5120659467500e-01, -1.4606425747920e+00, -9.6103511239860e-01,                    B,  1.3255714339040e+00, -2.2226049653730e-01,  6.4348036838982e-01,                    A, -1.7234668732572e+00, -1.6399795495880e+00, -8.7953431745943e-01,                    A, -5.5212779466511e-01,  9.3374253314431e-01,  1.2937786452967e+00
                    A, -3.3561746742646e-01,  6.5597115273508e-01, -2.1975651487488e+00,                    B,  1.4879708888069e+00, -8.4360289192899e-01,  2.9122624558614e+00,                    A, -1.8484316695195e+00, -8.9882288479988e-01, -5.6631127742461e-01,                    B, -3.3011679322917e-01, -2.4885335652091e+00,  1.1363472809634e+00,                    B, -1.5059856797312e+00,  1.7948157889786e+00, -1.2522350829913e+00,                    A,  1.6137817465270e-01, -8.8181456700481e-01, -1.4853704214246e+00,                    B,  1.1228674871253e+00,  4.9670302527896e-01,  1.9460466770395e-01,                    B,  1.2399944254750e-02, -4.1335867537563e-01, -4.5465824248052e-03,                    A,  1.2639263275347e+00,  2.4056388678046e+00, -3.7956407604386e-02,                    B, -1.1308667295483e+00, -1.6594053136335e+00, -1.4500372461481e+00,                    A,  1.3232187659603e+00, -1.3874877846429e-01,  1.1835440032555e+00,                    A, -2.1692596336586e+00, -2.6490191507123e-01,  8.4288207848881e-01
                    A, -5.1962016811565e-01, -4.2581808105070e-01,  4.3278492577768e-01,                    B, -1.8390239466449e-01, -9.6600635030957e-01,  2.0053963394004e+00,                    B,  9.4948981170313e-01, -1.8952066172915e+00, -2.0723620199986e+00,                    A, -1.0897308214918e+00,  3.8962218483234e-01, -1.8346692625285e+00,                    B,  1.0645433682719e+00, -2.0845953940529e+00, -6.8085044585112e-01,                    A,  2.9282100460428e+00,  2.2692187154552e-01,  1.0195327138405e+00,                    A, -4.7619962189932e-01, -1.5441753739738e+00,  1.2788682364063e-01,                    B, -1.3106844529404e+00,  2.5817030902268e-01, -3.3913142392221e-01,                    B,  1.1049347836189e+00,  9.8572322400498e-01,  1.4856301074985e+00,                    A, -4.7051045062507e-02,  7.0412444711064e-01,  5.7226239158857e-01,                    B,  1.0033109215697e+00,  1.8460489662409e+00,  2.6202417575110e+00,                    A,  1.6712171073641e+00,  1.4109350284518e+00,  5.1265685951772e-01
                    A, -1.0950646774239e+00,  6.9805941722641e-01, -2.3273031158079e-02,                    A, -2.1875818092682e+00, -7.7754255144304e-01,  5.7009513173891e-01,                    B, -3.9662067430083e-01, -1.3093962147948e+00,  1.3396725114699e+00,                    A, -6.8343050806180e-01,  2.1767849442715e+00, -9.4518787365517e-01,                    B, -5.9462893300954e-02,  1.1697817454856e+00,  6.7914896890425e-01,                    A,  1.1077239508060e+00, -5.9192538155276e-01,  2.3368244951665e+00,                    A, -1.0568555767175e+00, -3.2861524371774e-01, -9.6454230584039e-01,                    B,  1.6799086980638e+00,  1.1256777097441e+00, -6.8098698527161e-02,                    B,  4.0818826110679e-01, -2.1720208756980e-02, -1.5323044033032e+00,                    A,  4.1967745298665e-01,  6.1453883506864e-01, -3.6948630284105e+00,                    B,  1.4432529994215e+00, -6.1435063741490e-01, -4.7219522080238e-01,                    B,  8.2766791977904e-01,  1.5400842909680e+00, -6.4591614478836e-01
                    B, -1.9241107389582e+00,  3.6648772910079e-01,  2.6753309036475e+00,                    A,  1.6188925737384e+00, -2.0926023669917e+00,  4.9570829885528e-01,                    B, -1.6378019293290e+00,  2.0745073752805e+00, -1.0610938462770e+00,                    B,  2.7140932909697e-01, -1.1477923550601e-01,  2.0733996935870e+00,                    A,  2.8303448138049e+00, -1.3233988343358e+00, -5.6265571850398e-01,                    A, -1.2529154219244e+00,  1.2400358387347e+00,  6.1383282441941e-01,                    A, -4.9627119026060e-01, -1.1414737024989e+00,  2.3608365861251e+00,                    B, -3.5532886306805e-01,  1.0401431152589e+00, -1.3799950587122e+00,                    A, -9.5698054255706e-01,  2.5187207740015e-01,  4.1697636874735e+00,                    B,  1.8678840871591e-01,  1.0056496840123e+00, -1.5480832669712e-01,                    A,  1.3102765600186e+00, -5.6270828184710e-01,  1.6699998202946e+00,                    B, -2.8278494595636e-01, -3.6318460413879e-01,  1.0282408545391e+00
                    A, -2.6090070825830e+00,  2.4573442270494e-01,  4.0080158351306e-01,                    B,  2.0201667230924e+00, -1.1642302537223e+00, -4.1954097979795e-01,                    B,  1.4317167363498e+00,  3.8858651683202e-01, -2.3975084844744e-01,                    A, -1.3410290873070e+00,  5.8507073484145e-01,  1.6524315007081e+00,                    A, -1.1488449469066e+00,  2.0117405694474e+00, -1.0055790017185e+00,                    A,  7.5705828259232e-01, -6.5621817362186e-01,  1.4784015948347e+00,                    A, -2.1419941058247e+00, -3.0518192848174e-01,  1.0032756210280e+00,                    B,  2.5446736453262e-01, -1.2296793753117e+00,  3.8364092337273e+00,                    B,  1.7357965498297e+00,  1.1721068848182e+00, -1.7861902197955e-01,                    B, -9.3783632699275e-01,  1.3462735079912e+00, -1.7721281783898e+00,                    B, -3.6584544409228e-01,  8.1911057927730e-02, -8.4545728529383e-01,                    A, -1.7324120369798e+00, -4.5811235834464e-01, -7.6095485091268e-01
