##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2
                    A, -1.0462939735545e+00,  7.1089150558077e-01,  1.4328442735965e+00,                    A, -5.1199375369325e-01,  9.0721465707566e-01, -2.4769827471189e+00,                    B,  5.3041753642377e-01, -1.5649730171264e+00, -1.8985284840210e+00,                    B, -8.8951751000715e-01, -6.0069067324806e-01,  7.3055031809740e-01,                    A,  1.4221612839981e-01, -1.4726141198307e+00, -1.3910564200529e-01,                    B, -1.8407664833635e+00, -1.5601997192414e+00, -1.2180141189076e-01,                    A,  1.6409617556746e+00,  1.2652767086255e+00,  3.0782390728161e-01,                    A,  1.7367099533849e+00, -1.5099882238045e+00,  1.1838155689667e+00,                    B, -2.9817900566845e-01, -2.2560717291890e-01, -1.3685381194108e+00,                    A,  1.5297907244263e+00,  4.6046462400462e-04,  1.5048087602455e+00,                    B,  8.3731097368750e-01,  2.5563385669641e+00, -1.6410437770865e+00,                    B,  4.2586846232557e-01,  5.1974535115024e-01, -1.0143859949998e+00
                    B,  1.9357347797723e+00,  1.4149221457222e+00,  2.1944075971029e+00,                    B, -1.5116337175307e+00, -9.2667446174639e-01,  7.9634297859545e-01,                    A, -3.8361180564699e-01,  7.5765622920404e-01, -1.5472085595834e+00,                    A, -9.3957206227099e-01, -2.3991961174813e+00,  1.2134809325189e-01,                    B, -5.6884011971726e-01,  2.0806085206652e+00,  6.2696916607634e-01,                    A, -2.5554831698890e-01, -8.7043608837820e-01,  1.4116526288447e+00,                    A, -2.8091768912468e+00,  2.4536158635965e+00, -1.2007813627760e+00,                    B,  1.6718606894122e+00,  9.2891991414101e-01,  3.7596006827863e-01,                    B,  8.2076267388017e-01, -8.2030736807531e-01,  6.0439757665406e-01,                    A,  4.6044010154571e-02,  7.7411514885056e-02,  2.2823024184718e+00,                    A,  8.3844432286295e-01, -4.9688439192548e-01, -1.2352312011692e+00,                    B,  6.6523468816766e-01, -2.3057793334627e+00,  1.4715158085984e+00
                    B,  7.0571162480351e-01, -4.2293986754184e-01, -9.9327749201298e-01,                    B, -8.9723582143402e-01, -1.5371578805246e-01, -1.7476335635415e+00,                    B, -6.4148087472024e-02, -1.1319696779206e+00,  1.7178649375504e+00,                    A,  1.5874923762518e+00,  1.0230394972073e+00,  1.4382588241270e+00,                    A, -3.5369503288453e-01, -5.5059779753708e-02,  4.4144610363698e-01,                    A, -1.0979340573275e+00,  1.1223647730128e+00,  2.0914317037211e+00,                    A, -5.3105577754573e-01,  2.6886088167139e+00,  1.1566788503414e+00,                    B, -4.4812951047634e-01,  1.8745219096619e+00,  2.8439421513368e-01,                    A, -6.9738391802234e-01,  7.1695455857365e-01, -1.4153737016542e+00,                    B, -2.3826491834234e-01,  2.1629493382579e-01,  3.2860417453419e+00,                    A,  1.6523937839989e+00, -1.8442956079745e+00,  1.7386189677055e-01,                    B,  9.2580416375781e-01,  8.5680495153901e-01, -4.4762875498291e-01
                    A,  1.3835856261943e+00, -1.2903170637035e+00,  2.0171087922518e+00,                    B,  3.7732916460739e-01,  5.6449975628573e-01,  2.5547227413625e+00,                    A, -8.6132109427498e-01,  1.8763930810762e+00,  1.3405483152326e+00,                    B,  7.6837594446437e-01,  6.8641736224935e-01, -6.4031939335871e-01,                    B, -7.3984371400633e-01, -1.8642620994094e+00,  1.7625725384089e+00,                    A,  1.4609076566390e-01,  4.7852825029280e-01,  7.3686423227314e-01,                    B, -8.5546785532671e-02, -1.2790203071583e+00, -2.4849553739084e+00,                    A,  1.6705933096875e+00,  8.8096900104904e-01,  2.4589648808510e-01,                    A,  9.4558960859793e-01, -1.5801311375348e+00, -1.3891609336321e+00,                    A, -1.8252987887408e+00, -7.9803467502151e-01, -6.7738417664015e-01,                    B,  2.0573574408064e+00, -1.0132669374453e+00,  4.4778238192784e-01,                    B, -3.0673233446339e-01, -9.7804794362034e-01, -9.1545344663920e-03
                    B,  2.0254474619258e+00,  1.8758027126948e+00,  1.9006722902898e+00,                    B,  9.3645476144553e-01, -8.0574281211630e-01, -5.6825871169429e-01,                    A,  2.5434294231861e+00, -1.2238514128959e+00, -1.9813989702378e-01,                    A, -1.0368082858342e+00, -4.2081837208204e-01,  4.4393854386598e+00,                    A, -2.0727884294969e+00,  8.5237236138005e-01,  2.5376703875895e+00,                    B, -2.3500411222999e+00, -4.5847993010147e-01,  5.5258194768748e-01,                    A, -8.6714025674305e-01,  1.6175631488866e+00,  2.5690103406652e-01,                    B, -7.7702151613684e-01,  1.1859128123415e+00, -1.1720561531192e+00,                    A,  8.4587763946598e-01,  4.3347874216206e-01, -2.3857479241785e+00,                    B, -1.1637111314861e+00, -2.3042336606167e+00, -1.9363683334547e+00,                    B, -8.7479935282223e-01, -1.4001147021418e+00,  1.7233962036327e-01,                    A, -1.9362998037857e+00, -2.4823254597264e-02, -9.4851734988668e-01
                    A,  1.1152531745245e+00,  2.2454297757486e+00, -1.1860306873598e+00,                    A, -1.2242766226001e+00, -1.2941841822650e+00, -1.3308425656889e+00,                    A, -5.0919702508749e-01,  7.0673669530840e-01,  3.3966596041115e-01,                    A,  4.5403719349560e-01,  2.4031560513536e-01,  7.5455822154637e-01,                    A, -1.1519200513721e+00, -1.4445061696396e+00,  1.6647365176056e+00,                    B,  1.7803130058764e+00,  8.6514833761020e-01,  1.0708262757654e+00,                    B,  1.2983621579332e+00, -4.9942208019321e-01,  1.1052905871667e+00,                    A, -1.6740019127076e+00,  1.7082208623078e+00, -9.8149141451244e-01,                    B,  8.5172014587645e-02, -2.3713842184690e+00, -4.3720548914561e-01,                    B, -2.5804331778519e-01,  2.2273669705349e+00, -9.0864640973917e-01,                    B,  1.0093582055306e+00,  1.7613940755392e+00,  2.6444248471815e-01,                    B, -1.1944024576181e-01,  1.4400350454356e+00,  1.3013200039243e+00
                    B, -1.8523053836472e+00, -1.1303119753978e+00,  5.5647709508096e-01,                    A, -6.4364497879220e-01,  6.5719414827100e-01, -3.4604504223147e-02,                    B, -1.3461158979732e+00,  5.5882703968947e-01, -1.9144070100248e+00,                    B,  1.0147169526978e-01,  1.1673350189745e+00, -2.0981346261708e+00,                    A, -1.0347687333711e+00,  1.7128529330479e+00,  1.3277118489327e+00,                    B, -4.0575009314972e-01, -1.5389125607091e+00,  4.7325578692784e-01,                    B,  1.9442047559936e+00,  7.0445841643527e-01, -7.0644125636738e-01,                    B,  4.2299155734987e-01,  2.1426089587020e+00,  2.3260372393005e-01,                    A,  6.8789875307323e-01,  1.0624135449395e+00, -1.1320857507497e+00,                    A, -3.3265608006850e-01, -1.3328204528550e+00, -2.0448108450349e+00,                    A, -9.4311725483041e-02, -1.1692582893231e+00,  2.3746612222092e+00,                    A,  1.3129718849205e+00,  1.2078672335812e+00,  2.3969951108843e+00
                    B, -3.0657325741009e-01,  1.7471990707169e+00, -1.3099935463814e+00,                    A,  4.6033031795826e-01, -6.3161207072907e-01,  7.3113991463787e-03,                    B, -2.2273689162938e+00,  7.7631305203687e-01,  4.4795180150124e-01,                    B, -1.0582775841023e+00,  1.0747399264284e-01, -1.5937062963579e+00,                    A, -1.9520127732907e-01,  1.2258406262384e+00,  1.3478905523018e+00,                    A, -3.4698038376999e-01,  1.5946805976882e+00, -2.8337338492828e+00,                    B,  3.8269869073350e-01,  4.3163877266026e-01,  2.0141050315792e+00,                    B, -8.6048249308343e-01, -2.5400563138369e+00,  6.2940010016534e-01,                    A,  1.1928250632047e+00, -1.6991222972178e+00, -5.3697227420713e-01,                    B,  2.5292757565225e+00, -1.2900758598310e+00, -3.9691428045088e-01,                    A,  1.3455728100953e+00,  5.9961528719488e-04, -3.4194272572976e-01,                    A,  9.1952915473179e-02,  8.9920755580005e-01, -1.4751206867964e-01
                    B, -1.4455580436731e-01, -3.8334835118233e-01, -2.3889147387807e-01,                    B,  9.4066397816884e-01,  6.7842804097156e-01,  6.3242476647828e-02,                    A,  8.1429759552167e-02, -1.3002297558009e-02,  1.0786444034822e+00,                    B, -2.4866493046989e-01,  1.0277766346714e+00, -5.7886145386569e-01,                    A, -3.4026944181474e-01, -1.8887738840768e+00, -3.6447054947197e-01,                    A,  1.1794889409805e+00,  2.1150369101869e+00, -8.7018811793391e-01,                    A,  1.2303662484618e+00, -1.1997956310885e+00, -8.2801886528701e-01,                    A, -1.6119770816194e+00, -6.5594163277256e-01, -6.5598349855104e-01,                    B,  1.3460337827649e+00, -2.4135617954912e-01, -1.3595266580648e+00,                    B, -1.0163464194145e+00, -2.7286933866833e+00,  4.7678687887429e-01,                    A, -8.8953775035259e-01, -4.1763955933988e-01,  1.6992955553265e+00,                    B,  1.0428682668331e+00, -2.3790206260011e+00,  6.3757259841304e-01
                    B, -6.9044940534210e-01, -1.5986064702298e+00,  2.5435501364540e+00,                    A,  1.9796426410055e+00,  6.9151119574659e-01, -5.0617097868110e-01,                    A,  3.8159022887689e-02, -1.9495945502176e+00, -1.2682564807354e+00,                    A, -6.2705587385159e-01,  3.2023751138686e+00, -1.4305473361750e+00,                    B,  4.9440762931298e-01,  2.3118721225362e+00,  8.2241260213350e-01,                    B,  1.3443558448756e+00, -1.6685993996575e+00,  2.6526067823120e-01,                    A, -1.0367232678404e+00,  5.7739658655134e-01,  7.2002447201615e-01,                    A, -1.0671924517007e-02, -2.1521302195811e+00,  7.5000261516681e-01,                    B,  1.2513941214232e+00, -1.1677883409808e+00,  2.3952195957988e+00,                    B, -1.8149604183980e-01,  2.1002337169301e+00, -3.1713796585246e-01,                    A, -1.6787864950793e+00, -8.1974339048103e-01, -2.4242250625821e+00,                    B,  1.1780186542146e+00, -3.9665733086626e-01, -1.2490654896140e+00
