##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2
                    A,  6.9807214734282e-01,  1.3300387427471e+00,  1.2655921329894e+00,                    A, -3.5637406694470e-01,  2.1458225754054e+00,  1.7487126270014e+00,                    B, -1.5221117410499e+00, -2.0562916286629e+00, -2.2438326706287e+00,                    A, -1.5449552103847e+00, -9.0419903532013e-01,  2.1139522895840e+00,                    A, -1.4435965853391e-01, -4.1827993170492e-01,  2.8087281187476e+00,                    B, -2.7633018155171e+00, -8.0672921759282e-01,  2.8137298265046e-02,                    A, -1.7964021133506e+00, -1.3774671329555e+00,  3.0647366546588e+00,                    B, -2.2222682473399e+00, -1.1736340548916e-01, -1.1239390786981e+00,                    A, -1.4387137049249e+00,  1.6682169820262e+00,  1.9236856831976e+00,                    B, -9.3025586880338e-01, -9.9193013538977e-02, -2.1123844345204e+00,                    B,  1.9830671542722e+00, -2.1043365973989e+00, -6.1962401909235e-02,                    B, -7.5056269123656e-02,  9.9831556474307e-01, -1.6924588214515e+00
                    A,  1.1256317790114e+00,  1.1868452399849e+00,  9.8245571480030e-01,                    A, -3.3631630562465e-01,  2.1662959856392e+00,  1.5482855476071e+00,                    B, -1.5649887076131e+00, -2.1158900237538e+00, -2.4294357484336e+00,                    A, -1.6658869713319e+00, -6.3089509478486e-01,  1.9971129419101e+00,                    A, -3.2004595591572e-01, -4.1073065344727e-01,  2.4877951486539e+00,                    B, -2.8724987569584e+00, -8.3253185743073e-01,  1.2294386301792e-01,                    A, -1.7058777656980e+00, -1.6127354982366e+00,  3.1256661184571e+00,                    B, -2.3386737092705e+00, -2.2529420840881e-01, -1.0027073158238e+00,                    A, -1.5732709115059e+00,  1.9871386138585e+00,  1.6239907375504e+00,                    B, -1.0899895718201e+00,  1.9862975356201e-02, -2.2154912120865e+00,                    B,  1.9832343590467e+00, -2.1800465825137e+00,  2.7070810142464e-01,                    B,  2.4936970693269e-02,  1.0134766970834e+00, -1.2824044854393e+00
                    A,  1.1576647682323e+00,  1.4011267458802e+00,  1.3618148243956e+00,                    A, -3.0534994536645e-01,  2.4527607771613e+00,  1.8705013510563e+00,                    B, -1.6685634749093e+00, -1.8870497368695e+00, -2.6090722953900e+00,                    A, -2.0840739092647e+00, -4.7709541023212e-01,  2.1702825766515e+00,                    A, -3.3768023358276e-01, -6.4881565257205e-01,  3.0793199772896e+00,                    B, -2.9406825151173e+00, -6.0521240041431e-01, -5.6296627850809e-02,                    A, -1.6080139881759e+00, -1.6748947698499e+00,  3.0231149019128e+00,                    B, -2.2716439020223e+00, -2.8878431111754e-01, -9.6688728629126e-01,                    A, -1.5346984045353e+00,  2.0854616923483e+00,  1.6522840098017e+00,                    B, -7.3854169598084e-01, -3.3857767723978e-01, -1.8208904478901e+00,                    B,  2.4291725126610e+00, -1.7830432091260e+00, -9.7489378620941e-02,                    B, -1.6834130588743e-01,  1.1895611983183e+00, -1.5572753692319e+00
                    A,  1.2615802422899e+00,  1.2952290622595e+00,  1.4698525886094e+00,                    A, -2.3977779704322e-01,  2.4357944653576e+00,  1.9178270003743e+00,                    B, -1.6763589284830e+00, -1.7752992932384e+00, -2.7678730583511e+00,                    A, -1.9173702465966e+00, -4.1646965588900e-01,  2.5409869645680e+00,                    A,  6.3292122270578e-02, -6.4858069853645e-01,  2.8709235874844e+00,                    B, -3.1147204305545e+00, -3.9930180171757e-01,  1.0352077722684e-01,                    A, -1.8716320418957e+00, -1.5088783622688e+00,  3.0838982784057e+00,                    B, -1.9482520313649e+00, -4.5754101449591e-01, -1.0043959669907e+00,                    A, -1.2853709761079e+00,  2.3731871501219e+00,  1.5034367196983e+00,                    B, -8.7322702485675e-01, -3.1541511552040e-01, -2.1061690845715e+00,                    B,  2.3529645529330e+00, -1.5140256454323e+00, -1.8366249223344e-01,                    B,  2.2494228563494e-01,  1.0017253337490e+00, -1.2916281684885e+00
                    A,  1.3896172212199e+00,  1.3477150124102e+00,  1.8326127355629e+00,                    A, -1.0251285327346e-01,  2.0397552165619e+00,  1.4750686406744e+00,                    B, -1.9558469588507e+00, -1.5734271156399e+00, -2.9724417473256e+00,                    A, -1.7889688465590e+00, -5.4270692860216e-01,  1.8867609567258e+00,                    A,  5.8094034869979e-02, -5.5323771561494e-01,  2.5873571666727e+00,                    B, -3.0785141639903e+00,  5.3541061310091e-02, -4.6562481133616e-02,                    A, -1.9856506952372e+00, -1.3999903762711e+00,  3.0318071377780e+00,                    B, -1.9512858588543e+00, -7.5319491293080e-01, -1.1378143453896e+00,                    A, -1.1055738946419e+00,  2.2079840243513e+00,  2.3218952445628e+00,                    B, -1.0440216061864e+00, -4.3722913487958e-01, -2.3109824097153e+00,                    B,  2.2036545252694e+00, -1.3293567437761e+00, -2.4649369670979e-03,                    B, -1.6456258683588e-01,  8.9001961624235e-01, -1.4103828883694e+00
                    A,  1.7248203397819e+00,  1.3145155964925e+00,  1.8480312681764e+00,                    A, -1.7890826223564e-01,  1.7527848703432e+00,  1.5292668884493e+00,                    B, -1.7657714641500e+00, -1.6817896713626e+00, -3.2016678367073e+00,                    A, -2.0871333258330e+00, -2.4033099610858e-01,  1.8868572650963e+00,                    A, -3.9215235454099e-02, -3.2960525805620e-01,  2.2913572625853e+00,                    B, -3.3809706824307e+00, -7.8636815620716e-02, -2.3396114451281e-01,                    A, -1.7674581349129e+00, -9.9857461134039e-01,  3.2146758666988e+00,                    B, -1.8083381904097e+00, -6.2011562645163e-01, -8.6953640225581e-01,                    A, -1.7079026353223e+00,  1.9828189766458e+00,  2.1494044184276e+00,                    B, -1.2574507873795e+00, -3.1312285148230e-01, -2.1205302313567e+00,                    B,  2.2964394087108e+00, -1.4250266455241e+00, -1.6507110468823e-01,                    B,  6.9558364527326e-02,  1.3547832377687e+00, -1.1491192294649e+00
                    A,  1.6177599296992e+00,  1.4073577689027e+00,  1.7078742638953e+00,                    A, -2.4003512862670e-01,  1.4553942868015e+00,  1.5364886235235e+00,                    B, -1.9896003147417e+00, -1.6002477649987e+00, -3.4604836234045e+00,                    A, -2.0380039731973e+00, -1.6324153623723e-01,  2.1054013433593e+00,                    A,  5.3445028528415e-02, -4.6208614172407e-01,  2.4819132446466e+00,                    B, -3.5202385645828e+00, -7.3044161729365e-02, -2.3657834209703e-01,                    A, -1.8636862878470e+00, -1.0152167076581e+00,  2.8281151379423e+00,                    B, -1.8685359918771e+00, -7.0181356178907e-01, -1.1277095699271e+00,                    A, -1.9825451502863e+00,  2.0917983592389e+00,  2.0868334163945e+00,                    B, -9.6941584512861e-01, -7.3188571690360e-01, -2.3121558089449e+00,                    B,  2.5383757671954e+00, -1.9649586032536e+00, -5.9019665836418e-01,                    B,  2.4617978460431e-01,  7.3213553334166e-01, -1.5525592810037e+00
                    A,  1.7384661336781e+00,  1.2566834034022e+00,  1.6794644943838e+00,                    A, -1.8376890156849e-02,  1.3939420435284e+00,  1.5783197152446e+00,                    B, -1.5050187125142e+00, -2.0450667785715e+00, -3.5570637826800e+00,                    A, -2.2674933057137e+00, -4.7430182559221e-01,  2.1130721332811e+00,                    A,  2.0363725986349e-01, -5.4756843839782e-01,  2.5963708952020e+00,                    B, -3.2691259334451e+00, -5.4378975138147e-01, -2.6347159841857e-01,                    A, -1.9576637319950e+00, -8.7525301210723e-01,  2.8510804787256e+00,                    B, -1.8486716141076e+00, -6.2740903055379e-01, -1.1819429037502e+00,                    A, -2.1928157635179e+00,  1.7910908006148e+00,  1.9379835051013e+00,                    B, -1.3573839274167e+00, -4.5221142876257e-01, -2.1534491875799e+00,                    B,  2.7109198948331e+00, -2.2139820709141e+00, -2.7973011289125e-01,                    B,  2.9510281471503e-01,  8.4192537184357e-01, -1.6964357393556e+00
                    A,  1.9622287565241e+00,  1.0603036856979e+00,  1.7931704356725e+00,                    A,  1.3054399721991e-01,  1.2637053062841e+00,  1.5131921480480e+00,                    B, -1.2364627066431e+00, -2.0363130123587e+00, -3.3742827956206e+00,                    A, -2.3844379905165e+00, -5.5028268343831e-01,  2.1687056957395e+00,                    A,  3.4820616586212e-01, -3.6106460308554e-01,  2.3098789099585e+00,                    B, -3.1286409008342e+00, -9.9683361251039e-01, -4.2437974864478e-01,                    A, -1.8467737839335e+00, -6.5596503145026e-01,  3.0701100217955e+00,                    B, -1.5193742462483e+00, -5.7010684715575e-01, -7.3149600736406e-01,                    A, -2.0698410901569e+00,  1.5396476909718e+00,  1.9694408093590e+00,                    B, -1.3934081387893e+00, -5.8960630912819e-01, -2.1457314445573e+00,                    B,  2.5852795183473e+00, -1.6537916644728e+00, -4.2642121982135e-01,                    B,  4.7609896596460e-01,  1.0002526531037e+00, -1.8156823069488e+00
                    A,  2.0915269105536e+00,  1.3593688530117e+00,  2.1799343597549e+00,                    A,  2.7388847081685e-01,  1.0118879421767e+00,  1.9578601594498e+00,                    B, -1.0910809068271e+00, -1.8271291805193e+00, -3.2993462684398e+00,                    A, -2.2421553507176e+00, -7.5783546403051e-01,  2.1191107517864e+00,                    A,  3.3322256132561e-01, -6.3331463182066e-01,  2.1217602022972e+00,                    B, -3.2963665966498e+00, -8.4599021656256e-01, -1.4013322902512e-01,                    A, -1.5951171416084e+00, -1.0775620976195e+00,  2.9735339447378e+00,                    B, -1.1843601762655e+00, -8.4800980409281e-01, -8.3634778290255e-01,                    A, -1.6424052386646e+00,  1.2838604258342e+00,  1.8947557532862e+00,                    B, -1.1275995000036e+00, -5.2264481583551e-01, -2.3659637333855e+00,                    B,  2.4010290602091e+00, -1.5165815625856e+00, -3.5307933307449e-01,                    B,  5.6734700830558e-01,  7.1118619910499e-01, -1.2240778248484e+00
