##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2,           p12 flavor,               p12 x0,               p12 x1,               p12 x2,           p13 flavor,               p13 x0,               p13 x1,               p13 x2,           p14 flavor,               p14 x0,               p14 x1,               p14 x2,           p15 flavor,               p15 x0,               p15 x1,               p15 x2
                    A, -2.4228230239776e-01,  4.0483350793900e+00,  2.5884894051620e+00,                    A, -3.3325171735721e+00, -3.9116848952550e+00, -2.7486564384941e+00,                    B, -2.3132767209668e+00, -3.7025286813863e+00,  1.0755712694959e+00,                    A,  3.2565665068299e-01,  5.8587627870449e-01,  8.7432239716649e-01,                    B,  3.3854275672037e+00, -8.1448462248627e-01,  1.0609711515099e+00,                    A,  4.7402619259818e-01,  5.5418584332820e+00, -3.9518835382690e+00,                    B, -1.6374583240739e+00,  1.5031079555201e+00, -6.8843011149825e-01,                    A,  7.1362527660109e-01, -3.8823059674656e+00, -1.5741762932017e+00,                    A,  4.7484312088196e+00, -1.9688851360622e+00,  1.5932949879487e+00,                    B,  2.0643984425598e+00,  1.7567711578588e+00, -4.5776095010912e-01,                    B, -1.9774652755916e+00, -3.8836940674071e+00, -2.0130305665916e-01,                    A, -4.3500592635201e+00,  1.6909737543460e+00, -4.8546129044997e-01,                    A,  1.0491608197964e+00,  7.4650175030793e+00, -1.4349528741062e+00,                    B,  2.3716113889850e-02, -2.0341187116237e+00,  2.4214872790320e+00,                    B, -4.3958271816547e-01,  8.3689718121031e-01, -2.8990968159798e+00,                    B,  5.6530951546117e-01, -3.2442799212043e-01, -2.7811435499549e+00
                    B, -6.7661205911322e-01, -1.9870734395599e-01, -4.6219044851584e-01,                    A,  4.3275457207972e+00,  1.6776953025075e+00, -8.4930387172037e-01,                    B, -6.5995017842707e-01, -5.6156286097089e+00, -8.2983858636337e-01,                    B, -1.2825382892777e+00, -1.1401654617344e+00,  1.3436205709382e+00,                    B,  3.5645650961138e+00,  3.7442691198378e+00,  1.5664024688089e+00,                    A, -3.9717404275094e-01, -3.2072629745220e+00, -1.4452148657711e-02,                    B, -3.8669564311228e+00, -4.0854154994008e+00, -3.4910859321053e+00,                    A,  7.1129253392799e+00, -2.7541080429080e+00,  3.0359618400445e+00,                    A, -2.6994761966727e+00,  2.1318265915555e+00, -1.7792421415145e+00,                    B,  1.7202602624164e+00,  3.0151022253122e-01,  4.8085718614713e-01,                    A,  1.6897560410691e+00,  3.5915401359929e-01, -1.5547558775148e+00,                    A,  1.5712256343866e-01, -1.2563541527565e+00,  1.6470158601220e+00,                    B, -3.0403585701449e-01,  3.3195643077237e+00,  5.7719038328563e-01,                    B, -3.1054522652953e+00, -1.1966234029656e-01, -3.8642114604731e+00,                    A,  2.7549832984875e+00, -6.6164423324906e-01, -1.3935426210403e+00,                    A, -1.1223309987054e+00, -2.2166142541341e+00, -2.0319619553413e+00
                    B,  1.9251765459286e+00, -1.8888473312520e+00, -9.4029268529650e-01,                    B,  1.5822284220438e-01,  2.0186191860603e+00, -2.6207440939704e+00,                    A, -2.4514836821599e-01,  3.6006083031588e+00,  1.2215637989699e+00,                    B,  3.4567517582829e+00,  3.6182506630953e+00,  1.4640883881874e+00,                    A, -7.6943969284130e-02, -1.2710337309547e+00, -8.3694214749413e-01,                    B, -1.2936364136684e+00, -1.2682198107164e+00, -3.4149380038217e+00,                    B, -1.3382118053028e+00,  2.4077254125727e+00, -1.7735696558589e-01,                    A,  3.5943881914276e+00,  1.2954175071724e+00,  1.6417991268334e+00,                    A,  3.5486680641770e+00, -2.2107931957523e+00,  8.6620553843034e-01,                    B,  1.4967992838828e+00, -3.0895463681372e+00,  8.9433036386412e-01,                    B,  1.4767823717723e+00, -1.9938963107807e+00, -2.1511655380418e+00,                    A, -4.4119994515841e+00,  6.6323432193155e-01,  1.6237680712024e+00,                    A,  2.6892873168981e+00, -7.3636296509288e-01, -1.6350995597631e+00,                    A,  1.9776622871877e+00, -3.1466403966943e-02, -4.4698660546280e-01,                    B,  3.1944674890345e+00, -9.7949850852277e-01, -4.4310048961023e+00,                    A,  2.5827016812484e-01, -1.9844654023094e+00,  1.2385273315696e+00
                    B,  3.6231834290099e-01,  1.4773924026605e+00,  2.4864659832231e+00,                    B, -5.1242312549495e-01,  2.0695940071986e-01,  2.7183033677632e-01,                    A,  2.2915699910261e+00, -1.8659378663107e+00, -8.8104929756003e-01,                    A, -1.3576246533392e+00, -2.9850740484895e+00,  2.7121658302567e+00,                    B,  2.6240440876494e-01, -4.6101685522596e+00, -9.8383970096054e-02,                    B, -4.9137079235115e+00, -6.0402221027075e-01,  7.5140827031200e-02,                    B,  3.1311391373799e+00,  3.8330595535788e+00, -6.6111419091953e-01,                    A, -1.8053501964532e+00, -1.1636171813102e+00, -3.6984788190986e+00,                    B,  3.0230393833382e+00,  4.1059753429239e+00, -3.3835509332488e+00,                    B, -3.4023213353030e+00,  3.0665998569663e+00, -5.3265590485279e+00,                    B,  4.0548443084934e-01, -8.0015141139757e-01,  6.1983287712090e-01,                    A,  8.2530488279276e-01, -6.8218176942353e-01,  4.6122705869798e+00,                    A,  3.3373176127661e-01, -7.7157528855643e-01, -6.2611378234412e-01,                    A, -2.1057558943871e-01,  1.9431039689929e+00,  8.3206609818925e-01,                    A, -1.6199496957434e+00, -5.3719092174574e-01,  3.1771957255206e-01,                    A,  9.4605816755281e-01,  2.0079012132722e+00, -1.9048537840242e+00
                    A, -6.4202613786616e-01, -5.1119980885603e+00, -2.3014063889182e+00,                    B,  5.3424502473955e+00, -2.9315600001908e+00,  2.1864346923507e+00,                    A, -2.2153038231140e+00,  1.1094318091244e+00, -2.4416551641761e+00,                    B, -1.3849798797564e+00, -2.4480603553252e+00,  4.5899117657971e+00,                    A, -2.1489505631390e+00,  1.8780273942406e-01,  8.7788742464700e-01,                    B,  4.3091949493729e-02,  4.0368534170842e+00, -1.9882673332649e+00,                    B,  2.1094108754606e+00,  4.4495260313951e+00, -6.5333707867545e-01,                    B,  4.1313288431726e-02,  5.8436146427746e+00, -1.5543357958240e+00,                    B,  3.0695768005358e+00, -7.0426597534152e-01, -1.8711093652832e-01,                    A, -2.6830251046053e+00,  2.7482204577284e+00,  3.6534421574102e-01,                    A,  2.7037033352252e+00, -5.5451836079965e+00, -1.1010219672120e+00,                    B, -2.5659197984551e+00, -1.6250900204052e+00,  3.6222620546426e+00,                    B,  3.5234471047503e+00, -1.3590908557431e+00,  8.3072435767026e-01,                    A,  1.9609765331339e+00,  3.8480992638500e+00,  1.3900065482520e+00,                    A, -2.6607150238566e+00, -5.8134614710618e-01, -2.4888832784023e+00,                    A, -1.4085119986955e+00,  2.0950088365829e+00, -4.2604975416093e+00
                    B,  2.2492642285447e+00, -2.1560790417259e+00, -1.2687199954150e+00,                    B, -1.4213445631611e-01,  3.0603092541975e+00,  3.9829378209400e+00,                    B, -2.9030240590172e+00,  6.5641847266691e+00, -3.6425507513549e+00,                    B,  1.6822421656304e+00,  1.8464002569609e+00,  6.8116143191400e-01,                    A, -4.2723215080618e+00,  2.8561577242208e+00, -1.8879493734357e+00,                    B,  3.4440058434282e+00, -2.9166267748467e+00, -2.2622440186107e+00,                    A, -2.3047690492986e+00, -2.1253567685496e+00, -1.4117646660025e+00,                    A,  1.0175950887546e+00, -1.2008035129677e+00,  1.2710854390201e+00,                    B,  1.6406150901505e-01, -2.4914237676904e+00,  1.5954323712029e+00,                    A, -4.6343424077548e+00,  1.6552348638958e+00,  3.2718996525561e+00,                    A, -2.1464601106781e+00,  2.0395481801664e+00, -1.1215195191883e+00,                    A, -2.8980374813333e+00, -5.0607999966299e+00, -2.8929631141555e+00,                    A,  7.4824052025486e-01,  1.0169340258011e+00, -1.3174179937928e+00,                    B,  2.8349589363709e-01,  3.0432255267478e+00,  1.0456219199977e+00,                    B, -9.5131899666623e-01, -1.7419920236076e+00, -3.6616664816070e+00,                    A,  7.0693093359733e-01, -4.4257686929259e+00, -3.7246149748033e+00
                    A,  2.1436066557835e+00,  4.2205266686272e+00, -2.1624767158858e+00,                    A, -5.5993271234178e-02,  5.4939993394374e-01, -2.0972374224189e+00,                    A, -9.3921858262833e-02,  1.5286878744061e-01,  2.1839514967921e+00,                    B, -2.4219244066337e+00,  1.1694657358457e+00, -3.5669389140075e+00,                    B,  3.5996011498157e+00,  1.8518947224784e-01, -2.3399524313489e-01,                    B,  2.9309662617704e+00,  2.8392966090736e+00, -9.2334776452179e-01,                    B,  2.2634318364170e+00,  7.6516724161520e-01, -3.1465563233469e+00,                    A, -1.2004624329486e+00, -1.2807517184290e+00,  9.1221996891725e-01,                    A, -2.5746278899129e-01, -1.1057523390170e+00, -2.6457963884138e+00,                    A,  2.1605921008354e+00, -4.0650319232491e+00,  9.8690041468282e-01,                    B, -1.5069725709928e+00, -4.5659790208444e+00,  5.6245257872088e-01,                    A, -3.1351744802886e-01,  8.7341657866935e-01, -4.6675106844037e-01,                    B, -6.9585695159561e-01,  1.8775495370077e+00, -2.3082477710385e+00,                    B, -1.6309269769473e+00,  4.4832347939887e+00,  3.6596050969101e+00,                    B,  4.1855909844219e+00,  3.3463816472606e+00, -1.3729565704879e-01,                    A, -5.6210139072125e+00,  2.3392722463805e+00,  2.3449917038146e+00
                    A, -2.5151040030349e+00, -3.7753346418115e+00, -2.4100510977786e+00,                    A,  2.1768611564685e+00, -5.2661389748734e+00, -2.1105016652340e+00,                    B,  4.7987092216247e+00,  3.2818904550095e+00,  2.3970314440768e+00,                    B,  1.8491182907129e+00, -3.6727182880852e+00, -2.0413634112862e+00,                    B, -2.9365400629103e+00,  3.3479213576609e+00, -6.4309329103878e-01,                    A,  1.1475876138946e+00, -1.1092035329260e+00, -1.9005626143070e+00,                    B,  3.2266454250917e+00,  2.1653523501321e+00, -1.3148555831873e-01,                    B,  2.1940228088912e+00, -5.5721883582824e+00,  3.3486419906793e+00,                    B,  9.5752307441795e-01,  1.2558229883766e+00, -2.4788153737534e-01,                    A, -1.0106706016736e+00,  4.3909393739957e+00, -7.0443297686491e-01,                    B,  4.7687146627215e+00, -2.2406530373995e+00,  2.2149866131337e+00,                    A,  1.1851453652719e+00, -4.8383944132203e+00,  6.3116898330455e+00,                    B, -1.1858117865319e+00, -9.7877964814637e-01, -2.8525641930180e+00,                    A, -7.1930564314985e-01,  3.4991076212179e+00, -3.2741258379423e+00,                    A, -1.7233310207525e-01, -4.2241250215367e-01,  1.9580900471540e+00,                    A,  3.1685290525903e+00,  2.0216801133772e+00,  1.4575638523578e+00
                    A,  2.3046542674146e+00,  3.4520291312860e+00, -1.8476616793626e+00,                    A,  4.0142385643723e+00, -5.4813943267397e-02,  2.4985084138686e+00,                    B,  1.2753797798895e+00, -1.3209947361301e+00, -3.6434866165988e+00,                    A, -8.8839090127139e-01, -4.5400031331003e+00, -1.9174470255059e+00,                    A,  6.5769683387246e+00,  1.2347137787414e+00, -1.1921742090948e+00,                    B,  1.2759267598490e+00,  2.5414300149160e+00, -3.3265349570129e-01,                    B,  2.4645901165945e+00, -1.9131339752979e+00,  3.0769654473348e+00,                    B,  1.5911569462106e+00, -2.9538686753528e-01, -1.7787355099505e+00,                    A, -3.0769545275633e+00, -2.5802197960238e+00, -1.0684082635652e+00,                    A,  3.8315063837535e+00, -1.9721594808122e+00, -3.4022595703279e+00,                    B, -6.2962017167754e-01, -9.1043774514568e-01, -1.8970103957808e+00,                    A,  2.0911536753409e+00,  5.2553525430831e+00,  5.4594231933759e+00,                    B,  4.3180749477318e+00, -8.9856549947925e-01,  1.0017368631939e+00,                    A, -1.7820115261239e+00,  1.6197708185927e+00, -1.5265892941663e+00,                    B,  1.4670334839285e+00, -2.0403682666271e+00, -1.6270828641612e+00,                    B, -7.0301019385292e-01,  5.7105618991581e+00, -2.9653381763596e+00
                    A,  1.1831197047140e+00, -2.4250762656540e+00, -2.0437649998351e+00,                    A,  1.9698928615799e+00, -3.1193765378013e+00,  3.0030698047552e+00,                    B,  3.4263632238747e+00, -1.1378563489698e-01, -1.3460295210568e+00,                    A,  6.8767155142340e-01,  2.2098107778025e+00,  3.5330461029663e-01,                    A, -3.5807942805296e+00, -1.1642781683376e-01, -4.5840659399285e-01,                    A,  1.2478013228152e+00, -2.0202004957124e-01, -2.5048350327496e-01,                    B, -4.3690900661877e+00,  6.4349384436467e-01, -2.8634222636202e+00,                    B,  2.9191021273222e+00,  1.7474416506272e+00,  2.5841683304438e-01,                    B, -1.5044597536709e+00,  2.1621445387327e+00, -5.1375172914617e+00,                    B,  9.6543321218198e-01, -5.3227361258758e+00,  2.3415658147155e+00,                    B,  3.5078151315402e+00, -2.7334726649157e+00, -2.8180124566068e-01,                    A, -3.2427751872279e-01, -4.2599740540000e-01,  3.4179887355642e+00,                    B, -3.3677107117778e-01,  3.0067672054157e+00, -1.3544962529640e+00,                    B,  4.4464045977425e+00, -5.5767999066634e-01,  4.4439325233469e+00,                    A,  7.3944910768076e-01, -1.7904012529282e+00,  4.8828536416565e-01,                    A, -1.5193566247155e+00,  2.4911557009645e-01,  4.2803399125013e-01
