##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2
                    B,  1.6224884094131e-01, -1.7107017560865e+00, -8.1314533211060e-01,                    B,  9.8884798612252e-01,  6.7262355867328e-01,  1.0304399803567e+00,                    B, -5.3209280149360e-02, -3.6193947280446e+00, -9.3911334231114e-01,                    B, -1.5880022987918e+00, -1.5058310630821e+00,  2.3014509072558e-02,                    B, -2.2618965883413e-02, -1.2562789526350e+00,  4.1446655313958e-01,                    A,  7.3394153659437e-01, -6.8065826008278e-01,  1.5201212693038e+00,                    A,  1.0172410933095e+00,  1.1097806507092e-01, -1.4303174882426e+00,                    A,  5.3532617981160e-02, -4.5735612885807e-02,  1.0085401455148e-01,                    A,  9.8892432358665e-01, -1.9757047911873e-01, -1.6443964435725e-01,                    A, -1.8534114992098e+00,  7.5914901782982e-01,  1.7869283372803e-01,                    B, -6.7232109432084e-01,  5.8696323680523e-01,  1.3301320833329e+00,                    A, -4.4528191735211e-01,  1.5241010811094e-01, -1.9574431800849e+00
                    A,  8.7080819683243e-01,  1.5539218935097e-01, -2.7488653746236e+00,                    A,  8.3976804029769e-01, -1.3414516350956e+00,  1.1428883250933e-01,                    B,  1.0866942309073e+00, -4.1438571532555e-01, -7.1325227417415e-01,                    B, -1.4250468218602e+00,  1.6414063098719e-01, -6.3341212578012e-01,                    B, -2.6213706574423e+00,  6.6404908560043e-01,  8.4660504842892e-03,                    B, -1.2030337848221e+00, -1.0558152268292e+00,  1.4566022548896e+00,                    A,  1.1430607481086e+00,  1.3379270176825e+00,  7.2448622709357e-01,                    A,  4.6250319742740e-01, -1.4041330720446e-01,  4.0813100641903e-01,                    A, -7.4461030831075e-01,  1.0055273514940e+00, -1.4083830923653e+00,                    B,  2.0317916193026e+00, -5.6903824416529e-01,  4.8253790789663e-01,                    B, -6.4654530014740e-01,  7.8868848050395e-01,  1.7735829259388e+00,                    A, -7.1754249984973e-01, -1.4595683437613e+00, -4.2321587201274e-01
                    B, -1.2292193977910e+00, -5.3720342110717e-01, -4.2538440479751e-01,                    B, -9.4284991096994e-01, -1.5712752160813e+00, -6.4370042541954e-01,                    A,  1.4955084021766e+00, -2.2568653789058e+00,  1.1337494445778e+00,                    B,  2.2920327296424e+00,  1.4251397461749e+00,  1.7660704767340e-01,                    B, -1.9457824943198e+00,  1.5477927773075e-01,  3.5185347851118e-01,                    B,  9.7533584425279e-01, -3.3115541440462e-01, -2.4374347228940e+00,                    A,  8.8205987399067e-02,  9.0013925848250e-01,  2.4970667693001e+00,                    A,  2.0336518771309e+00, -1.2059510760971e+00, -4.9209603289851e-01,                    A,  3.8157744194830e-01, -6.1207460853784e-02, -8.9967665866168e-01,                    A,  1.2413955900810e-01,  9.6225367833856e-01,  4.4262792903183e-01,                    B, -9.2732061710172e-01,  1.1469789311777e+00, -1.2896944763692e+00,                    A,  1.0774849294221e+00, -1.8426958217470e-01,  1.3504432916117e+00
                    A,  2.3657570856920e+00, -2.0855188997321e+00, -7.4246627807085e-01,                    B,  2.7738434788441e+00,  7.1272960720394e-01,  1.8276507629921e+00,                    B,  8.3089707324308e-01, -1.9683916188195e+00, -9.5439608856519e-01,                    B, -1.7759634311193e-01,  1.9601216809912e+00,  3.1325146807757e+00,                    A, -7.8108974856830e-01, -2.1546330403522e+00,  1.5715971280604e+00,                    B, -2.4468667160936e-01, -7.6387892974869e-01, -5.7252507086517e-02,                    A, -1.8479285736536e+00, -7.9190934999280e-01, -4.5284655211429e-01,                    B, -1.7590826857619e+00, -3.5735282403734e+00,  1.0339970828776e+00,                    A, -8.6962126123198e-02,  5.8438450818128e-01,  2.3074339202637e+00,                    A, -1.3246729771107e+00,  2.2460502691891e+00, -1.5565005642718e+00,                    A,  9.8531505539666e-01, -2.0724302391513e+00,  7.2241892361668e-01,                    B,  1.5274887468704e+00, -6.8517633862408e-01,  2.9647840197184e-01
                    B,  1.9805913084134e+00,  1.2033483280313e+00, -2.1466275269863e+00,                    A,  1.5740558731879e+00, -2.5632869588265e+00,  1.8893958267442e+00,                    A,  3.4108840344781e+00,  1.8140216446606e+00,  2.1306977781203e+00,                    A,  2.5222446540862e-01, -5.1943023607348e-01, -8.8228878864379e-01,                    A, -3.0925755736860e+00, -2.5115250442725e+00,  8.7561359199836e-01,                    B,  5.5959150496010e-01,  1.1344065386862e+00,  6.7353840426631e-01,                    B, -1.8112959398150e+00, -9.3313136270841e-01, -1.3310304978564e+00,                    A, -9.0878973395766e-01,  1.5173776487691e+00,  6.5822936713604e-01,                    A,  9.2677148412143e-01, -1.1931751895085e+00,  1.9359672555724e+00,                    B,  7.7750308454038e-01, -2.4314980875224e-01,  4.0140179737697e-01,                    B, -1.1264156479339e+00,  1.8096901541293e-01,  1.3550983790749e-01,                    B,  2.2203646457381e+00, -1.1702079012633e+00,  4.0283433177516e-01
                    A, -1.0369977407479e+00, -1.7851617243667e+00,  2.8185469225213e-02,                    A, -7.7300461138863e-02,  1.3303636486792e+00,  5.2840690407337e-01,                    B,  6.3975046958299e-01,  2.3258652035716e+00, -6.3677936145075e-01,                    B, -6.2445006209063e-01, -1.6649456274754e+00,  1.5356002068412e+00,                    A, -2.9969106911839e+00,  8.7021255796072e-01,  3.4704916927211e-01,                    A,  8.2260737907965e-01,  1.0169220559924e+00,  5.5469800683984e-01,                    B,  2.0724031247654e+00, -7.5299486232916e-01,  8.2798484066426e-01,                    B,  1.2256305690152e+00, -7.8571733069638e-01,  1.7547644400882e+00,                    A,  1.1712668064066e+00,  9.9885988708880e-01, -1.7111040401028e+00,                    B, -3.3741831930661e-01, -9.3649829742034e-01, -3.1349380762919e-01,                    B, -4.6736963619988e-01,  4.2737171499614e-01, -6.2541631500180e-01,                    A, -4.7216195037025e-01, -3.0682560977081e-01, -1.7124238232359e+00
                    B, -1.5030892952081e+00, -5.8820756515840e-01, -3.0420382176669e-01,                    A,  5.2670781195616e-01,  7.2754364196951e-01, -2.8647128687955e+00,                    A,  2.6607150374005e-01,  2.5855198464348e+00,  6.4662255821269e-01,                    B,  3.5441153185799e+00, -6.1836464262521e-01,  7.5550643855210e-01,                    B,  1.3921523386446e+00,  1.6607630340427e+00,  1.4701821532281e+00,                    A, -9.5563857500647e-01,  4.1140400364683e-01, -4.6280763649315e-01,                    B, -1.1606549409954e+00,  8.2470266397311e-01, -1.6250666958291e+00,                    B, -1.4907680924605e-01, -3.0370697974804e-01, -1.3110650954613e+00,                    B, -1.2290834908134e+00,  1.3878109779323e+00,  1.2452964632277e+00,                    A,  9.1017504017977e-01, -1.4593047361030e+00,  1.6903395893606e+00,                    A, -2.4884717929980e-01, -1.2444830595469e+00,  4.2968580826554e-03,                    A,  1.9625533879156e+00, -1.1505827304918e+00, -8.2356535409233e-01
                    B, -7.4573137801393e-01, -2.2403410984012e+00, -4.4388907673982e-01,                    A,  3.5300137558622e+00, -1.1179173206942e+00,  1.3544007499589e+00,                    B, -1.8375628871116e+00,  6.2440683754910e-03,  4.1098095579692e-01,                    B,  1.7560864610635e+00,  2.5646157290371e+00,  3.2667767304172e-01,                    A, -4.5706896989064e-01,  2.3570619582201e+00,  3.4484798445846e-03,                    B, -8.6508130130369e-02, -2.5422303742960e-01,  1.6535826838141e+00,                    A,  5.4582680292715e-01,  2.6466860824430e-01,  6.5704428444613e-01,                    A,  2.1973846129350e+00,  1.0460824183729e+00,  4.1741056633299e-01,                    A,  1.1047255021921e-01,  1.6857617235309e+00, -1.0653057737931e+00,                    A,  2.6720862770900e+00,  5.5738983528323e-01,  1.3375367858727e+00,                    B, -2.8652767786355e+00,  4.8427141029283e-01,  1.5024453142134e+00,                    B, -1.5092596743026e-01, -1.9398958922418e-01, -6.3095208780134e-01
                    B,  2.2505691322365e+00,  6.2805079877022e-01,  1.8302232408279e+00,                    A,  1.4789526600048e+00,  1.2586799625880e-01, -1.9791326361021e+00,                    B,  1.4832260539162e+00,  2.5217340935629e+00, -1.1253625749715e+00,                    A,  6.3182678756477e-01, -6.4121741736615e-01,  9.0171467342008e-01,                    A,  4.5362754101353e-01, -1.8669809850976e+00, -8.0428025419086e-01,                    A,  7.3632709274137e-01,  8.6685038786251e-01,  4.5439570662134e-01,                    B, -2.0077153106813e+00,  1.3725763816841e-01, -2.3655103627465e-01,                    B,  1.3506155631208e-01,  5.2477338624087e-01, -7.1331455958405e-01,                    A, -1.0081309067142e+00, -1.7206299513750e+00,  7.2649482095479e-01,                    B, -2.0114631811088e+00, -2.6494481390321e+00,  4.9936878570938e-01,                    B,  1.4020886520740e+00, -4.0017587439186e-01,  2.0746465693349e+00,                    A, -3.3849399559058e-01,  1.9951229315768e+00, -2.0363164329182e+00
                    A, -1.5516014196505e-01, -1.2941160317178e+00,  1.8499548087368e+00,                    B,  8.3548141966596e-01,  9.6295171643457e-01, -1.1467235800384e-01,                    A,  7.8419022806168e-02,  2.0765409156080e+00, -9.5657113838914e-01,                    B, -1.6930803917242e+00, -1.5632189879654e+00,  1.1132423472992e+00,                    B, -9.7947064154564e-01,  2.2003124254807e-01,  6.8481572266464e-01,                    A, -5.4192120967554e-01,  1.7531346214379e+00,  8.5256387330341e-01,                    B,  1.8306121013812e-01, -2.3311554514883e+00, -9.4369917614115e-01,                    A, -2.1239381639974e+00,  1.2638607276415e+00, -1.3808392557366e+00,                    A,  2.1004991567738e-02, -7.9512755864347e-02, -3.0341618570432e+00,                    A, -6.6115015966800e-01, -5.2834152528404e-01,  3.2171333205182e+00,                    B, -1.6686079657947e+00,  1.0414007938211e+00, -2.1470936536780e-01,                    B,  3.2418536351441e-01, -9.5430563682846e-01, -1.7904102338703e-02
