##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2,           p12 flavor,               p12 x0,               p12 x1,               p12 x2,           p13 flavor,               p13 x0,               p13 x1,               p13 x2,           p14 flavor,               p14 x0,               p14 x1,               p14 x2,           p15 flavor,               p15 x0,               p15 x1,               p15 x2,           p16 flavor,               p16 x0,               p16 x1,               p16 x2,           p17 flavor,               p17 x0,               p17 x1,               p17 x2
                    B,  6.8155197478250e-01, -9.5150459747755e-01,  1.0431590088771e+00,                    A,  1.4518995121788e+00, -1.7859533504382e+00,  2.2970150149834e+00,                    B, -3.2910267057609e-01,  1.5920656407660e+00,  1.6638768066332e+00,                    A, -1.1920028760307e+00,  8.8646893512808e-01,  9.6596052960583e-01,                    A,  7.3392967251321e-01,  2.3386632072651e+00, -1.6449141019399e+00,                    A,  3.1786991979184e-01,  2.7036654786813e-01, -1.2471342442093e+00,                    A, -7.5619615960970e-01,  1.7739803736355e+00, -9.3977020924819e-01,                    A,  4.0160660089685e-01, -3.1657815456131e-02,  1.3510208292632e-01,                    B, -2.2567682343139e+00, -7.3778857111091e-01, -1.0178993610605e+00,                    B,  8.6199927524745e-03,  4.7566125637799e-01,  2.2997665974077e+00,                    B, -2.7637437239608e+00,  9.6855311649208e-02, -6.4981117332068e-02,                    A, -3.7113123993866e+00,  7.1936408098245e-01,  4.6770757505349e-01,                    B,  1.3776728888491e-01, -1.7332189770462e+00,  7.7944409954406e-01,                    B, -7.0687489932679e-01, -2.3451785897769e+00, -1.1692378647784e+00,                    A,  1.5623965239083e+00,  1.4224049946660e+00,  1.6833436480171e+00,                    B, -1.5681716799895e+00, -9.8912693836534e-01,  5.0610570062027e-02,                    B, -2.4877631364402e+00,  1.4994554095205e+00, -8.9049133443960e-01,                    A,  1.8854931041657e+00,  7.1241872824499e-02, -4.9172315599451e-01
                    B,  2.6953642692864e-01,  1.3811936152539e+00, -4.3647154585369e-02,                    A, -6.9235345641886e-01, -6.6459163553233e-01, -2.3458759144398e+00,                    A, -7.4692862621189e-01,  1.5852113242222e-01,  1.1343317672522e+00,                    B,  7.7612849655421e-01,  1.0808068941370e-01, -5.2016953818738e-02,                    A, -4.3356617668538e-01,  1.4782492502233e+00, -1.5384703786989e+00,                    B,  2.0249804945148e+00,  2.3278906246462e+00, -1.4163198292609e+00,                    B,  5.5775281589185e-01, -1.1506327135207e+00,  2.2084791361322e+00,                    B, -4.7085762760659e-01, -5.8054245206650e-02, -5.1845431077164e-01,                    B,  1.5464445262558e+00, -2.7883815595844e+00,  1.0421143734655e-01,                    B,  1.7498577740709e+00,  4.5571424625648e-01,  1.3615676305353e+00,                    B, -2.0202654874671e+00, -8.3200688223200e-01,  7.2430638493985e-01,                    B, -2.5867536432261e+00,  1.0962632059356e+00, -1.2814342274136e+00,                    A,  2.0657461705367e+00,  8.1963559712640e-01, -8.3785382077357e-01,                    A,  4.1623653525756e-01,  4.7125855315609e-01,  2.5620533409680e+00,                    A, -1.9792978663672e+00, -1.1511926846384e-01, -7.6347407846658e-01,                    A, -1.5411270429255e+00, -1.4649036014123e+00, -9.7183257184526e-01,                    A, -5.3794925679367e-01, -2.2079374371470e+00,  4.7825519188460e-04,                    A,  1.5696323732386e+00, -5.4309760800596e-01, -9.6525436280530e-01
                    A,  9.6288511830726e-01,  6.2776016196779e-02,  8.7426130870974e-01,                    B,  1.3473297397013e+00,  1.6992557696805e+00, -4.0426973485163e-01,                    A,  7.2108297474791e-01, -2.6999256365856e-02, -1.7212688942612e+00,                    B,  5.7186784195197e-01, -1.0524120252103e+00, -2.3510862905872e+00,                    A, -5.7958983720142e-01, -4.0984049977988e+00, -1.8296085397229e-01,                    A,  4.3205177605581e-01,  4.3100106909135e-01, -2.9966508473893e-01,                    B,  8.1226696881236e-02, -2.1142415908992e+00, -6.0462190925129e-01,                    A,  2.0634057853739e+00,  3.3897314900785e-01, -2.1252439582398e+00,                    A,  1.4257551901244e+00,  6.1299301630682e-01,  1.5906637595835e+00,                    B, -1.1943648942028e+00, -1.6266675707719e+00,  1.2204698366920e+00,                    B, -1.1239539921211e+00,  1.0811839308727e+00, -1.0391250362568e+00,                    B, -6.4124891971735e-01,  2.6033552916878e-01, -5.6844010808422e-01,                    B, -2.0517501233699e+00,  2.8816855749557e-02, -2.5115819193646e-01,                    B, -1.0587899351623e+00, -2.1487248249046e+00,  2.0718080369187e-01,                    A, -1.4189488709375e+00, -1.1450377662739e+00, -1.6212346462495e+00,                    B, -1.2585936741586e+00,  8.9300527085749e-01,  2.1988542183785e+00,                    A, -6.0349762055207e-01,  2.4717166754095e+00, -1.0696596486371e+00,                    A, -1.2513437577180e-01, -8.0928416269763e-01,  4.0917700518492e-01
                    A,  9.3255475098759e-01,  4.3811456423395e-01,  4.6906136724004e-01,                    A, -2.2549344716337e+00,  1.3710793739156e+00, -1.9051415731840e+00,                    B, -1.0966880419255e+00, -1.4626681821674e+00, -1.6565539336130e+00,                    B, -1.0472964435770e+00,  1.8071703872088e+00, -3.9082053069455e-02,                    B,  6.5264345281345e-01,  1.1275423594743e+00,  2.0111873571149e+00,                    B, -1.3917640365737e+00, -3.1046565537208e-01,  1.3477967324392e-01,                    A, -3.4340382378334e-01, -2.8170374027144e+00,  5.3225540605737e-01,                    B, -1.4836132174883e-01,  9.6031330044759e-01, -1.4228823169007e+00,                    A, -3.7478487321664e-01,  1.4981000492556e-02,  1.1335228941581e+00,                    B,  1.7896259557540e+00,  8.5854390258657e-01, -7.1172203598985e-01,                    B, -1.0632601841512e+00,  3.5577370402288e-01,  2.2046303417022e+00,                    A,  1.3887551513296e+00, -1.6801935031030e+00,  1.0545889264285e+00,                    A,  4.6700523029504e-01, -9.7513419686339e-01, -2.3205375854340e-01,                    A, -3.4639733988834e+00,  1.3139790923986e-01,  1.4518457830009e+00,                    B,  1.0657108744048e+00, -1.4986355027727e+00, -2.1215648906220e+00,                    A,  2.1248735859561e-01,  6.5667174467421e-01, -3.5492030761967e+00,                    B, -5.5911251607797e-01, -2.0291656250831e+00, -4.2941880234011e-01,                    A,  9.8961847252863e-01, -2.9057349130232e-01, -3.4595963565569e+00
                    B, -9.6737762768090e-01, -2.8720211162686e+00,  1.4255664607821e+00,                    B,  2.4219544619389e+00, -5.9364230190432e-02, -6.0928355145365e-02,                    A,  8.2377082144039e-01, -1.9743364926466e+00, -1.9956989211533e+00,                    A, -1.8256769879687e+00,  6.3898508575600e-01, -1.1123098338455e+00,                    A,  2.1647010710479e-01,  9.1040873613253e-01,  7.5825513755120e-01,                    A,  4.2200125593477e-01,  1.6828772902970e+00, -2.3640812206743e+00,                    A, -1.8935182519459e-01,  1.2526357523585e+00,  3.0858872573291e+00,                    B, -1.0186416828474e+00,  1.4002120753769e+00, -2.2348883650242e+00,                    B, -7.0679217238704e-01, -1.7522784198899e+00,  6.1243892350123e-01,                    A,  1.4286742064399e+00, -8.1963514386851e-01,  4.9965795917354e-01,                    B, -5.0855048552918e-01,  4.3924640449125e-01, -2.3148809250818e+00,                    B,  1.4308304995022e+00,  9.7917866260586e-01, -3.0300744071484e+00,                    B, -1.1367852016260e+00, -5.1472339984902e-01, -3.0055486493009e-01,                    A, -1.7851654016970e+00, -7.2904083017217e-01,  1.2397770814415e+00,                    B, -5.2391689691146e-02, -9.5667023574133e-01, -9.3042515861222e-01,                    A,  2.4532302891399e-01,  2.3170763948702e+00,  4.9423436706838e-01,                    B, -3.1931003670956e+00, -8.9053301311593e-02, -3.6460019111780e-02,                    A, -1.9749769644631e+00,  1.0083441071326e+00,  5.7883827562150e-01
                    A,  2.3502599976418e+00, -5.6969172019231e-01,  1.0521572337822e+00,                    A, -3.0262254956605e-01, -6.3259461819822e-01, -3.7139694132025e-01,                    A, -2.7067090946265e+00, -3.4826449559430e-01, -2.6799629188790e-01,                    B, -2.4234493349039e-01, -4.5970830579691e-01, -1.8364183021693e+00,                    A, -6.9887659651916e-01, -1.8373145822288e+00, -8.1392888025813e-01,                    A, -1.5266856685800e+00, -7.5807393093819e-01, -4.3019083386603e-01,                    A,  9.4134885993894e-01,  1.5507528173050e+00, -1.9628659943477e+00,                    A, -5.0760942280172e-01, -2.1455523978773e+00,  1.1129106115726e+00,                    B, -5.0381194952436e-01,  1.8008084212836e+00, -1.6684517518149e+00,                    B,  2.2796618144490e+00, -9.3374923811439e-01, -2.0502148302889e-01,                    B,  1.4550772087206e+00, -7.9642443888204e-01, -1.4429301084476e+00,                    B,  1.2352718237616e+00,  9.0250638275400e-01,  6.7789166887156e-02,                    B, -2.7156896843490e-01,  1.8080630853719e+00,  6.2524793178692e-01,                    A, -1.7799233857724e+00,  1.1532519592129e+00,  8.6708882949912e-01,                    A, -3.1421279904345e-01,  4.0688060158356e-01, -2.3958069350672e+00,                    B, -6.9953365186336e-01, -1.1868582518422e+00,  2.8414341976119e+00,                    B, -2.0083678999447e-01,  1.4799819060605e+00,  2.2921434271439e+00,                    B,  9.2572482198217e-03, -9.7602159525332e-01,  1.1608371814452e+00
                    A, -1.1478537430742e+00,  1.1627248496311e+00,  1.7469691336142e+00,                    A, -2.1553421040158e-01,  1.7031195089915e-01, -9.7955470829035e-01,                    B, -5.6836804724155e-01, -9.9138352838844e-01, -1.4891629470036e+00,                    B,  2.3149494943862e-01, -4.0655410484665e+00, -1.3619701313733e+00,                    B, -1.5699895965315e+00, -1.5903932934614e-01, -1.4123667755910e+00,                    A,  1.1630362547525e+00, -1.0193619950750e-01,  2.4081002362165e+00,                    B,  5.6800505041557e-01, -3.8836355202007e-01, -4.8425030080924e-01,                    A,  3.6782017719138e-01, -1.1756162273010e+00, -2.1953019858806e+00,                    B,  1.0447086274470e+00,  6.0315947955224e-01, -1.5947585372342e+00,                    B,  1.5137074598926e+00,  1.7940819997632e+00,  1.1661849786951e-01,                    A,  1.2513458294037e+00, -1.9616709159616e+00,  1.6759059502585e+00,                    B,  1.6807168745631e+00,  2.3902274308247e-01, -8.4660264146353e-01,                    A, -1.9841609373880e+00,  2.0855544613788e+00,  9.3855433262395e-01,                    A, -2.8928813938923e+00, -2.2592449687769e+00,  1.1980390368535e+00,                    A,  2.1402047723991e+00,  1.3901053743440e+00,  2.2608583593561e+00,                    B,  1.1442541015569e+00, -1.5298477990588e+00, -7.1469065046882e-01,                    A, -7.8983387301290e-01, -8.8155330642054e-01,  3.7135638656531e+00,                    B, -2.1751191618986e+00,  8.2271463769536e-01, -1.2456551291022e+00
                    A,  3.3150298118676e-01, -1.1479716065888e+00,  2.2337319474079e+00,                    A,  1.8602326326123e+00, -2.9949728768057e-01,  2.6227090361976e-01,                    B,  1.1818695285346e+00, -1.4593120573207e+00,  1.5950064778361e+00,                    A,  6.0492611825471e-01, -1.1811717593390e+00, -1.5684112565031e+00,                    A, -2.1760028302629e+00, -1.4153891022689e-04,  1.0611857359278e+00,                    B, -1.6342269519665e+00,  1.3215909964041e+00, -5.7816233975187e-02,                    A,  1.3391925855830e+00,  1.1636679212177e+00,  6.5590252596243e-01,                    A, -1.4701235085208e-01, -2.9207231034186e-01,  6.3017724333046e-02,                    B, -2.3944668636614e-01, -1.8456012034570e+00, -7.4234062779436e-01,                    B,  1.8457137223581e+00, -9.9347426853939e-01, -1.4382472712916e+00,                    A,  4.7176962891039e-01,  2.7137840505344e-01,  2.9325794514379e+00,                    B,  2.1022430170667e+00, -3.6803303589499e-01,  1.5990150889741e+00,                    B,  1.6839642050631e+00,  1.5893467620545e+00, -1.5554071861462e+00,                    A, -7.5828809138774e-02,  2.5155494690883e+00, -3.9626891252408e-01,                    B,  6.2664832254168e-01,  2.1821440932025e+00, -2.6413461624980e+00,                    B, -1.3013288584573e+00, -2.8537654157466e-01,  1.7971273449868e+00,                    A, -1.2363435197365e+00, -1.0804636771220e+00, -4.7145697037322e-01,                    B,  3.8450039400348e-01,  8.8649289417198e-01, -6.6213739465888e-01
                    A, -4.1094061453753e-01,  1.9846733178691e+00, -5.0224935367300e-01,                    B,  2.6176422561093e+00, -2.6197097394670e-02,  1.3131211889754e+00,                    B,  1.3395481887111e+00, -2.3837495530191e-01,  8.6952554724225e-01,                    A, -2.3681769633622e-01,  4.3992134454641e-01,  9.7750563003109e-01,                    B, -1.7747009016764e+00, -1.2491769949421e-01,  2.5077319763156e+00,                    B,  1.7601887731865e-01,  2.5508427242574e+00, -1.6760007626674e+00,                    B,  1.6812371601852e-01, -1.5463878082007e-01,  3.4528968684258e+00,                    B,  1.0944814544823e+00,  6.5081638197940e-01, -2.1776907421023e+00,                    A,  1.8544019771607e+00, -1.8254121288061e+00, -1.0921201148871e+00,                    A, -1.0684536641908e+00,  1.2630151136522e+00,  1.8579662720034e+00,                    B, -1.3958054753703e-01, -8.4388585840228e-01,  2.2031161395302e+00,                    A, -1.5997039699125e+00,  2.2725929690624e+00,  1.1842203372558e+00,                    A,  2.7300925715953e+00,  1.7081157862368e+00,  6.3601430861929e-01,                    B, -5.5448303914225e-01, -4.7324131284255e-01, -2.4289008941329e+00,                    A, -3.1600731363194e-02, -1.0136775017748e+00, -1.0878073527370e+00,                    B,  7.9183529982958e-01, -9.1720708852874e-01, -2.9307362948731e+00,                    A,  3.4000910533699e+00,  1.0015493977138e-01, -4.5981141975178e-02,                    A,  2.8259280147939e-02, -1.1484357759481e-01, -5.0824290961075e-02
                    B, -8.2402021552205e-03,  2.2334327814508e+00,  1.1604314521363e+00,                    A, -3.2407800905757e-01,  7.3708252786859e-01, -1.6379378869663e-01,                    B,  8.7471698272788e-01, -1.7491780348248e+00,  4.3277002564617e-01,                    A,  1.1972585824055e+00, -4.3431322430355e-01,  1.6350667197855e+00,                    A, -7.6633080340660e-02,  8.3473303374475e-01, -3.3944860601603e+00,                    B, -3.8432719024842e-01,  2.2231523184050e+00, -1.5326443646782e+00,                    A, -1.4023222045940e+00,  2.6992807504847e+00,  1.9326571060892e-01,                    B, -1.7743039392417e+00,  3.4277684820694e-02,  3.6504859773805e-02,                    A, -2.2477772032617e+00,  7.7928660796216e-01,  1.2168645315268e+00,                    B,  1.3376373226093e+00,  1.0778317116021e+00,  1.9387823050532e-01,                    B,  1.2713576268606e+00,  1.1072347838826e+00, -2.2993106762157e+00,                    A, -1.1421476570507e+00,  2.1292255793187e+00,  1.4206945534136e+00,                    A, -2.0919201024469e+00,  6.8268483526591e-01, -2.4326929881766e+00,                    B, -6.9716600638389e-02,  7.6038219909324e-01,  1.9191505149491e+00,                    B,  4.2410817705993e-01,  1.8387539421940e+00, -5.9271539452530e-01,                    A, -2.1198599174378e+00,  1.4853475537893e+00, -4.0254472433774e-01,                    A, -1.5657014478977e+00, -1.6954920935519e+00,  1.1019283865168e+00,                    B, -4.1260674285156e-01, -1.4129326018903e+00, -1.5378366197832e+00
