##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2,           p12 flavor,               p12 x0,               p12 x1,               p12 x2,           p13 flavor,               p13 x0,               p13 x1,               p13 x2,           p14 flavor,               p14 x0,               p14 x1,               p14 x2,           p15 flavor,               p15 x0,               p15 x1,               p15 x2
                    A,  4.2259724882449e-01, -1.1171895201577e+00,  2.2964751453070e+00,                    B,  5.4414740330793e-01, -1.9460562131919e-01,  1.0505721029285e+00,                    A,  7.2785634082772e-01, -6.4772967499715e-01, -6.2804466627859e-01,                    A,  5.1356476547586e-01,  1.3446261515706e+00,  1.4900798996886e+00,                    B, -2.2190607523290e+00,  1.8363305122080e-01, -4.7548751797392e-01,                    B, -5.1134611351559e-01,  1.1474732271393e+00, -7.7097499867842e-02,                    B,  9.9108197258584e-01,  1.7762644071271e+00,  1.7539712891145e-01,                    B,  1.3200739805397e+00,  1.5172812441437e+00, -1.8569035716214e+00,                    A, -1.0218372596477e+00, -1.0074403925940e+00, -2.6641460229474e-01,                    A,  9.8484766594095e-02, -1.0174783719734e+00,  3.8703661883021e-01,                    A,  1.7270649671781e+00, -1.8495738150945e+00,  5.3163860042478e-01,                    B,  1.1808881382276e+00, -2.4003350521137e+00,  1.3181115106943e+00,                    A,  3.3745788073388e-02,  1.8232206782301e+00, -3.5716254469818e-01,                    B,  1.5166396402496e-02, -1.8299454583261e+00,  1.4018980588484e+00,                    B,  1.3327125104511e-01, -5.0445327563141e-01, -3.2308767011439e-01,                    A, -8.8041713875896e-01,  3.8844761667382e-01,  1.3033423114864e+00
                    A,  1.6814707199987e+00, -9.8933694836655e-01,  1.4910464818668e-01,                    B,  2.7111754561736e-01, -6.7900777596852e-01,  1.0494116859666e-02,                    A,  1.7617924640515e+00, -2.2062054140578e-01, -1.6875802582053e+00,                    A, -9.8796973990766e-01, -1.0374194572008e+00,  2.4761596809989e+00,                    B, -1.4164408574221e+00, -1.5212987549800e-01, -8.2233194258412e-01,                    A,  3.0214216607939e+00, -2.0610116558249e-01,  7.4576792413244e-01,                    A, -1.5923224009739e-01, -1.3271938775037e+00, -2.0792682565986e+00,                    B,  1.8175553628438e+00,  2.3408730082026e-01, -2.0898529064517e+00,                    A,  2.3407541581936e-01, -1.4949965256363e+00,  1.1691213705384e+00,                    A, -7.3475943442649e-01,  2.5904363213710e-01,  1.5245666658291e+00,                    B,  1.6940390626914e-01,  1.5277756280121e+00,  1.2598553647515e+00,                    B,  6.0284609971417e-01,  1.3779875002426e+00, -1.4393641199976e+00,                    B,  2.0761958874630e+00,  2.2879508121096e+00, -1.7627936368469e+00,                    A, -9.4201872114488e-01, -5.1296858176133e-01, -3.4066071329092e-01,                    B,  6.2299598373548e-01, -2.7095164674459e+00, -4.6006068807612e-01,                    B,  3.4361297629437e-01, -6.3707816134482e-01, -1.6537023075778e+00
                    B, -2.1281314097835e+00,  8.4279973726994e-01, -7.2419894478980e-01,                    A, -1.1059613627512e+00,  1.6711511653499e+00, -1.3076264020802e+00,                    A,  2.3612553085776e-01, -1.1704452252514e+00,  2.4656338892645e+00,                    B,  1.2832417396727e+00,  1.3544321588263e+00,  7.3782088945733e-02,                    B, -1.6397207949806e-01,  7.4246963280716e-01, -2.8407270752046e+00,                    B, -1.8729031918895e+00, -1.5048768957051e+00,  5.1552609888143e-01,                    A,  1.1353465811175e+00, -2.5507717474043e+00, -5.4434083385921e-01,                    B,  1.0494453725078e+00, -1.2306712503592e+00, -1.9266519959518e+00,                    B,  1.8119816487349e+00,  4.3105125781339e-01,  1.2501936463850e+00,                    A, -1.5773548495301e+00, -4.2631200882107e-01, -3.9831299515381e-01,                    A,  4.9758787511191e-02, -5.8303224523895e-01, -1.1916550384451e+00,                    A,  3.3740000091773e-01, -1.3306177711061e-01,  1.4148218718124e+00,                    B, -1.7142138125599e+00,  3.2829848239553e-01,  1.0996576330442e+00,                    B, -6.8813674049771e-01,  4.5869464711118e-01,  1.5425268785473e+00,                    A,  2.2057331537589e-03, -1.4107029205799e+00,  1.1247284809910e+00,                    A, -1.9028242294857e+00,  1.5308051865187e+00,  2.4537744296411e+00
                    B,  8.8667020042633e-01,  2.1954928773362e+00, -5.9605581363574e-01,                    A,  9.2311072873627e-02,  8.0383490601802e-02,  3.2380375974518e+00,                    A, -2.4499438814563e-01,  6.6771010853671e-01, -2.0514225145373e+00,                    B, -1.3749829606845e+00, -3.2504153359335e-01, -4.4956294113131e-01,                    A,  9.6437766064133e-01,  9.4157899904259e-01, -1.2664260209956e+00,                    B, -3.3176168177568e-01,  7.8051031838941e-01, -3.3965332137446e-01,                    B,  1.0909320376723e+00, -3.0297529421622e-01, -1.7469949377864e+00,                    B, -7.7231249425786e-02,  7.0839238373660e-01,  5.2488341970357e-01,                    A,  1.3308043092181e+00, -2.0357368544156e-01,  6.2386545285410e-01,                    A,  1.6530293965901e+00,  2.8629767335296e+00, -1.2159112436084e+00,                    B, -5.3855478181701e-01, -1.1181022475337e+00,  2.1258601983986e+00,                    B, -5.0787135953361e-02, -9.1795015874901e-01,  9.9807269028472e-01,                    A, -8.7872575712202e-01,  2.3363259249019e-01, -1.3001483317563e+00,                    A, -9.7508920399330e-01, -1.8999722945334e-01,  8.3763707542808e-01,                    A, -6.5155195122125e-02, -5.7149038013706e-01, -2.3322451943026e+00,                    B, -2.5279596619204e+00,  1.0729494498430e-02, -1.0094114492490e+00
                    B,  6.6302588442809e-01,  1.9711607414541e+00,  2.5053444673863e-01,                    B,  1.3930379371913e+00,  6.3425047148874e-01,  1.0412026239597e+00,                    A, -1.6415177755734e+00, -1.1148179686830e+00,  2.2329243509407e+00,                    A, -6.0715080927176e-01,  7.6727682993902e-01, -2.4097357856110e+00,                    B, -1.1371228136200e+00,  1.5855156191507e+00, -5.4653151979749e-01,                    A, -5.8660297576537e-01,  6.2682338921134e-01, -6.0822787937621e-01,                    B,  1.0193304737965e+00, -5.0586208744356e-01, -1.8112226716980e+00,                    B, -1.1432756405579e+00, -2.2408815967708e+00, -4.4063903946462e-01,                    B,  5.5890744030191e-02, -3.1862578168605e-02, -1.1476617024322e+00,                    A, -1.0848038321281e+00, -9.7782404831987e-01,  1.1841972275135e+00,                    A,  1.0835724549449e+00,  1.0760185009786e+00, -1.6009716905815e+00,                    B,  6.2686668640887e-02, -1.7507015761574e+00,  1.1235752339647e+00,                    B, -8.1467963411290e-01,  2.1345822805400e+00,  1.0835152417548e+00,                    A, -1.0185367126766e+00,  1.2168039480213e+00,  6.0797488284784e-01,                    A, -8.0493570208357e-01, -8.0777970577076e-01, -1.0117223374629e+00,                    A,  2.2485872350825e-01, -1.9040774959596e+00, -4.1905310098221e-02
                    B,  1.0921025207901e-01,  9.6144404266118e-01, -4.0032872884913e-01,                    B,  5.3909220872329e-01, -1.4086222157947e+00, -1.5111016022041e+00,                    A, -8.2870644751879e-01, -2.1227679397387e+00, -1.7012229802733e+00,                    B, -9.8874532976134e-01,  9.0206104226501e-01,  2.1152137790700e+00,                    B, -1.3380938391372e+00,  8.5401557600577e-01,  2.3999497625306e-01,                    A,  7.6379632221824e-01,  1.0401769651553e+00, -1.8734839620465e+00,                    B,  1.3605485945278e+00, -1.0880218265589e+00, -2.0439407284426e-01,                    A, -5.1345317478118e-01,  1.9307507724217e-01, -1.6868132821962e+00,                    B,  2.4985458846565e-03,  4.4797695814555e-01,  5.7229341388622e-01,                    A,  3.5744530265762e+00, -9.7144858491568e-01,  3.9607654385072e-01,                    A, -8.4512571165957e-01, -3.1827540912928e+00,  7.5276952687992e-01,                    A, -3.0245704382834e-01,  9.2068764003433e-02, -2.2995158706569e-01,                    B, -8.0675865274881e-01,  5.8555378484704e-01, -1.6123774707607e+00,                    A,  7.5075241123894e-01, -1.3585100276201e-02,  5.7520032916774e-01,                    A, -2.4109060729117e+00, -1.3417969537734e+00,  6.3562298148108e-01,                    B,  2.4328933843727e+00, -6.4253089021558e-01,  1.5161292549313e+00
                    A, -5.6581539420356e-01,  7.0483482956839e-01, -1.8774415926398e+00,                    B, -4.1095714949284e-01,  1.7739113524560e+00,  2.1864802051059e+00,                    A, -1.1408726983253e+00, -3.8999390169316e-01, -2.4029061013710e+00,                    B, -3.6230424702524e-01,  1.6767582293501e+00,  6.4422505840386e-01,                    B, -1.7666041176093e+00,  1.0563918195168e+00, -1.5108243838538e+00,                    A, -1.6120007852632e+00,  8.3935481526162e-01,  4.4511903689124e-01,                    A, -5.3022404956438e-01,  8.4995550812009e-01,  5.6600242217274e-01,                    B,  9.9910684951429e-01,  1.3766213796353e+00,  1.3091381307883e+00,                    A, -2.1242426644174e+00,  2.7692552095906e-01, -1.1729850951312e+00,                    A, -9.4675166654690e-01, -1.7726983775256e+00, -4.6884052371185e-01,                    B, -4.9631222613911e-01, -1.7579601491157e+00,  3.3495988616195e-01,                    B, -1.0876324077186e+00, -1.0345444997844e+00,  5.6728638579482e-01,                    B,  4.1337563737242e-01,  6.7407688535402e-01,  1.3591120763133e+00,                    A,  1.5972839471128e+00,  2.2699793357015e-01,  8.1393664726319e-02,                    A,  2.6410978499735e-01, -9.2808725753237e-01, -5.3689928244742e-02,                    B,  1.8708194251066e+00, -1.1694079847280e+00,  4.2217733550701e-02
                    A, -3.3332095731010e-01, -1.7130756301187e-01,  4.0960670048034e-01,                    A, -1.3820822212901e+00,  3.4749570479425e-01,  1.2877936693583e+00,                    A,  5.4724383507887e-01, -1.4479583870235e-01,  1.6772192255576e+00,                    B, -2.1287654944303e-01, -6.6430452989620e-01,  1.4371020145115e+00,                    B,  5.1059349421311e-01,  8.8897509323351e-01,  7.0438531060682e-01,                    B, -4.8858963771525e-01,  1.7158501004357e+00, -9.7189433108868e-01,                    A,  1.8269813650089e+00,  3.2099564414089e+00, -1.3596699290283e+00,                    A,  5.6915338479784e-01,  1.5442363309831e+00, -1.4189713974497e+00,                    B, -8.5502580772587e-01,  9.1159764728056e-01,  1.5414254065198e+00,                    A, -3.6209118664064e-01, -2.0060461946836e+00,  2.5985603843089e+00,                    A,  2.8620997303277e-01,  5.1782596954917e-02, -6.1880295536887e-01,                    A, -1.8961885813606e+00, -3.9979843056344e-02, -2.0934875010197e+00,                    B,  1.7753794612316e+00, -8.4809423595055e-01, -1.1498007717042e+00,                    B,  3.1298040651329e+00,  9.6927776642096e-01, -1.3017372884456e-01,                    B,  1.2139162991275e+00, -1.5395720607143e-01,  1.9741388170938e+00,                    B, -1.8441010564983e+00,  1.6919708333925e-01, -5.3375135314178e-01
                    B, -3.2415612417911e-01,  1.6671187364677e+00, -4.4208550911023e-01,                    B,  1.2329985316187e+00, -8.2598670285844e-01, -2.3544213104208e+00,                    A, -1.3454526292828e+00,  8.2014688598694e-01,  1.4491441850177e+00,                    A,  1.7863346793281e+00,  1.1953778863488e-01, -1.2446522368696e+00,                    A,  1.2342446492995e+00,  1.3804720249767e+00, -3.8694179995985e+00,                    A,  1.4357030949086e-01, -2.1559190657477e-01,  2.7782164860934e-01,                    A, -3.1600718697105e-02, -8.6332035082882e-01, -1.3661465667567e+00,                    A,  1.1114717015329e+00,  1.8672614709048e+00, -7.3852047660346e-01,                    B, -1.9214931793414e+00, -8.5630793501555e-01,  1.3349168795245e+00,                    B, -1.3979199550967e+00, -5.8991407080237e-01, -1.2546999697715e-01,                    B, -1.0920529687993e+00, -8.6850965604904e-01, -1.4607365057828e+00,                    B, -3.2462229298749e-01,  6.0486471507323e-01, -2.3591178683542e+00,                    A, -1.8250139348382e+00,  3.1025364259309e+00,  2.3333666550445e-01,                    B,  1.2153335113652e+00, -2.2929095158686e+00,  1.1256442941627e+00,                    B,  1.9977836111508e+00, -7.1444079020463e-02, -2.5611700850295e-01,                    A, -4.1545192588626e-01, -2.4836060577326e+00,  6.8336016365512e-01
                    A, -1.9410533247647e-01, -5.1368579909046e-01, -6.1062691094075e-01,                    B,  6.2047418330439e-01, -7.2008537771695e-02, -9.0925572524304e-01,                    A, -2.9068922205505e-01,  9.7995534418263e-01,  1.5270854097705e+00,                    B,  9.2231749208847e-02, -1.6201126385654e+00,  1.6862608551587e+00,                    B, -1.0582457244052e+00,  7.6654345710288e-01, -2.7485497566872e+00,                    B, -2.1106720432100e+00, -1.5806694986741e+00, -5.1370383107048e-01,                    A, -2.0141622574409e-01, -8.5134323474172e-02,  3.9959671563178e-01,                    A, -1.1410198342141e+00, -1.2460757115869e+00,  2.0137646004433e-01,                    A, -1.8543158379932e+00, -7.5267661324777e-01, -5.4820293133051e-01,                    B,  1.1597341290927e+00, -9.7435208743755e-01,  1.8748068617635e+00,                    B, -1.2888028461836e+00,  1.3295785751925e-01,  1.3269321961604e+00,                    B,  1.9074140286701e+00,  1.8809227367015e-01, -3.0213355924902e-01,                    A,  6.5962478372726e-01, -9.0671916172249e-01,  1.0256969448547e+00,                    A, -4.0273714277492e-01, -1.5194447623162e+00, -2.9337013828719e+00,                    A, -7.0585886106493e-02,  1.4982988096977e+00,  7.1066800249602e-01,                    B,  1.5180829053071e+00,  1.6217814911596e+00,  1.4485172746485e+00
