##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2
                    B, -1.6821703752722e+00, -1.0194434574884e+00, -1.1198885419285e+00,                    B,  3.8774398758802e+00,  2.0676890407865e+00, -1.8763711705879e-01,                    A,  6.3064344382752e-01,  2.8473561594254e+00,  2.2325513228471e-02,                    A,  1.2340172806101e-01,  6.7897538476299e-01,  1.6986631588191e+00,                    B,  2.9234432740563e+00, -1.8200591125586e+00, -1.1583199374327e+00,                    B, -4.3411966283215e-02, -1.8911211803233e+00,  8.3117588680391e-01,                    A,  7.4587564969705e-01,  1.5857145849441e-01, -1.0012331468350e+00,                    A, -1.3722248584314e+00,  4.6326478423698e-01,  8.3863480140073e-01,                    B, -1.5443009149074e+00,  2.0786825741863e+00, -2.0062266436294e+00,                    A,  1.2486885235357e+00,  9.8780769281136e-01, -7.1464763288087e-01,                    B,  5.3298205397704e-01, -8.5208850164328e-01,  5.2645757007754e-01,                    A,  7.9273489486350e-01, -8.2661042887112e-01,  2.1649066510346e+00
                    A, -5.9252293736252e-01, -2.1732128439423e+00, -1.3123634015615e+00,                    A, -1.3001129273589e-01,  2.4132747208367e+00, -6.2694986222256e-01,                    A,  3.5978074649044e-01, -6.2641521381401e-02, -3.0787442571810e-01,                    A,  1.5992192113628e+00, -1.5338803063712e+00, -1.4106445795199e-01,                    B, -1.0801676198075e+00,  9.9293756750450e-01,  5.5816309224883e-01,                    B,  1.7979225286616e+00,  6.1378075401325e-01,  2.4264950918152e+00,                    B, -2.5228343602089e-01,  1.7386374253340e+00, -1.3153581271850e+00,                    B,  1.9066152382272e-01, -1.2107607757974e+00, -9.4725768859180e-02,                    A, -1.5037345496305e+00, -1.7309135553999e+00,  1.9103091584759e+00,                    B,  4.3266369519556e-01, -8.7820820274155e-01,  1.5307224757109e+00,                    B, -6.9022597366471e-01,  3.8925856552096e-01, -1.3459226120350e+00,                    A,  9.1664295363325e-01,  1.3566194916541e+00,  3.9410657684361e-01
                    A,  1.0765394710051e+00, -2.0965760157729e+00,  1.9998632056223e+00,                    A, -4.1997795754640e-01, -2.4539720990767e+00, -8.2680461436805e-01,                    A,  2.2066488971134e+00,  2.0488456244419e+00,  2.3800837205661e+00,                    B, -7.3836851187713e-01,  1.3679013420879e-01, -1.3494579395185e+00,                    B, -3.1735893581894e-01, -5.6579950247787e-01,  1.8652738222151e+00,                    B, -4.2892903413681e-01, -1.1739793779189e+00,  1.9402173967736e-01,                    B, -8.5342417243878e-01,  4.7573924793880e-01,  1.7333033925596e+00,                    A,  1.7207011870098e+00,  5.6221552432182e-01,  2.0355760348375e-01,                    A, -1.0527474191517e+00,  2.3242474642493e+00, -1.1258565338543e+00,                    B,  3.1262402556298e-01, -2.0442356669066e-01, -4.4425975397912e-01,                    A,  1.4923812513705e+00,  2.3536027695711e-01,  1.6117404917128e+00,                    B,  3.9244318503138e-01,  1.0888308464063e+00, -7.3365047570774e-01
                    B,  7.5512986091755e-01, -1.2276079307561e+00, -2.0580732014309e+00,                    A, -1.3152145170014e+00, -1.2640250951253e+00, -1.4682161042177e+00,                    A, -9.5880237441937e-01,  2.3373250123525e+00, -1.4639611773222e+00,                    B, -1.1499135840104e+00,  2.8389325713809e+00, -3.4037391383817e-01,                    B,  2.2458706389465e-01,  3.6390173749700e+00,  4.9474838868856e-01,                    B, -4.2915487894438e-01, -7.4539364492172e-01,  2.0006914239078e+00,                    A, -2.8104428536014e+00,  7.2848236554956e-01,  1.4388272605919e+00,                    B, -2.0128074855420e+00,  7.7177978526334e-01,  2.2710095870400e-01,                    A,  3.2231480739115e-01,  2.0336011407817e-01, -6.1593876570079e-01,                    A,  3.9777550661345e-01,  7.1914606301528e-01,  2.5319484853740e+00,                    B,  2.5131047449973e+00,  6.3867031932226e-01, -4.0220487341903e-01,                    A, -5.6543391395601e-01,  7.1375380112144e-01,  1.5353234571471e+00
                    B,  2.7558758573241e+00, -1.2903807888491e+00,  1.9290389470495e+00,                    A, -2.2785678974246e+00,  1.8272036894545e+00, -6.8039559870657e-01,                    B, -6.9208354049753e-01,  3.3529697395663e-01, -1.2820905097692e+00,                    B, -1.3800053481273e+00,  1.4005968783959e+00,  5.4087392260090e-01,                    A,  2.1472666849846e+00, -4.5794647069804e-01, -1.1589036867915e+00,                    A,  5.7451994995161e-01, -1.8505496877304e-01, -3.4653789516738e+00,                    A,  1.0457729507504e-01, -1.7060691624385e+00,  1.8355044869977e+00,                    B,  9.1091346475126e-02,  1.8840057343848e-01, -3.3276016846834e-01,                    A,  1.5059882208407e+00,  1.3041895832309e+00, -1.5686634600040e-01,                    B, -1.8006427434435e+00,  3.5810898691485e-01, -1.9197893392489e+00,                    A, -2.3428411931702e-01,  1.4534558772164e+00,  7.5472810180068e-02,                    B,  9.9959007189208e-01,  1.1325227310156e+00, -1.6548741722296e+00
                    A, -1.4889057665476e+00, -4.0006526781625e-01, -1.5731167875528e+00,                    B, -2.2796084447221e+00,  1.7035031522879e+00, -1.6601394913556e-01,                    A,  7.9946820542967e-01,  2.1707276140910e+00,  2.0915995029177e-01,                    A,  1.4474753734952e+00,  7.4230457447905e-01, -9.7270841138847e-01,                    A,  3.9338383448453e-01, -3.5412150301593e-01, -6.6721411891565e-01,                    B, -7.1297369899211e-01, -8.2008729340026e-01,  4.0209795392554e-01,                    B,  1.7195824912318e+00, -1.5094025724252e+00, -3.2967293961806e-01,                    B, -2.4613588720993e+00,  3.4770284794825e-01,  1.0593746497749e-01,                    A, -1.4304026053966e+00,  3.7497712613062e-01,  8.5215759522845e-01,                    B,  7.6806733022485e-01, -4.2524255097934e-01, -2.5744090282329e+00,                    A, -2.8216190054904e+00,  2.7548008223029e+00,  1.0184621143525e+00,                    B, -6.3155251923647e-01,  6.2731516674103e-01,  1.7086525700411e+00
                    B,  1.8990287411268e+00, -9.6643874342614e-02,  1.9598109639717e+00,                    B, -7.6840047272918e-01, -3.2188534987539e+00,  1.3569370943211e+00,                    A,  1.4659664839397e+00,  1.6561133670296e-01, -5.2118649022834e-01,                    B, -1.9134742757956e+00, -6.8433344549086e-01, -3.0855430488394e-01,                    A, -1.7969596097915e+00,  2.3471674911019e+00,  8.7650753980889e-01,                    B,  2.8052874842718e-01,  1.8034471742518e+00,  1.2318662201729e-01,                    A, -2.7734986138452e+00, -6.6846838445076e-01,  1.5515142830365e+00,                    B, -9.7785571286719e-01, -5.8051178389678e-02, -2.3193508340173e+00,                    A, -4.9898357712810e-01, -1.5877683560406e-01,  1.8907109276964e+00,                    A,  4.2966586652120e-01, -9.0160341771062e-01,  1.5581800141765e+00,                    B,  2.8815157585361e+00, -3.2163855569909e-01,  2.9490992339796e-01,                    A,  1.1623661245901e-01, -8.4801557219659e-01, -3.5530155819468e-01
                    A, -2.3832430524267e+00, -2.5316725158065e+00,  1.1890485559849e+00,                    A, -6.0966055247811e-02,  1.0625739541511e-01,  2.0131481090423e+00,                    B,  1.1457710677789e+00, -2.0735213352039e+00,  3.9871787945441e-02,                    B, -1.1826120741607e+00, -2.0727674031323e+00,  1.1003460264700e+00,                    A, -8.6722584934581e-01, -1.3553096218676e+00, -8.1563427913766e-02,                    B, -2.2064477129101e-01, -4.0098238915247e-01, -1.7606260615082e+00,                    B,  1.5814610977814e+00,  2.4664854211837e-01, -1.0768637164134e+00,                    B,  9.6529171808736e-01,  1.4487721648027e+00, -2.6650116905391e+00,                    A, -7.4135335877054e-01,  6.0451863222911e-01,  8.9616722016021e-02,                    A,  7.0605269637170e-01,  1.0866798961794e-01, -3.9108780416823e-01,                    A, -8.8680205806444e-01,  6.4248075740767e-01, -1.6563787911910e+00,                    B, -2.3230040278225e+00, -1.8078865064047e+00, -2.0294358413338e+00
                    B,  2.3677604503222e+00, -8.3437611960909e-01,  5.2599999686135e-01,                    A,  2.4093569273647e+00, -1.0668822507691e+00, -1.1708576841930e+00,                    B, -3.9667102428912e-01,  4.6146320279823e-01, -1.7601439260850e+00,                    A, -1.0650723995194e+00,  1.8986022580502e+00,  1.0600230673783e+00,                    A,  2.7433348186643e-01, -2.4932403458244e+00,  8.1201578306303e-02,                    A,  2.3272375107798e-01, -2.8867111281126e+00,  2.0622935226274e+00,                    B,  7.3430657419278e-01, -6.5319334899630e-01,  1.6892170834200e+00,                    B,  1.6400351098472e+00,  1.0876706496474e+00,  1.0467468252571e-01,                    B, -7.4411170488678e-01, -8.4605974001758e-01,  5.2018966856375e-01,                    A,  1.1705482325411e+00,  2.2585229682290e-02, -1.5253386022818e+00,                    B, -1.4362953364091e+00, -5.3197359896871e-01, -7.6266194868148e-01,                    A, -7.9681326476698e-01,  1.5616447120260e+00, -4.9849798414463e-01
                    B,  2.7507535993686e+00, -2.0421382873887e-01, -4.3422011811953e-01,                    A, -1.5665862972930e+00,  1.3079798726579e+00, -8.5723401623283e-01,                    A,  1.9344635626871e+00, -8.3057983905470e-01,  1.9435589629076e-01,                    B, -3.1948137014998e+00, -6.4318795826912e-01,  1.8161199090449e+00,                    A, -4.2099747387402e-01, -1.7730916792925e-01, -7.0953133959277e-01,                    B, -7.3009527308744e-01, -2.3031890228521e+00,  9.8784838502566e-01,                    A,  2.1364432123195e+00, -7.3550963430436e-01,  1.3660006402588e+00,                    A, -1.8720555083562e+00,  1.0558664407208e+00,  4.9699606113092e-01,                    B, -7.9742966089704e-01, -6.0666502249263e-03,  7.1571048344108e-01,                    A,  1.9665259197990e+00,  3.6032141547092e-01, -8.9341649906789e-01,                    B,  4.7364512771769e-01, -3.8580158934672e-01,  1.9118506111841e+00,                    B, -9.9053312977723e-01, -1.4167279061869e+00, -1.3889674849645e+00
