##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2
                    B,  2.8368669720506e+00, -1.0547078291791e+00, -1.4351034103456e-01,                    A, -4.9898750949070e-01,  3.9792025642663e-01,  9.0632009929569e-01,                    A, -8.6799590416275e-04, -4.4728359875922e-01, -1.3100908711525e+00,                    B,  4.2812172565204e-01,  1.8756472825353e+00,  1.6702475760068e+00,                    B, -2.1131212067241e-01,  8.0278246764095e-01,  2.2848869740257e+00,                    B,  1.8882947541367e+00,  1.7048118297706e+00,  2.0011966732270e+00,                    A,  5.4675456570133e-01, -1.1380379003743e+00,  7.0940683056019e-01,                    A,  3.0244791232014e-01,  6.1624158119598e-01, -8.1310581425994e-01,                    A,  1.4203864935868e+00,  4.3459833287142e-01, -7.8898442911986e-02,                    B, -1.3349853264682e+00,  2.2764673645116e+00, -1.7421006772808e-02,                    A,  3.4950005064624e-01, -1.7155802990828e+00, -6.8230528853672e-01,                    B, -2.8221367277643e+00, -5.6564465247526e-01,  7.9214022357638e-01
                    B, -1.1367283074199e+00,  1.1685799456215e+00,  5.7859245199529e-01,                    A,  7.7655747552110e-01,  1.4885672182215e+00,  1.1370529190988e+00,                    B,  1.5280839265826e+00, -1.1303124294403e+00,  8.1884919267262e-03,                    A,  5.5111486968126e-01, -2.5029604329476e+00,  4.1112121870249e-01,                    B,  9.8093108106191e-02, -1.6584118555245e+00,  1.4604121058415e+00,                    B, -5.7812999502292e-01,  8.1979600376170e-01, -1.8745335410027e+00,                    A, -7.3647991817363e-01,  3.1987782776855e-01, -1.1268667789577e+00,                    B, -2.8018277336694e-01,  1.4892319956562e+00,  2.6938238759205e+00,                    A,  2.5051450093694e+00, -2.0022619777708e+00,  1.2411785143703e+00,                    A, -2.0567746495400e+00,  2.1985691431143e-01,  3.0018745747452e-01,                    B,  7.5623573780575e-01,  3.0724162725507e+00,  2.7411481179604e-01,                    A,  2.5177908732453e-01, -1.6073919068719e+00, -8.5057312572546e-01
                    B,  1.6903275521278e-01, -1.6479767904255e+00,  9.7499037041448e-01,                    B,  4.0649007257523e-01,  2.4788684757937e-01, -1.0160313178211e+00,                    A, -5.2574191263321e-01, -2.5324788958775e+00, -1.9904919075415e+00,                    B, -2.2348031257337e+00,  1.8610094248644e+00, -5.6130360757816e-01,                    A,  9.1857355700426e-01, -4.2593064280803e-01,  2.4720759383440e+00,                    A,  2.9488497806656e+00,  3.1222416298374e-01, -4.1813738249881e-01,                    A,  1.2319323972219e-02,  2.5833890063681e+00, -2.3442524552801e+00,                    B, -2.5907721748729e+00,  2.5369146040299e-01,  8.5456071553233e-01,                    A,  7.8230987534654e-01, -9.2103191737105e-01,  3.7173200290853e+00,                    B, -2.1171321000246e+00, -5.1357433072159e-01,  3.7561381181264e-01,                    B, -5.8360700643644e-01, -1.6353228068406e-01, -1.8749011254968e+00,                    A,  1.1958028709266e+00,  6.1208362008182e-01, -2.3450025952816e+00
                    B, -7.5968255622920e-01,  2.0895685948531e-01,  2.2190688159965e+00,                    A, -6.1002085284278e-01,  1.3024304032487e-01,  5.1977373133304e-01,                    A, -6.3382862156548e-01,  1.8940540423035e+00,  6.8628285848234e-01,                    B,  1.0800624312049e+00,  8.6357009671503e-01, -1.9920423042719e+00,                    A, -1.0020518346265e+00,  6.1911333435640e-01, -4.8717569804005e-01,                    B,  1.0943689434529e+00,  1.3908704639351e+00,  1.8960405673332e+00,                    A, -1.0845208012307e+00,  6.5322358523479e-02, -1.6941208747876e+00,                    A,  1.3100534970502e+00,  4.4730455097786e-01, -3.9679461251591e-02,                    A,  7.2299002374760e-02, -1.0420709136664e+00, -1.4611817287618e+00,                    B, -1.5864128086589e+00, -1.7394957542158e+00, -1.6134005674600e-01,                    B,  1.9798493503390e+00, -1.1626044455874e+00, -2.4694216420150e-01,                    B, -1.7260807316139e+00,  7.1076665149324e-01,  9.4657903956946e-01
                    B, -8.5728898005543e-01,  1.9693205178838e+00,  1.3404271871833e+00,                    A, -1.0984202501634e+00,  2.7992628439831e-01,  2.7241653377013e+00,                    B, -1.7404145938284e+00, -6.7827872038166e-01,  3.7542036559703e+00,                    B, -5.8047227879935e-01, -8.6897140471402e-01,  1.2320878466911e+00,                    A,  8.2851411532242e-01,  1.9799073507175e-01, -2.2296774354492e+00,                    A, -1.2665083451042e+00,  2.5554464841431e+00, -2.0937072997439e+00,                    B, -4.4734076375284e-01,  6.0630044500128e-01,  9.6201624123139e-01,                    B,  1.6179857906255e+00, -6.7745587229411e-02,  1.4852886909861e+00,                    B, -1.2891790809832e+00, -2.0399033630093e+00,  5.7970588525362e-01,                    A,  2.5757868342174e-01, -3.2047349006040e-02, -4.0784544075313e-01,                    A, -1.3210721408338e+00, -3.8949194177344e-01, -7.1888219000578e-01,                    A,  1.1510435790861e+00,  2.0273786491810e+00, -1.2729239756437e+00
                    B, -5.3594372870468e-01, -1.7460881869605e+00, -8.2084299724359e-01,                    B, -4.0689452832733e-03, -9.1975845670837e-01,  7.8502550700472e-01,                    B, -1.9010590244160e+00,  1.1119989669628e+00, -1.0231470078076e+00,                    B,  1.3100114479221e+00,  6.2833774126339e-02, -3.5585093920534e+00,                    A,  1.1878388298048e+00,  1.7350537574476e+00,  2.8101507343594e-01,                    A,  7.9846579999239e-02,  1.4284960586894e-01,  1.6029544200560e+00,                    A, -1.9072065838682e+00, -1.1009090818584e+00, -5.0753288913258e-01,                    A,  1.1851796089340e+00, -8.3506472941887e-02, -2.3299258794694e+00,                    B, -1.3065370206603e+00, -1.6974093804018e+00,  7.0592136581070e-01,                    A, -4.1651146418554e-01,  1.9580071497282e+00, -1.5939038016213e+00,                    A,  8.1974164392472e-01, -6.2896472400361e-01, -6.7847231979429e-02,                    B, -2.7371996022115e+00, -8.1084468655646e-01,  2.8893656639468e-01
                    A,  2.1633373486151e+00,  2.7688908339468e+00, -1.1630759087216e+00,                    B,  2.1479829293436e+00,  5.0292344547120e-01,  1.8602137193316e-01,                    A, -6.4809270806065e-01, -1.0987000521739e+00, -9.6630001832065e-01,                    A, -3.3140230767637e-01, -8.8539615058248e-01, -2.9179281541061e+00,                    A, -7.8891308872905e-01,  1.0082792796674e+00,  1.1412973765021e+00,                    A,  8.4430499169240e-01, -5.8979904624941e-01,  6.7865079324278e-01,                    B, -2.5000906858524e+00, -8.9643219903507e-01,  6.7369841318717e-01,                    B, -1.0927549787729e+00, -2.2928573110815e+00,  3.3230137115902e-01,                    B, -1.2094193665065e+00,  1.3749549966553e+00, -7.1317418882497e-01,                    B,  3.9344088144574e-01,  9.6193230589573e-01, -2.2890554313362e-01,                    B, -7.4426600189530e-01, -5.7390006404190e-01,  6.9898649591728e-01,                    A,  3.1929626688427e-01,  8.4185192224518e-01, -1.4498297043030e+00
                    A, -5.3735073049194e-01,  8.1478067794827e-01, -6.0253837135996e-02,                    B,  8.9811305137489e-01,  5.9300965870729e-01, -1.0790492583019e+00,                    A, -1.1133153540096e+00, -3.9056214541301e-01, -2.4449451187562e-01,                    B,  7.0756053808430e-02, -3.5807075009784e-01,  1.0566880535243e+00,                    B,  1.6705506111025e+00,  5.7029275219818e-03,  6.0617241906577e-01,                    B, -9.2232313586180e-01,  1.1284614636915e+00,  2.6204778431962e+00,                    A,  2.8801422870643e-01, -1.1075454510602e+00, -3.1859144564670e-02,                    A,  4.3602962534746e-01,  6.0903042007504e-01,  1.4971291877249e+00,                    A, -1.1367699598472e+00,  1.9257653524827e+00,  1.2924511759792e+00,                    B, -1.8272158095617e+00, -1.7057923432700e+00, -1.3991399379738e+00,                    B,  1.3248507110035e+00, -6.7663391579249e-01, -2.7676160797831e+00,                    A, -4.0091598195262e-01,  7.6034621988637e-01, -1.5574890615830e+00
                    A, -1.4491863433460e+00, -3.4800818074610e-01,  4.5387800488681e-01,                    A, -3.8615965568708e-01, -5.1070911006715e-01,  8.8098976501972e-01,                    B, -5.5822401429439e-01, -5.0791412027355e-01,  2.3589282446011e+00,                    A, -1.8084128159095e-01, -1.5072822876708e+00, -9.9151798962499e-01,                    B,  1.2797136200696e+00, -3.7555436223632e-01,  8.3494869557784e-01,                    B,  1.5536782307934e+00, -1.5215094147360e+00,  4.0091280866414e-01,                    B, -2.8753701437706e+00,  1.4657329364645e-01, -1.0367612200629e+00,                    A,  3.5439773851415e-01,  4.1217107018343e-01, -2.0724914146555e+00,                    B,  7.4841663939628e-01,  1.5830145190871e+00,  1.8451859120530e+00,                    A,  7.8398517856305e-02, -1.1444357072654e-01, -3.4248264441590e-01,                    B,  1.7660502297717e+00, -6.5098733896257e-02,  2.7486881596736e+00,                    A, -5.4756041612098e-01,  2.1491458920567e+00, -1.0747672795613e+00
                    A,  1.9371693349779e+00, -6.3135579221198e-01,  4.9400540786142e-01,                    A,  2.8149788188350e-01,  1.9159885025694e+00, -2.4790701895151e+00,                    B,  3.4003929861246e+00, -4.2596389749854e-01, -6.4696119847699e-01,                    A, -8.1942206585637e-01,  8.1099770888655e-01,  5.7912229957033e-01,                    B, -1.3526779652146e+00,  1.9065981979200e+00,  5.2321038949548e-01,                    B, -1.9805161951460e+00,  4.0877556777231e-01, -2.0497203214272e+00,                    B, -1.6822812488012e+00,  1.1558331755058e+00, -1.0617053581635e+00,                    B,  7.5896459237997e-01,  5.9195474250023e-01, -1.4822355378655e+00,                    B, -8.1530033886492e-01, -3.2477110082013e-01,  1.5933597682462e+00,                    A, -1.7367188910106e-01, -1.7109358139675e+00, -1.0841872725627e-01,                    A,  1.7946871403649e+00,  2.5521074496946e-01, -1.2268333124312e+00,                    A,  1.4530986779879e-01,  2.5996792211763e+00,  8.5605383885031e-01
