##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2
                    A,  1.7293828378542e+00, -2.3253999610202e+00,  7.2154304441570e-01,                    B, -3.5221273142634e+00,  9.6246148193909e-02,  1.1619921849925e+00,                    B, -4.8840823043287e-01,  3.9157551726762e-01,  3.7373558920634e+00,                    B,  1.2863393094985e+00,  3.6654663975318e-01, -5.7562199154799e-01,                    A, -7.3003461114060e-01,  8.6710119919932e-01, -2.5600608193921e+00,                    A, -2.7640189866391e-01, -2.9938805528019e-01,  1.0021606368928e+00,                    A, -1.5314812260074e+00, -1.6370548253380e+00, -1.2969995557899e+00,                    B, -1.5244252683073e+00, -6.9690618957792e-01,  1.3894328911381e+00,                    B,  7.9463077005857e-01, -2.6648633087054e+00,  2.2824147238402e+00,                    A, -8.9885302116704e-01, -1.5307449445568e+00,  3.4844000296269e-01,                    A, -1.9063101615053e+00, -2.0601229215508e-01,  1.8008382780027e-01,                    B,  1.0133899332654e+00,  1.0058234463325e+00,  1.1106217028725e+00
                    B, -2.0577519661515e-01,  1.5599197444816e+00, -1.4744242608572e+00,                    A, -8.9325147748844e-01,  1.8556310069733e+00,  4.0830165472409e-01,                    A,  3.7616543817683e-01,  4.4492103082484e-01, -2.2208067101743e+00,                    B,  6.8808889730512e-01, -5.5274428535256e-01,  6.9614110059672e-01,                    B,  1.0634565172387e+00,  3.0470922399733e-01,  2.3831206615262e+00,                    B,  6.6938094629034e-01,  4.6773257945533e-01, -1.3848109877806e-01,                    A, -6.2642939691941e-01, -9.0839381379233e-02, -5.1198777551222e-01,                    B,  1.4503568102653e+00, -4.8323626090281e-01, -3.8735970081224e-01,                    B,  9.9773955659248e-01, -2.2037638442653e+00, -9.0158354625250e-02,                    A,  1.0449206772912e+00, -2.1955928371009e+00,  1.4545760810739e+00,                    A,  4.2271342551602e-01, -1.6443282870522e+00, -1.2013285152744e+00,                    A,  1.9692767762358e+00,  4.6632481141042e-01,  7.0548250476813e-01
                    A, -6.6050157213074e-01, -1.9284644816808e+00, -9.9089363904310e-01,                    B, -2.0609515803300e-01, -6.7985245570158e-01,  3.0248482920279e+00,                    A, -3.6242120684943e-01,  1.1658156977429e+00,  2.3330088715952e+00,                    B,  1.8285693982059e+00,  3.4467538369816e-01, -1.1825603745086e+00,                    A,  9.5422896759978e-01,  2.7495765178001e-01,  1.9314830963995e+00,                    B, -1.8165390848261e+00,  1.5087464321124e+00,  1.7163279464758e+00,                    B, -1.1996611165754e-01, -2.4492330096934e+00,  1.3330559324058e+00,                    B, -1.5169461461807e+00,  2.0402114910417e-03,  1.6929003649211e+00,                    A, -2.4913266374135e-02,  1.3206275246201e+00,  1.3273649101345e+00,                    A,  1.6422162105679e+00, -6.8915584404544e-01,  3.9357297489143e-01,                    A,  1.2552798850623e-01, -8.9450424806556e-01,  7.4950511589002e-01,                    B,  4.8455392653702e-01,  9.5321784571434e-01, -3.3750198710759e+00
                    A, -1.4822342495735e+00, -2.3739198003356e+00, -5.3349218107641e-01,                    B, -9.6536090735868e-01, -2.2681009485490e-01, -9.7972348592313e-01,                    B,  6.3946765804796e-02,  6.8500413410885e-01, -3.8916132021797e-01,                    B,  1.8100340400607e+00,  6.1954356505718e-01, -1.0478913132592e+00,                    A, -2.3440603752269e+00, -1.0813224800109e+00, -6.4108213068072e-01,                    B,  1.6113795544540e+00,  1.5301618909544e+00,  1.3097409371816e+00,                    A,  1.2318655178671e+00,  7.0143319366804e-01,  2.0100260204324e+00,                    B, -2.8208812154790e-01, -4.3305211741934e-02,  6.0766097672167e-01,                    A,  4.5518848407718e-01, -8.4081070579260e-01, -1.3852017169726e+00,                    A, -1.6420964614796e+00,  1.0723015971181e+00,  2.0571134907320e+00,                    B,  9.5756384767265e-01, -9.1050278915918e-01,  6.2876212932831e-01,                    A, -5.1325276642843e-01, -1.2744206232663e+00,  2.8747921888026e+00
                    B,  1.7314235665654e+00,  9.0730732856596e-01, -1.7694814194008e+00,                    A, -1.0023448545390e-02,  3.7188843595232e+00, -2.2360763958475e+00,                    A, -2.5909700687766e-01,  2.1526217543271e-01,  7.4014708967601e-01,                    A,  1.4333168394541e+00, -2.3965388696427e-01, -1.8891631759862e+00,                    A, -3.0503453357853e-01,  4.2952524035973e-01,  1.9544321311787e+00,                    B,  6.3801543535282e-01, -8.6028715207909e-01,  1.4550442860518e+00,                    B,  2.3424865146150e-01,  1.4201881925120e+00, -2.0020275934183e+00,                    A, -1.5214310974738e+00,  2.7099034980656e-01, -9.9617018661123e-01,                    B, -6.0106324313856e-01, -1.6712195666707e+00,  1.6584419208397e+00,                    B, -2.2939651542918e+00, -8.1717537683788e-01, -6.6696071861566e-01,                    A, -1.7204566167586e-01, -7.6066895275242e-01, -2.1229250658572e+00,                    B,  6.4210144543952e-02,  2.3814521297398e-01,  3.0550579483586e+00
                    B,  1.8156428781817e+00,  9.3291702290779e-02, -2.9922604787948e+00,                    A,  5.1612231485059e-01, -1.1697539140960e+00,  1.3674614483093e+00,                    A,  4.8005412471828e-01,  2.7949258480327e+00, -7.1807658452634e-01,                    B, -2.4216964087932e+00,  5.0502355223439e-01,  6.0860435303911e-01,                    A, -8.8137964581703e-01,  3.4167824810712e-01, -1.2501516390405e+00,                    B, -1.8805706391119e-01,  2.3256366463559e+00,  2.1449353647328e+00,                    B,  1.1849690586270e+00, -1.1811610493524e+00, -2.0373838705587e+00,                    A,  2.2677446799272e-01,  1.1141169909442e+00,  4.8029558278152e-01,                    A, -8.9553384041672e-02, -1.3933181749649e+00,  2.6124293371157e-02,                    A,  3.4808360670731e+00, -1.5272193495012e+00, -2.4658578014921e+00,                    B,  2.8052048519122e-01,  1.4470595386246e+00, -8.5057839628600e-01,                    B,  1.4220984757145e+00,  2.8192096404315e-01,  4.5553562059745e-01
                    B,  1.8893430974269e+00,  1.4931867889931e+00,  2.4607082689055e-01,                    A, -1.0627036207334e+00,  1.0790357404869e+00, -1.6413539527194e+00,                    A,  1.6818456404922e-01, -1.9549771155187e+00, -1.3261743195732e-01,                    A,  1.2233882335137e+00, -1.1691499525708e+00,  2.2230668019344e-02,                    A, -1.2710454412082e+00, -2.7126403671913e+00,  8.4271410902548e-01,                    B, -5.3182656067585e-01, -9.5092886158089e-01,  1.1997664558051e+00,                    B,  8.2183331943535e-01,  2.0105500589662e+00,  1.5991273602059e+00,                    A, -1.5009939773454e-01,  6.4917514555796e-01, -2.3784408416924e+00,                    A,  1.3636880111082e+00,  5.3890734199679e-01,  1.4183033539511e+00,                    B, -1.5931671296689e+00,  3.7717765124985e-01,  1.8557397877493e-01,                    B,  1.8133605861520e+00,  2.0083265070780e-01, -1.9404450421304e+00,                    B,  1.5109555674861e+00, -3.3404997128029e-01, -7.8113606103473e-01
                    B,  1.5224075277626e+00, -7.3041434142925e-01,  1.3162231193728e+00,                    B,  5.8064004501582e-01,  2.6021010018177e+00, -8.9553959846372e-01,                    A,  1.2741932817628e+00, -1.1077354004623e+00,  2.1235031753815e+00,                    A,  4.7229757726712e-01,  2.8993197787592e-01,  5.3319483894392e-01,                    A, -2.2287029774045e-01,  5.6849206320972e-01, -7.0896939862005e-01,                    A,  2.0059619329780e+00, -1.9583721967816e+00, -3.5582005909315e+00,                    A, -1.5433486441701e+00, -3.9886025620606e-01,  1.0014000009382e+00,                    B, -1.3444573526254e+00, -1.8006780723191e-01, -3.2731852023052e+00,                    A, -1.2388451445684e+00,  1.5433802329282e+00,  2.3891724119958e-01,                    B,  1.7901422749256e+00, -2.1822514090902e+00,  1.7191471935237e+00,                    B, -6.3218072713833e-01, -1.9691919934559e-01, -1.3467363801467e+00,                    B,  2.8376546841548e+00,  1.4427368825330e+00,  1.2577574574659e+00
                    B,  1.4483172501263e+00, -5.8022098890231e-01,  2.2819818296715e+00,                    B,  1.1798339138046e-01, -8.0905107762575e-01,  9.5497132362378e-01,                    A, -8.6101601843423e-01, -2.8076245944034e+00, -5.4220776165087e-01,                    B, -8.0519236750013e-01,  1.1277298267601e+00, -3.3292525476060e-01,                    B, -3.7695069820248e-01,  3.7846169426002e-02, -7.1218635089138e-01,                    A,  3.9709542940722e-01,  1.7574412671895e+00,  1.5487452352573e+00,                    A, -7.2388453809407e-01, -2.3524652695477e-01, -3.0894755304058e+00,                    B, -7.9041783046079e-01,  8.5323031093142e-01, -1.9973108702937e+00,                    A, -4.4773700554780e-01, -1.6587515798783e+00, -1.9080870817897e+00,                    A,  1.5462575504743e+00, -1.5783349860016e+00, -5.8791291956114e-01,                    B, -1.6411135611433e+00,  6.1547120025016e-01,  5.1477890391597e-01,                    A,  2.8395901533507e+00,  1.7034443414071e+00,  6.5058160053939e-01
                    B,  2.5656303803911e+00,  1.7758779242905e-01,  1.2433130158402e-01,                    B,  1.6128850845846e+00, -5.8536990101964e-01, -2.1926626079508e+00,                    B,  2.2418183136670e-01, -1.5717465192036e+00,  1.5673537531351e+00,                    B, -7.7807424249281e-01,  7.8827611038191e-01, -1.1238130459054e+00,                    A,  1.4096121606411e+00,  1.1119318767000e-01,  1.1568225909455e+00,                    B, -6.9112718052840e-01,  1.4904479099134e+00,  1.3516772977318e+00,                    B, -3.8409581106382e-01, -1.4115838744641e+00, -2.6039766607960e-01,                    A, -1.9855676156530e-02, -1.7418905760949e+00, -1.6577372359074e+00,                    A,  1.9463230506890e-01,  1.9497425209202e-01, -1.9573328791207e-01,                    A, -2.2814430695232e+00,  9.1251554334697e-01,  5.5213213533720e-01,                    A, -1.5664487860879e+00, -2.2553760280892e-01, -9.2701002391238e-01,                    A,  1.7870282178206e+00, -6.3740111953516e-01, -1.1226406811002e+00
