##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2
                    A, -3.1506897573470e-01, -4.8173286878934e+00, -1.1216538564724e+00,                    B,  2.1945041592773e+00, -4.3740123451357e+00, -4.1975122834981e-02,                    B, -2.4812641415469e+00,  1.1111054745460e+00,  2.1254976945072e+00,                    B,  2.3498640213174e+00,  8.4385045805318e-02, -1.7661887398476e+00,                    B,  9.0557741092947e-01, -1.5224260733166e+00,  2.0204729441718e+00,                    B, -3.0212955407757e-01,  3.0363832576767e+00, -2.3391754986463e+00,                    A, -1.6835576325562e+00, -9.0787741080689e-01,  2.2190624337599e+00,                    A,  1.5207374649635e+00,  1.8314061160004e+00,  4.6612641571498e-01,                    B, -2.6958318959944e+00, -3.1156910635172e+00, -1.3425280893891e+00,                    A,  2.3056832573853e+00, -1.7813017948271e+00,  2.0029733686677e+00,                    A, -1.0272778901780e+00,  1.8309715471975e-01,  3.3732720498139e-01,                    A,  1.3188152705817e+00,  2.2815695314899e-01, -1.4434126203910e-01
                    A,  1.5890635302676e+00, -8.9716605633043e-01,  2.7323112177988e+00,                    B, -4.7933867089385e-01, -1.3205417921762e+00, -1.6755486238956e+00,                    B,  2.0887372080516e+00,  9.5409331824398e-01, -2.0097664346609e-01,                    A, -1.7903397555389e+00,  3.1485831239130e-01,  2.9975295263743e+00,                    A,  2.6225441925874e+00, -2.8647955158464e+00,  8.8538806918631e-01,                    A,  3.3848554121675e+00, -5.4475325649340e-01, -2.7527857602234e+00,                    A,  1.6099283904834e+00, -1.3128946102413e+00,  1.5831250011227e+00,                    A,  4.3281748720927e+00, -2.3456068594888e+00,  1.7061152425707e+00,                    B,  1.0802030106366e+00, -4.1499406832386e+00,  6.6732618089592e-01,                    B, -3.0483253471998e+00,  1.8073856037391e+00, -1.0158516354445e-01,                    B, -3.1780021099264e+00,  1.6383258297470e+00, -1.3120911606247e+00,                    B, -2.8940597430117e+00,  6.1248201806595e-01, -1.5406276207357e-01
                    B, -9.6552896958005e-01,  8.1041876761620e-01,  3.4869434133821e+00,                    A,  6.5580855700007e-01, -1.6627903437672e+00,  1.5205401851291e+00,                    A,  3.0203331800558e+00, -8.8945823307125e-01,  2.4632368913763e+00,                    B,  5.0694767349653e-01, -4.2124035235642e+00,  1.3054529755060e+00,                    A,  3.1145183700966e-01, -7.6528299612324e-01,  7.3546348893713e-01,                    B,  1.1498957295596e+00,  3.2026927057128e+00,  1.9884749253890e+00,                    A, -2.0370887524321e+00, -4.0334565890115e+00,  3.0990243117145e+00,                    A,  2.0093178150468e+00, -1.8459073297619e+00, -8.0480463727036e-01,                    B,  1.0303753168851e+00,  1.6411524998743e+00, -3.7437484606047e+00,                    A,  8.9946223666651e-01, -2.1266361848802e+00, -1.8886236771833e+00,                    B,  8.6749160716966e-01, -1.5245065346893e+00, -3.8419542280654e+00,                    B,  2.3199440894532e+00,  3.6720219382747e+00, -6.1719246255679e-02
                    A, -3.7640161497184e+00,  2.5221497841097e+00,  3.1560343068506e+00,                    A, -2.6530280458538e+00, -1.5793610951399e+00, -7.2013086586847e-01,                    B,  2.5578998935933e+00,  2.2885354598373e+00,  4.5136148858169e-01,                    B,  1.9937126523589e+00, -1.3667461758582e+00, -3.1854501504658e-01,                    A,  1.9861677893028e+00, -8.7103376534632e-01,  2.2671129724511e+00,                    B, -1.9864165228499e-01, -2.7069967627151e+00,  4.3100373442857e-01,                    A, -7.3474611023286e-01, -4.4563090740159e+00,  6.1549839131014e-01,                    B, -3.3658635569455e+00, -8.5009351839482e-01,  1.7786135986156e+00,                    B,  1.7180935236429e+00, -4.4548990272138e+00, -5.3741072169094e-01,                    A, -1.3176678469261e+00, -2.2395215405336e-01, -1.2316635587750e+00,                    A,  1.0220408833638e+00, -5.7282435780889e-01,  1.6696579507081e+00,                    B, -2.7801316000818e-02,  8.5518306022337e-01, -3.7439552116851e+00
                    A, -2.0470753844298e+00, -3.4724746039234e-01, -1.2577722883302e+00,                    B, -1.8416513902910e+00, -2.1649222615424e+00, -3.1937876996560e-01,                    A,  4.6384995523596e-01, -3.2578814242048e-01, -9.6847779544140e-01,                    B,  1.0952191549178e+00, -4.7401438795471e+00, -1.1107538712986e+00,                    A, -2.2269481637321e+00,  2.9326852398129e+00,  1.1431278736375e-01,                    A, -4.3406716759276e-01,  2.0423595166067e+00, -2.4811030550555e+00,                    A,  1.0564423308600e+00,  2.9579218954712e+00, -3.2595193948974e+00,                    B,  6.4156448719947e+00, -2.1991241134586e+00, -6.1441031616252e-01,                    A,  2.7243545173076e-01,  1.2116121846059e+00, -4.2510826975706e+00,                    B,  1.2430095512347e+00, -2.1685949731649e+00,  2.4947857309645e+00,                    B,  2.6453412932995e+00,  2.0846803358779e-01,  6.4662769975232e-01,                    B, -2.4727561389607e+00, -1.0554696851167e+00, -5.9082430619403e-02
                    A,  1.9045574171581e+00,  7.1632094039030e-01, -1.8241781499155e+00,                    A,  1.2413452690493e+00,  4.2043544255746e+00, -1.7873113947591e+00,                    A, -3.4884710476125e+00,  1.3931070323593e-01,  2.1303312134043e+00,                    B, -1.9335784843069e+00,  4.7240728107007e+00, -3.8297976627816e-01,                    A, -7.0936325906766e-01,  3.5088854857526e-01, -2.2257331658703e-01,                    B, -2.7011645130259e-01, -1.6520768079289e+00,  3.4668476618802e+00,                    A,  5.7395290810332e-01,  3.1149109957764e-01,  4.8643498643719e-01,                    B, -9.2138606184232e-01,  1.2807675371589e+00,  1.4860407785855e+00,                    B,  3.1581165597189e+00,  2.4105408402204e-01,  2.6105397220932e-01,                    B, -9.7601700466978e-01, -1.3070876719706e+00,  5.4462949031679e-02,                    A, -2.2365128376079e+00,  8.1711998519463e-01, -8.0676988761051e-01,                    B, -3.8228617136709e+00, -1.0359873690434e+00, -2.5564392160380e+00
                    A, -3.3750857256980e+00, -4.6486718806297e+00, -1.2090937644142e+00,                    B, -1.9148355088519e+00,  7.2481838348778e-01,  1.7029895110979e+00,                    B,  6.2169719191540e-01,  3.5671851401281e+00, -1.8546954635089e+00,                    A,  1.5124745817530e+00,  2.9202522061259e+00,  5.0717210703037e-01,                    A, -1.4950547933544e+00, -1.6002191597548e+00,  6.5881055272052e-01,                    B,  5.5063053384686e+00, -2.9849937313646e-01, -1.2716145177815e+00,                    A,  3.3840915796105e+00, -6.0944865288750e-01,  8.3117548971360e-01,                    A,  6.1577939934139e-01, -7.9085305009573e-01, -7.6228787353581e-01,                    B,  1.5552040833076e+00, -1.8023709308449e+00,  2.9545315501198e+00,                    B, -2.4662243200041e+00, -2.5038859897988e+00,  4.3350585612234e-02,                    A, -2.6869427311655e+00,  2.2569614997819e+00,  2.0689629716335e+00,                    B,  1.9051183962744e-01, -3.5518188719002e-01,  2.2081549060179e+00
                    B,  4.0804901230794e+00,  7.7151481250299e-01,  3.9531359922487e-01,                    A, -4.1135099285218e-02,  1.0373442141823e+00, -6.1969990444384e+00,                    B, -3.6980204651114e-01, -1.5123125351109e+00, -1.1744088652489e+00,                    A, -3.3585973915442e-01,  1.3964623945737e+00,  1.8659335993675e+00,                    A, -3.8474808352447e+00, -2.4962702054546e+00, -1.5930234992152e+00,                    A,  1.1606745854849e+00, -2.6385383573176e+00, -2.6978175178092e+00,                    A, -5.2107221856682e-02,  3.8035907331200e+00, -1.9204776768202e-01,                    A, -5.8356162851395e+00, -5.9898902366905e-01, -3.4863036359712e+00,                    B, -1.0715592741049e+00, -3.6352288041658e-01,  7.3457830368205e-01,                    B,  2.6038348002592e+00, -2.3187990721793e+00,  1.8318243003261e+00,                    B,  5.9047038690829e+00,  1.6466019090740e+00, -2.0804099371305e-01,                    B, -7.2125317534905e-01, -1.9679573093289e+00, -2.8738645602376e+00
                    B,  4.1867845038722e+00,  3.0508784073117e+00,  6.8889295751272e-01,                    A, -8.5920841411420e-02,  2.5417634009867e+00,  3.1524275605813e-01,                    B, -1.9027079203886e+00,  1.8704421420473e+00,  1.1306955204901e+00,                    B, -9.2897215653232e-01, -1.6496093875181e+00,  1.5290821018017e+00,                    B,  1.3214765164689e+00,  3.6625047945607e-01, -1.7212320434332e+00,                    A, -4.1403115545239e+00,  1.1105660997668e+00,  2.0480387568148e+00,                    B, -2.5609618906491e+00,  1.1668396201323e+00, -1.3548142154592e+00,                    A, -6.8365807798423e-01,  6.4923515133808e-01,  1.4580422252524e+00,                    B, -1.3179808100239e-01, -5.2293144821018e+00,  1.2414740940853e+00,                    A,  4.8566965335139e+00,  4.2206953660327e-01,  2.9211711893283e+00,                    A, -1.8514832316154e+00, -3.6673446096901e+00,  8.6682939702439e-01,                    A, -4.5486772625342e-01,  4.6291858407181e-01, -2.1247301111352e+00
                    B,  4.8398977224446e-01,  1.9778000230866e+00,  2.5073351302414e-01,                    B, -4.2891680626642e+00,  1.7052094885715e+00, -4.0052174619158e+00,                    B, -1.6408639873328e+00, -2.8563148451428e+00, -1.0814351511956e+00,                    B,  2.5217402778098e+00,  2.6077381673712e-01,  4.2657401038143e+00,                    A,  3.9594584470708e-01, -4.8959322429602e-01,  4.9202510529395e-01,                    A,  2.7537950688863e+00, -2.9643581629473e+00, -4.2323556523605e+00,                    B, -1.9295804337192e+00,  6.8664494486918e+00, -3.4957827970411e+00,                    A,  5.2635828645544e-02,  3.6368439932248e+00,  3.1987778506115e-01,                    A, -2.9660747668143e-01, -4.2301249051123e-01,  2.5913045116056e+00,                    A, -1.6500689075270e+00, -1.8403646444508e+00, -1.0233754929634e-01,                    A,  1.0984721728297e+00, -1.4393610516971e+00,  2.4467836801626e+00,                    B,  7.9080880350589e-01, -3.3760028209162e+00, -2.5144922670970e+00
