##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2,           p12 flavor,               p12 x0,               p12 x1,               p12 x2,           p13 flavor,               p13 x0,               p13 x1,               p13 x2,           p14 flavor,               p14 x0,               p14 x1,               p14 x2,           p15 flavor,               p15 x0,               p15 x1,               p15 x2
                    A,  3.1876017725001e+00, -2.9692491441431e+00,  1.4610781929594e+00,                    B,  2.3069224893961e+00, -1.4919284491376e+00,  2.0816099866011e+00,                    A, -3.4137658809509e+00, -2.5944594624345e+00, -1.8538718588031e+00,                    A,  4.8842039472664e-01,  2.0579739653067e+00, -8.3935268237546e-01,                    B,  3.3588701914285e+00,  2.9267775821745e-01, -1.2502251772872e+00,                    B,  5.3068986316594e+00,  5.9666686397773e-01,  3.5516589241496e+00,                    A, -2.2649601369546e+00, -7.1692356241975e-01,  2.3158438452877e+00,                    A,  1.2566419657840e+00, -1.2569192272391e+00, -2.4178688270299e+00,                    B, -1.2316848990861e+00, -4.2890587573426e+00, -5.7474537178509e-01,                    B,  7.3923923217238e-01, -1.5064889913294e+00,  1.0441018965255e+00,                    A, -1.5749468892345e+00,  5.6027550289164e+00,  1.5997756959224e+00,                    A, -4.7329509161819e-02, -5.6050564383637e-01,  1.9429507591734e+00,                    B,  2.2571471284412e+00, -2.5260139613891e+00, -2.9862108131466e+00,                    B,  1.8341001783857e+00,  2.5279732828431e+00,  2.5482301022580e+00,                    A,  2.2876585006828e-01,  4.2616083293188e-01, -6.5438536297626e-01,                    B, -2.5809989771110e+00, -1.7065519053037e-01, -3.5307247986786e-01
                    B,  8.9751565849606e-01,  1.5634555922046e+00,  2.4638117038213e+00,                    B,  5.2435855242324e+00, -3.1282044992596e-01, -5.1476480005878e-01,                    A, -6.8650439256854e-02, -2.9336551452671e+00,  9.9461922346165e-01,                    B,  2.6898025610757e+00,  3.6770356966542e+00, -4.1755693074047e+00,                    A,  7.3207705907246e+00, -8.5963825423686e-01, -1.3007133216738e+00,                    B, -1.0036506641350e+00, -5.6858253255929e-01,  6.2329009406769e+00,                    B,  4.0805851272542e+00,  3.3908704395908e+00, -1.2326424848641e+00,                    A, -2.6043056457166e+00,  3.7448935756821e+00,  4.4081544626174e-01,                    B, -4.0810382683000e+00, -1.0116473324178e+00,  3.4994790656404e+00,                    A, -2.0499982849037e-01, -9.8730542186568e-01, -4.9284265148644e+00,                    A, -6.3921742237719e-01,  7.1314340066589e-01, -2.1423156535254e-01,                    B, -2.7406358966999e-01, -2.9982334117259e+00,  2.9062555899076e+00,                    A,  7.0908274312030e-01, -4.4363152972865e-01, -4.8143495921677e-01,                    A,  4.4522908543325e+00, -8.5205568806501e-01,  1.6377743924130e+00,                    B, -3.0002699661470e+00, -2.5480244227979e+00,  3.2189791731259e+00,                    A, -1.8628295999914e+00,  1.2370652706706e+00, -2.5554578979189e+00
                    A, -3.0841830067509e+00,  6.4046474966933e-01, -2.4747130473530e-01,                    B, -1.6915439306567e+00,  2.7686262397779e+00,  4.5500336794069e+00,                    A, -5.2873895051624e-02, -3.0715519542993e+00,  5.5478252533322e-01,                    B, -5.5264225279435e-01, -2.4755544700876e+00, -7.3777764111506e-02,                    B,  3.5928115712072e+00, -1.7210671739658e+00,  4.4123156261886e+00,                    B, -1.4975411990386e+00, -7.1753917222998e-01,  1.1615656025621e+00,                    A, -2.4561181760262e+00, -1.5539696079992e+00,  9.1725983928074e-01,                    B,  1.3948406421924e+00,  2.1077330841022e+00, -2.0558476749679e+00,                    B, -2.6267715712021e+00, -3.4850637351806e-01,  3.5433518028815e+00,                    B,  5.6050817190108e-01, -2.6398370382061e+00,  2.0190447897955e+00,                    A,  3.5398170783318e+00,  2.6491752456122e-01, -4.5191067380354e+00,                    B, -2.6942219361149e-01,  3.7573714300393e+00,  3.5577579008772e-01,                    A, -1.8613587872465e+00, -3.6583534966079e+00, -2.3426730658294e+00,                    A,  2.0617521075681e+00, -4.8361059442671e+00,  3.1677731943245e+00,                    A, -2.0444016369955e+00,  1.1198776217036e+00,  2.2699937526748e+00,                    A, -1.5340668584332e+00,  4.2745558985173e+00,  1.7297059658487e+00
                    B, -5.3925727116935e-01, -1.5813001609238e+00, -1.5972051967433e+00,                    A,  1.6846919071196e+00,  8.5855383903217e-01, -2.5139673414291e-01,                    A,  1.7163385820011e+00,  1.9817342712932e+00, -4.3094998482931e+00,                    A,  3.8608387276694e+00,  3.5231470238376e+00,  1.5784310696208e+00,                    B,  3.1802137626322e+00, -4.3380455894691e+00, -1.1563466335465e-01,                    B,  2.2531958654784e+00, -1.5838105348677e+00,  3.1886253216094e+00,                    B, -2.4341153548134e+00,  7.9969816587639e-01,  2.1785300414083e-02,                    B, -3.3046767814340e+00, -2.2727414409976e+00,  4.1466567364813e+00,                    B,  3.6524654634400e+00, -3.7499353941895e-01, -2.5553488049189e+00,                    A, -6.3934288719195e-02,  2.3791555045802e+00,  5.5502308405360e-01,                    B,  1.9783275129127e+00, -7.7049690107069e-01,  1.7149675635000e-02,                    A, -1.2128085465208e+00, -4.2890851812928e+00, -2.7026070784380e+00,                    A, -5.6344771794800e+00, -1.3713764507498e+00,  2.4523891304283e-01,                    B,  1.0381430157746e+00,  4.1059587116989e+00,  2.3161240795292e+00,                    A,  2.1469186657476e+00, -2.4263261359045e-01, -2.6980932984316e+00,                    A, -1.2634811621044e+00, -3.5261875172467e+00,  2.5763357965103e+00
                    B, -7.3986698354247e-01, -2.1908049521785e+00,  7.7503967818763e-01,                    A, -3.5797737787825e+00,  1.3371363438864e+00, -1.3489038369572e+00,                    B, -1.0206545625909e+00,  4.3710862239585e+00,  1.0905735750254e+00,                    B,  2.3393833512523e+00, -3.9150021855855e+00, -3.9459593252602e+00,                    A, -2.0801908031451e+00, -4.5378656113731e+00, -1.2491619443464e-02,                    A, -7.0859687348139e-01, -9.6875813338712e+00,  1.3443176499170e+00,                    B,  1.1150896360058e+00,  3.5046443192537e+00,  4.1583596702353e+00,                    A,  4.7310352386203e-01, -1.0988444969053e+00, -8.8209978598087e-01,                    A,  2.1004541839748e+00, -6.5874312044837e-01,  2.7467419816926e-01,                    A, -2.2093505349326e+00, -2.2160144447592e-01, -1.0420685107936e+00,                    B, -8.7127805985541e-01,  8.4543882889553e-01, -3.4685644476939e+00,                    B, -1.7262050759120e+00, -6.7537320977710e+00,  8.0859888893213e-01,                    B,  7.9870910236764e-01, -2.0317162177116e+00,  1.2969114650475e+00,                    B, -2.9666012512902e+00,  4.1361985144202e-01,  1.0622233037819e+00,                    A,  1.1082975361189e+00, -3.6052692142561e+00, -8.5635174720190e-02,                    A, -2.6662790670876e+00, -1.9924184219270e+00, -4.8559060097713e-01
                    A,  2.1754407418354e+00,  3.2072249871857e+00, -1.0415101177159e+00,                    B, -4.5170690870136e-01, -6.0264490093493e-01,  2.0610415566800e+00,                    B,  6.4123402185902e+00, -3.0929538054645e+00, -4.5024282051457e+00,                    A, -6.8652328260492e-01, -2.9961247921748e+00, -1.3745109496119e-01,                    A, -1.4947005953337e+00,  1.9891196294716e+00,  5.7854048791850e-01,                    A,  1.5387635435517e+00,  2.4465715144881e+00,  2.4090051390605e+00,                    B,  1.0342835831785e-02, -8.0694210440030e+00, -2.4723099716836e+00,                    A, -2.4761768418547e+00,  1.0888750437566e+00, -3.9709057649556e-01,                    A, -2.2429230770509e+00, -3.4674667585650e+00,  1.9703907600623e+00,                    B,  4.5913313190534e+00, -2.1089903498663e+00,  4.4554301149719e+00,                    B,  1.7398936163299e+00, -5.1709610428660e-01,  5.8267980288208e-01,                    B,  3.5939097537194e+00, -2.1155540930954e-01, -3.0544964334177e-01,                    A, -5.9425908269438e-01, -2.3947959658665e+00, -2.2934779221188e+00,                    A, -2.0567162042630e+00,  5.4984640953101e-01, -3.6932787933889e+00,                    B, -2.7268999887566e+00, -1.5907282604725e+00,  5.9295393846502e+00,                    B, -2.6999171825921e+00,  1.0078407080182e+00,  1.0908593198257e+00
                    B,  1.8192873406979e+00, -4.8810123799696e-02, -2.1539692872764e+00,                    B,  1.9448705217873e+00,  8.4088322981922e-01, -5.0338715135159e+00,                    A,  3.9753623770793e-01, -2.1278824654855e+00,  4.6827305521892e-01,                    A, -6.9784569360915e-01,  1.0362028063028e+00, -1.6858186648225e+00,                    A,  2.1399906555087e+00, -8.2922606499733e-01,  2.0774498777757e+00,                    A, -9.4660232612348e-01, -1.7284394147301e+00,  2.0030799857391e+00,                    A, -4.0581888332306e+00,  1.0491656911509e+00,  6.9059191630985e-02,                    B, -4.8568520305624e+00,  1.5821321812224e+00,  7.7761064601773e-01,                    B,  3.1096869145359e+00, -2.1917665407908e+00, -6.1486808804277e-01,                    B,  1.9220716552810e+00,  5.3608784159379e+00, -5.0665621340799e+00,                    B,  2.1784099554989e-01,  8.1956722417229e-01,  2.9400441179537e+00,                    B,  3.8138842700501e+00,  3.1583121193054e+00, -2.7904310882595e+00,                    A,  9.7931089716825e-01, -2.1680917749018e+00,  4.5548164324478e+00,                    A, -5.1273015039784e+00, -1.1213228680155e+00, -2.0666423338966e+00,                    A, -3.0212040672314e+00,  7.4190583435354e+00,  2.0889838263198e+00,                    B,  2.8908097278078e-01,  1.5596886873120e+00,  1.5115625323199e+00
                    A, -1.9795739795677e+00,  3.6452662429948e-01,  9.6614681862262e-01,                    A, -6.0279367848868e+00, -2.4479781584382e+00,  2.6819030046951e+00,                    A,  3.4000655210931e+00,  3.1797075045788e+00,  1.9961686855930e+00,                    A, -6.7020302265704e-01, -1.6668323514967e+00, -3.3056913004705e+00,                    A,  2.3003340781149e+00,  2.9005321206144e+00, -4.6825519437544e+00,                    A, -3.4629986411359e+00, -2.0272276341525e+00, -2.5795843281925e+00,                    B, -2.4237588681296e+00, -1.7457545853010e-01, -6.1627465775210e-01,                    A,  1.1586955043112e+00, -4.1293981829272e+00,  1.7296976452862e+00,                    B,  6.6698913414570e-01, -1.4520656850170e+00, -2.6802248524826e+00,                    B,  1.1342838518780e+00, -1.7846827386064e+00,  3.1562590288873e+00,                    A, -4.1016909486344e+00,  3.2963186847915e-01, -1.0140008631246e+00,                    B,  1.6112556874429e+00, -9.9341484852849e-01, -1.1443832916242e+00,                    B,  4.6978209147475e+00,  2.6851902236976e+00, -4.2483646317130e+00,                    B, -2.0379615413634e+00, -5.2232359232549e+00, -3.9261177484701e+00,                    B,  2.3236960333586e+00, -4.1783261984088e+00, -1.3036021744269e+00,                    B,  4.7533038644821e-01,  5.7553379485251e-01, -2.3225498948630e+00
                    A, -4.7376229323093e+00, -9.0552906177451e-01, -9.5485283723326e-01,                    A, -2.6663379251963e+00,  3.0949641376360e+00, -2.2087131099426e+00,                    B,  2.8207157580048e+00,  2.1884472979396e+00,  1.5189112577732e+00,                    A, -1.1953609870541e+00,  3.4088047141625e+00,  4.0049617718994e+00,                    B,  1.5274225457532e+00, -1.3891371125709e+00, -2.4555654831807e+00,                    B, -7.3563287224127e-01, -4.7618278917476e+00,  2.9623998624057e+00,                    A,  7.5039413128484e-01,  1.6687351949434e+00, -3.6008514347338e+00,                    B, -1.1558583727690e-01,  6.5725774915024e-01, -3.9800400489613e+00,                    B,  8.7520244747271e-01, -3.8411410004930e+00, -1.6148849180034e+00,                    A, -3.7078055056147e+00, -1.4560204704227e+00, -3.2683007074112e+00,                    B,  3.3411881792090e+00,  3.5045438581885e+00,  5.1933568695990e-01,                    A, -4.9117119853961e+00,  3.3401282221924e+00, -8.8129011259475e-01,                    A,  2.3602679344713e+00,  5.1252511548580e+00,  3.4079778587681e+00,                    B, -2.3554358925816e+00, -1.0248802457392e-01,  2.8491798705489e+00,                    B, -3.4287911969075e-01,  1.2839829506439e-01,  3.3999290069159e+00,                    A,  5.2469754051422e+00,  1.5416275392815e-01, -5.8024336533028e-02
                    B,  3.9123924729034e+00, -5.7476571790618e-01, -8.1157402328376e-01,                    B,  3.3626255459231e+00, -1.1933952673761e+00,  3.3951057064349e-01,                    A,  1.6419883425417e-01,  1.2743358449255e+00, -1.8143329812658e+00,                    B, -6.1309805317840e-01,  3.7214449633094e-01, -7.4873231831091e-01,                    B, -1.7498517548535e+00, -4.4526409007145e-01,  1.4758205670426e+00,                    A, -3.5585216035887e+00, -3.3804623365146e+00, -9.2172939784214e-01,                    A, -6.9349158548152e+00, -3.9597844841592e-01, -2.0837466821698e+00,                    A,  4.5227399216972e+00, -2.9664342200569e+00,  8.3191441541568e-01,                    A, -4.3844232534529e-01, -2.3825469580912e+00,  2.0862453263911e+00,                    A, -1.2463039214279e-01,  6.3099322047058e+00,  1.3157699876615e-01,                    B,  2.1606269367939e+00,  2.0310233395304e+00,  4.2415363375858e+00,                    B,  5.0509736976609e-01,  2.4892099576839e+00,  1.6517447071317e+00,                    A,  2.2800876716289e-01, -3.8976513768222e+00, -1.0870016531524e+00,                    A, -1.2523082841070e+00, -3.5174982186173e-01, -4.9767096262727e+00,                    B,  3.3032836577801e+00,  4.5993314829886e-01,  2.7963678344327e+00,                    B,  2.1304796844399e+00,  2.1011274358507e+00,  6.7296170337484e-01
