##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2
                    A,  1.1078376271960e+00, -1.4296878795868e+00, -1.5383223570597e+00,                    A,  1.1595271437038e+00, -1.4893631308552e+00,  2.1533109076240e-01,                    B, -1.1490561255882e+00,  2.2771580879713e+00, -2.9391286139070e-01,                    B, -1.8419759931203e+00,  7.4453272634883e-01,  4.4731144760914e-01,                    A, -8.7983984902171e-01, -7.1282411398266e-01,  2.4922547315787e+00,                    A,  1.5261745347235e-01, -2.3604318834721e+00,  1.2820939272753e+00,                    B,  1.2071841876018e+00,  2.5284018228371e-01, -4.9839067275873e-01,                    A,  4.4764062034246e-02,  1.5426128383861e-01, -4.8296299581840e-01,                    A, -2.0959903272277e-01, -6.0612500775490e-01, -1.9760465491781e+00,                    B, -1.2004398002392e+00, -3.9205938783916e-01, -1.0764291531502e+00,                    B,  1.7535905844318e+00,  1.6269215086022e+00,  2.7467938327801e-01,                    B, -1.1657280358869e+00, -9.2806351560908e-01,  4.6369208408578e-01
                    B,  1.4990256063714e+00,  4.2249491426255e-01,  1.2780896291280e+00,                    B,  6.3945469297346e-01, -1.0373586570871e+00,  1.0311281996538e-01,                    B,  2.1000507356873e+00,  1.1769282689719e+00, -1.1847248583066e+00,                    A,  2.1537255577841e+00, -1.3774415593681e-01, -5.0998364687976e-01,                    A,  1.1476100042373e+00,  2.1948198142778e+00, -7.8427146476326e-01,                    A,  3.1431315175512e+00,  1.4394510354437e-01, -1.3644341283910e+00,                    A,  2.2947705779222e+00,  1.9518992533570e+00,  1.4681347237407e-01,                    B, -1.5251064477304e+00, -1.3024749692994e-01,  7.5392908690355e-01,                    A, -5.5396295328365e-01, -8.0759664858961e-01, -1.4892111319540e+00,                    B, -4.5192748175046e-01,  4.4245006941303e-01, -2.6184280196173e+00,                    A, -8.6379814014871e-01, -1.2240361833466e-01, -4.6376733598867e-01,                    B, -4.6091016590489e-01,  1.4026736257449e+00,  1.7964628158393e+00
                    A, -4.6013288670638e-01,  5.3918205825405e-01,  1.0524503004395e+00,                    A,  2.6370473967989e+00, -1.0273866554671e+00, -1.7554195889211e+00,                    B, -5.1487351796738e-01, -8.2084084242555e-01,  4.3162614454348e-01,                    B,  9.2155057290612e-01, -2.5374552963578e+00, -5.7935335752579e-01,                    B, -2.2148288651242e+00,  8.6539769513447e-01, -1.3774028545743e+00,                    A,  1.5945759998898e+00,  1.5283880785940e+00,  5.8837370058634e-01,                    B, -1.0253122510196e+00,  1.8106840831427e+00, -8.6222406614290e-01,                    B,  1.7162370010684e+00,  1.7419911925844e+00, -2.4463730644390e+00,                    A,  1.8141144967178e+00,  2.4139303276497e+00,  1.8893219118058e+00,                    A,  1.2689302289880e+00,  1.8338097460321e+00, -4.5735843238150e-01,                    B,  9.5288152130947e-01, -1.2545881193161e+00, -2.3136874499467e+00,                    A, -2.4204370391115e-01, -1.0079916069574e-01, -1.5448274260395e+00
                    B, -6.7684611594130e-01, -7.8846871124587e-01,  1.8623035139791e+00,                    B,  1.4742524473864e+00, -3.0064548859252e-01,  1.1148236200633e+00,                    A,  1.0980444590820e+00,  1.9103647576141e+00, -7.6758867565752e-01,                    A, -6.2833122677197e-01, -1.9981512275515e+00, -1.9168455447964e-01,                    A, -7.5346122461092e-01,  1.6418794084320e+00, -1.0758170928395e+00,                    B,  7.3595167535437e-02,  6.7682712488275e-01, -4.2537382669435e-01,                    B,  3.0665552677340e-01, -2.2556405351695e+00, -1.3909843453831e+00,                    A, -8.9992786857302e-01,  9.8776321819826e-01,  1.1820932798928e+00,                    B,  3.9004018664489e-01, -6.4892838821545e-01,  1.8324467248553e+00,                    A, -1.2173883734204e+00,  3.0255663293347e+00,  1.0091528441746e+00,                    A, -2.1524857914296e+00, -1.4814267048556e+00,  3.6388708416995e-01,                    B,  1.7407292601882e+00, -2.0157703225908e-03, -1.4038077370693e+00
                    B,  1.6402725431512e+00,  7.7430264389871e-01,  1.3573779625617e+00,                    A, -1.7803256463280e+00, -1.5579356097543e+00, -1.4668045411866e-01,                    A,  1.2544252512165e+00,  4.0952427870408e-01, -2.6698311846710e+00,                    B,  6.5549350843639e-01,  1.2514931478837e+00, -6.1982223833160e-01,                    A, -8.3725174496434e-01,  2.9991354795331e-01, -1.5428775358633e+00,                    B, -9.1840230171539e-01, -4.8349245199844e-01,  1.8481970882496e+00,                    B, -4.8820896739918e-01, -1.8192943432016e+00, -8.1256543381809e-01,                    B, -5.7005049562390e-01,  2.1889390709583e+00,  2.1161648742350e-01,                    B,  1.1244020990172e+00, -2.1184002338005e-01,  2.9177289096517e+00,                    A, -2.6790966191863e-01,  1.5622958516058e+00, -6.5611170343792e-01,                    A, -2.1461164301105e+00,  1.6930356713571e-01, -2.1907734254877e-01,                    A, -1.0075135361930e+00,  1.0852047826259e+00, -5.0539682416085e-02
                    A,  4.4236104949908e-01,  1.8129674963012e+00,  9.3955676469919e-02,                    B, -1.0854290326956e+00,  1.4113684366405e+00,  2.6783114447708e-01,                    A,  6.3607651497075e-01,  1.1311021067098e+00,  1.5093182117028e+00,                    B, -8.6301675761183e-01,  7.2705911606363e-01, -1.2356865239288e+00,                    B, -6.8472208957622e-01, -9.2544400765634e-01, -1.9701801006657e+00,                    A, -3.1461438588064e+00,  1.6213935708739e-01, -1.1554603131988e-01,                    B, -1.5839288473127e+00,  5.7771763955118e-01,  1.3552672227593e+00,                    A,  1.0865384270329e+00,  7.3896438621936e-01, -9.7323648380153e-01,                    B,  8.7167901568500e-01, -2.0617148829543e+00,  6.1678452929189e-01,                    A,  9.3908604370406e-01,  1.5339640618332e+00, -2.6595360899073e+00,                    B, -4.6235051666102e-01,  4.5658483603723e-01,  9.7975882296695e-01,                    A,  2.7023031912132e+00,  4.6015594131257e-01, -1.3808936696581e-02
                    A, -2.7378685990654e-01, -3.3443484224395e+00, -2.5151546165048e-01,                    B,  1.5191351881472e+00, -1.1625010990010e+00,  4.6889897273586e-01,                    B, -4.5074356258560e-01,  5.6207754895751e-01,  1.0743764144725e+00,                    B,  9.6875617991541e-01,  3.7203086606885e+00, -8.0374722457790e-01,                    A, -1.7869046296303e+00,  4.8996897045363e-01, -2.8788389253269e-01,                    B,  2.8500011619764e-01, -4.9729840296557e-01,  1.0598211244467e+00,                    B, -4.4424616787987e-01,  3.9658456084603e-01, -5.6110325045662e-01,                    A, -1.2927250599571e+00, -1.9560566620000e+00,  1.3011266176521e+00,                    A, -1.4179515433896e-01,  1.6480557248454e+00,  2.4742317393999e+00,                    A, -2.7343339024045e+00, -1.9117408579390e-01,  6.8452942477035e-01,                    A,  5.4376204102416e-01,  1.6432594825795e+00,  4.7877188414004e-01,                    B, -7.0818445577850e-01, -1.6924753643190e+00, -1.0050450581460e+00
                    B, -9.9944751155531e-01, -1.6907349968944e+00,  1.9202060094790e+00,                    A, -2.9345539735011e-01,  1.0720251418777e+00, -1.1884831231797e+00,                    B,  6.1405898413253e-01, -3.0653542778455e+00,  2.5198367066161e+00,                    A,  1.3806687608966e+00,  1.3573256271772e+00,  1.6503942355548e+00,                    A, -3.0024518462521e+00, -8.1176603734859e-01,  4.5197056479683e-01,                    A, -1.0927003705800e+00,  9.3285361607212e-01,  1.0942774681441e-01,                    A, -6.9051215635684e-01, -1.7566885010193e+00, -1.1487362178107e+00,                    B, -2.1589229714049e+00, -2.7650362876052e-01, -2.4486242929541e+00,                    B,  7.3884831833489e-01, -8.2063399348972e-01, -1.8915974614999e+00,                    B,  1.8298659097524e-01,  7.8375541909140e-01, -2.3573742573210e-01,                    B, -5.5777620684562e-01, -1.7866991084404e+00, -2.1799644354151e-01,                    A,  1.1774240143795e+00,  3.3972047071697e-02,  1.3964026938204e+00
                    A, -8.2598229616236e-01,  1.9950927603279e+00, -3.8228731243106e+00,                    B, -8.1261310379416e-01, -4.5591914135525e-01, -7.2789836262170e-02,                    B, -5.5237056350815e-01, -5.1168230433969e-02, -1.2563540410769e+00,                    B, -2.0616164786382e+00, -1.2792856554998e+00,  1.1298395775150e+00,                    B, -8.1678195663299e-01, -2.5451161340182e-01, -2.3659993311946e+00,                    A,  3.8452379614715e-01,  1.5701966006403e-01,  8.4787107048230e-01,                    A,  1.0884717666024e+00,  4.5854224659827e-01, -5.7138864782602e-01,                    A, -3.0613221316403e+00, -2.8959784882919e-01, -1.8716207109777e+00,                    B,  1.9088649212218e+00,  1.6599071174690e+00,  1.1700326739814e+00,                    A,  5.0460394322761e-01, -7.3237982602641e-01,  2.7019188512744e+00,                    B,  3.5935864191704e+00,  1.6410794680211e-01,  8.3859774138118e-02,                    A, -6.0536410737033e-01, -3.0405258540050e+00,  1.5462754511067e-01
                    A,  6.4038705386751e-01, -3.4341505963148e-01, -1.1748057297791e+00,                    B,  9.9558710769615e-01,  2.0109844099993e+00,  2.1612950408741e+00,                    B, -4.1272978065595e-01,  3.1094415518898e+00, -6.0605865837828e-01,                    A, -4.4142842750969e-01,  1.4903653980534e-01, -5.6097873150179e-01,                    A, -2.6476944164867e+00,  1.4471103143440e+00, -1.7460666831343e-01,                    B,  2.7923291775935e-02,  9.0843173416726e-01, -2.5567764817245e+00,                    B, -1.9904073473186e+00, -7.5665629929098e-02,  1.7744042522908e+00,                    B,  1.0068772621247e+00, -5.7561875680663e-01,  1.3056954727858e+00,                    A, -3.4983289165435e+00,  3.3765685760558e-01,  1.4587410657998e+00,                    A,  3.6981468195795e-01, -1.1001743044991e+00,  2.5247812284284e+00,                    B, -2.5473082815439e-01,  3.8684570738519e-01,  3.6213976707711e+00,                    A, -2.1953712894750e-01, -1.5611965352228e-01,  1.4409388960980e+00
