##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2,           p12 flavor,               p12 x0,               p12 x1,               p12 x2,           p13 flavor,               p13 x0,               p13 x1,               p13 x2,           p14 flavor,               p14 x0,               p14 x1,               p14 x2,           p15 flavor,               p15 x0,               p15 x1,               p15 x2
                    B,  1.7233550452239e+00,  1.3741839227150e-01,  1.7740240139388e-03,                    B,  4.4245631332673e-01,  6.9792417612694e-01,  7.3088516688337e-01,                    A, -7.1496492647997e-01,  8.7135295667887e-01, -1.1702791738521e+00,                    B, -1.5241106744524e+00, -1.0689841885500e+00, -5.6301272650405e-01,                    A, -4.6928268901554e-01,  1.0613609841618e+00,  1.7925120381918e-01,                    A,  7.7543883043431e-01, -6.2344664609051e-01, -1.9403327718126e+00,                    B, -2.9137183113126e-01, -1.5863722501516e+00, -6.1401415332725e-01,                    B, -1.7337636978236e+00,  6.9469036412796e-01, -5.0993705877131e-01,                    A,  1.3256688266135e+00, -9.9633231548373e-01, -4.6245823042267e-01,                    B, -6.4195735976769e-01,  9.5594362803649e-01, -6.9597784734663e-01,                    A,  7.5140007186931e-01,  1.4539589421432e+00, -5.7082668552148e-01,                    B, -3.6205522545520e-01, -1.3560684959862e+00,  5.4514708394863e-01,                    A,  1.6667868784196e+00, -1.8040623097817e+00,  6.8735750107836e-01,                    A, -5.8661169100337e-01, -1.1444497148628e+00, -1.9282878709471e-01,                    A,  1.1986508208828e+00, -4.7203284516217e-04,  1.1299748689000e+00,                    B,  1.9118375907057e-03, -1.2523608544987e+00,  1.9652609964276e+00
                    A,  3.4357173223696e-01,  7.2385374483751e-01, -3.7846886029935e-01,                    A, -1.3299841931388e+00,  8.6130108973027e-01,  9.4437626524865e-01,                    B,  4.3032974854498e-02,  1.1424618258810e+00, -7.1140536403769e-01,                    B,  4.6521948928343e-02, -1.2839951904992e+00,  9.9505215512381e-01,                    B, -5.1945789125121e-02, -1.9304655240191e+00,  2.2509756149904e-01,                    A, -3.3191401961984e-01,  1.1998215974327e+00, -1.4377022188243e+00,                    B, -4.9179908365202e-01, -3.6160271908585e-01, -7.8537673202334e-01,                    A, -1.3720083187679e+00, -2.0432042365549e+00,  8.3286280004802e-04,                    A, -1.5362265104873e-01,  1.9783897777108e+00, -3.8088711284633e-01,                    A,  6.8587886780170e-01, -1.0414059436833e+00,  5.6540225756238e-02,                    B,  1.2202330697220e+00, -4.7226450270672e-01,  6.1470522347600e-01,                    B,  1.6409877534283e+00,  3.8450086915394e-01,  7.9682283759116e-01,                    A,  2.1549359054560e+00, -4.3322127727788e-01, -3.9305229371528e-01,                    B,  1.4038005972058e+00,  1.0931754992342e+00, -2.2960950871940e-01,                    A,  2.7558756737422e-01, -3.2509059466074e-01, -1.0734742401829e+00,                    B, -4.5311262391710e-01, -1.0125983484388e+00, -1.7351231715205e+00
                    B,  2.6325154097816e+00,  5.2152919422600e-01, -1.4523753273105e+00,                    B,  1.0156943135181e+00, -1.1186090695642e+00, -7.2771371505810e-01,                    A,  6.3634191610850e-01,  1.5027492381579e+00, -1.7244666768813e-01,                    B, -3.5849140280512e-01, -1.6873176784184e+00,  1.0586557130972e+00,                    A, -4.1710614275420e-01,  7.4074794334841e-01,  2.3294704056018e-01,                    A,  1.7848156048531e+00,  1.8146505565127e-01, -3.0900690803218e-01,                    A, -2.5062022337492e+00,  4.0612372725554e-01, -6.5698776758424e-01,                    B, -9.3371461568489e-02, -9.3643994907035e-01,  1.4167727226115e-01,                    A,  4.3931553414952e-01, -1.2803616306027e-01,  9.1619345106229e-01,                    B, -5.8295197285831e-02, -3.3016939822179e-02, -1.7609983980160e+00,                    B,  1.3463138829360e+00,  7.0046743514165e-01,  1.1291317061718e+00,                    B, -9.7013932038126e-01,  8.1358715091011e-02, -1.4607561925275e-01,                    A, -6.0408616287558e-01, -3.7783768056041e-01,  4.5787532153442e-02,                    B,  1.8217251613585e+00,  3.9973202309838e-01,  3.9601198805625e-01,                    A, -1.4613133009667e+00, -1.8038322363595e+00,  6.0414316627549e-02,                    A,  1.9797542927226e-01, -7.7521445511008e-02, -9.2890741206259e-01
                    A,  7.7947606775729e-01,  2.2760422513980e-01,  6.6626355908370e-01,                    A, -1.9693219777669e+00,  9.5302747341034e-01, -6.7364812050518e-01,                    B, -9.6252257934332e-01, -3.8137736582209e-01, -1.3055730599571e+00,                    B,  6.6481897000558e-01, -9.9945174287298e-01,  2.2326244152007e+00,                    B,  1.0619528294591e+00,  7.2336594112587e-01,  3.2176353516706e-01,                    A, -1.7715172623379e+00,  2.3152154902594e+00, -5.4786069392658e-01,                    B, -1.0192240542177e-01,  3.3715403694958e-02,  9.8379719080971e-01,                    A,  8.0864044742473e-02, -9.6414568098293e-02,  1.3669789186938e+00,                    A,  1.0088120196051e+00, -1.4120473927968e+00, -4.6957562056082e-01,                    B, -1.4592438155723e+00,  7.2946613344409e-01,  1.2610511696782e+00,                    B,  1.0766521679786e+00, -2.8416737118730e-01, -9.3168052630392e-01,                    B, -6.7948428993795e-01,  9.7882200065155e-01, -6.7542388951221e-01,                    A,  3.2180946470898e-01, -4.0907483728360e-01, -1.0206390901912e+00,                    B,  1.9745463337332e+00, -8.8024262422366e-01,  5.5191395031607e-01,                    A, -6.9962310908841e-01, -7.0351518040537e-01, -4.7936805722005e-01,                    A,  3.1310336370713e-01,  1.6254829172873e+00, -6.6185296790540e-01
                    B, -7.6824579375015e-01, -1.3084514275450e+00,  1.8205898696258e+00,                    B, -7.9748934701128e-01,  3.9882209768611e-01,  9.8245322112215e-01,                    A,  6.2951832279870e-01, -1.2722281595477e+00,  1.9271860681912e+00,                    A, -1.2171149570059e-01, -1.5437602526531e+00, -1.0552582866484e-02,                    B,  5.3989577768835e-02,  6.6218909366793e-01, -1.5437363116371e-01,                    A, -1.6024018348864e-01, -1.4280503850350e-01, -1.7557351939911e+00,                    A, -1.5789247127312e+00,  2.4983217452719e-01,  3.7761588189151e-01,                    A,  1.1844448159482e+00, -2.6077932470003e-01, -1.8600747807756e+00,                    B, -1.2363307886325e+00, -2.0301083152792e-01,  1.9531608914504e+00,                    B,  7.9985186916497e-01, -1.0348329764033e+00, -3.6077218244989e-01,                    B,  1.2670833433741e+00,  5.7599585576986e-01,  1.2790667603972e+00,                    B, -1.6650636264838e+00,  1.0248092661762e-01, -1.1449955515264e+00,                    B,  2.3671461363801e+00, -9.0585821415469e-03, -5.7490554812927e-01,                    A,  1.1310656308852e+00, -1.1935916836969e+00, -4.8498917425426e-01,                    A,  8.0017885581139e-01,  2.4155793861998e+00, -1.4027386745384e-01,                    A,  1.9873638388491e-01, -2.3184310303528e-02, -4.2610671316469e-01
                    B,  8.5279106025235e-01, -1.8535817839036e+00, -4.0389961430809e-01,                    A, -5.5425342497820e-02,  3.9822248771592e-01,  2.0149096858061e-02,                    B, -1.3027274054631e+00, -7.9482762491766e-01, -2.3022874654272e+00,                    A, -2.4132242528854e+00, -7.2622063884626e-01, -6.8770807866071e-01,                    A, -7.6786060972027e-01, -4.0058284890467e-01, -1.2162665534337e+00,                    B,  7.5758111855019e-01,  2.8325460346567e-01, -1.3197504880287e-02,                    A,  2.0502125138736e+00, -1.4169824302199e+00,  1.8804368254919e-01,                    B, -4.9759265147345e-01,  1.0508428218664e+00, -1.0999923645273e+00,                    A, -2.8446353769874e-01,  1.1294150186811e+00, -8.6181064592341e-01,                    A,  1.6305309070339e+00, -3.7806179516784e-02,  1.5603056953337e+00,                    A,  1.1427344793719e+00,  8.6715565199766e-01,  1.3436855853336e+00,                    A,  4.3663556041752e-01,  1.4164227317494e-02,  1.2914345084202e+00,                    B,  5.2969836062002e-01, -1.3936037348704e+00, -1.1504832915343e+00,                    B, -7.6787980037468e-01, -4.9636524923042e-01,  4.8732265978071e-01,                    B,  1.5924797064361e-01,  2.6906831650536e-01,  1.4495130448178e+00,                    B, -2.1856784867479e+00, -3.7097820250567e-01,  1.1747218681288e+00
                    B,  4.0100579509201e-01,  6.0970418012941e-01,  1.0419810794804e-01,                    A, -1.3472192556833e+00,  1.5073931238350e+00, -3.1455257486171e-01,                    B,  2.9437711422399e-01, -1.9842032492124e+00, -5.5723258808085e-01,                    B,  1.1237439006234e+00, -1.7559178255338e+00,  3.4799526503027e-01,                    B, -1.6432074395429e-01,  3.1985073346036e-01, -8.8427420933584e-01,                    B,  1.2643265747135e+00, -6.5203831938197e-01, -6.9063124686453e-01,                    A,  7.7187038029875e-02,  7.9319495971049e-01, -2.6520316933226e+00,                    A, -1.5084171702494e-01,  5.5758238150191e-01,  1.0954215042978e+00,                    B, -1.1724788216344e+00,  1.2816015402928e+00,  2.1239178381920e-01,                    A, -1.0267254180273e+00,  2.0224809961170e+00,  1.5659344004111e+00,                    A,  2.1270471893497e+00,  4.8961624367519e-02,  1.4138350611080e+00,                    A,  1.7452026263308e+00,  3.5998975747344e-01, -4.6032516658750e-01,                    B,  8.2417680385224e-02, -1.8245645921814e-01,  1.1199726905334e+00,                    B, -1.4641538840666e+00,  4.0589259118340e-02,  6.6513602655313e-01,                    A,  7.2758796432848e-02, -1.0801673263250e+00, -3.3649231661400e-01,                    A, -1.2469486570017e+00,  3.0437701086730e-01,  4.4903974186620e-01
                    A, -2.3054564582604e-01,  2.6550833695622e-01, -4.3665034163021e-02,                    B, -8.6741947143765e-02, -3.5027263017390e-02,  3.7929812650387e-01,                    B,  1.3367544524746e+00, -7.3433420196809e-01,  4.6182579040592e-01,                    B,  2.8056853659573e-01, -8.3512515694298e-01, -3.7499726255952e-01,                    A, -1.4114815037380e+00, -7.5610142984626e-01,  7.8231018306559e-02,                    A,  1.1952859576766e+00,  7.7622630920855e-02,  2.8148561320026e-01,                    A, -9.2675402322245e-02, -1.5934003818696e+00,  1.6483177561565e+00,                    A, -2.4808042469695e-01,  1.2884852798786e+00,  1.4263099628439e+00,                    A,  2.4909764018916e-01,  1.3855537348232e+00,  1.7750872132438e-01,                    B, -8.3739755766555e-01,  1.2541985465513e+00,  8.7175691249054e-01,                    B, -7.5863597000047e-01, -5.3645873995403e-01, -1.9006322931712e+00,                    B,  1.7016113215267e+00,  1.0097790990142e+00,  5.1247907383484e-01,                    A,  1.6531059425184e-01, -2.3101773530752e+00, -6.0430177283355e-01,                    B,  5.3313769597408e-01,  2.2673915474366e-01,  1.2146613376675e+00,                    B,  9.8024500337411e-01,  2.4068232302982e-01, -1.9013193257649e+00,                    A, -1.4420722306018e-02, -1.0576733021773e+00, -6.2987948614087e-01
                    A,  4.9617547620471e-01, -1.3912693589919e+00, -2.2100673072082e+00,                    B, -5.0424371400207e-01,  1.6616720809136e+00,  1.3955009801643e+00,                    B, -2.0896823795091e+00,  1.0746088554781e+00,  1.4081278271271e+00,                    A,  6.9291060740796e-01,  2.8669154911474e-01,  2.6083884411748e-01,                    A, -1.3703001097739e+00, -1.0250184219496e+00, -2.5514866816262e-01,                    A, -1.4273456625746e+00,  2.0718594093689e+00, -3.6175255775541e-01,                    A, -2.5671251280005e-01, -1.5449991753231e+00,  7.5532360489015e-01,                    B,  4.7114644232238e-02,  7.5032376144340e-01, -1.2220361301514e-01,                    B, -9.3738177970915e-01,  8.7450871258026e-01, -4.4969106358888e-01,                    B,  2.0842896110277e+00,  5.1392839870840e-01,  7.0663827406607e-01,                    A,  1.7317881551412e+00, -4.0336882645770e-01, -9.9553427692893e-01,                    B,  8.7269733987814e-01, -1.6281148153774e+00,  1.1912917883807e-01,                    B,  8.0972292092857e-01, -4.0632233413758e-01, -3.9554597358286e-01,                    A, -1.1007831008085e+00,  5.0491968222507e-01, -9.9908209487886e-01,                    B, -6.2038333243348e-01,  4.4137635757976e-01,  2.0992242447486e+00,                    A,  2.2224311913364e+00, -8.3270631785317e-02,  8.3200292745791e-01
                    B, -1.5501172852406e-01, -5.4210947204393e-01, -8.3880584913762e-01,                    A, -1.7872523566241e+00, -1.4491742409628e+00,  4.5074634230965e-02,                    A,  8.0700749028848e-01, -2.8540303311619e-02, -8.5469372048732e-01,                    B,  7.4120590630418e-02, -2.1496829549227e+00, -3.8310287593243e-01,                    B, -1.1859627282400e+00,  9.7834881045720e-01,  8.4216095527028e-02,                    B, -8.3138305394958e-01, -2.8493565025540e-01,  7.5731290481237e-01,                    A,  1.8721870393146e+00, -2.4678568358831e-01,  8.1788080869300e-01,                    B,  3.8054817908375e-01,  1.2355528436717e+00,  8.2219915601029e-01,                    A, -1.0369003899689e+00, -5.6016808317714e-01, -3.0992795217791e-01,                    A, -5.9321812922198e-01,  1.0374862050774e+00, -8.5527404347734e-01,                    B,  4.9291162540614e-01, -1.9310339613631e-03, -1.6425489650692e+00,                    A, -4.5538673352813e-01,  2.9854708665308e-01,  2.9903353520283e-01,                    B,  1.1770946480808e+00, -1.3830137539327e+00,  3.6335281700480e-01,                    A,  8.9563083524365e-01, -1.0845764848276e+00,  1.2566192357861e-01,                    A,  8.1870512211686e-01, -2.0121393470379e-01,  1.4642462447480e+00,                    B,  1.7077169315601e+00,  1.8766718199681e-01,  4.7220725497079e-01
