##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2
                    B, -2.5535775394206e+00, -1.1576122846093e-01,  4.2729734303745e+00,                    B, -2.4915488725796e+00, -1.7525113310444e+00,  2.7089419487573e+00,                    A,  2.2098837660682e+00, -5.0688919527106e+00,  1.9144654475307e+00,                    A,  1.2489010517043e+00,  1.4624609972998e+00, -2.1045268883406e+00,                    B,  2.5807173120814e+00, -2.0873600084053e+00, -5.7692169924352e-01,                    B, -5.4866828831330e-01, -1.7589199164734e+00,  3.7720898662164e+00,                    A,  2.5858059150341e+00, -1.1026016720751e+00,  1.6670058326615e+00,                    A, -1.1329483562935e+00,  8.8271848559827e-01,  2.7110012238544e+00,                    B,  5.7996020706938e-01,  3.7970230037723e-01,  1.6525641572325e+00,                    A,  2.0933470991154e+00,  1.8678057528057e+00, -3.8045445107027e-01,                    B, -9.1647046696299e-01,  3.3470247092938e-01, -1.7120949290171e+00,                    A, -5.2539505126576e+00, -4.4425748531463e-01, -1.8204977154480e+00
