##           p0 flavor,                p0 x0,                p0 x1,                p0 x2,            p1 flavor,                p1 x0,                p1 x1,                p1 x2,            p2 flavor,                p2 x0,                p2 x1,                p2 x2,            p3 flavor,                p3 x0,                p3 x1,                p3 x2,            p4 flavor,                p4 x0,                p4 x1,                p4 x2,            p5 flavor,                p5 x0,                p5 x1,                p5 x2,            p6 flavor,                p6 x0,                p6 x1,                p6 x2,            p7 flavor,                p7 x0,                p7 x1,                p7 x2,            p8 flavor,                p8 x0,                p8 x1,                p8 x2,            p9 flavor,                p9 x0,                p9 x1,                p9 x2,           p10 flavor,               p10 x0,               p10 x1,               p10 x2,           p11 flavor,               p11 x0,               p11 x1,               p11 x2,           p12 flavor,               p12 x0,               p12 x1,               p12 x2,           p13 flavor,               p13 x0,               p13 x1,               p13 x2,           p14 flavor,               p14 x0,               p14 x1,               p14 x2,           p15 flavor,               p15 x0,               p15 x1,               p15 x2
                    A, -4.9783313017138e+00, -2.9051115362554e+00, -1.5518197369535e+00,                    B, -7.6681223811848e+00, -6.1468959529831e+00, -8.4098347862073e+00,                    A,  5.8016699656754e+00, -7.5868475559547e+00, -1.3722812391046e-01,                    B,  1.5781405225971e+00,  3.4810678280065e+00, -5.9734718529509e+00,                    A, -5.6598240221898e+00, -7.7331797160975e+00,  5.4721862650505e+00,                    B, -1.7058471187375e+00, -8.4976993719423e+00, -8.9345775711506e+00,                    A,  8.6624569715044e+00,  5.4198911593686e+00,  9.5271542290725e+00,                    B, -1.2788217308682e-01, -4.4753077653756e+00,  1.6755789881986e+00,                    A,  9.2602684702362e+00, -2.4885593317267e+00, -6.7104796140616e-02,                    B,  7.2572530992375e+00, -4.5542518441353e+00, -2.0924988605140e+00,                    A, -2.6998504044338e-01, -9.8674722131759e+00,  2.7292832931483e+00,                    B,  6.7000372640449e+00,  3.9846827544388e-01, -8.2378366584670e+00,                    A,  2.2910212794177e+00, -9.3717224336554e+00,  3.0571646119703e+00,                    B, -4.9569436616725e+00, -2.2958932613195e-01, -8.1754864901362e+00,                    A,  2.8075678763315e+00, -3.7291479237951e+00, -1.9794226465544e+00,                    B,  2.2485990609760e+00, -3.6000201731777e+00,  9.8247399889488e+00
                    A, -4.9783313017138e+00, -2.9051115362554e+00, -1.5518197369535e+00,                    B, -7.6681223811848e+00, -6.1468959529831e+00, -8.4098347862073e+00,                    A,  5.8016699656754e+00, -7.5868475559547e+00, -1.3722812391047e-01,                    B,  1.5781405225971e+00,  3.4810678280065e+00, -5.9734718529509e+00,                    A, -5.6598240221898e+00, -7.7331797160975e+00,  5.4721862650505e+00,                    B, -1.7058471187375e+00, -8.4976993719423e+00, -8.9345775711506e+00,                    A,  8.6624569715044e+00,  5.4198911593686e+00,  9.5271542290725e+00,                    B, -1.2788217308682e-01, -4.4753077653756e+00,  1.6755789881986e+00,                    A,  9.2602684702362e+00, -2.4885593317267e+00, -6.7104796140619e-02,                    B,  7.2572530992375e+00, -4.5542518441353e+00, -2.0924988605140e+00,                    A, -2.6998504044339e-01, -9.8674722131759e+00,  2.7292832931483e+00,                    B,  6.7000372640449e+00,  3.9846827544387e-01, -8.2378366584670e+00,                    A,  2.2910212794177e+00, -9.3717224336554e+00,  3.0571646119703e+00,                    B, -4.9569436616725e+00, -2.2958932613195e-01, -8.1754864901362e+00,                    A,  2.8075678763315e+00, -3.7291479237951e+00, -1.9794226465544e+00,                    B,  2.2485990609760e+00, -3.6000201731777e+00,  9.8247399889488e+00
                    A, -4.9783313017138e+00, -2.9051115362554e+00, -1.5518197369535e+00,                    B, -7.6681223811848e+00, -6.1468959529831e+00, -8.4098347862073e+00,                    A,  5.8016699656754e+00, -7.5868475559547e+00, -1.3722812391047e-01,                    B,  1.5781405225971e+00,  3.4810678280065e+00, -5.9734718529509e+00,                    A, -5.6598240221898e+00, -7.7331797160975e+00,  5.4721862650505e+00,                    B, -1.7058471187375e+00, -8.4976993719423e+00, -8.9345775711506e+00,                    A,  8.6624569715044e+00,  5.4198911593686e+00,  9.5271542290725e+00,                    B, -1.2788217308682e-01, -4.4753077653756e+00,  1.6755789881986e+00,                    A,  9.2602684702362e+00, -2.4885593317267e+00, -6.7104796140619e-02,                    B,  7.2572530992375e+00, -4.5542518441353e+00, -2.0924988605140e+00,                    A, -2.6998504044339e-01, -9.8674722131759e+00,  2.7292832931483e+00,                    B,  6.7000372640449e+00,  3.9846827544387e-01, -8.2378366584670e+00,                    A,  2.2910212794177e+00, -9.3717224336554e+00,  3.0571646119703e+00,                    B, -4.9569436616725e+00, -2.2958932613195e-01, -8.1754864901362e+00,                    A,  2.8075678763315e+00, -3.7291479237951e+00, -1.9794226465544e+00,                    B,  2.2485990609760e+00, -3.6000201731777e+00,  9.8247399889488e+00
                    A, -4.9783313017138e+00, -2.9051115362554e+00, -1.5518197369535e+00,                    B, -7.6681223811848e+00, -6.1468959529831e+00, -8.4098347862073e+00,                    A,  5.8016699656754e+00, -7.5868475559547e+00, -1.3722812391047e-01,                    B,  1.5781405225971e+00,  3.4810678280065e+00, -5.9734718529509e+00,                    A, -5.6598240221898e+00, -7.7331797160975e+00,  5.4721862650505e+00,                    B, -1.7058471187375e+00, -8.4976993719423e+00, -8.9345775711506e+00,                    A,  8.6624569715044e+00,  5.4198911593686e+00,  9.5271542290725e+00,                    B, -1.2788217308682e-01, -4.4753077653756e+00,  1.6755789881986e+00,                    A,  9.2602684702362e+00, -2.4885593317267e+00, -6.7104796140618e-02,                    B,  7.2572530992375e+00, -4.5542518441353e+00, -2.0924988605140e+00,                    A, -2.6998504044339e-01, -9.8674722131759e+00,  2.7292832931483e+00,                    B,  6.7000372640449e+00,  3.9846827544388e-01, -8.2378366584670e+00,                    A,  2.2910212794177e+00, -9.3717224336554e+00,  3.0571646119703e+00,                    B, -4.9569436616725e+00, -2.2958932613194e-01, -8.1754864901362e+00,                    A,  2.8075678763315e+00, -3.7291479237951e+00, -1.9794226465544e+00,                    B,  2.2485990609760e+00, -3.6000201731777e+00,  9.8247399889488e+00
                    A, -4.9783313017138e+00, -2.9051115362554e+00, -1.5518197369535e+00,                    B, -7.6681223811848e+00, -6.1468959529831e+00, -8.4098347862073e+00,                    A,  5.8016699656754e+00, -7.5868475559547e+00, -1.3722812391046e-01,                    B,  1.5781405225971e+00,  3.4810678280065e+00, -5.9734718529509e+00,                    A, -5.6598240221898e+00, -7.7331797160975e+00,  5.4721862650505e+00,                    B, -1.7058471187375e+00, -8.4976993719423e+00, -8.9345775711506e+00,                    A,  8.6624569715044e+00,  5.4198911593686e+00,  9.5271542290725e+00,                    B, -1.2788217308682e-01, -4.4753077653756e+00,  1.6755789881986e+00,                    A,  9.2602684702362e+00, -2.4885593317267e+00, -6.7104796140618e-02,                    B,  7.2572530992375e+00, -4.5542518441353e+00, -2.0924988605140e+00,                    A, -2.6998504044339e-01, -9.8674722131759e+00,  2.7292832931483e+00,                    B,  6.7000372640449e+00,  3.9846827544389e-01, -8.2378366584670e+00,                    A,  2.2910212794177e+00, -9.3717224336554e+00,  3.0571646119703e+00,                    B, -4.9569436616725e+00, -2.2958932613195e-01, -8.1754864901362e+00,                    A,  2.8075678763315e+00, -3.7291479237951e+00, -1.9794226465544e+00,                    B,  2.2485990609760e+00, -3.6000201731777e+00,  9.8247399889488e+00
                    A, -4.9783313017138e+00, -2.9051115362554e+00, -1.5518197369535e+00,                    B, -7.6681223811848e+00, -6.1468959529831e+00, -8.4098347862073e+00,                    A,  5.8016699656754e+00, -7.5868475559547e+00, -1.3722812391046e-01,                    B,  1.5781405225971e+00,  3.4810678280065e+00, -5.9734718529509e+00,                    A, -5.6598240221898e+00, -7.7331797160975e+00,  5.4721862650505e+00,                    B, -1.7058471187375e+00, -8.4976993719423e+00, -8.9345775711506e+00,                    A,  8.6624569715044e+00,  5.4198911593686e+00,  9.5271542290725e+00,                    B, -1.2788217308683e-01, -4.4753077653756e+00,  1.6755789881986e+00,                    A,  9.2602684702362e+00, -2.4885593317267e+00, -6.7104796140620e-02,                    B,  7.2572530992375e+00, -4.5542518441353e+00, -2.0924988605140e+00,                    A, -2.6998504044339e-01, -9.8674722131759e+00,  2.7292832931483e+00,                    B,  6.7000372640449e+00,  3.9846827544388e-01, -8.2378366584670e+00,                    A,  2.2910212794177e+00, -9.3717224336554e+00,  3.0571646119703e+00,                    B, -4.9569436616725e+00, -2.2958932613195e-01, -8.1754864901362e+00,                    A,  2.8075678763315e+00, -3.7291479237951e+00, -1.9794226465544e+00,                    B,  2.2485990609760e+00, -3.6000201731777e+00,  9.8247399889488e+00
                    A, -4.9783313017138e+00, -2.9051115362554e+00, -1.5518197369535e+00,                    B, -7.6681223811848e+00, -6.1468959529831e+00, -8.4098347862073e+00,                    A,  5.8016699656754e+00, -7.5868475559547e+00, -1.3722812391046e-01,                    B,  1.5781405225971e+00,  3.4810678280065e+00, -5.9734718529509e+00,                    A, -5.6598240221898e+00, -7.7331797160975e+00,  5.4721862650505e+00,                    B, -1.7058471187375e+00, -8.4976993719423e+00, -8.9345775711506e+00,                    A,  8.6624569715044e+00,  5.4198911593686e+00,  9.5271542290725e+00,                    B, -1.2788217308683e-01, -4.4753077653756e+00,  1.6755789881986e+00,                    A,  9.2602684702362e+00, -2.4885593317267e+00, -6.7104796140621e-02,                    B,  7.2572530992375e+00, -4.5542518441353e+00, -2.0924988605140e+00,                    A, -2.6998504044338e-01, -9.8674722131759e+00,  2.7292832931483e+00,                    B,  6.7000372640449e+00,  3.9846827544388e-01, -8.2378366584670e+00,                    A,  2.2910212794177e+00, -9.3717224336554e+00,  3.0571646119703e+00,                    B, -4.9569436616725e+00, -2.2958932613195e-01, -8.1754864901362e+00,                    A,  2.8075678763315e+00, -3.7291479237951e+00, -1.9794226465544e+00,                    B,  2.2485990609760e+00, -3.6000201731777e+00,  9.8247399889488e+00
                    A, -4.9783313017138e+00, -2.9051115362554e+00, -1.5518197369535e+00,                    B, -7.6681223811848e+00, -6.1468959529831e+00, -8.4098347862073e+00,                    A,  5.8016699656754e+00, -7.5868475559547e+00, -1.3722812391046e-01,                    B,  1.5781405225971e+00,  3.4810678280065e+00, -5.9734718529509e+00,                    A, -5.6598240221898e+00, -7.7331797160975e+00,  5.4721862650505e+00,                    B, -1.7058471187375e+00, -8.4976993719423e+00, -8.9345775711506e+00,                    A,  8.6624569715044e+00,  5.4198911593686e+00,  9.5271542290725e+00,                    B, -1.2788217308683e-01, -4.4753077653756e+00,  1.6755789881986e+00,                    A,  9.2602684702362e+00, -2.4885593317267e+00, -6.7104796140622e-02,                    B,  7.2572530992375e+00, -4.5542518441353e+00, -2.0924988605140e+00,                    A, -2.6998504044338e-01, -9.8674722131759e+00,  2.7292832931483e+00,                    B,  6.7000372640449e+00,  3.9846827544387e-01, -8.2378366584670e+00,                    A,  2.2910212794177e+00, -9.3717224336554e+00,  3.0571646119703e+00,                    B, -4.9569436616725e+00, -2.2958932613194e-01, -8.1754864901362e+00,                    A,  2.8075678763315e+00, -3.7291479237951e+00, -1.9794226465544e+00,                    B,  2.2485990609760e+00, -3.6000201731777e+00,  9.8247399889488e+00
                    A, -4.9783313017138e+00, -2.9051115362554e+00, -1.5518197369535e+00,                    B, -7.6681223811848e+00, -6.1468959529831e+00, -8.4098347862073e+00,                    A,  5.8016699656754e+00, -7.5868475559547e+00, -1.3722812391046e-01,                    B,  1.5781405225971e+00,  3.4810678280065e+00, -5.9734718529509e+00,                    A, -5.6598240221898e+00, -7.7331797160975e+00,  5.4721862650505e+00,                    B, -1.7058471187375e+00, -8.4976993719423e+00, -8.9345775711506e+00,                    A,  8.6624569715044e+00,  5.4198911593686e+00,  9.5271542290725e+00,                    B, -1.2788217308683e-01, -4.4753077653756e+00,  1.6755789881986e+00,                    A,  9.2602684702362e+00, -2.4885593317267e+00, -6.7104796140617e-02,                    B,  7.2572530992375e+00, -4.5542518441353e+00, -2.0924988605140e+00,                    A, -2.6998504044338e-01, -9.8674722131759e+00,  2.7292832931483e+00,                    B,  6.7000372640449e+00,  3.9846827544386e-01, -8.2378366584670e+00,                    A,  2.2910212794177e+00, -9.3717224336554e+00,  3.0571646119703e+00,                    B, -4.9569436616725e+00, -2.2958932613194e-01, -8.1754864901362e+00,                    A,  2.8075678763315e+00, -3.7291479237951e+00, -1.9794226465545e+00,                    B,  2.2485990609760e+00, -3.6000201731777e+00,  9.8247399889488e+00
                    A, -4.9783313017138e+00, -2.9051115362554e+00, -1.5518197369535e+00,                    B, -7.6681223811848e+00, -6.1468959529831e+00, -8.4098347862073e+00,                    A,  5.8016699656754e+00, -7.5868475559547e+00, -1.3722812391045e-01,                    B,  1.5781405225971e+00,  3.4810678280065e+00, -5.9734718529509e+00,                    A, -5.6598240221898e+00, -7.7331797160974e+00,  5.4721862650505e+00,                    B, -1.7058471187375e+00, -8.4976993719423e+00, -8.9345775711506e+00,                    A,  8.6624569715044e+00,  5.4198911593686e+00,  9.5271542290725e+00,                    B, -1.2788217308683e-01, -4.4753077653756e+00,  1.6755789881986e+00,                    A,  9.2602684702362e+00, -2.4885593317267e+00, -6.7104796140617e-02,                    B,  7.2572530992375e+00, -4.5542518441353e+00, -2.0924988605140e+00,                    A, -2.6998504044338e-01, -9.8674722131759e+00,  2.7292832931483e+00,                    B,  6.7000372640449e+00,  3.9846827544386e-01, -8.2378366584670e+00,                    A,  2.2910212794177e+00, -9.3717224336554e+00,  3.0571646119703e+00,                    B, -4.9569436616725e+00, -2.2958932613195e-01, -8.1754864901362e+00,                    A,  2.8075678763315e+00, -3.7291479237951e+00, -1.9794226465544e+00,                    B,  2.2485990609760e+00, -3.6000201731777e+00,  9.8247399889488e+00
