#         p0 flavor,              p0 x0,              p0 x1,              p0 x2,          p1 flavor,              p1 x0,              p1 x1,              p1 x2,          p2 flavor,              p2 x0,              p2 x1,              p2 x2,          p3 flavor,              p3 x0,              p3 x1,              p3 x2,          p4 flavor,              p4 x0,              p4 x1,              p4 x2,          p5 flavor,              p5 x0,              p5 x1,              p5 x2,          p6 flavor,              p6 x0,              p6 x1,              p6 x2,          p7 flavor,              p7 x0,              p7 x1,              p7 x2
                  A,-7.951817855028e+00,-1.333933646864e+00, 6.553892318313e+00,                  B,-8.259646527117e+00,-1.430989585636e+00,-9.016665399110e+00,                  A, 3.283828671323e+00,-7.537228488299e+00,-1.766028672099e+00,                  B,-7.105077554478e+00, 4.976449125105e+00,-3.602231840799e+00,                  A,-9.939307290879e+00, 5.360975969241e+00, 9.911926655057e+00,                  B, 6.185132162922e+00,-8.960061530388e+00, 6.229350297066e+00,                  A, 8.543223540957e+00,-9.635182330664e+00, 7.676893291295e+00,                  B,-9.463249574043e+00,-9.564512557065e+00, 4.369851698681e+00
                  A,-7.951817855028e+00,-1.333933646864e+00, 6.553892318313e+00,                  B,-8.259646527117e+00,-1.430989585636e+00,-9.016665399110e+00,                  A, 3.283828671323e+00,-7.537228488299e+00,-1.766028672099e+00,                  B,-7.105077554478e+00, 4.976449125105e+00,-3.602231840799e+00,                  A,-9.939307290879e+00, 5.360975969241e+00, 9.911926655057e+00,                  B, 6.185132162922e+00,-8.960061530388e+00, 6.229350297066e+00,                  A, 8.543223540957e+00,-9.635182330664e+00, 7.676893291295e+00,                  B,-9.463249574043e+00,-9.564512557065e+00, 4.369851698681e+00
                  A,-7.951817855028e+00,-1.333933646864e+00, 6.553892318313e+00,                  B,-8.259646527117e+00,-1.430989585636e+00,-9.016665399110e+00,                  A, 3.283828671323e+00,-7.537228488299e+00,-1.766028672099e+00,                  B,-7.105077554478e+00, 4.976449125105e+00,-3.602231840799e+00,                  A,-9.939307290879e+00, 5.360975969241e+00, 9.911926655057e+00,                  B, 6.185132162922e+00,-8.960061530388e+00, 6.229350297066e+00,                  A, 8.543223540957e+00,-9.635182330664e+00, 7.676893291295e+00,                  B,-9.463249574043e+00,-9.564512557065e+00, 4.369851698681e+00
                  A,-7.951817855028e+00,-1.333933646864e+00, 6.553892318313e+00,                  B,-8.259646527117e+00,-1.430989585636e+00,-9.016665399110e+00,                  A, 3.283828671323e+00,-7.537228488299e+00,-1.766028672099e+00,                  B,-7.105077554478e+00, 4.976449125105e+00,-3.602231840799e+00,                  A,-9.939307290879e+00, 5.360975969241e+00, 9.911926655057e+00,                  B, 6.185132162922e+00,-8.960061530388e+00, 6.229350297066e+00,                  A, 8.543223540957e+00,-9.635182330664e+00, 7.676893291295e+00,                  B,-9.463249574043e+00,-9.564512557065e+00, 4.369851698681e+00
                  A,-7.951817855028e+00,-1.333933646864e+00, 6.553892318313e+00,                  B,-8.259646527117e+00,-1.430989585636e+00,-9.016665399110e+00,                  A, 3.283828671323e+00,-7.537228488299e+00,-1.766028672099e+00,                  B,-7.105077554478e+00, 4.976449125105e+00,-3.602231840799e+00,                  A,-9.939307290879e+00, 5.360975969241e+00, 9.911926655057e+00,                  B, 6.185132162922e+00,-8.960061530388e+00, 6.229350297066e+00,                  A, 8.543223540957e+00,-9.635182330664e+00, 7.676893291295e+00,                  B,-9.463249574043e+00,-9.564512557065e+00, 4.369851698681e+00
