#          thread_idx,                error,           selected_k
                    0,  5.4219537215159e-05,                    7
                    0,  6.9470920772969e-05,                    7
                    0,  8.5868677096800e-05,                    7
                    0,  1.0354358522331e-04,                    7
                    0,  1.1561558576732e-04,                    7
                    0,  1.2481650342041e-04,                    7
                    0,  1.2661875102688e-04,                    7
                    0,  1.2791784369177e-04,                    7
                    0,  1.2863219263824e-04,                    7
                    0,  1.2897651350970e-04,                    7
                    0,  1.2977395726098e-04,                    7
                    0,  1.2946550345338e-04,                    7
                    0,  1.2873266010699e-04,                    7
                    0,  1.3381956341807e-04,                    7
                    0,  1.3108700823408e-04,                    7
                    0,  1.3827128575089e-04,                    7
                    0,  1.4102288702728e-04,                    7
                    0,  1.3097107969709e-04,                    7
                    0,  1.2891801448404e-04,                    7
                    0,  1.0363804097881e-04,                    7
                    0,  5.9325211592409e-05,                    7
                    0,  4.3950604157068e-05,                    7
                    1,  4.8881980514929e-05,                    7
                    1,  6.2046838123483e-05,                    7
                    1,  7.6905184142743e-05,                    7
                    1,  9.0774127838761e-05,                    7
                    1,  9.7777929789882e-05,                    7
                    1,  1.0368810075330e-04,                    7
                    1,  1.0668118645957e-04,                    7
                    1,  1.0791219359086e-04,                    7
                    1,  1.0901177169714e-04,                    7
                    1,  1.0962720979930e-04,                    7
                    1,  1.0991435341635e-04,                    7
                    1,  1.0982545634802e-04,                    7
                    1,  1.0806333162778e-04,                    7
                    1,  1.0843336130200e-04,                    7
                    1,  1.0899093950946e-04,                    7
                    1,  1.1121612767496e-04,                    7
                    1,  1.0912036833536e-04,                    7
                    1,  1.1316333096012e-04,                    7
                    1,  1.1763598503538e-04,                    7
                    1,  1.4192175605026e-04,                    7
                    1,  1.5035144530443e-04,                    7
                    1,  1.2963888885974e-04,                    7
                    2,  5.2937436392646e-05,                   10
                    2,  6.9138856406494e-05,                   10
                    2,  8.7452800061957e-05,                   10
                    2,  1.0527829659011e-04,                   10
                    2,  1.1942814159634e-04,                   10
                    2,  1.2381738997584e-04,                   10
                    2,  1.2552712873680e-04,                   10
                    2,  1.2735595509216e-04,                   10
                    2,  1.2781294804997e-04,                   10
                    2,  1.3085228292967e-04,                   10
                    2,  1.3019243107823e-04,                   10
                    2,  1.2874823969986e-04,                   10
                    2,  1.3013006256864e-04,                   10
                    2,  1.2975257148160e-04,                   10
                    2,  1.2738385118654e-04,                   10
                    2,  1.4036368004474e-04,                   10
                    2,  1.3387249936945e-04,                   10
                    2,  1.3516889517558e-04,                   10
                    2,  9.0132293684417e-05,                   10
                    2,  5.4496411149953e-05,                   10
                    2,  1.9570794230124e-05,                   10
                    2,  3.1414346414096e-06,                   10
                    3,  4.8693270952864e-05,                    7
                    3,  6.1681847793501e-05,                    7
                    3,  7.6120615742470e-05,                    7
                    3,  8.9748421531129e-05,                    7
                    3,  9.8126028379748e-05,                    7
                    3,  1.0290931818512e-04,                    7
                    3,  1.0491976455545e-04,                    7
                    3,  1.0660436679315e-04,                    7
                    3,  1.0692881189640e-04,                    7
                    3,  1.0684086036315e-04,                    7
                    3,  1.0517147901359e-04,                    7
                    3,  1.0388447704813e-04,                    7
                    3,  1.0711308584233e-04,                    7
                    3,  1.0876985687394e-04,                    7
                    3,  1.0707493695401e-04,                    7
                    3,  1.0732209518315e-04,                    7
                    3,  1.1256445679075e-04,                    7
                    3,  1.1039704073962e-04,                    7
                    3,  1.1255559016644e-04,                    7
                    3,  1.0273329481882e-04,                    7
                    3,  1.0016267672227e-04,                    7
                    3,  1.0352270222746e-04,                    7
