#          thread_idx,                error,           selected_k
                    0,  5.4483584482293e-13,                   18
                    0,  7.7051424107165e-13,                   18
                    0,  1.0896716898839e-12,                   18
                    0,  1.5410284847631e-12,                   18
                    0,  2.1793433899300e-12,                   18
                    0,  3.0820569838965e-12,                   18
                    0,  4.3586868374470e-12,                   18
                    0,  6.1641139629562e-12,                   18
                    0,  8.7173736476250e-12,                   18
                    0,  1.2328227427345e-11,                   18
                    0,  1.7434745993870e-11,                   18
                    0,  2.4656449947111e-11,                   18
                    0,  3.4869485913631e-11,                   18
                    0,  4.9312894981752e-11,                   18
                    0,  6.9738826098154e-11,                   18
                    0,  9.8625750689236e-11,                   18
                    0,  1.3947798518107e-10,                   18
                    0,  1.9725197210533e-10,                   18
                    0,  2.7895730176479e-10,                   18
                    0,  3.9450268727485e-10,                   18
                    1,  3.4211726017935e-03,                   11
                    1,  4.7790303952228e-03,                   11
                    1,  6.6338455871262e-03,                   11
                    1,  9.0875614799488e-03,                   11
                    1,  1.2145432856427e-02,                   11
                    1,  1.5596896672318e-02,                   11
                    1,  1.8788968035045e-02,                   11
                    1,  2.1938775852606e-02,                   11
                    1,  2.4224072784063e-02,                   11
                    1,  2.6647387478365e-02,                   11
                    1,  2.9738211188221e-02,                   11
                    1,  3.0917952578472e-02,                   11
                    1,  2.9010659423947e-02,                   11
                    1,  3.0008588352734e-02,                   11
                    1,  2.9389960716814e-02,                   11
                    1,  2.6362414394102e-02,                   11
                    1,  2.7330184796762e-02,                   11
                    1,  1.5875414090173e-02,                   11
                    1,  1.3929294842616e-02,                   11
                    1,  1.9646933497201e-02,                   11
                    2,  8.0524065899217e-13,                   18
                    2,  1.1387822613702e-12,                   18
                    2,  1.6104813188842e-12,                   18
                    2,  2.2775645274567e-12,                   18
                    2,  3.2209626528025e-12,                   18
                    2,  4.5551290746765e-12,                   18
                    2,  6.4419253564215e-12,                   18
                    2,  9.1102581397559e-12,                   18
                    2,  1.2883851160044e-11,                   18
                    2,  1.8220517582728e-11,                   18
                    2,  2.5767701777794e-11,                   18
                    2,  3.6441035165160e-11,                   18
                    2,  5.1535397483777e-11,                   18
                    2,  7.2882053156648e-11,                   18
                    2,  1.0307071863828e-10,                   18
                    2,  1.4576385117222e-10,                   18
                    2,  2.0614154830141e-10,                   18
                    2,  2.9152848739916e-10,                   18
                    2,  4.1228354068270e-10,                   18
                    2,  5.8305446259085e-10,                   18
                    3,  9.8216288904040e-13,                   18
                    3,  1.3889880781405e-12,                   18
                    3,  1.9643257782925e-12,                   18
                    3,  2.7779761586765e-12,                   18
                    3,  3.9286515659018e-12,                   18
                    3,  5.5559523179504e-12,                   18
                    3,  7.8573031334934e-12,                   18
                    3,  1.1111904693388e-11,                   18
                    3,  1.5714606212748e-11,                   18
                    3,  2.2223808850059e-11,                   18
                    3,  3.1429213834815e-11,                   18
                    3,  4.4447629659446e-11,                   18
                    3,  6.2858454557082e-11,                   18
                    3,  8.8895318195866e-11,                   18
                    3,  1.2571702013394e-10,                   18
                    3,  1.7779083264886e-10,                   18
                    3,  2.5143398474958e-10,                   18
                    3,  3.5558009519596e-10,                   18
                    3,  5.0286530495214e-10,                   18
                    3,  7.1115893431020e-10,                   18
