#        thread_idx,              error,         selected_k
                  0, 5.606907165985e-05,                  8
                  0, 7.016246091020e-05,                  8
                  0, 8.414550703654e-05,                  8
                  0, 9.589101408438e-05,                  8
                  0, 1.031318711835e-04,                  8
                  0, 1.071108839805e-04,                  8
                  0, 1.096137618312e-04,                  8
                  0, 1.111684047088e-04,                  8
                  0, 1.118326093787e-04,                  8
                  0, 1.121292504477e-04,                  8
                  0, 1.123120932853e-04,                  8
                  0, 1.134453778986e-04,                  8
                  0, 1.129278035293e-04,                  8
                  0, 1.122459733570e-04,                  8
                  0, 1.110840114664e-04,                  8
                  0, 1.107676975704e-04,                  8
                  0, 1.148615898793e-04,                  8
                  0, 1.101311641532e-04,                  8
                  0, 1.108917726742e-04,                  8
                  0, 1.243388519676e-04,                  8
                  0, 1.092344421494e-04,                  8
                  0, 9.670451550224e-05,                  8
                  0, 1.021786268879e-04,                  8
                  0, 9.308455922626e-05,                  8
                  0, 9.258495120295e-05,                  8
                  1, 5.576632451124e-05,                  8
                  1, 6.991253717154e-05,                  8
                  1, 8.396206539671e-05,                  8
                  1, 9.548567058097e-05,                  8
                  1, 1.031260171368e-04,                  8
                  1, 1.077884009055e-04,                  8
                  1, 1.101820296621e-04,                  8
                  1, 1.115068319049e-04,                  8
                  1, 1.123668641929e-04,                  8
                  1, 1.125254400798e-04,                  8
                  1, 1.130080142138e-04,                  8
                  1, 1.134654801456e-04,                  8
                  1, 1.141741353132e-04,                  8
                  1, 1.154577976523e-04,                  8
                  1, 1.168538028863e-04,                  8
                  1, 1.162952005995e-04,                  8
                  1, 1.125982051296e-04,                  8
                  1, 1.119291246165e-04,                  8
                  1, 1.106483076275e-04,                  8
                  1, 1.148835453124e-04,                  8
                  1, 1.150286876226e-04,                  8
                  1, 1.024404099714e-04,                  8
                  1, 7.639666236560e-05,                  8
                  1, 7.132355850041e-05,                  8
                  1, 1.978536053010e-05,                  8
                  2, 5.539245814373e-05,                  8
                  2, 6.923863134156e-05,                  8
                  2, 8.290807188834e-05,                  8
                  2, 9.413034542512e-05,                  8
                  2, 1.011818685751e-04,                  8
                  2, 1.057533449355e-04,                  8
                  2, 1.084562605852e-04,                  8
                  2, 1.098565956568e-04,                  8
                  2, 1.110180981982e-04,                  8
                  2, 1.112621037945e-04,                  8
                  2, 1.116198834702e-04,                  8
                  2, 1.116165657756e-04,                  8
                  2, 1.119781584865e-04,                  8
                  2, 1.113382192646e-04,                  8
                  2, 1.131126742059e-04,                  8
                  2, 1.136891026840e-04,                  8
                  2, 1.155139918384e-04,                  8
                  2, 1.170930760811e-04,                  8
                  2, 1.135728579667e-04,                  8
                  2, 1.078175796370e-04,                  8
                  2, 1.326282131718e-04,                  8
                  2, 1.245400600543e-04,                  8
                  2, 1.189818364981e-04,                  8
                  2, 1.379944838056e-04,                  8
                  2, 9.713426713587e-05,                  8
                  3, 5.619702559065e-05,                  8
                  3, 7.038733173031e-05,                  8
                  3, 8.470909642380e-05,                  8
                  3, 9.588870695212e-05,                  8
                  3, 1.038406128731e-04,                  8
                  3, 1.079548396881e-04,                  8
                  3, 1.107131513815e-04,                  8
                  3, 1.122466787664e-04,                  8
                  3, 1.130480528799e-04,                  8
                  3, 1.132888642695e-04,                  8
                  3, 1.134128262068e-04,                  8
                  3, 1.134643615616e-04,                  8
                  3, 1.133945656175e-04,                  8
                  3, 1.122273363349e-04,                  8
                  3, 1.130431259008e-04,                  8
                  3, 1.123792221862e-04,                  8
                  3, 1.134035842608e-04,                  8
                  3, 1.160923098267e-04,                  8
                  3, 1.153611849946e-04,                  8
                  3, 1.122626260990e-04,                  8
                  3, 1.011627405878e-04,                  8
                  3, 7.770965181033e-05,                  8
                  3, 5.753483955674e-05,                  8
                  3, 5.398439963535e-05,                  8
                  3, 5.081026407388e-05,                  8
