#        thread_idx,              error,         selected_k
                  0, 3.008351394148e-10,                 10
                  0, 4.177815157644e-10,                 10
                  0, 5.751909644441e-10,                 10
                  0, 7.759930452864e-10,                 10
                  0, 1.007700088938e-09,                 10
                  0, 1.232035533685e-09,                 10
                  0, 1.398565305942e-09,                 10
                  0, 1.491053139587e-09,                 10
                  0, 1.538556311254e-09,                 10
                  0, 1.558036496920e-09,                 10
                  0, 1.609861438557e-09,                 10
                  0, 1.620809811563e-09,                 10
                  0, 1.707453172660e-09,                 10
                  0, 1.655806785709e-09,                 10
                  0, 1.617893263960e-09,                 10
                  0, 1.552961443470e-09,                 10
                  0, 1.427457859384e-09,                 10
                  0, 1.114836595518e-09,                 10
                  0, 9.559547948029e-10,                 10
                  0, 8.388423213850e-10,                 10
                  0, 3.496548017675e-10,                 10
                  1, 3.010621144256e-10,                  9
                  1, 4.175270355211e-10,                  9
                  1, 5.736597283994e-10,                  9
                  1, 7.713006257589e-10,                  9
                  1, 9.963572464516e-10,                  9
                  1, 1.208456531373e-09,                  9
                  1, 1.355029152402e-09,                  9
                  1, 1.444329910115e-09,                  9
                  1, 1.504751187316e-09,                  9
                  1, 1.551858241440e-09,                  9
                  1, 1.568594433307e-09,                  9
                  1, 1.557302961871e-09,                  9
                  1, 1.666718319954e-09,                  9
                  1, 1.624500844300e-09,                  9
                  1, 1.545947078315e-09,                  9
                  1, 1.596680938167e-09,                  9
                  1, 1.358900569113e-09,                  9
                  1, 1.183047617673e-09,                  9
                  1, 1.335083703979e-09,                  9
                  1, 9.739134561678e-10,                  9
                  1, 6.649823581154e-10,                  9
                  2, 3.018599131750e-10,                  8
                  2, 4.187536725063e-10,                  8
                  2, 5.756401989443e-10,                  8
                  2, 7.745129634081e-10,                  8
                  2, 1.001853914072e-09,                  8
                  2, 1.215858388310e-09,                  8
                  2, 1.367112314634e-09,                  8
                  2, 1.454818191314e-09,                  8
                  2, 1.494636644393e-09,                  8
                  2, 1.525368765574e-09,                  8
                  2, 1.526267711060e-09,                  8
                  2, 1.493724002873e-09,                  8
                  2, 1.537644588002e-09,                  8
                  2, 1.536411645311e-09,                  8
                  2, 1.516080873885e-09,                  8
                  2, 1.468247745063e-09,                  8
                  2, 1.431825734480e-09,                  8
                  2, 1.648030514675e-09,                  8
                  2, 1.385028939856e-09,                  8
                  2, 4.859331714271e-10,                  8
                  2, 2.988881979952e-10,                  8
                  3, 3.001512925838e-10,                  8
                  3, 4.163873913353e-10,                  8
                  3, 5.723528883868e-10,                  8
                  3, 7.699197475506e-10,                  8
                  3, 9.954502185066e-10,                  8
                  3, 1.207667687055e-09,                  8
                  3, 1.361147518703e-09,                  8
                  3, 1.444296694720e-09,                  8
                  3, 1.474958493905e-09,                  8
                  3, 1.508227906342e-09,                  8
                  3, 1.539608728076e-09,                  8
                  3, 1.552327559140e-09,                  8
                  3, 1.533538110056e-09,                  8
                  3, 1.516640067499e-09,                  8
                  3, 1.598808884874e-09,                  8
                  3, 1.575775003578e-09,                  8
                  3, 1.705401210964e-09,                  8
                  3, 1.732360650342e-09,                  8
                  3, 1.840172191155e-09,                  8
                  3, 1.629839884316e-09,                  8
                  3, 1.585804491680e-09,                  8
