#        thread_idx,              error,         selected_k
                  0, 1.049097343368e-06,                  8
                  0, 1.457092927455e-06,                  8
                  0, 2.006324544261e-06,                  8
                  0, 2.706734316704e-06,                  8
                  0, 3.517788357028e-06,                  8
                  0, 4.298030291131e-06,                  8
                  0, 4.873427943793e-06,                  8
                  0, 5.143536420756e-06,                  8
                  0, 5.307305643668e-06,                  8
                  0, 5.354093495936e-06,                  8
                  0, 5.328734878599e-06,                  8
                  0, 5.520095323043e-06,                  8
                  0, 5.605367918590e-06,                  8
                  0, 5.779754081310e-06,                  8
                  0, 5.446482029788e-06,                  8
                  0, 5.271153763285e-06,                  8
                  0, 5.389824256417e-06,                  8
                  0, 5.619777892525e-06,                  8
                  0, 4.253931676717e-06,                  8
                  0, 3.181899167262e-06,                  8
                  0, 3.085168394419e-06,                  8
                  1, 1.051259966743e-06,                  8
                  1, 1.458863190755e-06,                  8
                  1, 2.006488398452e-06,                  8
                  1, 2.701677423663e-06,                  8
                  1, 3.498461014393e-06,                  8
                  1, 4.252055840592e-06,                  8
                  1, 4.823335910146e-06,                  8
                  1, 5.145482449007e-06,                  8
                  1, 5.294280784677e-06,                  8
                  1, 5.364522062014e-06,                  8
                  1, 5.410318455926e-06,                  8
                  1, 5.367955041212e-06,                  8
                  1, 5.383365711213e-06,                  8
                  1, 5.508566770688e-06,                  8
                  1, 5.510057720736e-06,                  8
                  1, 5.438638073526e-06,                  8
                  1, 6.182511991000e-06,                  8
                  1, 6.036320870394e-06,                  8
                  1, 6.782521490759e-06,                  8
                  1, 4.957705089831e-06,                  8
                  1, 6.037855515093e-06,                  8
                  2, 1.049841652555e-06,                  8
                  2, 1.457322706021e-06,                  8
                  2, 2.004948314347e-06,                  8
                  2, 2.701416534287e-06,                  8
                  2, 3.498680793915e-06,                  8
                  2, 4.263633947342e-06,                  8
                  2, 4.792771094601e-06,                  8
                  2, 5.082813017947e-06,                  8
                  2, 5.227325193952e-06,                  8
                  2, 5.285732303297e-06,                  8
                  2, 5.302253664521e-06,                  8
                  2, 5.375246111473e-06,                  8
                  2, 5.323519806825e-06,                  8
                  2, 5.482246578709e-06,                  8
                  2, 5.538523665082e-06,                  8
                  2, 5.613264970605e-06,                  8
                  2, 6.016810230304e-06,                  8
                  2, 5.521921784192e-06,                  8
                  2, 5.646440324095e-06,                  8
                  2, 5.726942658240e-06,                  8
                  2, 4.079048589929e-06,                  8
                  3, 1.052480261110e-06,                  9
                  3, 1.461571576409e-06,                  9
                  3, 2.012205656387e-06,                  9
                  3, 2.714333603458e-06,                  9
                  3, 3.523675516477e-06,                  9
                  3, 4.298761829874e-06,                  9
                  3, 4.867749592150e-06,                  9
                  3, 5.177566119175e-06,                  9
                  3, 5.299738227874e-06,                  9
                  3, 5.362263984915e-06,                  9
                  3, 5.437576275680e-06,                  9
                  3, 5.378677829847e-06,                  9
                  3, 5.374136215457e-06,                  9
                  3, 5.186030830466e-06,                  9
                  3, 4.467859710304e-06,                  9
                  3, 4.754117998428e-06,                  9
                  3, 4.202671003503e-06,                  9
                  3, 4.274958382893e-06,                  9
                  3, 4.144571762489e-06,                  9
                  3, 1.292972697939e-06,                  9
                  3, 3.354099573749e-08,                  9
