#        thread_idx,              error,         selected_k
                  0, 3.017403419352e-10,                  8
                  0, 4.182946988538e-10,                  8
                  0, 5.743886400972e-10,                  8
                  0, 7.714902094521e-10,                  8
                  0, 9.943037336521e-10,                  8
                  0, 1.201860872445e-09,                  8
                  0, 1.342749116172e-09,                  8
                  0, 1.415672273869e-09,                  8
                  0, 1.467065054992e-09,                  8
                  0, 1.478478752482e-09,                  8
                  0, 1.487872381631e-09,                  8
                  0, 1.500486067093e-09,                  8
                  0, 1.479654114537e-09,                  8
                  0, 1.415788564130e-09,                  8
                  0, 1.404433387413e-09,                  8
                  0, 1.536226872632e-09,                  8
                  0, 1.583880500459e-09,                  8
                  0, 1.825793462253e-09,                  8
                  0, 2.230516382731e-09,                  8
                  0, 2.298911051525e-09,                  8
                  0, 1.354235853086e-09,                  8
                  1, 3.008688660668e-10,                  8
                  1, 4.172633224470e-10,                  8
                  1, 5.734050372295e-10,                  8
                  1, 7.709482809434e-10,                  8
                  1, 9.954589542600e-10,                  8
                  1, 1.206933435139e-09,                  8
                  1, 1.355562126906e-09,                  8
                  1, 1.432910210361e-09,                  8
                  1, 1.478532838399e-09,                  8
                  1, 1.497170935636e-09,                  8
                  1, 1.471405226678e-09,                  8
                  1, 1.478868186512e-09,                  8
                  1, 1.431224068755e-09,                  8
                  1, 1.465726324715e-09,                  8
                  1, 1.446303659811e-09,                  8
                  1, 1.510607160651e-09,                  8
                  1, 1.446458066763e-09,                  8
                  1, 1.052882124370e-09,                  8
                  1, 8.462513710125e-10,                  8
                  1, 4.782071550349e-10,                  8
                  1, 2.547168257400e-10,                  8
                  2, 3.014552384083e-10,                 10
                  2, 4.184822386206e-10,                 10
                  2, 5.758411326706e-10,                 10
                  2, 7.759194518622e-10,                 10
                  2, 1.005030856129e-09,                 10
                  2, 1.224624817607e-09,                 10
                  2, 1.377727124263e-09,                 10
                  2, 1.465882443893e-09,                 10
                  2, 1.520965493724e-09,                 10
                  2, 1.553041759127e-09,                 10
                  2, 1.595777725807e-09,                 10
                  2, 1.621247673175e-09,                 10
                  2, 1.626239407137e-09,                 10
                  2, 1.708123960320e-09,                 10
                  2, 1.796175032014e-09,                 10
                  2, 1.894093344565e-09,                 10
                  2, 1.878461560711e-09,                 10
                  2, 1.874242156935e-09,                 10
                  2, 1.975911040839e-09,                 10
                  2, 1.506062106402e-09,                 10
                  2, 4.326538536987e-10,                 10
                  3, 3.012207966146e-10,                  8
                  3, 4.181772651663e-10,                  8
                  3, 5.754652885408e-10,                  8
                  3, 7.756256975223e-10,                  8
                  3, 1.005308108032e-09,                  8
                  3, 1.225306907522e-09,                  8
                  3, 1.389129978237e-09,                  8
                  3, 1.479422345776e-09,                  8
                  3, 1.518875159546e-09,                  8
                  3, 1.536200347393e-09,                  8
                  3, 1.547282701931e-09,                  8
                  3, 1.554062374125e-09,                  8
                  3, 1.555992346959e-09,                  8
                  3, 1.498794242676e-09,                  8
                  3, 1.537420467870e-09,                  8
                  3, 1.412119033171e-09,                  8
                  3, 1.450106812196e-09,                  8
                  3, 1.353915304498e-09,                  8
                  3, 1.099666081247e-09,                  8
                  3, 8.530164976881e-10,                  8
                  3, 6.264392181524e-10,                  8
