#          thread_idx,                error,           selected_k
                    0,  3.0124615588729e-10,                    7
                    0,  4.1275214503853e-10,                    7
                    0,  5.5748187554903e-10,                    7
                    0,  7.2824981909986e-10,                    7
                    0,  9.0070413627476e-10,                    7
                    0,  1.0337693763089e-09,                    7
                    0,  1.1129216403441e-09,                    7
                    0,  1.1551460093676e-09,                    7
                    0,  1.1689009247699e-09,                    7
                    0,  1.1823144848993e-09,                    7
                    0,  1.1992570218320e-09,                    7
                    0,  1.1913899178688e-09,                    7
                    0,  1.1663057156534e-09,                    7
                    0,  1.0935169574709e-09,                    7
                    0,  1.1866317194820e-09,                    7
                    0,  1.0593932127513e-09,                    7
                    0,  1.1552152415771e-09,                    7
                    0,  1.1969794809921e-09,                    7
                    0,  1.5498230594750e-09,                    7
                    0,  4.1390688098797e-10,                    7
                    1,  3.0063947489721e-10,                    7
                    1,  4.1205455698576e-10,                    7
                    1,  5.5678311424064e-10,                    7
                    1,  7.2843670284421e-10,                    7
                    1,  9.0086636803793e-10,                    7
                    1,  1.0347303835569e-09,                    7
                    1,  1.1157652856470e-09,                    7
                    1,  1.1579181441364e-09,                    7
                    1,  1.1676735972572e-09,                    7
                    1,  1.1731406442813e-09,                    7
                    1,  1.1785187767560e-09,                    7
                    1,  1.1413245627901e-09,                    7
                    1,  1.1312641246023e-09,                    7
                    1,  1.1369845613098e-09,                    7
                    1,  1.0435445890978e-09,                    7
                    1,  1.0104428889376e-09,                    7
                    1,  1.1801358190873e-09,                    7
                    1,  1.4035835245639e-09,                    7
                    1,  9.8420310063433e-10,                    7
                    1,  8.5346028025025e-10,                    7
                    2,  3.0344184548886e-10,                   10
                    2,  4.1620267186947e-10,                   10
                    2,  5.6289328733292e-10,                   10
                    2,  7.3698259087917e-10,                   10
                    2,  9.1393817532654e-10,                   10
                    2,  1.0527740426647e-09,                   10
                    2,  1.1269041143628e-09,                   10
                    2,  1.1594180029997e-09,                   10
                    2,  1.1741160086369e-09,                   10
                    2,  1.1950445209838e-09,                   10
                    2,  1.2090283001779e-09,                   10
                    2,  1.2351618631673e-09,                   10
                    2,  1.2228686216617e-09,                   10
                    2,  1.1690203793750e-09,                   10
                    2,  1.2406932215640e-09,                   10
                    2,  1.1123982420700e-09,                   10
                    2,  9.9524925444546e-10,                   10
                    2,  7.0189323432287e-10,                   10
                    2,  4.3976415072266e-10,                   10
                    2,  5.9149714411352e-10,                   10
                    3,  3.0287455346665e-10,                    7
                    3,  4.1519918731748e-10,                    7
                    3,  5.6117689576858e-10,                    7
                    3,  7.3417656708233e-10,                    7
                    3,  9.0924678082122e-10,                    7
                    3,  1.0447457422227e-09,                    7
                    3,  1.1266380816595e-09,                    7
                    3,  1.1687222517043e-09,                    7
                    3,  1.1769807172224e-09,                    7
                    3,  1.1921737534829e-09,                    7
                    3,  1.1795781345019e-09,                    7
                    3,  1.2034311416854e-09,                    7
                    3,  1.1886294046624e-09,                    7
                    3,  1.2160801803297e-09,                    7
                    3,  1.1357859309841e-09,                    7
                    3,  1.1385338742856e-09,                    7
                    3,  1.0114745036524e-09,                    7
                    3,  9.5477776778814e-10,                    7
                    3,  9.3976291762148e-10,                    7
                    3,  8.5260648354982e-10,                    7
