#          thread_idx,                error,           selected_k
                    0,  2.9844107323490e-10,                    8
                    0,  4.0903976457024e-10,                    8
                    0,  5.5248197848418e-10,                    8
                    0,  7.2205604302860e-10,                    8
                    0,  8.9402648868833e-10,                    8
                    0,  1.0263791988140e-09,                    8
                    0,  1.1090413291985e-09,                    8
                    0,  1.1385040860893e-09,                    8
                    0,  1.1641029898590e-09,                    8
                    0,  1.1819125474543e-09,                    8
                    0,  1.1703302112864e-09,                    8
                    0,  1.1236718200502e-09,                    8
                    0,  1.1404746459398e-09,                    8
                    0,  1.2302913389942e-09,                    8
                    0,  1.3563935142177e-09,                    8
                    0,  1.3404423350530e-09,                    8
                    0,  1.3319427919791e-09,                    8
                    0,  1.1122246009753e-09,                    8
                    0,  7.5715352518296e-10,                    8
                    0,  3.4851783894915e-10,                    8
                    1,  3.0027326667464e-10,                    7
                    1,  4.1199631280154e-10,                    7
                    1,  5.5733773851244e-10,                    7
                    1,  7.3093889614436e-10,                    7
                    1,  9.0783379622978e-10,                    7
                    1,  1.0470647163664e-09,                    7
                    1,  1.1284564846161e-09,                    7
                    1,  1.1628369292975e-09,                    7
                    1,  1.1899702669215e-09,                    7
                    1,  1.2023509923767e-09,                    7
                    1,  1.1826871269181e-09,                    7
                    1,  1.1923447220821e-09,                    7
                    1,  1.2048740010793e-09,                    7
                    1,  1.1877548630928e-09,                    7
                    1,  1.1122143396039e-09,                    7
                    1,  1.0484635601771e-09,                    7
                    1,  1.0977036546001e-09,                    7
                    1,  1.3756457585237e-09,                    7
                    1,  1.2396566090327e-09,                    7
                    1,  1.5048306235832e-09,                    7
                    2,  3.0032354817236e-10,                    7
                    2,  4.1194309010026e-10,                    7
                    2,  5.5715565950354e-10,                    7
                    2,  7.3035930076984e-10,                    7
                    2,  9.0545766565306e-10,                    7
                    2,  1.0433900443604e-09,                    7
                    2,  1.1328549274587e-09,                    7
                    2,  1.1695364107873e-09,                    7
                    2,  1.1879830150120e-09,                    7
                    2,  1.1715292310483e-09,                    7
                    2,  1.2104017046824e-09,                    7
                    2,  1.1842969358828e-09,                    7
                    2,  1.2280865653286e-09,                    7
                    2,  1.2735707689746e-09,                    7
                    2,  1.1829840030542e-09,                    7
                    2,  1.1849379199932e-09,                    7
                    2,  1.2781896762084e-09,                    7
                    2,  1.3006731951643e-09,                    7
                    2,  7.7259734496152e-10,                    7
                    2,  4.5384660836739e-10,                    7
                    3,  3.0071698189814e-10,                    7
                    3,  4.1321159991134e-10,                    7
                    3,  5.6038748174590e-10,                    7
                    3,  7.3764753332086e-10,                    7
                    3,  9.2001656776260e-10,                    7
                    3,  1.0710023329456e-09,                    7
                    3,  1.1553266532734e-09,                    7
                    3,  1.2067479965053e-09,                    7
                    3,  1.2203642118131e-09,                    7
                    3,  1.2322304173538e-09,                    7
                    3,  1.2163537295606e-09,                    7
                    3,  1.1746368162741e-09,                    7
                    3,  1.1852460506049e-09,                    7
                    3,  1.1888670627095e-09,                    7
                    3,  1.2786094546626e-09,                    7
                    3,  1.3608432075594e-09,                    7
                    3,  1.5733432325970e-09,                    7
                    3,  8.7149832645909e-10,                    7
                    3,  5.1472922917400e-10,                    7
                    3,  2.1508359021682e-10,                    7
