#          thread_idx,                error,           selected_k
                    0,  7.7640731550721e-09,                    8
                    0,  1.0669349841262e-08,                    8
                    0,  1.4468760000886e-08,                    8
                    0,  1.9032811581342e-08,                    8
                    0,  2.3722777730950e-08,                    8
                    0,  2.7547238941527e-08,                    8
                    0,  2.9700201867352e-08,                    8
                    0,  3.0948070036812e-08,                    8
                    0,  3.1667779642434e-08,                    8
                    0,  3.2166302409399e-08,                    8
                    0,  3.2797912090708e-08,                    8
                    0,  3.2193341065054e-08,                    8
                    0,  3.2223529297033e-08,                    8
                    0,  3.0573610341685e-08,                    8
                    0,  3.0658891211181e-08,                    8
                    0,  2.9687137704166e-08,                    8
                    0,  2.4933741750295e-08,                    8
                    0,  2.5158478352215e-08,                    8
                    0,  2.7832369952081e-08,                    8
                    0,  2.4827383456022e-09,                    8
                    1,  7.7158452064825e-09,                    7
                    1,  1.0585852545544e-08,                    7
                    1,  1.4321800140604e-08,                    7
                    1,  1.8774304875027e-08,                    7
                    1,  2.3295207710577e-08,                    7
                    1,  2.6822481541011e-08,                    7
                    1,  2.9061879763900e-08,                    7
                    1,  3.0107473874377e-08,                    7
                    1,  3.0457507902655e-08,                    7
                    1,  3.0854882900981e-08,                    7
                    1,  3.0662082653998e-08,                    7
                    1,  3.0715673682739e-08,                    7
                    1,  3.1466061596654e-08,                    7
                    1,  3.2396786744586e-08,                    7
                    1,  3.4305821002301e-08,                    7
                    1,  3.0905861042827e-08,                    7
                    1,  2.9731921900709e-08,                    7
                    1,  2.5186282788051e-08,                    7
                    1,  2.3546505098623e-08,                    7
                    1,  7.1953908692075e-10,                    7
                    2,  7.7384831362659e-09,                   12
                    2,  1.0610987361642e-08,                   12
                    2,  1.4347787002530e-08,                   12
                    2,  1.8784525032001e-08,                   12
                    2,  2.3267366337308e-08,                   12
                    2,  2.6728233441653e-08,                   12
                    2,  2.8769093277285e-08,                   12
                    2,  2.9805333764419e-08,                   12
                    2,  3.0191675229154e-08,                   12
                    2,  2.9752941331394e-08,                   12
                    2,  2.9657236214342e-08,                   12
                    2,  3.1029065827860e-08,                   12
                    2,  2.9996972793890e-08,                   12
                    2,  2.7323504315975e-08,                   12
                    2,  2.5883680299817e-08,                   12
                    2,  1.8201683628527e-08,                   12
                    2,  1.7455938189845e-08,                   12
                    2,  1.7438739770793e-08,                   12
                    2,  1.7572365363953e-08,                   12
                    2,  1.0225970615211e-08,                   12
                    3,  7.7347154874654e-09,                    7
                    3,  1.0628710626427e-08,                    7
                    3,  1.4413513464173e-08,                    7
                    3,  1.8964367778981e-08,                    7
                    3,  2.3677238262206e-08,                    7
                    3,  2.7409760602643e-08,                    7
                    3,  2.9570911254168e-08,                    7
                    3,  3.0749244061485e-08,                    7
                    3,  3.1200090765680e-08,                    7
                    3,  3.1423276502845e-08,                    7
                    3,  3.0002643191457e-08,                    7
                    3,  3.0235267934479e-08,                    7
                    3,  3.1551167888579e-08,                    7
                    3,  3.2645972363029e-08,                    7
                    3,  3.1356030168786e-08,                    7
                    3,  3.3671346348953e-08,                    7
                    3,  2.9930338432533e-08,                    7
                    3,  2.7551157284206e-08,                    7
                    3,  3.2763967405048e-08,                    7
                    3,  4.4896391156786e-08,                    7
