#        thread_idx,              error,         selected_k
                  0, 3.018343990396e-10,                  8
                  0, 4.138063829183e-10,                  8
                  0, 5.592524185857e-10,                  8
                  0, 7.318954439426e-10,                  8
                  0, 9.060986348929e-10,                  8
                  0, 1.041845192751e-09,                  8
                  0, 1.127924316255e-09,                  8
                  0, 1.164714047548e-09,                  8
                  0, 1.187828817211e-09,                  8
                  0, 1.215205255192e-09,                  8
                  0, 1.229259059293e-09,                  8
                  0, 1.241732622821e-09,                  8
                  0, 1.207582160224e-09,                  8
                  0, 1.217768560721e-09,                  8
                  0, 1.186999163686e-09,                  8
                  0, 1.246392938437e-09,                  8
                  0, 1.409828145324e-09,                  8
                  0, 1.216785907467e-09,                  8
                  0, 1.254153979202e-09,                  8
                  0, 9.729157498191e-10,                  8
                  0, 7.232268220251e-10,                  8
                  1, 3.017504384669e-10,                  8
                  1, 4.127416004432e-10,                  8
                  1, 5.560353769348e-10,                  8
                  1, 7.239732620255e-10,                  8
                  1, 8.888041691774e-10,                  8
                  1, 1.012505873378e-09,                  8
                  1, 1.081648868814e-09,                  8
                  1, 1.120595230690e-09,                  8
                  1, 1.137474768552e-09,                  8
                  1, 1.154738750345e-09,                  8
                  1, 1.171364052590e-09,                  8
                  1, 1.170826669378e-09,                  8
                  1, 1.131731177067e-09,                  8
                  1, 1.114190721008e-09,                  8
                  1, 1.172986156486e-09,                  8
                  1, 1.200853764224e-09,                  8
                  1, 1.310482848462e-09,                  8
                  1, 1.447517846737e-09,                  8
                  1, 1.454931044575e-09,                  8
                  1, 6.932695588366e-10,                  8
                  1, 8.355052721390e-10,                  8
                  2, 3.013492971845e-10,                  8
                  2, 4.112259538013e-10,                  8
                  2, 5.521847492260e-10,                  8
                  2, 7.152820911846e-10,                  8
                  2, 8.730887762071e-10,                  8
                  2, 9.865979649245e-10,                  8
                  2, 1.047798755227e-09,                  8
                  2, 1.077971124509e-09,                  8
                  2, 1.090505276969e-09,                  8
                  2, 1.092805299947e-09,                  8
                  2, 1.111567837389e-09,                  8
                  2, 1.135713211161e-09,                  8
                  2, 1.130085749021e-09,                  8
                  2, 1.099755058593e-09,                  8
                  2, 1.152850414538e-09,                  8
                  2, 1.140528153051e-09,                  8
                  2, 1.097043174965e-09,                  8
                  2, 1.015199991125e-09,                  8
                  2, 1.111739224971e-09,                  8
                  2, 1.034098731815e-09,                  8
                  2, 1.238766091992e-09,                  8
                  3, 3.007873675645e-10,                 16
                  3, 4.123855337706e-10,                 16
                  3, 5.574731202938e-10,                 16
                  3, 7.293832790358e-10,                 16
                  3, 9.025677100446e-10,                 16
                  3, 1.037149437185e-09,                 16
                  3, 1.113686072250e-09,                 16
                  3, 1.157609411972e-09,                 16
                  3, 1.167863783695e-09,                 16
                  3, 1.170389046559e-09,                 16
                  3, 1.171370406795e-09,                 16
                  3, 1.169290546227e-09,                 16
                  3, 1.184314453749e-09,                 16
                  3, 1.182526837115e-09,                 16
                  3, 1.169619651508e-09,                 16
                  3, 1.085448508379e-09,                 16
                  3, 9.541081734934e-10,                 16
                  3, 5.480158805597e-10,                 16
                  3, 6.526149035784e-10,                 16
                  3, 6.630379119558e-10,                 16
                  3, 1.283124304982e-10,                 16
