#          thread_idx,                error,           selected_k
                    0,  1.4456812997713e-04,                   10
                    0,  1.9613984585754e-04,                   10
                    0,  2.6123723217427e-04,                   10
                    0,  3.3686441668360e-04,                   10
                    0,  4.0944828979111e-04,                   10
                    0,  4.7256252432001e-04,                   10
                    0,  5.2510117574415e-04,                   10
                    0,  5.6938869037569e-04,                   10
                    0,  6.0097572986540e-04,                   10
                    0,  6.2320077722662e-04,                   10
                    0,  6.4149812037777e-04,                   10
                    0,  6.4227965664692e-04,                   10
                    0,  6.6054042318799e-04,                   10
                    0,  6.6990709382119e-04,                   10
                    0,  6.4068445451925e-04,                   10
                    0,  6.8728608331165e-04,                   10
                    0,  7.1047995507917e-04,                   10
                    0,  7.0607451806461e-04,                   10
                    0,  7.1963702964909e-04,                   10
                    0,  7.6138443009702e-04,                   10
                    0,  3.7855131346540e-04,                   10
                    0,  2.2323761138603e-04,                   10
                    1,  1.4467614882039e-04,                   10
                    1,  1.9592665562584e-04,                   10
                    1,  2.6047126774552e-04,                   10
                    1,  3.3357664545709e-04,                   10
                    1,  4.0517829819685e-04,                   10
                    1,  4.6717418719242e-04,                   10
                    1,  5.1825667120671e-04,                   10
                    1,  5.5620583156749e-04,                   10
                    1,  5.8376036713687e-04,                   10
                    1,  6.0366487683317e-04,                   10
                    1,  6.2371672257864e-04,                   10
                    1,  6.2703380952798e-04,                   10
                    1,  6.3722667339414e-04,                   10
                    1,  6.5071207299759e-04,                   10
                    1,  6.4955915321984e-04,                   10
                    1,  6.6293119879798e-04,                   10
                    1,  6.3237938658609e-04,                   10
                    1,  4.5559950570212e-04,                   10
                    1,  5.1005938216008e-04,                   10
                    1,  4.3170802779493e-04,                   10
                    1,  5.2703472808256e-04,                   10
                    1,  6.8454110451214e-04,                   10
                    2,  1.4390365404274e-04,                    9
                    2,  1.9479268997439e-04,                    9
                    2,  2.5944146939947e-04,                    9
                    2,  3.3292886138455e-04,                    9
                    2,  4.0491285380109e-04,                    9
                    2,  4.6466655779968e-04,                    9
                    2,  5.1485906474743e-04,                    9
                    2,  5.5347963771171e-04,                    9
                    2,  5.7873058383582e-04,                    9
                    2,  5.9345116988588e-04,                    9
                    2,  6.0674904924210e-04,                    9
                    2,  6.1107645232707e-04,                    9
                    2,  5.9214804456185e-04,                    9
                    2,  5.7851624531996e-04,                    9
                    2,  5.7171161225799e-04,                    9
                    2,  5.4903298931220e-04,                    9
                    2,  5.2331547704535e-04,                    9
                    2,  5.5182223719774e-04,                    9
                    2,  5.1792392525617e-04,                    9
                    2,  4.3690937798201e-04,                    9
                    2,  2.5183380920988e-04,                    9
                    2,  3.1393802695293e-04,                    9
                    3,  1.5022012776953e-04,                    9
                    3,  2.0341103993057e-04,                    9
                    3,  2.7053769955810e-04,                    9
                    3,  3.4804238120293e-04,                    9
                    3,  4.2015803345454e-04,                    9
                    3,  4.8129617927310e-04,                    9
                    3,  5.2651515771032e-04,                    9
                    3,  5.5932585297997e-04,                    9
                    3,  5.8297505179657e-04,                    9
                    3,  6.0086680880362e-04,                    9
                    3,  6.1220228849661e-04,                    9
                    3,  6.1255400367776e-04,                    9
                    3,  6.0902240029027e-04,                    9
                    3,  6.3214025218458e-04,                    9
                    3,  6.2240305406601e-04,                    9
                    3,  6.1392694498180e-04,                    9
                    3,  6.1649118620481e-04,                    9
                    3,  6.5812430053389e-04,                    9
                    3,  6.2228983791215e-04,                    9
                    3,  5.8178223774619e-04,                    9
                    3,  4.8334763675040e-04,                    9
                    3,  4.6397844556301e-04,                    9
