#          thread_idx,                error,           selected_k
                    0,  9.4959970980855e-05,                    9
                    0,  1.2661036356595e-04,                    9
                    0,  1.6494794805326e-04,                    9
                    0,  2.0769983044863e-04,                    9
                    0,  2.4878575522856e-04,                    9
                    0,  2.8343714816053e-04,                    9
                    0,  3.1021945334085e-04,                    9
                    0,  3.2923358556032e-04,                    9
                    0,  3.4275225410088e-04,                    9
                    0,  3.5056011729589e-04,                    9
                    0,  3.5238093337245e-04,                    9
                    0,  3.5168096066282e-04,                    9
                    0,  3.4791178238381e-04,                    9
                    0,  3.5372477522120e-04,                    9
                    0,  3.6361604808357e-04,                    9
                    0,  3.4842842951283e-04,                    9
                    0,  3.0915993278633e-04,                    9
                    0,  2.8165109435078e-04,                    9
                    0,  2.4596650912359e-04,                    9
                    0,  3.0092086921885e-04,                    9
                    0,  3.2305461911666e-04,                    9
                    0,  2.9276984980676e-04,                    9
                    1,  9.4470030688334e-05,                    9
                    1,  1.2612625849059e-04,                    9
                    1,  1.6480781779751e-04,                    9
                    1,  2.0700505728617e-04,                    9
                    1,  2.4706297377707e-04,                    9
                    1,  2.8288244727724e-04,                    9
                    1,  3.1045175172156e-04,                    9
                    1,  3.3067299141585e-04,                    9
                    1,  3.4332482759605e-04,                    9
                    1,  3.4721977665669e-04,                    9
                    1,  3.5905142911716e-04,                    9
                    1,  3.6114386128558e-04,                    9
                    1,  3.5925406631989e-04,                    9
                    1,  3.7136970383853e-04,                    9
                    1,  3.8394648763810e-04,                    9
                    1,  3.6806308973908e-04,                    9
                    1,  3.7061689938950e-04,                    9
                    1,  3.7959729800725e-04,                    9
                    1,  4.2494031605342e-04,                    9
                    1,  3.9819667914214e-04,                    9
                    1,  2.9580545120577e-04,                    9
                    1,  2.9336784524288e-04,                    9
                    2,  9.4588140871669e-05,                    8
                    2,  1.2645201910579e-04,                    8
                    2,  1.6509535244341e-04,                    8
                    2,  2.0750327944863e-04,                    8
                    2,  2.4740167687161e-04,                    8
                    2,  2.8105881036653e-04,                    8
                    2,  3.0963796402905e-04,                    8
                    2,  3.3046841635567e-04,                    8
                    2,  3.4116607117558e-04,                    8
                    2,  3.4306187402251e-04,                    8
                    2,  3.4266772480382e-04,                    8
                    2,  3.3839026490615e-04,                    8
                    2,  3.5257085046344e-04,                    8
                    2,  3.5563121063139e-04,                    8
                    2,  3.5987756010118e-04,                    8
                    2,  3.5787572041869e-04,                    8
                    2,  3.5119508402010e-04,                    8
                    2,  3.5956612191765e-04,                    8
                    2,  3.3015403728770e-04,                    8
                    2,  3.9088808691106e-04,                    8
                    2,  2.6057958482476e-04,                    8
                    2,  3.4506518436035e-04,                    8
                    3,  9.5049636860814e-05,                    9
                    3,  1.2691206779478e-04,                    9
                    3,  1.6560538972167e-04,                    9
                    3,  2.0827988438764e-04,                    9
                    3,  2.4759484195944e-04,                    9
                    3,  2.8233963090362e-04,                    9
                    3,  3.1146708037526e-04,                    9
                    3,  3.3258390930270e-04,                    9
                    3,  3.4724965564239e-04,                    9
                    3,  3.5654024866168e-04,                    9
                    3,  3.6231896601638e-04,                    9
                    3,  3.6403478449299e-04,                    9
                    3,  3.5692318404788e-04,                    9
                    3,  3.5564475058381e-04,                    9
                    3,  3.5388345855357e-04,                    9
                    3,  3.5965202935827e-04,                    9
                    3,  3.4980563980812e-04,                    9
                    3,  3.5825581332232e-04,                    9
                    3,  3.5791608436113e-04,                    9
                    3,  4.0222384359569e-04,                    9
                    3,  4.1631980540858e-04,                    9
                    3,  1.5578299796468e-04,                    9
