#          thread_idx,                error,           selected_k
                    0,  1.3548023944030e-04,                    7
                    0,  1.8151124663847e-04,                    7
                    0,  2.3731562754793e-04,                    7
                    0,  2.9420828794739e-04,                    7
                    0,  3.3220040003891e-04,                    7
                    0,  3.6116534251056e-04,                    7
                    0,  3.8380016462055e-04,                    7
                    0,  3.8876447315649e-04,                    7
                    0,  3.9042641128682e-04,                    7
                    0,  3.9241367826334e-04,                    7
                    0,  3.8998359631904e-04,                    7
                    0,  3.9281494904073e-04,                    7
                    0,  3.9449528326407e-04,                    7
                    0,  3.8721218486933e-04,                    7
                    0,  3.7403379023402e-04,                    7
                    0,  3.7884467393143e-04,                    7
                    0,  3.9890505084710e-04,                    7
                    0,  3.8866231735891e-04,                    7
                    0,  3.7580871121010e-04,                    7
                    0,  2.9664294768716e-04,                    7
                    0,  3.0315632974997e-04,                    7
                    0,  1.4204582590197e-05,                    7
                    1,  1.2842201655084e-04,                    8
                    1,  1.6878405465874e-04,                    8
                    1,  2.1831840808292e-04,                    8
                    1,  2.6709904235684e-04,                    8
                    1,  3.0008529998797e-04,                    8
                    1,  3.2195545752645e-04,                    8
                    1,  3.2934927544039e-04,                    8
                    1,  3.3205437159075e-04,                    8
                    1,  3.3204897492849e-04,                    8
                    1,  3.3545534645343e-04,                    8
                    1,  3.3320049625398e-04,                    8
                    1,  3.3177694393156e-04,                    8
                    1,  3.3847174709196e-04,                    8
                    1,  3.5067133611900e-04,                    8
                    1,  3.4279994955572e-04,                    8
                    1,  3.3906660757486e-04,                    8
                    1,  3.1738529574350e-04,                    8
                    1,  3.2273922122430e-04,                    8
                    1,  3.5088688725439e-04,                    8
                    1,  1.9275081901295e-04,                    8
                    1,  1.0886949983565e-04,                    8
                    1,  5.6868699624936e-05,                    8
                    2,  1.3100238087140e-04,                    8
                    2,  1.7387034345410e-04,                    8
                    2,  2.3059551153718e-04,                    8
                    2,  2.8326893890765e-04,                    8
                    2,  3.2014053981719e-04,                    8
                    2,  3.4569283015533e-04,                    8
                    2,  3.5435941195180e-04,                    8
                    2,  3.5838934430821e-04,                    8
                    2,  3.6229347119528e-04,                    8
                    2,  3.6026421788555e-04,                    8
                    2,  3.6098700879313e-04,                    8
                    2,  3.5975066948865e-04,                    8
                    2,  3.6273972487851e-04,                    8
                    2,  3.8983366944847e-04,                    8
                    2,  3.9356195949176e-04,                    8
                    2,  3.9158272131885e-04,                    8
                    2,  3.3249601200488e-04,                    8
                    2,  3.4279257489951e-04,                    8
                    2,  3.3804507480814e-04,                    8
                    2,  3.5640509950321e-04,                    8
                    2,  3.4858636328236e-04,                    8
                    2,  3.5066114265883e-04,                    8
                    3,  1.3677780824230e-04,                    7
                    3,  1.8150021161124e-04,                    7
                    3,  2.3345518692823e-04,                    7
                    3,  2.7498142584497e-04,                    7
                    3,  3.0421549845932e-04,                    7
                    3,  3.2198521414889e-04,                    7
                    3,  3.3518658347595e-04,                    7
                    3,  3.5182570428709e-04,                    7
                    3,  3.5102983221528e-04,                    7
                    3,  3.5464871588754e-04,                    7
                    3,  3.5167485713311e-04,                    7
                    3,  3.5038622271966e-04,                    7
                    3,  3.5807251212224e-04,                    7
                    3,  3.5830474917902e-04,                    7
                    3,  3.5829544716089e-04,                    7
                    3,  3.2248721944981e-04,                    7
                    3,  3.2264629872182e-04,                    7
                    3,  3.2951368768201e-04,                    7
                    3,  2.3573932912278e-04,                    7
                    3,  2.8392003871901e-04,                    7
                    3,  3.1850628712259e-04,                    7
                    3,  3.1593322544381e-04,                    7
