#          thread_idx,                error,           selected_k
                    0,  2.9925901421691e-10,                    8
                    0,  4.1019481237441e-10,                    8
                    0,  5.5439310996247e-10,                    8
                    0,  7.2513759006834e-10,                    8
                    0,  8.9633188485263e-10,                    8
                    0,  1.0265328501156e-09,                    8
                    0,  1.1042432516635e-09,                    8
                    0,  1.1481593967071e-09,                    8
                    0,  1.1740807929162e-09,                    8
                    0,  1.1862186920839e-09,                    8
                    0,  1.1898172963680e-09,                    8
                    0,  1.2296814274006e-09,                    8
                    0,  1.3040149290844e-09,                    8
                    0,  1.3121627278464e-09,                    8
                    0,  1.1690520539244e-09,                    8
                    0,  1.1747740005751e-09,                    8
                    0,  1.2908379264975e-09,                    8
                    0,  1.5973957770854e-09,                    8
                    0,  1.7701752336339e-09,                    8
                    0,  2.5131346388785e-10,                    8
                    1,  3.0296262061370e-10,                    8
                    1,  4.1560026898265e-10,                    8
                    1,  5.6223323935683e-10,                    8
                    1,  7.3718734011828e-10,                    8
                    1,  9.1576993699421e-10,                    8
                    1,  1.0580922094908e-09,                    8
                    1,  1.1393730255759e-09,                    8
                    1,  1.1749485208664e-09,                    8
                    1,  1.2011570916553e-09,                    8
                    1,  1.2128483647549e-09,                    8
                    1,  1.2156404995988e-09,                    8
                    1,  1.2466687890991e-09,                    8
                    1,  1.3283691636083e-09,                    8
                    1,  1.2773674116165e-09,                    8
                    1,  1.3199761118030e-09,                    8
                    1,  1.3242867414110e-09,                    8
                    1,  9.9789831102953e-10,                    8
                    1,  1.3745805845359e-09,                    8
                    1,  9.3547661741740e-10,                    8
                    1,  1.3185948720243e-09,                    8
                    2,  2.9997739102918e-10,                    7
                    2,  4.1098092137014e-10,                    7
                    2,  5.5506099223056e-10,                    7
                    2,  7.2508570455421e-10,                    7
                    2,  8.9658135243727e-10,                    7
                    2,  1.0276753882500e-09,                    7
                    2,  1.1017594268385e-09,                    7
                    2,  1.1329731336859e-09,                    7
                    2,  1.1563415016454e-09,                    7
                    2,  1.1557191094351e-09,                    7
                    2,  1.1513019706055e-09,                    7
                    2,  1.1715676137697e-09,                    7
                    2,  1.1979576715121e-09,                    7
                    2,  1.1760329117801e-09,                    7
                    2,  1.3113901285687e-09,                    7
                    2,  1.2607838396209e-09,                    7
                    2,  1.2842612106976e-09,                    7
                    2,  1.3613886168512e-09,                    7
                    2,  1.7490920936784e-09,                    7
                    2,  1.5619461811581e-09,                    7
                    3,  3.0076248721928e-10,                   13
                    3,  4.1261865802243e-10,                   13
                    3,  5.5840728728268e-10,                   13
                    3,  7.3188147828641e-10,                   13
                    3,  9.0869004294904e-10,                   13
                    3,  1.0473410338457e-09,                   13
                    3,  1.1338990583608e-09,                   13
                    3,  1.1871663479144e-09,                   13
                    3,  1.2096335945152e-09,                   13
                    3,  1.2079090845725e-09,                   13
                    3,  1.1867279363751e-09,                   13
                    3,  1.1106314027313e-09,                   13
                    3,  1.1194076805742e-09,                   13
                    3,  1.2084701167654e-09,                   13
                    3,  1.2093266646469e-09,                   13
                    3,  1.3484945311501e-09,                   13
                    3,  1.2346695313205e-09,                   13
                    3,  1.0360545517538e-09,                   13
                    3,  5.2713554329406e-10,                   13
                    3,  1.0086710646694e-10,                   13
