#        thread_idx,              error,         selected_k
                  0, 9.968600299541e-06,                  8
                  0, 1.383738375940e-05,                  8
                  0, 1.903775555775e-05,                  8
                  0, 2.565438108963e-05,                  8
                  0, 3.324558321126e-05,                  8
                  0, 4.045458389088e-05,                  8
                  0, 4.569033309726e-05,                  8
                  0, 4.834258382720e-05,                  8
                  0, 4.969045899392e-05,                  8
                  0, 5.041512602762e-05,                  8
                  0, 5.014298238669e-05,                  8
                  0, 5.062780562094e-05,                  8
                  0, 5.056437344152e-05,                  8
                  0, 5.213146763596e-05,                  8
                  0, 5.438778437259e-05,                  8
                  0, 5.403757380925e-05,                  8
                  0, 4.655010999849e-05,                  8
                  0, 4.928664490660e-05,                  8
                  0, 3.472245555293e-05,                  8
                  0, 2.528461093488e-05,                  8
                  0, 1.075425928107e-05,                  8
                  1, 9.971390856624e-06,                  9
                  1, 1.383672547989e-05,                  9
                  1, 1.902715463229e-05,                  9
                  1, 2.560834177489e-05,                  9
                  1, 3.313572912678e-05,                  9
                  1, 4.021931153344e-05,                  9
                  1, 4.530371252487e-05,                  9
                  1, 4.803576999237e-05,                  9
                  1, 4.930371052998e-05,                  9
                  1, 5.043914728432e-05,                  9
                  1, 5.134120054176e-05,                  9
                  1, 5.142976297220e-05,                  9
                  1, 5.195108106495e-05,                  9
                  1, 5.241440287729e-05,                  9
                  1, 4.843023088080e-05,                  9
                  1, 5.280801771722e-05,                  9
                  1, 5.759174235045e-05,                  9
                  1, 5.059174616484e-05,                  9
                  1, 5.015410209665e-05,                  9
                  1, 5.293156990529e-05,                  9
                  1, 4.128859311864e-05,                  9
                  2, 9.981099631690e-06,                  8
                  2, 1.384987397140e-05,                  8
                  2, 1.904331898216e-05,                  8
                  2, 2.563456543047e-05,                  8
                  2, 3.315247206020e-05,                  8
                  2, 4.026738723386e-05,                  8
                  2, 4.538750872971e-05,                  8
                  2, 4.784379207004e-05,                  8
                  2, 4.866267518609e-05,                  8
                  2, 4.876504264357e-05,                  8
                  2, 4.779962802812e-05,                  8
                  2, 4.730738047454e-05,                  8
                  2, 4.627764860137e-05,                  8
                  2, 4.761024130710e-05,                  8
                  2, 4.587194625496e-05,                  8
                  2, 4.596482246119e-05,                  8
                  2, 5.069354467832e-05,                  8
                  2, 5.252461490628e-05,                  8
                  2, 5.664849281415e-05,                  8
                  2, 4.430959903046e-05,                  8
                  2, 1.330190278668e-06,                  8
                  3, 9.992751970900e-06,                  8
                  3, 1.387439165371e-05,                  8
                  3, 1.909499986814e-05,                  8
                  3, 2.574836600922e-05,                  8
                  3, 3.339053070780e-05,                  8
                  3, 4.078851344756e-05,                  8
                  3, 4.607976634209e-05,                  8
                  3, 4.906484340003e-05,                  8
                  3, 5.049549107157e-05,                  8
                  3, 5.104757613044e-05,                  8
                  3, 5.187976025995e-05,                  8
                  3, 5.199009855269e-05,                  8
                  3, 5.139182557714e-05,                  8
                  3, 5.140246097065e-05,                  8
                  3, 5.247658094386e-05,                  8
                  3, 5.004988721515e-05,                  8
                  3, 5.634468644445e-05,                  8
                  3, 5.048973240648e-05,                  8
                  3, 3.287271886945e-05,                  8
                  3, 2.295637896391e-05,                  8
                  3, 1.442456959626e-06,                  8
