#          thread_idx,                error,           selected_k
                    0,  3.9378519800129e-05,                    9
                    0,  5.2524657127851e-05,                    9
                    0,  6.8581730167223e-05,                    9
                    0,  8.5702907715888e-05,                    9
                    0,  1.0133528197204e-04,                    9
                    0,  1.1412060185132e-04,                    9
                    0,  1.2414412006071e-04,                    9
                    0,  1.3120254724529e-04,                    9
                    0,  1.3574403016065e-04,                    9
                    0,  1.3802358319402e-04,                    9
                    0,  1.3885566645177e-04,                    9
                    0,  1.3954987569669e-04,                    9
                    0,  1.4079692637994e-04,                    9
                    0,  1.4096519203340e-04,                    9
                    0,  1.4128721713772e-04,                    9
                    0,  1.4193977679421e-04,                    9
                    0,  1.4210310426108e-04,                    9
                    0,  1.4492460430855e-04,                    9
                    0,  1.5085897890340e-04,                    9
                    0,  1.3985394238226e-04,                    9
                    0,  1.3361587178310e-04,                    9
                    0,  9.4076745976337e-05,                    9
                    0,  6.6619254291144e-05,                    9
                    0,  4.7858597261678e-05,                    9
                    0,  6.0337797140426e-05,                    9
                    1,  3.9229939367489e-05,                   14
                    1,  5.2380898334635e-05,                   14
                    1,  6.8367477150266e-05,                   14
                    1,  8.5493378428302e-05,                   14
                    1,  1.0131970162057e-04,                   14
                    1,  1.1431320514555e-04,                   14
                    1,  1.2441540221754e-04,                   14
                    1,  1.3152043080741e-04,                   14
                    1,  1.3632200156694e-04,                   14
                    1,  1.3891038528176e-04,                   14
                    1,  1.4047610111758e-04,                   14
                    1,  1.4120921313886e-04,                   14
                    1,  1.4183612732624e-04,                   14
                    1,  1.3971580095321e-04,                   14
                    1,  1.3661476284175e-04,                   14
                    1,  1.3554217517468e-04,                   14
                    1,  1.3713384322041e-04,                   14
                    1,  1.3804280610432e-04,                   14
                    1,  1.3124532415985e-04,                   14
                    1,  1.2914094432233e-04,                   14
                    1,  1.3460905828815e-04,                   14
                    1,  9.6232681375967e-05,                   14
                    1,  1.1762378181260e-04,                   14
                    1,  6.1336423694263e-05,                   14
                    1,  3.9971983673450e-05,                   14
                    2,  3.9318737362227e-05,                   10
                    2,  5.2502766919978e-05,                   10
                    2,  6.8632769361873e-05,                   10
                    2,  8.6086446392482e-05,                   10
                    2,  1.0214132787969e-04,                   10
                    2,  1.1523815385735e-04,                   10
                    2,  1.2578858544816e-04,                   10
                    2,  1.3388980089942e-04,                   10
                    2,  1.3877332093784e-04,                   10
                    2,  1.4159974808951e-04,                   10
                    2,  1.4370304101817e-04,                   10
                    2,  1.4364965114103e-04,                   10
                    2,  1.4414235058129e-04,                   10
                    2,  1.4459485626304e-04,                   10
                    2,  1.4402524480333e-04,                   10
                    2,  1.4575471395329e-04,                   10
                    2,  1.4668518047374e-04,                   10
                    2,  1.4383465749738e-04,                   10
                    2,  1.3826998687838e-04,                   10
                    2,  1.3847826032288e-04,                   10
                    2,  1.4394932042081e-04,                   10
                    2,  1.4120751322763e-04,                   10
                    2,  1.3145120749910e-04,                   10
                    2,  1.0166585999403e-04,                   10
                    2,  2.3511936435741e-05,                   10
                    3,  3.9274709228516e-05,                    9
                    3,  5.2236608017449e-05,                    9
                    3,  6.7994647485230e-05,                    9
                    3,  8.4571896707386e-05,                    9
                    3,  9.9354879578961e-05,                    9
                    3,  1.1110317151015e-04,                    9
                    3,  1.1987013301864e-04,                    9
                    3,  1.2587125256031e-04,                    9
                    3,  1.2923716849580e-04,                    9
                    3,  1.3116522691768e-04,                    9
                    3,  1.3240413204209e-04,                    9
                    3,  1.3250686725999e-04,                    9
                    3,  1.3298765631837e-04,                    9
                    3,  1.3503280582141e-04,                    9
                    3,  1.3549188950049e-04,                    9
                    3,  1.3480285581029e-04,                    9
                    3,  1.3689609781632e-04,                    9
                    3,  1.4042691834543e-04,                    9
                    3,  1.3792550486035e-04,                    9
                    3,  1.2975823134057e-04,                    9
                    3,  1.0513184415714e-04,                    9
                    3,  9.3043552323962e-05,                    9
                    3,  1.0839256515664e-04,                    9
                    3,  1.3389270843782e-04,                    9
                    3,  1.1774631001728e-04,                    9
