#        thread_idx,              error,         selected_k
                  0, 3.016693720072e-10,                  9
                  0, 4.180049529252e-10,                  9
                  0, 5.736830749092e-10,                  9
                  0, 7.695995893555e-10,                  9
                  0, 9.903348362674e-10,                  9
                  0, 1.193285608566e-09,                  9
                  0, 1.332432685560e-09,                  9
                  0, 1.411799018186e-09,                  9
                  0, 1.460393024101e-09,                  9
                  0, 1.489132740675e-09,                  9
                  0, 1.497005798847e-09,                  9
                  0, 1.522466074587e-09,                  9
                  0, 1.500749760204e-09,                  9
                  0, 1.540362268708e-09,                  9
                  0, 1.440742594916e-09,                  9
                  0, 1.464084529765e-09,                  9
                  0, 1.620115526932e-09,                  9
                  0, 1.868180589895e-09,                  9
                  0, 1.977613078012e-09,                  9
                  0, 2.154655116268e-09,                  9
                  0, 2.228331132295e-09,                  9
                  1, 3.020176009071e-10,                  9
                  1, 4.184021060995e-10,                  9
                  1, 5.740236477079e-10,                  9
                  1, 7.697637262341e-10,                  9
                  1, 9.896293708729e-10,                  9
                  1, 1.193561027946e-09,                  9
                  1, 1.333732516073e-09,                  9
                  1, 1.411877246507e-09,                  9
                  1, 1.443844498416e-09,                  9
                  1, 1.468193902517e-09,                  9
                  1, 1.494784008892e-09,                  9
                  1, 1.478096852504e-09,                  9
                  1, 1.449016917949e-09,                  9
                  1, 1.404890987435e-09,                  9
                  1, 1.340572463689e-09,                  9
                  1, 1.318889345649e-09,                  9
                  1, 1.103119568978e-09,                  9
                  1, 9.047690493440e-10,                  9
                  1, 9.116343468468e-10,                  9
                  1, 6.343545473740e-10,                  9
                  1, 9.306656336846e-11,                  9
                  2, 3.008075814761e-10,                  8
                  2, 4.167847449368e-10,                  8
                  2, 5.719619055919e-10,                  8
                  2, 7.672746980466e-10,                  8
                  2, 9.865984616277e-10,                  8
                  2, 1.189726836627e-09,                  8
                  2, 1.327274612167e-09,                  8
                  2, 1.404532548547e-09,                  8
                  2, 1.442822270308e-09,                  8
                  2, 1.448974152904e-09,                  8
                  2, 1.465077143644e-09,                  8
                  2, 1.428816928179e-09,                  8
                  2, 1.469279768859e-09,                  8
                  2, 1.510768035489e-09,                  8
                  2, 1.669706870681e-09,                  8
                  2, 1.854650709680e-09,                  8
                  2, 1.746234930753e-09,                  8
                  2, 1.776294012428e-09,                  8
                  2, 1.346631000170e-09,                  8
                  2, 1.815828952516e-09,                  8
                  2, 1.653587404713e-09,                  8
                  3, 3.012429745156e-10,                  9
                  3, 4.174652719120e-10,                  9
                  3, 5.729194650534e-10,                  9
                  3, 7.686475742472e-10,                  9
                  3, 9.892050086037e-10,                  9
                  3, 1.195303322733e-09,                  9
                  3, 1.338622430364e-09,                  9
                  3, 1.416621256591e-09,                  9
                  3, 1.450918842015e-09,                  9
                  3, 1.466114846516e-09,                  9
                  3, 1.502075289128e-09,                  9
                  3, 1.460513491069e-09,                  9
                  3, 1.450366364800e-09,                  9
                  3, 1.477260129597e-09,                  9
                  3, 1.390502112394e-09,                  9
                  3, 1.264528285767e-09,                  9
                  3, 1.089992131294e-09,                  9
                  3, 9.879867513741e-10,                  9
                  3, 1.035709868376e-09,                  9
                  3, 9.689920295174e-10,                  9
                  3, 1.117261876790e-09,                  9
