#                p[0],                 p[1],                 p[2],               energy,             variance,                error,          energies[0],       energiesVar[0],          energies[1],       energiesVar[1],          energies[2],       energiesVar[2],          energies[3],       energiesVar[3],             gradE[0],          gradVarE[0],             gradE[1],          gradVarE[1],             gradE[2],          gradVarE[2],         elapsed time,        accept. ratio,             MC steps
  4.2000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  1.5017361969550e-01,  1.7842900336333e-05,  1.3357731969288e-06,  1.5017361969550e-01,  1.7842900336333e-05,  7.1471402323299e-02,  1.6985736544630e-03,  7.8702217372198e-02,  2.0645974298083e-03,  0.0000000000000e+00,  0.0000000000000e+00,  1.7409043750447e-03,  8.5134505356579e-06,                 -nan,                 -nan,                 -nan,                 -nan,  5.5729034840000e+00,  8.9997180000000e-01,             10000000
  4.1700001723228e+00,                 -nan,                 -nan,                  nan,                  nan,                  nan,                  nan,                  nan,                  nan,                  nan,                  nan,                  nan,  0.0000000000000e+00,  0.0000000000000e+00,                  nan,                  nan,                 -nan,                 -nan,                 -nan,                 -nan,  8.3867695980000e+00,  0.0000000000000e+00,             10000000
                  nan,                 -nan,                 -nan,                  nan,                  nan,                  nan,                  nan,                  nan,                  nan,                  nan,                  nan,                  nan,  0.0000000000000e+00,  0.0000000000000e+00,                  nan,                  nan,                 -nan,                 -nan,                 -nan,                 -nan,  8.3633017740000e+00,  0.0000000000000e+00,             10000000
