#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,      accept. ratio,  Monte Carlo steps 
 1.600000000000e+01, 1.100000000000e+00, 1.100000000000e+00, 5.541003207437e-02, 9.643393691191e-03, 3.471921962543e-05, 1.654864322000e+00, 9.059060000000e-01,            8000000
 1.650000000000e+01, 1.100000000000e+00, 1.100000000000e+00, 5.632689551522e-02, 9.158546464784e-03, 3.383516378116e-05, 1.691844049000e+00, 9.032637500000e-01,            8000000
 1.600000000000e+01, 1.150000000000e+00, 1.100000000000e+00, 5.589596650573e-02, 7.722531701339e-03, 3.106954236334e-05, 1.702462703000e+00, 9.010670000000e-01,            8000000
 1.600000000000e+01, 1.100000000000e+00, 1.150000000000e+00, 5.639063273288e-02, 6.535824373956e-03, 2.858282782974e-05, 1.650170594000e+00, 9.059108750000e-01,            8000000
 1.550000000000e+01, 1.133333333333e+00, 1.133333333333e+00, 5.535705247868e-02, 3.008897387394e-03, 1.939361166529e-05, 1.843707850000e+00, 9.043406250000e-01,            8000000
 1.500000000000e+01, 1.150000000000e+00, 1.150000000000e+00, 5.517912422278e-02, 5.928562248709e-03, 2.722260606718e-05, 1.647113046000e+00, 9.056387500000e-01,            8000000
 1.533333333333e+01, 1.166666666667e+00, 1.083333333333e+00, 5.525749724548e-02, 2.353325470539e-02, 5.423704304416e-05, 1.614155259000e+00, 9.051737500000e-01,            8000000
 1.550000000000e+01, 1.150000000000e+00, 1.100000000000e+00, 5.514532168539e-02, 8.294944677622e-03, 3.220043609491e-05, 1.590039233000e+00, 9.091467500000e-01,            8000000
 1.500000000000e+01, 1.116666666667e+00, 1.133333333333e+00, 5.441034137368e-02, 3.231728905049e-03, 2.009890825720e-05, 1.698990441000e+00, 9.040252500000e-01,            8000000
 1.450000000000e+01, 1.100000000000e+00, 1.150000000000e+00, 5.394405389564e-02, 9.512389696871e-03, 3.448258563549e-05, 1.737781110000e+00, 9.041702500000e-01,            8000000
 1.400000000000e+01, 1.166666666667e+00, 1.166666666667e+00, 5.454550156758e-02, 1.165294934539e-02, 3.816567395152e-05, 1.718919564000e+00, 9.030367500000e-01,            8000000
 1.350000000000e+01, 1.127777777778e+00, 1.211111111111e+00, 5.539024669291e-02, 2.158797321075e-02, 5.194705623367e-05, 1.799630619000e+00, 9.024182500000e-01,            8000000
 1.500000000000e+01, 1.144444444444e+00, 1.127777777778e+00, 5.446924113306e-02, 3.446206987123e-03, 2.075514089064e-05, 1.785887580000e+00, 9.034430000000e-01,            8000000
 1.400000000000e+01, 1.124074074074e+00, 1.146296296296e+00, 5.328000365479e-02, 4.929764572118e-03, 2.482379043407e-05, 1.813013152000e+00, 9.035128750000e-01,            8000000
 1.350000000000e+01, 1.111111111111e+00, 1.144444444444e+00, 5.239232753072e-02, 5.836409097649e-03, 2.701020431626e-05, 1.871393160000e+00, 9.063466250000e-01,            8000000
 1.466666666667e+01, 1.070370370370e+00, 1.114814814815e+00, 5.361997511437e-02, 2.242109167667e-02, 5.293993256119e-05, 1.903531787000e+00, 9.037067500000e-01,            8000000
 1.450000000000e+01, 1.094444444444e+00, 1.127777777778e+00, 5.348114258759e-02, 6.666853244168e-03, 2.886791740879e-05, 1.906158538000e+00, 9.028855000000e-01,            8000000
 1.333333333333e+01, 1.059259259259e+00, 1.153703703704e+00, 5.284539962363e-02, 4.149064476752e-02, 7.201618287538e-05, 1.844218846000e+00, 9.060627500000e-01,            8000000
 1.458333333333e+01, 1.123148148148e+00, 1.134259259259e+00, 5.378588825442e-02, 3.177537444801e-03, 1.992968089559e-05, 2.459311638000e+00, 9.052003750000e-01,            8000000
 1.388888888889e+01, 1.119135802469e+00, 1.120987654321e+00, 5.234111913006e-02, 3.339361875422e-03, 2.043086474988e-05, 2.893853232000e+00, 9.046595000000e-01,            8000000
 1.358333333333e+01, 1.128703703704e+00, 1.106481481481e+00, 5.195755139978e-02, 6.743464796879e-03, 2.903331017314e-05, 2.738009033000e+00, 9.050281250000e-01,            8000000
 1.313888888889e+01, 1.099691358025e+00, 1.118209876543e+00, 5.115047678315e-02, 6.948488254203e-03, 2.947135951692e-05, 3.028853655000e+00, 9.037955000000e-01,            8000000
 1.241666666667e+01, 1.087962962963e+00, 1.110185185185e+00, 5.016955031988e-02, 1.347278852086e-02, 4.103776998215e-05, 2.810059966000e+00, 9.043026250000e-01,            8000000
 1.183333333333e+01, 1.124074074074e+00, 1.112962962963e+00, 4.948080287883e-02, 5.042121078492e-03, 2.510508185232e-05, 2.973623151000e+00, 9.074962500000e-01,            8000000
 1.050000000000e+01, 1.138888888889e+00, 1.105555555556e+00, 4.820271665745e-02, 1.114757201765e-02, 3.732889634327e-05, 2.909315972000e+00, 9.026570000000e-01,            8000000
 1.083333333333e+01, 1.125925925926e+00, 1.070370370370e+00, 4.896614606036e-02, 5.194564634865e-02, 8.058043058697e-05, 3.063972296000e+00, 9.077940000000e-01,            8000000
 8.916666666667e+00, 1.106481481481e+00, 1.084259259259e+00, 4.653865224724e-02, 3.706380447924e-02, 6.806596476878e-05, 3.119308386000e+00, 9.062061250000e-01,            8000000
 6.583333333333e+00, 1.095370370370e+00, 1.073148148148e+00, 4.743620656268e-02, 1.183808636123e-01, 1.216454189501e-04, 3.261389472000e+00, 9.067850000000e-01,            8000000
 1.038888888889e+01, 1.096296296296e+00, 1.129629629630e+00, 4.809816072280e-02, 1.119269450949e-02, 3.740436891174e-05, 3.218561218000e+00, 9.025592500000e-01,            8000000
 7.453703703704e+00, 1.139814814815e+00, 1.102777777778e+00, 4.644566299275e-02, 2.175150580856e-02, 5.214343895515e-05, 3.503065367000e+00, 9.038110000000e-01,            8000000
 4.972222222222e+00, 1.165740740741e+00, 1.099074074074e+00, 5.173951402088e-02, 5.435076500170e-02, 8.242478768679e-05, 3.269232738000e+00, 9.046902500000e-01,            8000000
 7.339506172839e+00, 1.089506172839e+00, 1.105555555556e+00, 4.591997884373e-02, 3.003675225671e-02, 6.127474220336e-05, 3.245435707000e+00, 9.015985000000e-01,            8000000
 5.759259259259e+00, 1.064814814815e+00, 1.105555555556e+00, 4.870155945232e-02, 1.193233405181e-01, 1.221286926351e-04, 3.287826691000e+00, 9.052835000000e-01,            8000000
 5.417695473251e+00, 1.127572016461e+00, 1.065432098765e+00, 5.217402729107e-02, 2.211648645260e-01, 1.662696847467e-04, 3.309036474000e+00, 9.031208750000e-01,            8000000
 9.146090534979e+00, 1.104115226337e+00, 1.113580246914e+00, 4.668074568957e-02, 1.060710394180e-02, 3.641274492159e-05, 3.281690439000e+00, 9.009517500000e-01,            8000000
 7.042866941015e+00, 1.115809327846e+00, 1.130349794239e+00, 4.662081895465e-02, 7.240753464969e-03, 3.008478324870e-05, 3.495743939000e+00, 9.043375000000e-01,            8000000
 6.105967078189e+00, 1.120473251029e+00, 1.153395061728e+00, 4.915205860663e-02, 1.881336878073e-02, 4.849403156669e-05, 3.280455855000e+00, 9.034913750000e-01,            8000000
 8.231938728852e+00, 1.066472336534e+00, 1.130212620027e+00, 4.758077348006e-02, 5.696819094745e-02, 8.438615922313e-05, 3.199774996000e+00, 9.070722500000e-01,            8000000
 7.648262459991e+00, 1.121479195245e+00, 1.109636488340e+00, 4.604945434221e-02, 1.066394281030e-02, 3.651017462690e-05, 3.375119063000e+00, 9.060562500000e-01,            8000000
 8.551973784484e+00, 1.138096326779e+00, 1.130155464106e+00, 4.734187266416e-02, 5.708093281816e-03, 2.671163904044e-05, 3.144615867000e+00, 9.033640000000e-01,            8000000
 7.642623075751e+00, 1.101653711324e+00, 1.111705532693e+00, 4.585953016760e-02, 1.512910218208e-02, 4.348721389972e-05, 3.143771846000e+00, 9.071840000000e-01,            8000000
 5.743077782858e+00, 1.121846263273e+00, 1.120880963268e+00, 4.778457232886e-02, 8.437458532352e-03, 3.247587283729e-05, 3.416955395000e+00, 9.059596250000e-01,            8000000
 8.295337346949e+00, 1.108547985571e+00, 1.115405426002e+00, 4.620742714363e-02, 1.008220134026e-02, 3.550035447052e-05, 3.237418889000e+00, 9.029126250000e-01,            8000000
 8.681281647445e+00, 1.105311266914e+00, 1.094148503785e+00, 4.606178777747e-02, 2.890108095665e-02, 6.010520043708e-05, 3.222164371000e+00, 9.065011250000e-01,            8000000
 7.452470617623e+00, 1.113184812613e+00, 1.121299471625e+00, 4.623340789937e-02, 8.591726102012e-03, 3.277141685603e-05, 3.246196097000e+00, 9.071000000000e-01,            8000000
 6.866900088627e+00, 1.115663827217e+00, 1.113022235770e+00, 4.612262186681e-02, 1.127413402322e-02, 3.754020182288e-05, 3.265987941000e+00, 9.058107500000e-01,            8000000
 7.224009403207e+00, 1.113884866806e+00, 1.113618033328e+00, 4.600651296671e-02, 1.066711476845e-02, 3.651560414475e-05, 3.188212036000e+00, 9.003468750000e-01,            8000000
 7.557459341677e+00, 1.111493702970e+00, 1.102007231282e+00, 4.581623908465e-02, 1.946010440490e-02, 4.932051348691e-05, 3.220519764000e+00, 9.093342500000e-01,            8000000
 7.478717798636e+00, 1.112762035202e+00, 1.116476411540e+00, 4.585404736476e-02, 9.191044073089e-03, 3.389513990436e-05, 3.211055420000e+00, 9.046043750000e-01,            8000000
 7.258036698806e+00, 1.130430353511e+00, 1.114781756112e+00, 4.641159697347e-02, 8.294542082870e-03, 3.219965466210e-05, 3.231363621000e+00, 9.061206250000e-01,            8000000
 7.546476481514e+00, 1.108847871871e+00, 1.112474588548e+00, 4.598605183548e-02, 1.191029642631e-02, 3.858480339834e-05, 3.202870924000e+00, 9.053193750000e-01,            8000000
 7.184539995581e+00, 1.102183987341e+00, 1.118742867270e+00, 4.607355946734e-02, 1.295251772147e-02, 4.023760324850e-05, 3.179953682000e+00, 9.036246250000e-01,            8000000
 7.184539995581e+00, 1.102183987341e+00, 1.118742867270e+00, 4.606627338980e-02, 1.241486332398e-02, 3.596129766264e-05, 3.764881082000e+00, 9.033132291667e-01,            9600000
 7.184539995581e+00, 1.102183987341e+00, 1.118742867270e+00, 4.596051380804e-02, 1.340338691979e-02, 3.410994646578e-05, 4.756763554000e+00, 9.076233506944e-01,           11520000
 7.184539995581e+00, 1.102183987341e+00, 1.118742867270e+00, 4.606896666102e-02, 1.398574871088e-02, 3.180724087778e-05, 5.581824662000e+00, 9.034470486111e-01,           13824000
 7.532331843888e+00, 1.116655393269e+00, 1.111913083073e+00, 4.597827431688e-02, 1.046772081472e-02, 2.751751443357e-05, 5.324317366000e+00, 9.043344907407e-01,           13824000
 7.276896215640e+00, 1.120020324980e+00, 1.115530430079e+00, 4.622957482791e-02, 8.753202643846e-03, 2.516324400108e-05, 5.573915617000e+00, 9.060593894676e-01,           13824000
 7.479081415046e+00, 1.111640985148e+00, 1.113238548931e+00, 4.593216380986e-02, 1.166740388691e-02, 2.905161321244e-05, 5.486535770000e+00, 9.039412615741e-01,           13824000
 7.769411301839e+00, 1.113487408941e+00, 1.114133995700e+00, 4.600330413148e-02, 1.094002606905e-02, 2.813146282362e-05, 5.871328186000e+00, 9.004905960648e-01,           13824000
 7.360359877865e+00, 1.113785502339e+00, 1.113747023921e+00, 4.602657962404e-02, 1.078412880737e-02, 2.793030451419e-05, 5.636515156000e+00, 9.084338107639e-01,           13824000
 7.478899606841e+00, 1.112201510175e+00, 1.114857480235e+00, 4.608909324771e-02, 1.023333161698e-02, 2.720768941856e-05, 5.472770197000e+00, 9.028593026620e-01,           13824000
 7.351363600922e+00, 1.113323451004e+00, 1.115047222434e+00, 4.607076356077e-02, 1.011402953341e-02, 2.704862831632e-05, 5.701945252000e+00, 9.036990740741e-01,           13824000
 7.505524821262e+00, 1.114708714236e+00, 1.114194747306e+00, 4.601018116853e-02, 9.806857009336e-03, 2.663471530023e-05, 5.482432875000e+00, 9.064687500000e-01,           13824000
 7.411504540372e+00, 1.114994623453e+00, 1.115621440618e+00, 4.601577097463e-02, 9.484208208225e-03, 2.619290556810e-05, 5.702450380000e+00, 9.063677662037e-01,           13824000
 7.579134505925e+00, 1.114986797590e+00, 1.115814510542e+00, 4.601840227894e-02, 8.968286175132e-03, 2.547052322152e-05, 5.643254220000e+00, 9.056952401620e-01,           13824000
 7.579134505925e+00, 1.114986797590e+00, 1.115814510542e+00, 4.603992599693e-02, 8.957466158706e-03, 2.323726990617e-05, 6.655326907000e+00, 9.001534167631e-01,           16588800
 7.579134505925e+00, 1.114986797590e+00, 1.115814510542e+00, 4.608024633213e-02, 8.966342046728e-03, 2.122313528796e-05, 7.890757068000e+00, 9.065115218300e-01,           19906560
 7.579134505925e+00, 1.114986797590e+00, 1.115814510542e+00, 4.595275683202e-02, 8.852447963509e-03, 1.925054191331e-05, 9.597443594000e+00, 9.020295319734e-01,           23887872
 7.474046408694e+00, 1.113786923261e+00, 1.117746827827e+00, 4.606422838199e-02, 8.636586908752e-03, 1.901438758271e-05, 1.005680524500e+01, 9.044850876629e-01,           23887872
 7.481916011836e+00, 1.114017371005e+00, 1.116858807697e+00, 4.613582066646e-02, 8.728606339689e-03, 1.911541459922e-05, 9.938893943000e+00, 9.036934307083e-01,           23887872
