#                p[0],                 p[1],                 p[2],               energy,             variance,                error,         elapsed time,        accept. ratio,             MC steps
  4.8000000000000e+00,  1.1200000000000e+00,  1.0000000000000e+00,  7.0948977483606e-01,  5.9789509005180e-01,  2.2321422633347e-04,  8.5714549950000e+00,  9.0518850000000e-01,             12000000
  5.3000000000000e+00,  1.1200000000000e+00,  1.0000000000000e+00,  7.1130801148290e-01,  5.9326035918839e-01,  2.2234739320644e-04,  8.2884620120000e+00,  9.0222625000000e-01,             12000000
  4.8000000000000e+00,  1.1700000000000e+00,  1.0000000000000e+00,  7.2320742443729e-01,  6.7334907590757e-01,  2.3688060915216e-04,  8.4073870560000e+00,  9.0424950000000e-01,             12000000
  4.8000000000000e+00,  1.1200000000000e+00,  1.0500000000000e+00,  7.1507996393125e-01,  6.9947767282285e-01,  2.4143281895503e-04,  8.8776019170000e+00,  9.0139025000000e-01,             12000000
  5.1333333333333e+00,  1.0700000000000e+00,  1.0333333333333e+00,  7.1948225844039e-01,  1.0917076396473e+00,  3.0162167799625e-04,  1.1663730267000e+01,  9.0146766666667e-01,             12000000
  4.8833333333333e+00,  1.1450000000000e+00,  1.0083333333333e+00,  7.1508648066573e-01,  6.0279553971522e-01,  2.2412711045952e-04,  1.3420030931000e+01,  9.0842608333333e-01,             12000000
  5.1888888888889e+00,  1.1366666666667e+00,  9.5555555555556e-01,  7.1236614411819e-01,  4.9235301081317e-01,  2.0255719579359e-04,  1.4168112184000e+01,  9.0399075000000e-01,             12000000
  5.3833333333333e+00,  1.1450000000000e+00,  9.0833333333333e-01,  7.2713843007426e-01,  2.6615738395458e-01,  1.4892878162469e-04,  1.5483300419000e+01,  9.0571675000000e-01,             12000000
  5.3092592592593e+00,  1.1061111111111e+00,  9.6203703703704e-01,  7.0885727914501e-01,  5.1041695261483e-01,  2.0623953561632e-04,  1.6116480234000e+01,  9.0641083333333e-01,             12000000
  5.5222222222222e+00,  1.0866666666667e+00,  9.3888888888889e-01,  7.1664610486941e-01,  5.6627894524666e-01,  2.1723239193060e-04,  1.5700463899000e+01,  9.0278166666667e-01,             12000000
  4.8987654320988e+00,  1.1218518518519e+00,  9.4506172839506e-01,  7.1155767787666e-01,  3.9095237189902e-01,  1.8049754658975e-04,  1.5501363961000e+01,  9.0380658333333e-01,             12000000
  4.6981481481481e+00,  1.1227777777778e+00,  9.1759259259259e-01,  7.1778063115799e-01,  3.5267061583966e-01,  1.7143283812222e-04,  1.5751619038000e+01,  9.0216658333333e-01,             12000000
  5.4646090534979e+00,  1.1230864197531e+00,  9.0843621399177e-01,  7.2326366058980e-01,  2.5737496799330e-01,  1.4645106349713e-04,  1.5929792883000e+01,  9.0306933333333e-01,             12000000
  5.2595336076818e+00,  1.0973662551440e+00,  9.2146776406036e-01,  7.1610629879810e-01,  3.9498771395042e-01,  1.8142668720230e-04,  1.5436799659000e+01,  9.0981700000000e-01,             12000000
