#                p[0],                 p[1],                 p[2],               energy,             variance,                error,      -(ℏ/4)⟨∇ᵢ²ln(ψ)⟩,  Var -(ℏ/4)⟨∇ᵢ²ln(ψ)⟩,    (ℏ/2)⟨|∇ᵢln(ψ)|²⟩, Var (ℏ/2)⟨|∇ᵢln(ψ)|²⟩,         elapsed time,        accept. ratio,    Monte Carlo steps 
 1.44531250000000e+01, 0.00000000000000e+00, 1.19531250000000e+00, 3.46032208575020e-02, 4.41800426822187e-02, 6.19279674258582e-05, 2.44988022519466e-02, 2.58874866097145e-03, 2.45130145642574e-02, 2.99092017424958e-02, 4.84484875900000e+00, 9.00371527777778e-01,             11520000
 1.44296875000000e+01, 0.00000000000000e+00, 1.19296875000000e+00, 3.45083545297461e-02, 4.09731119691109e-02, 5.96380226643930e-05, 2.45296263020214e-02, 2.57670576652675e-03, 2.45068074904366e-02, 2.80863938134111e-02, 4.66490055500000e+00, 9.07330121527778e-01,             11520000
 1.44375000000000e+01, 0.00000000000000e+00, 1.19375000000000e+00, 3.45059802513354e-02, 3.42422379186162e-02, 5.45198723952192e-05, 2.45496953685004e-02, 2.57851352698103e-03, 2.45258529828369e-02, 2.48923024338859e-02, 5.19539864400000e+00, 9.10034895833333e-01,             11520000
 1.43984375000000e+01, 0.00000000000000e+00, 1.19609375000000e+00, 3.44901262371067e-02, 3.52868959792699e-02, 5.53452672711193e-05, 2.45903240404353e-02, 2.50410806427924e-03, 2.45325464962115e-02, 2.52778438635637e-02, 4.92225967800000e+00, 9.01641579861111e-01,             11520000
 1.44140625000000e+01, 0.00000000000000e+00, 1.19765625000000e+00, 3.45418613334515e-02, 4.80435955913613e-02, 6.45790291518428e-05, 2.46182886077731e-02, 2.61626416244546e-03, 2.46004292253944e-02, 3.19569577601666e-02, 4.64030499300000e+00, 9.03828645833333e-01,             11520000
 1.44023437500000e+01, 0.00000000000000e+00, 1.19648437500000e+00, 3.45468383063416e-02, 3.98070527499577e-02, 5.87832742282138e-05, 2.45935554629194e-02, 2.57743817188285e-03, 2.45707823244532e-02, 2.79154153033422e-02, 4.55500044000000e+00, 9.08137500000000e-01,             11520000
 1.44062500000000e+01, 0.00000000000000e+00, 1.19687500000000e+00, 3.46139800174580e-02, 3.84831844287327e-02, 5.77975276623754e-05, 2.46124474108918e-02, 2.64111046940345e-03, 2.46343181019400e-02, 2.76889471439528e-02, 4.90066395700000e+00, 9.04218489583333e-01,             11520000
 1.43867187500000e+01, 0.00000000000000e+00, 1.19804687500000e+00, 3.46680692215630e-02, 5.04679236395065e-02, 6.61883384688173e-05, 2.46515318578088e-02, 2.68889252129052e-03, 2.47013764516787e-02, 3.38735352043341e-02, 4.69478177400000e+00, 9.06581163194444e-01,             11520000
 1.43945312500000e+01, 0.00000000000000e+00, 1.19882812500000e+00, 3.44766722605189e-02, 3.43522381831125e-02, 5.46073723966082e-05, 2.46144345666257e-02, 2.50798749154613e-03, 2.45348795295040e-02, 2.50932817341421e-02, 4.61079798900000e+00, 9.03529600694444e-01,             11520000
 1.43984375000000e+01, 0.00000000000000e+00, 1.19921875000000e+00, 3.45950019282100e-02, 3.90042586399330e-02, 5.81875101741943e-05, 2.46306553853891e-02, 2.59448786309626e-03, 2.46230737367024e-02, 2.78464063820728e-02, 4.83326886300000e+00, 9.04665538194444e-01,             11520000
 1.43632812500000e+01, 0.00000000000000e+00, 1.20195312500000e+00, 3.45312359177601e-02, 3.05496404837208e-02, 5.14963932155630e-05, 2.46894547602476e-02, 2.52999668498445e-03, 2.46222891883391e-02, 2.35428268056491e-02, 4.50999704900000e+00, 9.06499913194444e-01,             11520000
 1.43417968750000e+01, 0.00000000000000e+00, 1.20449218750000e+00, 3.45406667319756e-02, 3.31394305583930e-02, 5.36347525436266e-05, 2.47165912395290e-02, 2.50805879467435e-03, 2.46299611087969e-02, 2.49541440710794e-02, 4.60559630500000e+00, 9.10021875000000e-01,             11520000
 1.43828125000000e+01, 0.00000000000000e+00, 1.20078125000000e+00, 3.46427160883356e-02, 4.09958305210244e-02, 5.96545542589912e-05, 2.46584096377746e-02, 2.62498317235774e-03, 2.46704727919272e-02, 2.92339236017844e-02, 4.62628188700000e+00, 9.04663107638889e-01,             11520000
 1.43769531250000e+01, 0.00000000000000e+00, 1.20019531250000e+00, 3.47030279911954e-02, 4.48794228660484e-02, 6.24162097127023e-05, 2.46944603933581e-02, 2.67533811945918e-03, 2.47515969313385e-02, 3.12287652187984e-02, 4.41716958600000e+00, 9.05507204861111e-01,             11520000
 1.43691406250000e+01, 0.00000000000000e+00, 1.20097656250000e+00, 3.46311161046428e-02, 3.73660164440370e-02, 5.69524171244967e-05, 2.46922973476965e-02, 2.61455681887185e-03, 2.46963654560888e-02, 2.73995503589406e-02, 4.71416211200000e+00, 9.06343663194444e-01,             11520000
 1.43789062500000e+01, 0.00000000000000e+00, 1.20039062500000e+00, 3.47018140798939e-02, 4.48259864902515e-02, 6.23790402347785e-05, 2.46757108541129e-02, 2.69745552664786e-03, 2.47302737867853e-02, 3.15793128815301e-02, 4.42743045800000e+00, 9.08389236111111e-01,             11520000
 1.43535156250000e+01, 0.00000000000000e+00, 1.20253906250000e+00, 3.46982272115109e-02, 5.25612360410068e-02, 6.75470746607600e-05, 2.47533306533483e-02, 2.71585373742627e-03, 2.48017196412863e-02, 3.55239925538930e-02, 4.52410163500000e+00, 8.94973697916667e-01,             11520000
 1.43725585937500e+01, 0.00000000000000e+00, 1.20092773437500e+00, 3.45061257546582e-02, 3.38076523173764e-02, 5.41727979842183e-05, 2.46245180802210e-02, 2.45500397525395e-03, 2.45337959129173e-02, 2.47102790478958e-02, 4.50987222100000e+00, 9.03284461805556e-01,             11520000
 1.43666992187500e+01, 0.00000000000000e+00, 1.20190429687500e+00, 3.47033451740739e-02, 4.80047287512605e-02, 6.45529019374568e-05, 2.46693550482900e-02, 2.61703553154042e-03, 2.47010864281225e-02, 3.28049682182210e-02, 4.66215112400000e+00, 9.01885850694444e-01,             11520000
 1.43685302734375e+01, 0.00000000000000e+00, 1.20120849609375e+00, 3.46934980435784e-02, 4.47838406067930e-02, 6.23497086102583e-05, 2.47133382570533e-02, 2.66918998971311e-03, 2.47607307802077e-02, 3.12969589565056e-02, 5.09816771900000e+00, 9.03321788194444e-01,             11520000
 1.43662109375000e+01, 0.00000000000000e+00, 1.20146484375000e+00, 3.45355543039421e-02, 3.67318826374405e-02, 5.64670831453555e-05, 2.46956362218988e-02, 2.57694199427700e-03, 2.46432122062675e-02, 2.69313999988266e-02, 4.78895768300000e+00, 9.05860590277778e-01,             11520000
 1.43679199218750e+01, 0.00000000000000e+00, 1.20144042968750e+00, 3.46471400790836e-02, 3.49566782912726e-02, 5.50856957789475e-05, 2.47107294426683e-02, 2.60831585116700e-03, 2.47227529567416e-02, 2.61048762985770e-02, 4.60714271100000e+00, 9.08237673611111e-01,             11520000
 1.43615722656250e+01, 0.00000000000000e+00, 1.20197753906250e+00, 3.46354786901746e-02, 4.32083369102428e-02, 6.12431521896550e-05, 2.47272586483613e-02, 2.63773794390949e-03, 2.47331425943302e-02, 3.02850001763596e-02, 4.88437794800000e+00, 8.98137326388889e-01,             11520000
 1.43663330078125e+01, 0.00000000000000e+00, 1.20157470703125e+00, 3.45111125046006e-02, 3.47759390438901e-02, 5.49431042868076e-05, 2.46824836391287e-02, 2.51918279289200e-03, 2.46061336879701e-02, 2.55277251030784e-02, 4.74637221500000e+00, 9.06384288194444e-01,             11520000
 1.43634033203125e+01, 0.00000000000000e+00, 1.20206298828125e+00, 3.44623768997613e-02, 3.53583085385988e-02, 5.54012420095237e-05, 2.46710338167172e-02, 2.49711672528606e-03, 2.45574245985617e-02, 2.57536791418810e-02, 4.80779443200000e+00, 9.00262152777778e-01,             11520000
 1.43634033203125e+01, 0.00000000000000e+00, 1.20206298828125e+00, 3.46092261549756e-02, 5.82219080623784e-02, 6.48972590257044e-05, 2.47136551454734e-02, 2.63156202639648e-03, 2.47042896145189e-02, 3.76253942065067e-02, 5.43764253800000e+00, 9.20887876157407e-01,             13824000
 1.43655090332031e+01, 0.00000000000000e+00, 1.20161437988281e+00, 3.46813600878553e-02, 3.79057376008160e-02, 5.23643375079989e-05, 2.47125014490940e-02, 2.62642655717842e-03, 2.47423294317799e-02, 2.76481914934897e-02, 5.35588132800000e+00, 8.98948640046296e-01,             13824000
 1.43647460937500e+01, 0.00000000000000e+00, 1.20170898437500e+00, 3.47581635685819e-02, 4.56001544496025e-02, 5.74336337321672e-05, 2.47251888354148e-02, 2.68780568058115e-03, 2.48056206210244e-02, 3.18763483897266e-02, 5.73410615000000e+00, 9.00194299768519e-01,             13824000
 1.43648071289062e+01, 0.00000000000000e+00, 1.20176391601563e+00, 3.46269201758152e-02, 3.48820493283808e-02, 5.02324237160487e-05, 2.47001568595304e-02, 2.59411983026426e-03, 2.46951443840118e-02, 2.61048737709608e-02, 5.75079620200000e+00, 9.04877821180556e-01,             13824000
 1.43633422851562e+01, 0.00000000000000e+00, 1.20200805664063e+00, 3.46090072191882e-02, 4.16804238874677e-02, 5.49097164393720e-05, 2.47151422818786e-02, 2.62869916384731e-03, 2.47037201203292e-02, 2.96177197584252e-02, 5.87103412400000e+00, 9.07231409143519e-01,             13824000
 1.43636932373047e+01, 0.00000000000000e+00, 1.20193328857422e+00, 3.46436545407322e-02, 4.79863071811877e-02, 5.89171597380773e-05, 2.47083021776013e-02, 2.63691270045662e-03, 2.47172981414978e-02, 3.27613935107741e-02, 5.88647493300000e+00, 9.05059389467593e-01,             13824000
 1.43640136718750e+01, 0.00000000000000e+00, 1.20183105468750e+00, 3.46698244662783e-02, 4.26772060676784e-02, 5.55624167210756e-05, 2.47014058317968e-02, 2.62125897914955e-03, 2.47215711522273e-02, 3.00850126223618e-02, 5.62040139100000e+00, 9.04458260995370e-01,             13824000
 1.43640441894531e+01, 0.00000000000000e+00, 1.20185852050781e+00, 3.46546797672917e-02, 4.95588579651823e-02, 5.98747595566955e-05, 2.47004289109937e-02, 2.66148805393069e-03, 2.47153977307913e-02, 3.37000700290903e-02, 5.74258637100000e+00, 8.97991030092593e-01,             13824000
 1.43632507324219e+01, 0.00000000000000e+00, 1.20192565917969e+00, 3.46556320143944e-02, 3.83374688781847e-02, 5.26616976920026e-05, 2.47322385128347e-02, 2.64204298510094e-03, 2.47512146226261e-02, 2.79668091411841e-02, 5.47152421100000e+00, 8.98854311342593e-01,             13824000
 1.43625183105469e+01, 0.00000000000000e+00, 1.20204772949219e+00, 3.47219322276190e-02, 4.01029907067213e-02, 5.38606410697724e-05, 2.47098815691108e-02, 2.64379444687310e-03, 2.47608749767788e-02, 2.90508036447324e-02, 6.06491707100000e+00, 9.09291232638889e-01,             13824000
 1.43628921508789e+01, 0.00000000000000e+00, 1.20199356079102e+00, 3.45970449034148e-02, 3.60867811066576e-02, 5.10925066437922e-05, 2.47047169752939e-02, 2.59519826267316e-03, 2.46810966164362e-02, 2.67150886947245e-02, 5.30191404400000e+00, 9.09668185763889e-01,             13824000
 1.43629226684570e+01, 0.00000000000000e+00, 1.20202102661133e+00, 3.46124178586411e-02, 3.79309759623497e-02, 5.23817671934948e-05, 2.47264311557863e-02, 2.63293254813618e-03, 2.47207532338320e-02, 2.77928465856148e-02, 5.84967471100000e+00, 9.02320095486111e-01,             13824000
 1.43630046844482e+01, 0.00000000000000e+00, 1.20199718475342e+00, 3.46363438353804e-02, 4.37853127545476e-02, 5.62791287455680e-05, 2.47391596350757e-02, 2.65853168713798e-03, 2.47529607041113e-02, 3.07493076804964e-02, 5.53789388000000e+00, 9.02599754050926e-01,             13824000
 1.43630867004395e+01, 0.00000000000000e+00, 1.20197334289551e+00, 3.47243893780341e-02, 3.57015591834060e-02, 5.08190718719779e-05, 2.46998275907130e-02, 2.63197456373728e-03, 2.47475063172473e-02, 2.67189170450174e-02, 5.96143096500000e+00, 9.06473090277778e-01,             13824000
 1.43632659912109e+01, 0.00000000000000e+00, 1.20193939208984e+00, 3.46966350164272e-02, 3.71014027910238e-02, 5.18057902262967e-05, 2.46934449460438e-02, 2.61394673842796e-03, 2.47241736487474e-02, 2.73852737989965e-02, 5.72545344700000e+00, 9.05886863425926e-01,             13824000
