#                p[0],                 p[1],                 p[2],               energy,             variance,                error,      -(ℏ/4)⟨∇ᵢ²ln(ψ)⟩,  Var -(ℏ/4)⟨∇ᵢ²ln(ψ)⟩,    (ℏ/2)⟨|∇ᵢln(ψ)|²⟩, Var (ℏ/2)⟨|∇ᵢln(ψ)|²⟩,         elapsed time,        accept. ratio,    Monte Carlo steps 
 1.60000000000000e+01, 0.00000000000000e+00, 1.00000000000000e+00, 3.58362329262043e-02, 3.56604844178039e-01, 2.11129357319760e-04, 2.15564215998721e-02, 2.81915685914826e-03, 2.15994363663475e-02, 3.02336258094603e-02, 3.19967863700000e+00, 9.07707125000000e-01,              8000000
 1.65000000000000e+01, 0.00000000000000e+00, 1.00000000000000e+00, 3.57131766156776e-02, 3.49833511702135e-01, 2.09115252821899e-04, 2.08235928387643e-02, 2.59305257483189e-03, 2.08201328984329e-02, 2.90083788803833e-02, 3.18268330000000e+00, 9.04406125000000e-01,              8000000
 1.65000000000000e+01, 0.00000000000000e+00, 1.00000000000000e+00, 3.59226139820199e-02, 3.50433300261467e-01, 1.91058809734689e-04, 2.08442182950369e-02, 2.64733240203427e-03, 2.09059900420409e-02, 2.92668807557309e-02, 3.64713102500000e+00, 9.02641354166667e-01,              9600000
 1.65000000000000e+01, 0.00000000000000e+00, 1.00000000000000e+00, 3.59732263190410e-02, 4.22528650810649e-01, 1.91514579789001e-04, 2.08404002880160e-02, 2.66899050020209e-03, 2.09118084326949e-02, 3.37630696054344e-02, 4.34185542700000e+00, 9.12351128472222e-01,             11520000
 1.60000000000000e+01, 0.00000000000000e+00, 1.05000000000000e+00, 3.46247146246203e-02, 1.96037594675601e-01, 1.30449807648729e-04, 2.16323592124382e-02, 2.61598586313025e-03, 2.16918163892811e-02, 3.31362156792623e-02, 4.46802129000000e+00, 9.02699565972222e-01,             11520000
 1.55000000000000e+01, 0.00000000000000e+00, 1.05000000000000e+00, 3.44236268821203e-02, 1.72070711929871e-01, 1.22215767165748e-04, 2.24188474658938e-02, 2.74186882931039e-03, 2.24548353017780e-02, 3.04187984849073e-02, 4.48116584400000e+00, 9.07842361111111e-01,             11520000
 1.50000000000000e+01, 0.00000000000000e+00, 1.07500000000000e+00, 3.40595328910746e-02, 1.29593626233842e-01, 1.06063408966937e-04, 2.32453681587242e-02, 2.77669693245164e-03, 2.32577436670172e-02, 3.14757962911650e-02, 4.58013364600000e+00, 8.99994878472222e-01,             11520000
 1.50000000000000e+01, 0.00000000000000e+00, 1.12500000000000e+00, 3.38494635523768e-02, 5.48967798385286e-02, 6.90314817463344e-05, 2.33709340182128e-02, 2.52692543143035e-03, 2.32840598327193e-02, 2.40738012224553e-02, 4.61199384100000e+00, 9.06611892361111e-01,             11520000
 1.45000000000000e+01, 0.00000000000000e+00, 1.18750000000000e+00, 3.44413400232521e-02, 3.59852317321760e-02, 5.58902319936762e-05, 2.44025362794482e-02, 2.56073388748703e-03, 2.43769116725578e-02, 2.51124337384843e-02, 4.88303580400000e+00, 9.03732204861111e-01,             11520000
 1.35000000000000e+01, 0.00000000000000e+00, 1.21250000000000e+00, 3.48090889789983e-02, 4.38368147759799e-02, 6.16869440028838e-05, 2.64244082636005e-02, 2.82119488859861e-03, 2.64138370201067e-02, 3.24142419358234e-02, 4.73230356400000e+00, 9.07409114583333e-01,             11520000
 1.30000000000000e+01, 0.00000000000000e+00, 1.32500000000000e+00, 3.65725206356085e-02, 2.68265316522178e-02, 4.82565227062566e-05, 2.78306624776367e-02, 2.66864712762234e-03, 2.77908406583911e-02, 2.87722149355368e-02, 4.69108275200000e+00, 9.05195746527778e-01,             11520000
 1.35000000000000e+01, 0.00000000000000e+00, 1.26250000000000e+00, 3.55187366520475e-02, 3.04713124767514e-02, 5.14303335401525e-05, 2.65408704136203e-02, 2.67171605629169e-03, 2.65280147232325e-02, 2.85231127698793e-02, 5.02986965800000e+00, 9.04825694444444e-01,             11520000
 1.45000000000000e+01, 0.00000000000000e+00, 1.13750000000000e+00, 3.38920287105380e-02, 5.04768252317594e-02, 6.61941754002840e-05, 2.42629398237610e-02, 2.63224265784352e-03, 2.41917215069430e-02, 2.48741105478480e-02, 6.20921561200000e+00, 9.05203125000000e-01,             11520000
 1.55000000000000e+01, 0.00000000000000e+00, 1.11250000000000e+00, 3.38705396769519e-02, 5.81592003053144e-02, 7.10530906658511e-05, 2.25013977470889e-02, 2.35633578135915e-03, 2.23960682458909e-02, 2.24342398727604e-02, 4.88640148000000e+00, 9.03084635416667e-01,             11520000
 1.50000000000000e+01, 0.00000000000000e+00, 1.13750000000000e+00, 3.41413911628809e-02, 7.19332998782249e-02, 7.90203142164956e-05, 2.34291732375131e-02, 2.63573899954298e-03, 2.34550439170180e-02, 3.19987795829083e-02, 4.70374390700000e+00, 8.90437760416667e-01,             11520000
 1.45000000000000e+01, 0.00000000000000e+00, 1.16250000000000e+00, 3.41422917250215e-02, 4.41974310682432e-02, 6.19401530350646e-05, 2.43525788997819e-02, 2.64297704098965e-03, 2.43080993337964e-02, 2.60853728799694e-02, 4.79593497400000e+00, 9.03141059027778e-01,             11520000
 1.40000000000000e+01, 0.00000000000000e+00, 1.20000000000000e+00, 3.47082621416903e-02, 4.32920539050502e-02, 6.13024533796890e-05, 2.54048770000774e-02, 2.76566462859156e-03, 2.54647716372398e-02, 3.08092896682930e-02, 4.66801013300000e+00, 9.05821180555556e-01,             11520000
 1.50000000000000e+01, 0.00000000000000e+00, 1.15000000000000e+00, 3.42263982016393e-02, 7.46655731025335e-02, 8.05070590323567e-05, 2.34563529027827e-02, 2.63750543698995e-03, 2.34823918989094e-02, 3.54239893824670e-02, 4.84381393900000e+00, 9.12199739583333e-01,             11520000
 1.42500000000000e+01, 0.00000000000000e+00, 1.18750000000000e+00, 3.43964989961139e-02, 4.21185521649628e-02, 6.04658938565804e-05, 2.48899094788180e-02, 2.66736945372085e-03, 2.48546025691400e-02, 2.82450298482875e-02, 4.68471877000000e+00, 9.05893750000000e-01,             11520000
 1.47500000000000e+01, 0.00000000000000e+00, 1.16250000000000e+00, 3.41846143869516e-02, 4.69174134579133e-02, 6.38176475627539e-05, 2.38683761048289e-02, 2.51343314213473e-03, 2.38194357219016e-02, 2.65789302820405e-02, 5.33103526400000e+00, 9.09638715277778e-01,             11520000
 1.43750000000000e+01, 0.00000000000000e+00, 1.18125000000000e+00, 3.45134309362827e-02, 5.76554219361356e-02, 7.07446883656732e-05, 2.46274100186372e-02, 2.69216594305837e-03, 2.46874843130879e-02, 3.43436182718512e-02, 4.69173983400000e+00, 9.05071180555556e-01,             11520000
 1.45000000000000e+01, 0.00000000000000e+00, 1.17500000000000e+00, 3.43870333257263e-02, 5.81383909393472e-02, 7.10403781281892e-05, 2.43802171197907e-02, 2.65581609827603e-03, 2.44020581394461e-02, 3.35955728529306e-02, 4.93539059700000e+00, 9.09269791666667e-01,             11520000
 1.43750000000000e+01, 0.00000000000000e+00, 1.18750000000000e+00, 3.45812410838767e-02, 5.26756294623271e-02, 6.76205388895703e-05, 2.46219917970330e-02, 2.68432597009636e-03, 2.46788597898479e-02, 3.33828116406341e-02, 4.84971954300000e+00, 9.09217534722222e-01,             11520000
 1.43750000000000e+01, 0.00000000000000e+00, 1.20000000000000e+00, 3.45977183578024e-02, 3.23190292049777e-02, 5.29666997759377e-05, 2.46735959089747e-02, 2.56518708663522e-03, 2.46588153682860e-02, 2.44256814835527e-02, 4.99068072200000e+00, 9.07853211805556e-01,             11520000
 1.43125000000000e+01, 0.00000000000000e+00, 1.21250000000000e+00, 3.48589309617775e-02, 3.70328164795361e-02, 5.66979206699246e-05, 2.48429372360134e-02, 2.65077871908820e-03, 2.49035697791790e-02, 2.85708685310241e-02, 4.70186740100000e+00, 9.10621180555556e-01,             11520000
 1.45000000000000e+01, 0.00000000000000e+00, 1.20000000000000e+00, 3.45504447257999e-02, 4.49199130874683e-02, 6.24443593214388e-05, 2.44580520185651e-02, 2.60912984535407e-03, 2.44289797123778e-02, 3.10525961364869e-02, 4.57502923400000e+00, 9.11764149305556e-01,             11520000
 1.44687500000000e+01, 0.00000000000000e+00, 1.19687500000000e+00, 3.45395327686861e-02, 3.87645095258838e-02, 5.80084027123052e-05, 2.44774569863465e-02, 2.54489012797202e-03, 2.44450724490577e-02, 2.72499149617507e-02, 4.67175600000000e+00, 9.02723784722222e-01,             11520000
 1.44062500000000e+01, 0.00000000000000e+00, 1.19062500000000e+00, 3.44466771479367e-02, 3.89102977499047e-02, 5.81173813330621e-05, 2.45859981613471e-02, 2.59024222717640e-03, 2.45475005280767e-02, 2.68272813305861e-02, 4.55577116000000e+00, 9.06270920138889e-01,             11520000
 1.44218750000000e+01, 0.00000000000000e+00, 1.19218750000000e+00, 3.44977185872085e-02, 3.78820308837575e-02, 5.73443173857470e-05, 2.45508069221388e-02, 2.57650649030286e-03, 2.45286622366746e-02, 2.65392247457917e-02, 4.66064942900000e+00, 9.00193402777778e-01,             11520000
