#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,      accept. ratio,  Monte Carlo steps 
 4.000000000000e+00, 0.000000000000e+00, 1.000000000000e+00, 1.462802522338e-01, 7.826895228810e-01, 2.948991396093e-04, 3.779990196000e+00, 9.005155555556e-01,            9000000
 4.015389347498e+00, 0.000000000000e+00, 2.054271204368e+00, 1.842878966604e-01, 4.355914921221e-02, 6.956942911957e-05, 3.697888041000e+00, 8.987826666667e-01,            9000000
 4.005135530929e+00, 0.000000000000e+00, 1.351817539915e+00, 1.489996334799e-01, 5.459013357325e-02, 7.788177191762e-05, 3.676081203000e+00, 9.117770000000e-01,            9000000
 4.005176387878e+00, 0.000000000000e+00, 1.343172114281e+00, 1.481603377083e-01, 5.959667914518e-02, 8.137477028142e-05, 3.291414559000e+00, 9.113362222222e-01,            9000000
 4.005180473573e+00, 0.000000000000e+00, 1.342307571718e+00, 1.479705240011e-01, 5.765113709152e-02, 8.003550399078e-05, 3.536900353000e+00, 9.038051111111e-01,            9000000
 4.005184967837e+00, 0.000000000000e+00, 1.341356574898e+00, 1.479334236339e-01, 5.938285704712e-02, 8.122866013581e-05, 3.408150517000e+00, 9.027146666667e-01,            9000000
 4.005219112378e+00, 0.000000000000e+00, 1.334131510380e+00, 1.475339629944e-01, 6.328379825681e-02, 8.385423745790e-05, 3.523596708000e+00, 8.980048888889e-01,            9000000
 4.004280522086e+00, 0.000000000000e+00, 1.315151895095e+00, 1.459877223619e-01, 5.467501611981e-02, 7.794229783045e-05, 3.602721913000e+00, 9.079474444444e-01,            9000000
 4.004186663057e+00, 0.000000000000e+00, 1.313253933567e+00, 1.458125119489e-01, 5.438124674631e-02, 7.773262345753e-05, 3.909964194000e+00, 8.976246666667e-01,            9000000
 4.004083418125e+00, 0.000000000000e+00, 1.311166175886e+00, 1.456467108669e-01, 5.189048355882e-02, 7.593160925671e-05, 3.443261201000e+00, 9.100071111111e-01,            9000000
 4.003969848699e+00, 0.000000000000e+00, 1.308869642436e+00, 1.456391430798e-01, 5.555601522240e-02, 7.856774516471e-05, 3.731969465000e+00, 9.017571111111e-01,            9000000
 4.003692011368e+00, 0.000000000000e+00, 1.303251380971e+00, 1.450631768999e-01, 5.173021381430e-02, 7.581425680518e-05, 3.544500379000e+00, 9.039593333333e-01,            9000000
 4.003539301267e+00, 0.000000000000e+00, 1.300163368030e+00, 1.449370266231e-01, 4.785197286103e-02, 7.291697932202e-05, 3.631205795000e+00, 9.121877777778e-01,            9000000
 4.003371320155e+00, 0.000000000000e+00, 1.296766553795e+00, 1.444663564882e-01, 5.232138536841e-02, 7.624622786182e-05, 3.641535428000e+00, 9.052343333333e-01,            9000000
 4.003186540933e+00, 0.000000000000e+00, 1.293030058136e+00, 1.441821341344e-01, 5.255133565949e-02, 7.641359365649e-05, 3.505251322000e+00, 9.099162222222e-01,            9000000
 4.002983283789e+00, 0.000000000000e+00, 1.288919912912e+00, 1.439315607565e-01, 4.720194486289e-02, 7.242002858548e-05, 3.849935094000e+00, 9.038302222222e-01,            9000000
 4.002759700930e+00, 0.000000000000e+00, 1.284398753165e+00, 1.435425863366e-01, 5.411713131545e-02, 7.754363023876e-05, 3.598204638000e+00, 9.089931111111e-01,            9000000
 4.002475330961e+00, 0.000000000000e+00, 1.278648392590e+00, 1.430876083468e-01, 4.709259614965e-02, 7.233609530030e-05, 3.707683403000e+00, 8.945242222222e-01,            9000000
 4.004930355962e+00, 0.000000000000e+00, 1.320393171232e+00, 1.463005234345e-01, 5.507008881407e-02, 7.822339008966e-05, 3.914091561000e+00, 9.053841111111e-01,            9000000
 4.004901480320e+00, 0.000000000000e+00, 1.319019337317e+00, 1.463053306115e-01, 6.014893009716e-02, 8.175092938456e-05, 3.596903685000e+00, 9.051391111111e-01,            9000000
 4.004858589838e+00, 0.000000000000e+00, 1.316978710831e+00, 1.460078723884e-01, 6.455766400583e-02, 8.469400084082e-05, 3.682123664000e+00, 9.079404444444e-01,            9000000
 4.004822537584e+00, 0.000000000000e+00, 1.315263430876e+00, 1.460597143309e-01, 5.399378009101e-02, 7.745520575791e-05, 3.971542937000e+00, 8.933358888889e-01,            9000000
 4.004782880104e+00, 0.000000000000e+00, 1.313376622926e+00, 1.456788977353e-01, 6.118799832573e-02, 8.245402646709e-05, 3.351466861000e+00, 9.159472222222e-01,            9000000
 4.004629219103e+00, 0.000000000000e+00, 1.306065800277e+00, 1.452358836207e-01, 5.377845537450e-02, 7.730060756876e-05, 3.481847010000e+00, 9.030842222222e-01,            9000000
 4.004570229776e+00, 0.000000000000e+00, 1.303259229267e+00, 1.449820843632e-01, 5.344067176793e-02, 7.705746179741e-05, 3.595843111000e+00, 8.973530000000e-01,            9000000
 4.004505341515e+00, 0.000000000000e+00, 1.300172001155e+00, 1.448174848897e-01, 5.006085007541e-02, 7.458094042747e-05, 3.850787668000e+00, 9.110301111111e-01,            9000000
 4.004433964429e+00, 0.000000000000e+00, 1.296776050233e+00, 1.446386311400e-01, 4.909457565307e-02, 7.385765261868e-05, 4.723900813000e+00, 9.064185555556e-01,            9000000
 4.004355449634e+00, 0.000000000000e+00, 1.293040504218e+00, 1.441196575470e-01, 5.795294929382e-02, 8.024472934843e-05, 4.429403466000e+00, 8.977534444444e-01,            9000000
 4.004238897582e+00, 0.000000000000e+00, 1.287495236533e+00, 1.436073880957e-01, 5.396399088328e-02, 7.743383618956e-05, 3.747791013000e+00, 9.080982222222e-01,            9000000
