#                p[0],                 p[1],                 p[2],               energy,             variance,                error,         elapsed time,        accept. ratio,             MC steps
  2.7701000000000e+00,  1.1296000000000e+00,  1.1268000000000e+00, -1.4500968616831e-01,  7.3883949835067e-02,  9.6101476208139e-05,  2.1826474714000e+01,  9.0694812500000e-01,              8000000
  3.2701000000000e+00,  1.1296000000000e+00,  1.1268000000000e+00, -1.4076945475158e-01,  5.6734094625251e-02,  8.4212598987066e-05,  2.1154035211000e+01,  8.9845250000000e-01,              8000000
  2.7701000000000e+00,  1.1796000000000e+00,  1.1268000000000e+00, -1.2229685446629e-01,  2.7884379181437e-01,  1.8669620771938e-04,  1.8981023171000e+01,  8.9962762500000e-01,              8000000
  2.7701000000000e+00,  1.1296000000000e+00,  1.1768000000000e+00, -1.1569573801142e-01,  3.0453230626759e-01,  1.9510647934768e-04,  1.8551226983000e+01,  8.9369637500000e-01,              8000000
  3.1034333333333e+00,  1.1629333333333e+00,  1.0768000000000e+00, -1.0774299945228e-01,  1.2260520915960e+00,  3.9147989916405e-04,  1.8603323487000e+01,  8.9935775000000e-01,              8000000
  2.8534333333333e+00,  1.1379333333333e+00,  1.1518000000000e+00, -1.3352134961230e-01,  1.3846270093436e-01,  1.3155925515445e-04,  1.9808009965000e+01,  9.0961425000000e-01,              8000000
  3.1589888888889e+00,  1.0851555555556e+00,  1.1434666666667e+00, -1.2725206977471e-01,  6.3709899217848e-01,  2.8220094617543e-04,  2.0245002132000e+01,  9.0396525000000e-01,              8000000
  2.8673222222222e+00,  1.1559888888889e+00,  1.1309666666667e+00, -1.3560400097830e-01,  1.2828610910029e-01,  1.2663239568742e-04,  2.0015581308000e+01,  9.0245512500000e-01,              8000000
  3.0849148148148e+00,  1.1388592592593e+00,  1.1045777777778e+00, -1.3996012538786e-01,  2.4895481297193e-01,  1.7640677884223e-04,  1.9035340872000e+01,  9.0769937500000e-01,              8000000
  3.0270444444444e+00,  1.1386277777778e+00,  1.1163833333333e+00, -1.4350068881246e-01,  1.1513818668983e-01,  1.1996780124779e-04,  1.8996699757000e+01,  9.0503650000000e-01,              8000000
  3.1775074074074e+00,  1.1092296296296e+00,  1.1156888888889e+00, -1.4278500521200e-01,  1.9761396151333e-01,  1.5716788854332e-04,  1.8480742571000e+01,  9.0908662500000e-01,              8000000
  3.0999611111111e+00,  1.1209194444444e+00,  1.1195083333333e+00, -1.4543670031901e-01,  1.0133968891966e-01,  1.1254981614804e-04,  2.0041280677000e+01,  9.0823900000000e-01,              8000000
  3.0663962962963e+00,  1.1147851851852e+00,  1.1323555555556e+00, -1.4326762700949e-01,  1.0443832680423e-01,  1.1425756364691e-04,  1.9122534064000e+01,  9.0602662500000e-01,              8000000
  2.6875382716049e+00,  1.1139364197531e+00,  1.1256425925926e+00, -1.4491129371323e-01,  1.5528557675649e-01,  1.3932227781141e-04,  1.9471638531000e+01,  9.0444300000000e-01,              8000000
  3.1244595679012e+00,  1.1256841049383e+00,  1.1265106481481e+00, -1.4425897308160e-01,  6.4641390917993e-02,  8.9889787321748e-05,  1.9731796642000e+01,  9.1364187500000e-01,              8000000
  2.9299508230453e+00,  1.1360171810700e+00,  1.1161904320988e+00, -1.4387336900232e-01,  1.1958602787602e-01,  1.2226305036479e-04,  1.9046601548000e+01,  8.9914762500000e-01,              8000000
  3.0322849279835e+00,  1.1200931841564e+00,  1.1283142746914e+00, -1.4517421558712e-01,  8.2504350199717e-02,  1.0155315738550e-04,  1.8930889393000e+01,  9.0699200000000e-01,              8000000
  2.8512685528121e+00,  1.1293320816187e+00,  1.1349082818930e+00, -1.4292250267472e-01,  6.8513198925172e-02,  9.2542692124481e-05,  2.1227461943000e+01,  9.0030387500000e-01,              8000000
  3.0377879715364e+00,  1.1230226037380e+00,  1.1233583204733e+00, -1.4536496405263e-01,  8.0923038393782e-02,  1.0057524446514e-04,  1.9611942317000e+01,  9.1119937500000e-01,              8000000
  2.7689890317787e+00,  1.1227930869913e+00,  1.1258044152949e+00, -1.4617160961205e-01,  9.0134164716998e-02,  1.0614504505451e-04,  1.8602004903000e+01,  9.1283437500000e-01,              8000000
