#                p[0],                 p[1],                 p[2],               energy,             variance,                error,         elapsed time,        accept. ratio,             MC steps
  4.9000000000000e+00,  1.1000000000000e+00,  9.4000000000000e-01,  7.1016820031513e-01,  4.7665948337036e-01,  1.9930284396916e-04,  8.2448440300000e+00,  9.0720850000000e-01,             12000000
  4.9500000000000e+00,  1.1000000000000e+00,  9.4000000000000e-01,  7.1054859826522e-01,  4.5561264551546e-01,  1.9485307403175e-04,  8.0003739970000e+00,  9.0712066666667e-01,             12000000
  4.9500000000000e+00,  1.1000000000000e+00,  9.4000000000000e-01,  7.0984787793255e-01,  5.1837153975163e-01,  1.8973145125114e-04,  1.0309694117000e+01,  9.0459902777778e-01,             14400000
  4.9000000000000e+00,  1.1500000000000e+00,  9.4000000000000e-01,  7.1667107504371e-01,  4.4755026080839e-01,  1.7629486442550e-04,  1.3088114022000e+01,  9.0603750000000e-01,             14400000
  4.9000000000000e+00,  1.1000000000000e+00,  9.9000000000000e-01,  7.0786708842570e-01,  6.8451525939120e-01,  2.1802702103677e-04,  1.5920717361000e+01,  9.0348722222222e-01,             14400000
  4.9333333333333e+00,  1.1333333333333e+00,  8.9000000000000e-01,  7.3051144541396e-01,  2.6510913661813e-01,  1.3568476963017e-04,  1.6737100133000e+01,  8.9781500000000e-01,             14400000
  4.9083333333333e+00,  1.1083333333333e+00,  9.6500000000000e-01,  7.0741254076025e-01,  5.4462887290131e-01,  1.9447737530889e-04,  1.8371653110000e+01,  9.0313541666667e-01,             14400000
  4.9388888888889e+00,  1.0555555555556e+00,  9.5666666666667e-01,  7.2671978708606e-01,  1.5734726095454e+00,  3.3055851406133e-04,  1.8689831031000e+01,  9.0770097222222e-01,             14400000
  4.9097222222222e+00,  1.1263888888889e+00,  9.4416666666667e-01,  7.1087279371954e-01,  4.3638818262683e-01,  1.7408255198222e-04,  1.8597495493000e+01,  9.0722263888889e-01,             14400000
  4.8620370370370e+00,  1.1231481481481e+00,  9.5944444444444e-01,  7.0899545420360e-01,  5.2708138975700e-01,  1.9131877662342e-04,  1.8779226370000e+01,  9.0509500000000e-01,             14400000
  4.8840277777778e+00,  1.1173611111111e+00,  9.5458333333333e-01,  7.0810533170306e-01,  4.8048961729080e-01,  1.8266727822487e-04,  2.0179011598000e+01,  9.0386687500000e-01,             14400000
  4.8875000000000e+00,  1.1208333333333e+00,  9.2750000000000e-01,  7.1274085332345e-01,  4.5830042051430e-01,  1.7839960227330e-04,  1.9070597037000e+01,  9.0391340277778e-01,             14400000
  4.9031250000000e+00,  1.1114583333333e+00,  9.5562500000000e-01,  7.0756344772550e-01,  5.8692541309962e-01,  2.0188786304042e-04,  1.9407595986000e+01,  9.0526743055556e-01,             14400000
  4.8920138888889e+00,  1.1086805555556e+00,  9.4729166666667e-01,  7.0842861506690e-01,  4.8953486265920e-01,  1.8437862287574e-04,  1.8631448949000e+01,  9.0392472222222e-01,             14400000
  4.8968750000000e+00,  1.1218750000000e+00,  9.4937500000000e-01,  7.0993989263902e-01,  4.3696231866213e-01,  1.7419703057931e-04,  1.9394872206000e+01,  9.0177131944444e-01,             14400000
  4.8961805555556e+00,  1.1128472222222e+00,  9.5979166666667e-01,  7.0790200001960e-01,  5.3732979518152e-01,  1.9316979347151e-04,  2.0014681529000e+01,  9.0531819444444e-01,             14400000
  4.8857638888889e+00,  1.1190972222222e+00,  9.4104166666667e-01,  7.0991212683779e-01,  4.5669050186396e-01,  1.7808598536942e-04,  1.8701560205000e+01,  9.0567402777778e-01,             14400000
  4.8857638888889e+00,  1.1302083333333e+00,  9.4937500000000e-01,  7.1113976174947e-01,  4.7141437718575e-01,  1.8093399218165e-04,  1.8612993902000e+01,  9.0419708333333e-01,             14400000
  4.8904513888889e+00,  1.1140625000000e+00,  9.4781250000000e-01,  7.0815483637625e-01,  5.4354111829359e-01,  1.9428306923819e-04,  1.8738027674000e+01,  9.0670541666667e-01,             14400000
  4.8944444444444e+00,  1.1152777777778e+00,  9.4833333333333e-01,  7.0981564730739e-01,  4.3684890806842e-01,  1.7417442328589e-04,  1.8707184285000e+01,  9.0642868055556e-01,             14400000
  4.8904513888889e+00,  1.1196180555556e+00,  9.5197916666667e-01,  7.0863353613231e-01,  5.2083848213880e-01,  1.9018238361483e-04,  1.8663372825000e+01,  9.0902666666667e-01,             14400000
  4.8913194444444e+00,  1.1204861111111e+00,  9.4520833333333e-01,  7.1073804335464e-01,  4.3357837725155e-01,  1.7352120772792e-04,  1.9734045329000e+01,  9.0408583333333e-01,             14400000
  4.8979745370370e+00,  1.1188078703704e+00,  9.4329861111111e-01,  7.1028199129252e-01,  4.2033859991504e-01,  1.7085134049710e-04,  2.0053009453000e+01,  9.0432604166667e-01,             14400000
  4.9017361111111e+00,  1.1184027777778e+00,  9.3895833333333e-01,  7.1115576028911e-01,  4.0561783951722e-01,  1.6783296911522e-04,  1.8610734418000e+01,  9.0451215277778e-01,             14400000
  4.9015432098765e+00,  1.1168209876543e+00,  9.4879629629630e-01,  7.0839454776579e-01,  5.1015242223054e-01,  1.8822128345059e-04,  1.8794864944000e+01,  9.0634340277778e-01,             14400000
  4.8938753858025e+00,  1.1195698302469e+00,  9.4610532407407e-01,  7.0960496327563e-01,  5.2688560415159e-01,  1.9128324042133e-04,  1.8981838332000e+01,  9.0660236111111e-01,             14400000
  4.8962094907407e+00,  1.1170428240741e+00,  9.4581597222222e-01,  7.1017854078635e-01,  4.5696295430461e-01,  1.7813909872169e-04,  1.8951690299000e+01,  9.0395937500000e-01,             14400000
  4.8974247685185e+00,  1.1203414351852e+00,  9.4633680555556e-01,  7.0973730544232e-01,  4.7192407057860e-01,  1.8103177870554e-04,  1.8754598525000e+01,  9.0574375000000e-01,             14400000
  4.8946469907407e+00,  1.1196469907407e+00,  9.4425347222222e-01,  7.0927922530939e-01,  4.3717632718049e-01,  1.7423968309576e-04,  1.8715621061000e+01,  9.0486465277778e-01,             14400000
  4.8951292438272e+00,  1.1166570216049e+00,  9.4257523148148e-01,  7.0975086246026e-01,  4.4538115876565e-01,  1.7586712920982e-04,  1.8694661320000e+01,  9.0749937500000e-01,             14400000
  4.8956243569959e+00,  1.1196984310700e+00,  9.4093557098765e-01,  7.1053631239572e-01,  4.1487271441605e-01,  1.6973687038408e-04,  1.8865729170000e+01,  9.0165902777778e-01,             14400000
  4.8970346793553e+00,  1.1221118398491e+00,  9.4308320473251e-01,  7.1052455495053e-01,  4.9681963089527e-01,  1.8574542593726e-04,  1.8486821225000e+01,  9.0073312500000e-01,             14400000
  4.8956056027092e+00,  1.1180207261660e+00,  9.4270222479424e-01,  7.0938010164856e-01,  4.8283026264659e-01,  1.8311165815004e-04,  1.8499016718000e+01,  9.0647368055556e-01,             14400000
  4.8951356738683e+00,  1.1196727109053e+00,  9.4259452160494e-01,  7.1038811569377e-01,  4.4350535895037e-01,  1.7549639101828e-04,  1.8831129387000e+01,  9.0403361111111e-01,             14400000
  4.8963107638889e+00,  1.1192274305556e+00,  9.4377604166667e-01,  7.1015476271516e-01,  4.5511657005145e-01,  1.7777884397387e-04,  1.8651730916000e+01,  9.0406847222222e-01,             14400000
  4.8948881172839e+00,  1.1181520061728e+00,  9.4341435185185e-01,  7.0988209525759e-01,  4.5014253623369e-01,  1.7680468984041e-04,  1.8982005152000e+01,  9.0953687500000e-01,             14400000
  4.8934697573731e+00,  1.1190870413237e+00,  9.4306552211934e-01,  7.1062457928616e-01,  4.1560519596297e-01,  1.6988664438935e-04,  1.8587039326000e+01,  9.0647006944444e-01,             14400000
  4.8935342363969e+00,  1.1182513145862e+00,  9.4456104252401e-01,  7.1001655034073e-01,  4.1586140503278e-01,  1.6993900152227e-04,  1.8288129815000e+01,  9.0384763888889e-01,             14400000
  4.8927335176612e+00,  1.1175406164266e+00,  9.4554430298354e-01,  7.0945801882010e-01,  4.2941710542255e-01,  1.7268651458933e-04,  1.8174815026000e+01,  9.0272652777778e-01,             14400000
  4.8928792057232e+00,  1.1198382249276e+00,  9.4450567272519e-01,  7.1008612634104e-01,  4.4962069716691e-01,  1.7670217747804e-04,  2.0067958270000e+01,  9.0314256944444e-01,             14400000
  4.8943858893938e+00,  1.1185735608615e+00,  9.4368718207019e-01,  7.0975641663886e-01,  4.0495331946245e-01,  1.6769543313997e-04,  1.9759663254000e+01,  9.0335791666667e-01,             14400000
  4.8949083203145e+00,  1.1185608694686e+00,  9.4526894242493e-01,  7.0951624917069e-01,  4.1666868491526e-01,  1.7010386633271e-04,  1.9351745786000e+01,  9.0645715277778e-01,             14400000
  4.8939053066627e+00,  1.1172768392035e+00,  9.4475797245720e-01,  7.1080978445726e-01,  4.1252336582178e-01,  1.6925559358510e-04,  1.9498441402000e+01,  9.0206347222222e-01,             14400000
  4.8944615697212e+00,  1.1190544528564e+00,  9.4437959728097e-01,  7.1052849583589e-01,  4.8794776359526e-01,  1.8407949739388e-04,  1.9583817399000e+01,  9.0526583333333e-01,             14400000
